Id,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
15168,hughesdale,3166,20160903,WkEnd,SDay,WrkngDy,sold,3,1,4,47,55,48,Y,N,Y,Y,70,43.5,669,1980,2,1,290000,600,1999,2016,10,15.7,0.2,19.9,0.3,0.1,1.9,0.23,1370000,1830000,671,14.5,NrlyLvl,1503000,1080000,1100000,1365000
15169,hughesdale,3166,20160827,WkEnd,SDay,WrkngDy,sold,4,2,4,72,16,39,N,N,Y,N,70,43.5,736,1975,1,0,NA,NA,NA,NA,9.3,16.3,0,18.7,0.8,0.8,0.2,0.79,1370000,1830000,738,NA,GntlyInclnd,1606333,1440000,1160000,1322000
15170,hughesdale,3166,20160806,WkEnd,SDay,WrkngDy,sold,3,1,2,55,21,41,Y,N,Y,Y,70,43.5,715,1949,2,0,690000,NA,2013,NA,5.8,14.4,0,20.4,0.7,0.2,0.5,0.11,880000,1170000,712,16.8,NrlyLvl,1405333,1240000,1350000,1316000
15171,hughesdale,3166,20160312,WkEnd,SDay,WrkngDy,sold,4,2,2,63,39,51,Y,N,N,Y,70,43.5,561,1930,4,0,995000,NA,2011,NA,18.7,22.3,0.2,21.1,1.3,0.2,2,0.59,1300000,1740000,561,NA,NrlyLvl,1435667,1810000,1410000,1315000
15172,hughesdale,3166,20150704,WkEnd,SDay,WrkngDy,sold,4,2,2,66,31,42,Y,N,Y,N,70,43.5,715,1920,2,0,130000,NA,1993,NA,7.3,10.6,0,19.7,0.074,0.074,1.3,0.4,1370000,1830000,703,15.9,NrlyLvl,1642667,1870000,1540000,1324000
15173,hughesdale,3166,20150613,WkEnd,SDay,WrkngDy,sold,3,2,2,60,30,44,Y,N,Y,N,70,43.5,697,1980,4,0,890500,NA,2012,NA,6,18.2,0,20.2,1.3,0.4,1.6,0.7,1430000,1920000,687,15.2,NrlyLvl,1537333,1810000,1410000,1310000
15174,hughesdale,3166,20150328,WkEnd,SDay,WrkngDy,sold,5,3,2,55,44,47,Y,Y,Y,N,70,43.5,592,1938,2,0,43000,NA,1979,NA,12.7,19.1,0,19.8,0.2,0.2,1.6,NA,1580000,2120000,607,19.2,NrlyLvl,1563333,1590000,1160000,1399000
15175,hughesdale,3166,20150304,WkDay,WDay,WrkngDy,sold,4,2,2,60,30,44,Y,N,Y,Y,70,43.5,613,1920,3,0,745000,NA,2012,NA,15.4,23.5,0,19.7,0.7,0.7,0.7,0.87,1510000,2010000,615,15.2,NrlyLvl,1551667,1580000,1210000,1395000
15176,hughesdale,3166,20140531,WkEnd,SDay,WrkngDy,sold,4,2,3,51,33,46,Y,Y,Y,Y,70,43.5,667,1940,2,0,268000,NA,2000,NA,7.5,18.9,0,20,0.076,0.076,1.7,0.91,1510000,2010000,665,15.5,NrlyLvl,1690333,1580000,1210000,1327000
15183,oakleigh,3166,20170708,WkEnd,SDay,WrkngDy,sold,3,2,2,60,30,40,Y,Y,Y,Y,98,59,655,1960,5,0,470000,NA,2007,NA,5.3,13.5,0,20.2,0.9,0.7,0.7,0.91,1180000,1580000,646,NA,ModInclnd,1175000,970000,1420000,1365000
15184,oakleigh,3166,20170624,WkEnd,SDay,WrkngDy,sold,3,1,2,65,35,47,Y,N,Y,N,98,59,551,1950,6,0,852000,NA,2014,NA,8.3,12.3,1.4,19.6,0.1,0.1,1.4,0.96,1240000,1660000,551,13.7,NrlyLvl,1275000,1050000,890000,1381000
15186,oakleigh,3166,20160730,WkEnd,SDay,WrkngDy,sold,3,2,2,66,22,42,Y,N,N,N,98,59,543,1997,3,0,390000,NA,2003,NA,9.1,13.8,2.4,20.9,0.1,0.1,1.4,0.75,1370000,1830000,538,15.2,NrlyLvl,1323333,960000,1100000,1320000
15187,oakleigh,3166,20160409,WkEnd,SDay,WrkngDy,sold,4,2,2,79,15,41,Y,Y,Y,Y,98,59,535,1950,5,0,711000,NA,2006,NA,10.4,22.3,0,20.5,2.3,0.4,0.4,1.09,1300000,1740000,536,15.1,NrlyLvl,1376167,1420000,1550000,1312500
15188,oakleigh,3166,20150926,WkEnd,SDay,WrkngDy,sold,3,2,3,63,40,47,Y,Y,Y,N,98,59,1011,1920,1,0,NA,NA,NA,NA,6.6,17.9,0,19.8,1,0.6,1,1.09,1430000,1920000,997,14.9,NrlyLvl,1247963,1080000,1100000,1380000
15197,hughesdale,3166,20170513,WkEnd,SDay,WrkngDy,sold,4,4,2,52,42,45,Y,N,Y,N,70,43.5,378,2006,1,0,NA,NA,NA,NA,8.4,15.6,0.2,23.5,1.7,1.7,1.4,NA,1210000,2190000,379,24.8,NrlyLvl,1077333,1210000,1780000,1340000
15199,hughesdale,3166,20150718,WkEnd,SDay,WrkngDy,sold,3,2,2,55,44,47,N,N,N,N,70,43.5,894,1930,2,1,980000,475,2010,2015,6.1,11.5,0.4,19.9,0.7,0.2,0.8,NA,1510000,2010000,905,17,NrlyLvl,1620000,2830000,1850000,1375000
15200,hughesdale,3166,20141213,WkEnd,SDay,WrkngDy,sold,3,2,2,NA,NA,NA,Y,N,Y,Y,70,43.5,613,1930,3,2,460000,475,2005,2008,14.4,30.7,0,19.6,0.7,1.2,0.8,NA,1510000,2010000,605,15.1,NrlyLvl,1568333,1440000,1350000,1385000
15211,oakleigh,3166,20170325,WkEnd,SDay,WrkngDy,sold,3,2,2,66,22,42,Y,N,Y,N,98,59,543,1930,1,0,NA,NA,NA,NA,15.3,29.7,0,20.2,2.4,0.1,0.2,0.88,1240000,1660000,545,15.4,NrlyLvl,1323333,960000,1100000,1320000
15212,oakleigh,3166,20161117,WkDay,ThDay,WrkngDy,sold,4,1,2,68,26,44,Y,N,N,N,98,59,592,1920,2,0,900000,NA,2015,NA,12,31.4,0,20.5,0.2,0.2,0.4,1.03,1300000,1740000,594,14.9,NrlyLvl,1388333,1080000,1100000,1310000
15213,oakleigh,3166,20160430,WkEnd,SDay,WrkngDy,sold,4,2,2,79,15,41,Y,N,N,N,98,59,545,1930,2,0,450000,NA,2005,NA,16.4,24.1,6.2,19.9,0.6,0.5,0.5,1.14,1370000,1830000,550,15.4,NrlyLvl,1452833,1410000,1120000,1370000
15214,oakleigh,3166,20151017,WkEnd,SDay,WrkngDy,sold,4,2,2,65,35,47,Y,N,N,N,98,59,589,1930,3,0,200000,NA,1999,NA,11.5,20.5,0,20,0.6,0.6,0.7,0.98,1370000,1830000,587,14.5,NrlyLvl,1380000,1120000,1220000,1346000
15215,oakleigh,3166,20150502,WkEnd,SDay,WrkngDy,sold,5,2,2,66,22,42,Y,Y,Y,Y,98,59,543,1930,5,0,347375,NA,2002,NA,11.6,22.2,0,20.4,1.1,0.6,0.9,0.88,1120000,1510000,550,15.4,NrlyLvl,1493333,1480000,1150000,1320000
15223,hughesdale,3166,20170708,WkEnd,SDay,WrkngDy,sold,5,2,3,68,21,43,N,N,Y,Y,70,43.5,539,1920,3,0,127250,NA,1993,NA,5.3,13.5,0,18.7,0.9,0.2,0.3,0.45,1240000,1660000,548,12.2,NrlyLvl,1510333,1080000,1210000,1475000
15224,hughesdale,3166,20161203,WkEnd,SDay,WrkngDy,sold,3,2,2,60,30,44,Y,N,Y,Y,70,43.5,768,1991,2,0,115000,NA,1991,NA,9.9,23.9,0,20.1,0.5,0.5,1.6,NA,1430000,1920000,755,16.1,NrlyLvl,1389833,1420000,1810000,1490000
15225,hughesdale,3166,20161119,WkEnd,SDay,WrkngDy,sold,4,2,2,66,31,42,Y,N,Y,N,70,43.5,758,1977,1,0,NA,NA,NA,NA,11.7,19.4,0,19.8,0.1,1,1.2,0.37,1430000,1920000,750,16.1,NrlyLvl,1642667,1870000,1540000,1455000
15226,hughesdale,3166,20150815,WkEnd,SDay,WrkngDy,sold,4,2,2,51,33,46,N,Y,N,N,70,43.5,697,1927,1,0,NA,NA,NA,NA,10,14.9,0.4,20.3,1.4,0.4,1.7,0.63,1580000,2120000,701,15.4,NrlyLvl,1805667,1590000,1760000,1495000
15227,hughesdale,3166,20150523,WkEnd,SDay,WrkngDy,sold,4,3,2,60,30,44,N,N,Y,N,70,43.5,697,1920,1,0,NA,NA,NA,NA,10.4,13.3,0,19.2,0.4,0.4,0.4,0.74,1300000,1740000,680,15,NrlyLvl,1607000,1550000,1590000,1457500
15229,huntingdale,3166,20170429,WkEnd,SDay,WrkngDy,sold,4,2,3,55,37,47,Y,N,Y,N,59.5,16.5,602,1950,1,0,NA,NA,NA,NA,14.9,18.1,0.2,19.9,0.3,1,1.4,0.74,925000,1230000,605,18.3,NrlyLvl,1388333,960000,997000,1452000
15230,huntingdale,3166,20161230,WkDay,FDay,WrkngDy,sold,5,3,2,57,39,48,Y,N,Y,N,59.5,16.5,557,2006,2,0,373000,NA,2006,NA,20.1,27.8,20.4,20.9,0.6,1,1.1,0.69,1370000,1830000,554,16.9,NrlyLvl,1753333,1080000,1100000,1420000
15231,oakleigh,3166,20170909,WkEnd,SDay,WrkngDy,sold,4,1,2,65,21,47,N,N,Y,Y,98,59,723,1925,5,4,780000,580,2011,2016,7.1,14.9,1.2,20.9,0.5,0.6,0.8,5.33,1240000,1660000,718,13.6,NrlyLvl,1481667,1030000,1420000,1470000
15234,oakleigh,3166,20151017,WkEnd,SDay,WrkngDy,sold,4,2,2,68,26,44,N,N,N,N,98,59,558,1977,2,1,1451000,480,2015,2016,11.5,20.5,0,19.7,0.3,0.3,0.2,0.73,1430000,1920000,563,15.3,NrlyLvl,1320000,1590000,2830000,1451000
15235,oakleigh,3166,20150321,WkEnd,SDay,WrkngDy,sold,3,2,4,82,14,33,Y,N,Y,N,98,59,1055,1970,0,0,NA,NA,NA,NA,11.9,22.7,0,20.2,0.2,0.2,1.3,3.4,975000,1290000,1085,NA,GntlyInclnd,1201667,1080000,1200000,1478000
15248,huntingdale,3166,20170225,WkEnd,SDay,WrkngDy,sold,4,2,2,55,37,47,Y,N,Y,Y,59.5,16.5,602,1960,4,0,720000,NA,2013,NA,13.7,19.4,0,18.6,0.8,0.2,0.3,0.84,1300000,1740000,598,18.2,NrlyLvl,1361667,1120000,997000,1420000
15250,oakleigh,3166,20170720,WkDay,ThDay,WrkngDy,sold,4,1,2,63,30,36,N,N,Y,N,98,59,619,1920,2,0,176000,NA,1989,NA,7.9,10.7,0.6,20.6,2,0.6,0.6,0.86,1120000,1510000,606,13.8,NrlyLvl,1388333,1100000,1420000,1405000
15251,oakleigh,3166,20160430,WkEnd,SDay,WrkngDy,sold,4,2,3,54,34,42,Y,N,Y,N,98,59,736,1995,5,0,1288000,NA,2013,NA,16.4,24.1,6.2,19.9,0.7,0.7,0.3,1.71,1510000,2010000,735,18.2,NrlyLvl,1465000,960000,970000,1480000
15256,hughesdale,3166,20171202,WkEnd,SDay,WrkngDy,sold,4,2,2,52,42,45,Y,N,Y,N,70,43.5,604,1930,0,0,NA,NA,NA,NA,14.7,16.4,20.6,23.4,0.7,0.7,0.5,0.65,1580000,2120000,603,15.2,NrlyLvl,1541667,1780000,2190000,1565000
15258,hughesdale,3166,20170708,WkEnd,SDay,WrkngDy,sold,4,2,2,72,16,39,Y,N,Y,Y,70,43.5,699,1940,1,1,NA,750,NA,2017,5.3,13.5,0,19.5,0.4,0.071,1.3,0.68,1300000,1740000,702,17.3,NrlyLvl,1513333,1870000,1420000,1505000
15266,hughesdale,3166,20151211,WkDay,FDay,WrkngDy,sold,3,1,2,55,44,47,Y,N,N,N,70,43.5,697,1980,1,0,NA,NA,NA,NA,14.2,19.2,0,21.4,4.5,2.3,3.2,NA,1580000,2120000,699,15.3,GntlyInclnd,1456667,1590000,1160000,1575000
15267,hughesdale,3166,20151107,WkEnd,SDay,WrkngDy,sold,3,2,2,51,47,50,Y,N,Y,Y,70,43.5,928,1930,2,0,180000,NA,1988,NA,11.9,16.8,1.2,20.3,0.7,0.3,0.7,0.89,1180000,1760000,950,19.7,NrlyLvl,1627333,1590000,1160000,1600000
15268,hughesdale,3166,20141115,WkEnd,SDay,WrkngDy,sold,3,2,2,55,40,40,Y,N,Y,Y,70,43.5,782,1920,3,1,831000,450,2009,2010,12.1,17.6,0,19.4,0.3,0.3,0.9,0.63,1510000,2010000,783,15.6,NrlyLvl,1735000,2830000,1420000,1521000
15272,oakleigh,3166,20170506,WkEnd,SDay,WrkngDy,sold,5,3,2,59,32,39,N,N,Y,N,98,59,660,1920,1,0,NA,NA,NA,NA,9.6,20,0.2,20.7,0,21,2.3,0.59,1370000,1830000,660,14.8,ModInclnd,1838333,1080000,2830000,1570000
15275,hughesdale,3166,20170325,WkEnd,SDay,WrkngDy,sold,5,1,2,55,21,41,Y,Y,N,N,70,43.5,922,1980,1,0,NA,NA,NA,NA,15.3,29.7,0,19.8,3.4,3.4,5.6,0.34,1510000,2010000,939,23.1,NrlyLvl,1254000,1870000,1420000,1665000
15276,hughesdale,3166,20161112,WkEnd,SDay,WrkngDy,sold,4,2,2,72,16,39,Y,N,Y,Y,70,43.5,540,1940,2,0,252000,NA,1999,NA,13.2,25.5,2,20.5,0.9,0.2,2.1,0.72,1660000,2220000,545,13.5,NrlyLvl,1593333,1440000,1350000,1700000
15277,hughesdale,3166,20161007,WkDay,FDay,WrkngDy,sold,4,2,2,55,44,47,Y,N,Y,N,70,43.5,856,1978,1,0,NA,NA,NA,NA,14.1,22.5,0,20.2,0.5,0.3,1.7,NA,1660000,2220000,857,18.4,NrlyLvl,1672000,2830000,1210000,1650000
15278,hughesdale,3166,20151205,WkEnd,SDay,WrkngDy,sold,4,1,3,52,42,45,Y,N,N,N,70,43.5,970,1930,1,1,NA,400,NA,2016,15.5,25.3,0,20.3,0.7,0.3,0.7,0.88,1660000,2220000,964,19,NrlyLvl,1613000,1210000,1780000,1650000
15283,oakleigh,3166,20161107,WkDay,MDay,WrkngDy,sold,4,2,2,63,30,36,Y,Y,Y,Y,98,59,354,1918,6,1,990000,375,2013,2005,14.6,25.9,0,19.9,0.6,0.6,0.4,0.91,1580000,2120000,707,19.2,NrlyLvl,1124629,1100000,1420000,1640000
15284,oakleigh,3166,20160609,WkDay,ThDay,WrkngDy,sold,5,3,2,48,29,49,Y,Y,Y,N,98,59,694,2012,2,0,620000,NA,2012,NA,10.8,17.5,1.4,20.1,0.5,0.2,0.7,1.8,1660000,2220000,695,15.4,NrlyLvl,1838333,1510000,1880000,1655000
15285,hughesdale,3166,20151107,WkEnd,SDay,WrkngDy,sold,3,2,2,51,47,50,Y,N,Y,Y,70,43.5,928,1930,2,0,180000,NA,1988,NA,11.9,16.8,1.2,19.4,0.8,0.4,1.1,0.89,1180000,1760000,950,19.7,NrlyLvl,1627333,1590000,1160000,1600000
15292,oakleigh,3166,20170715,WkEnd,SDay,WrkngDy,sold,4,2,2,74,23,44,Y,N,N,N,98,59,605,1950,4,0,360000,NA,2005,NA,4.5,12,0,23.8,4.6,3.3,4.2,0.98,1370000,1830000,599,13.4,NrlyLvl,1410000,1030000,960000,1610000
15293,oakleigh,3166,20170530,WkDay,TuDay,WrkngDy,sold,3,1,2,59,32,39,N,N,N,N,98,59,890,1929,1,1,NA,695,NA,2017,9.3,13.1,2.2,20.5,1.2,0.4,1,0.5,1430000,1920000,887,NA,GntlyInclnd,1275000,1100000,1480000,1625000
15294,oakleigh,3166,20161202,WkDay,FDay,WrkngDy,sold,5,3,2,65,21,47,Y,Y,Y,N,98,59,723,1920,5,1,1050000,900,2012,2012,13,21.6,0,18.4,1.6,0.7,0.9,5.31,1580000,2120000,725,13.7,NrlyLvl,1838333,1080000,1210000,1700000
15297,hughesdale,3166,20161210,WkEnd,SDay,WrkngDy,sold,4,2,1,72,16,39,Y,N,Y,N,70,43.5,540,1925,3,0,725000,NA,2011,NA,11.2,18.8,0.2,23.7,1,1,0.8,0.72,1660000,2220000,546,13.5,NrlyLvl,1505000,1870000,1420000,1745000
15298,hughesdale,3166,20161112,WkEnd,SDay,WrkngDy,sold,4,2,2,72,16,39,Y,N,Y,Y,70,43.5,540,1940,2,0,252000,NA,1999,NA,13.2,25.5,2,20.2,0.6,0.2,1.7,0.72,1660000,2220000,545,13.5,NrlyLvl,1593333,1440000,1350000,1700000
15299,hughesdale,3166,20151128,WkEnd,SDay,WrkngDy,sold,4,2,4,52,50,46,Y,N,Y,Y,70,43.5,697,1920,2,0,240000,NA,2000,NA,12,20.1,0,20.2,0.5,0.3,1.7,0.26,1740000,2330000,707,15.3,NrlyLvl,1703667,1080000,1550000,1710000
15303,oakleigh,3166,20170624,WkEnd,SDay,WrkngDy,sold,5,2,2,79,15,41,N,N,Y,N,98,59,545,1935,1,0,NA,NA,NA,NA,8.3,12.3,1.4,19.9,0.8,0.6,0.7,1.09,1510000,2010000,546,15.3,NrlyLvl,1596167,1080000,1100000,1750000
15308,oakleigh,3166,20161202,WkDay,FDay,WrkngDy,sold,5,3,2,65,21,47,Y,Y,Y,N,98,59,723,1920,5,1,1050000,900,2012,2012,13,21.6,0,20.5,1.3,0.016,0.9,5.31,1580000,2120000,725,13.7,NrlyLvl,1838333,1080000,1210000,1700000
15325,hughesdale,3166,20160917,WkEnd,SDay,WrkngDy,sold,4,2,2,52,42,45,Y,N,Y,Y,70,43.5,853,1925,1,0,NA,NA,NA,NA,11.1,19.8,0,20.2,0.2,0.2,1.3,NA,1210000,2190000,847,16.7,NrlyLvl,1805667,1210000,1780000,2120000
15327,hughesdale,3166,20170520,WkEnd,SDay,WrkngDy,sold,4,3,4,52,42,45,Y,N,Y,N,70,43.5,697,1976,3,0,1085000,NA,2014,NA,10.2,19.3,0,19.4,0.2,0.2,0.7,0.89,1210000,1920000,695,15,NrlyLvl,1663667,1210000,1780000,2190000
15559,clayton,3168,20160222,WkDay,MDay,WrkngDy,sold,2,1,1,19,69,66,N,N,N,N,59.5,107.5,698,2014,3,0,421000,NA,2015,NA,15.6,29.5,0,24.6,1,1.5,1.4,0.94,385000,505000,696,NA,NrlyLvl,416296,640000,400000,400000
15672,clayton,3168,20151122,WkEnd,SDay,WrkngDy,sold,2,1,1,31,69,53,N,N,N,N,59.5,107.5,1248,2005,3,2,386000,400,2010,2011,13.5,20,0,25.2,0.3,0.4,0.2,1.39,385000,505000,1245,NA,NA,422963,640000,575500,400000
15675,clayton,3168,20140501,WkDay,ThDay,WrkngDy,sold,2,1,2,49,52,57,N,N,N,N,59.5,107.5,738,2005,2,4,385000,360,2007,2011,6.2,15.9,0,24.4,0.5,0.2,0.8,0.77,450000,585000,736,18.5,NrlyLvl,450963,468000,640000,360000
15686,clayton,3168,20160222,WkDay,MDay,WrkngDy,sold,2,1,1,19,69,66,N,N,N,N,59.5,107.5,698,2014,3,0,421000,NA,2015,NA,15.6,29.5,0,24.6,1,1.5,1.4,0.94,385000,505000,696,NA,NrlyLvl,416296,640000,400000,400000
15696,clayton,3168,20170210,WkDay,FDay,WrkngDy,sold,2,1,1,19,69,66,N,N,Y,Y,59.5,107.5,698,2014,2,0,410000,NA,2014,NA,18.7,27.1,0,24.6,1,1.5,1.4,0.93,385000,505000,696,NA,NrlyLvl,416296,640000,400000,420000
15698,clayton,3168,20161103,WkDay,ThDay,WrkngDy,sold,2,1,1,31,69,53,N,N,N,N,59.5,107.5,1248,2005,3,1,370000,360,2015,2009,10,19.1,0,25.2,0.3,0.4,0.2,1.4,370000,480000,1245,NA,NA,422963,640000,575500,400235
15703,clayton,3168,20150630,WkDay,TuDay,WrkngDy,sold,2,1,2,49,52,57,N,N,N,N,59.5,107.5,738,2005,2,4,385000,350,2007,2008,5,14.2,0,24.4,0.5,0.2,0.8,0.77,430000,560000,736,18.5,NrlyLvl,450963,468000,640000,433000
15796,clayton,3168,20151208,WkDay,TuDay,WrkngDy,sold,2,1,2,49,52,57,N,N,N,N,59.5,107.5,738,2005,3,4,350000,400,2011,2010,20.3,35.4,0.8,24.4,0.5,0.2,0.8,0.77,430000,560000,736,18.5,NrlyLvl,435796,468000,640000,435000
15798,clayton,3168,20151122,WkEnd,SDay,WrkngDy,sold,2,1,1,31,69,53,N,N,N,N,59.5,107.5,1248,2005,3,2,386000,400,2010,2011,13.5,20,0,25.2,0.3,0.4,0.2,1.39,385000,505000,1245,NA,NA,422963,640000,575500,400000
15841,clayton,3168,20140315,WkEnd,SDay,WrkngDy,sold,2,1,1,35,57,64,N,N,Y,N,59.5,107.5,225,1994,2,1,210000,310,2001,2008,16.6,29.5,0,24,1.2,0.2,2.1,0.21,470000,615000,224,NA,NA,522963,558000,478000,470000
15923,clayton,3168,20141004,WkEnd,SDay,WrkngDy,sold,3,1,2,41,49,61,Y,N,N,N,59.5,107.5,330,1960,1,0,NA,NA,NA,NA,8.7,26.3,0.2,24.8,0.7,0.7,1.8,1.27,630000,825000,259,NA,NrlyLvl,773667,635000,962000,531000
15935,clayton,3168,20150224,WkDay,TuDay,WrkngDy,sold,2,1,1,35,57,64,N,N,N,Y,59.5,107.5,350,2000,3,0,374000,NA,2007,NA,15.9,20.1,3.2,23.7,1.3,0.1,2,0.19,495000,645000,705,16.5,NrlyLvl,610000,468000,660000,550000
15938,clayton,3168,20140728,WkDay,MDay,WrkngDy,sold,3,1,1,41,49,61,Y,N,Y,Y,59.5,107.5,165,2011,1,1,NA,450,NA,2011,10,16.9,0,24.9,0.7,0.7,1.7,1.35,630000,825000,724,16.8,NrlyLvl,773667,712000,730000,525000
16056,clayton,3168,20141127,WkDay,ThDay,WrkngDy,sold,3,2,2,55,42,52,Y,N,Y,N,59.5,107.5,237,1960,2,0,550000,NA,2011,NA,13.1,18.3,0,25.2,1.8,0.6,1.8,1.61,690000,910000,334,NA,NrlyLvl,669333,962000,701000,600000
16067,clayton,3168,20150228,WkEnd,SDay,WrkngDy,sold,3,1,1,12,80,84,N,N,Y,Y,59.5,107.5,231,1960,4,1,485000,260,2012,2005,17.9,32.3,0,24.2,1.6,1.6,1.2,0.97,630000,825000,247,NA,NrlyLvl,636667,468000,640000,564000
16068,clayton,3168,20150224,WkDay,TuDay,WrkngDy,sold,2,1,1,35,57,64,N,N,N,Y,59.5,107.5,350,2000,3,0,374000,NA,2007,NA,15.9,20.1,3.2,23.7,0.9,0.1,2,0.19,495000,645000,705,16.5,NrlyLvl,610000,468000,660000,550000
16070,clayton,3168,20141124,WkDay,MDay,WrkngDy,sold,3,1,2,26,77,68,Y,N,Y,N,59.5,107.5,418,1978,3,0,95000,NA,1992,NA,14.5,19.7,1.2,24.3,1.3,0.9,2.1,0.86,630000,825000,418,NA,NA,699667,791000,735000,580000
16073,clayton,3168,20140628,WkEnd,SDay,WrkngDy,sold,3,2,1,41,49,61,Y,N,Y,Y,59.5,107.5,315,1960,2,3,600000,440,2014,2016,9.7,13.3,0,24.9,0.6,0.6,1.6,1.42,630000,825000,315,NA,GntlyInclnd,773667,675850,712000,600000
16074,clayton,3168,20140616,WkDay,MDay,WrkngDy,sold,3,1,1,26,77,68,N,Y,N,N,59.5,107.5,458,1960,4,2,457000,420,2010,2017,10.4,16.6,0.4,24,1.6,0.6,2.5,0.67,660000,865000,368,NA,GntlyInclnd,773667,468000,640000,581000
16077,clayton,3168,20140305,WkDay,WDay,WrkngDy,sold,4,2,2,55,36,52,N,N,Y,Y,59.5,107.5,279,2014,1,0,NA,NA,NA,NA,18.6,22.6,0,22.5,1,0.9,1.5,1.03,690000,910000,727,15.9,NrlyLvl,909333,1100000,1240000,600000
16212,clayton,3168,20140220,WkDay,ThDay,WrkngDy,sold,3,1,2,64,33,50,N,N,Y,Y,59.5,107.5,592,1970,2,2,370500,375,2006,2009,12.7,20,10.4,23,1.2,0.1,1.2,1.22,800000,1060000,592,15.2,NrlyLvl,1066000,950000,1400000,580500
16226,clayton,3168,20170617,WkEnd,SDay,WrkngDy,sold,2,1,1,40,55,57,N,N,N,N,59.5,107.5,742,1996,1,1,NA,480,NA,2017,4.2,15.5,0,22.9,0.6,2.2,2.1,0.98,575000,750000,760,NA,GntlyInclnd,610000,468000,595000,642000
16243,clayton,3168,20141127,WkDay,ThDay,WrkngDy,sold,3,2,2,55,42,52,Y,N,Y,N,59.5,107.5,237,1960,2,0,550000,NA,2011,NA,13.1,18.3,0,25.2,1.8,0.6,1.8,1.61,690000,910000,334,NA,NrlyLvl,669333,962000,701000,600000
16244,clayton,3168,20141107,WkDay,FDay,WrkngDy,sold,3,1,2,44,54,48,Y,N,N,N,59.5,107.5,289,1996,2,1,128000,280,1997,2004,11.1,32.1,0,23,0.5,0.4,2.6,0.65,725000,955000,695,15.2,NrlyLvl,773667,712000,730000,642250
16251,clayton,3168,20141214,WkEnd,SDay,WrkngDy,sold,4,2,2,59,38,58,N,N,Y,N,59.5,107.5,380,2005,2,0,367000,NA,2005,NA,18.9,25.1,0,23.1,1.3,0.4,1,1.15,880000,1170000,781,NA,ModInclnd,876500,739000,770000,640000
16256,clayton,3168,20140927,WkEnd,SDay,WrkngDy,sold,4,3,2,55,36,52,N,N,Y,N,59.5,107.5,246,2014,1,1,NA,590,NA,2017,8.8,23.2,0,22.5,1,0.9,1.5,1.03,725000,955000,727,15.9,NrlyLvl,850333,712000,730000,634000
16258,clayton,3168,20140628,WkEnd,SDay,WrkngDy,sold,3,2,1,41,49,61,Y,N,Y,Y,59.5,107.5,315,1960,2,3,600000,440,2014,2016,9.7,13.3,0,24.9,0.6,0.6,1.6,1.42,630000,825000,315,NA,GntlyInclnd,773667,675850,712000,600000
16260,clayton,3168,20140531,WkEnd,SDay,WrkngDy,sold,3,1,0,59,38,58,N,N,N,N,59.5,107.5,613,1980,3,1,445000,310,2009,2012,7.5,18.9,0,23.2,1,0.8,1.1,1.22,845000,1110000,621,15.4,NrlyLvl,1145000,950000,1400000,618500
16266,clayton,3168,20140305,WkDay,WDay,WrkngDy,sold,4,2,2,55,36,52,N,N,Y,Y,59.5,107.5,279,2014,1,0,NA,NA,NA,NA,18.6,22.6,0,22.5,1,0.9,1.5,1.03,690000,910000,727,15.9,NrlyLvl,909333,1100000,1240000,600000
16359,clayton,3168,20161119,WkEnd,SDay,WrkngDy,sold,3,1,2,58,46,51,N,N,Y,Y,59.5,107.5,289,1980,1,1,NA,420,NA,2015,11.7,19.4,0,22.5,2.1,0.7,1.7,0.62,660000,865000,227,NA,NA,773667,1120000,950000,685000
16364,clayton,3168,20150919,WkEnd,SDay,WrkngDy,sold,3,2,2,30,87,82,N,N,Y,Y,59.5,107.5,247,2013,2,0,520000,NA,2012,NA,6.5,21.3,0,23.2,1.9,0.5,2.1,0.33,660000,865000,736,18.3,NrlyLvl,749000,675850,712000,680000
16369,clayton,3168,20150104,WkEnd,SDay,WrkngDy,sold,5,3,2,25,73,77,N,N,Y,Y,59.5,107.5,701,2015,1,0,NA,NA,NA,NA,16.3,21.4,4.2,22.9,2,0.2,1.8,0.56,725000,955000,700,17,NrlyLvl,739000,1200000,780000,660000
16381,clayton,3168,20151203,WkDay,ThDay,WrkngDy,sold,3,2,1,52,45,51,N,N,Y,N,59.5,107.5,711,2016,1,0,NA,NA,NA,NA,12.2,21.3,0,23.8,1.3,2.3,0.9,0.64,630000,825000,709,14.8,NrlyLvl,749000,712000,956000,655800
