Id,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
16384,clayton,3168,20150406,WkDay,MDay,HliDy,sold,3,2,2,49,52,57,N,N,Y,Y,59.5,107.5,310,1950,2,0,508000,NA,2009,NA,11.2,18.4,0,22.8,1.2,1.2,1.2,0.79,660000,865000,320,NA,NrlyLvl,749000,675850,712000,686000
16391,clayton,3168,20140619,WkDay,ThDay,WrkngDy,sold,5,2,1,44,54,48,N,N,Y,N,59.5,107.5,251,1950,1,1,NA,600,NA,2008,7.2,12.5,0,22.4,0.6,0.6,3.1,0.45,800000,1060000,252,NA,GntlyInclnd,909333,1100000,1240000,670000
16392,clayton,3168,20140614,WkEnd,SDay,WrkngDy,sold,3,1,1,64,33,50,N,N,Y,N,59.5,107.5,697,2002,3,0,150136,NA,1998,NA,10.1,14.7,0,23,0.3,0.3,1,1.25,880000,1170000,696,NA,NrlyLvl,1093333,950000,1400000,694000
16394,clayton,3168,20140510,WkEnd,SDay,WrkngDy,sold,3,2,1,52,45,51,Y,N,N,N,59.5,107.5,736,1955,2,3,230000,590,2001,2017,12.9,16.3,11,24,1.6,0.6,1.4,0.73,975000,1290000,736,16.2,NrlyLvl,1174629,1100000,1040000,695000
16396,clayton,3168,20140505,WkDay,MDay,WrkngDy,sold,3,1,1,55,36,52,N,N,N,N,59.5,107.5,697,1980,2,1,272000,350,2002,2012,9.8,16.9,1.8,22.8,0.8,0.6,2.5,0.83,880000,1170000,697,15.2,NrlyLvl,1093333,2350000,950000,670000
16460,clayton,3168,20170318,WkEnd,SDay,WrkngDy,sold,2,1,2,60,31,47,N,N,N,N,59.5,107.5,208,1950,1,0,NA,NA,NA,NA,12.4,30.8,0,23.1,1.3,0.4,1,1.09,600000,790000,750,23.1,NrlyLvl,610000,640000,660000,660000
16461,clayton,3168,20170106,WkDay,FDay,WrkngDy,sold,2,1,1,26,80,81,N,N,Y,Y,59.5,107.5,430,2016,1,0,NA,NA,NA,NA,18.3,35.2,0,22.7,2.4,0.8,1.6,0.69,630000,825000,330,NA,GntlyInclnd,658333,468000,640000,680000
16463,clayton,3168,20160507,WkEnd,SDay,WrkngDy,sold,3,1,1,43,57,53,Y,N,Y,Y,59.5,107.5,735,2015,1,0,NA,NA,NA,NA,11.4,25.7,0,23.4,0.3,2.8,1.2,1.14,660000,865000,733,18.6,GntlyInclnd,773667,735000,720000,685000
16483,clayton,3168,20160716,WkEnd,SDay,WrkngDy,sold,3,2,1,41,49,61,Y,N,Y,Y,59.5,107.5,315,1960,2,3,600000,440,2014,2016,7.8,13.7,0,24.9,0.6,0.6,1.6,1.42,630000,825000,315,NA,GntlyInclnd,773667,675850,712000,700100
16485,clayton,3168,20151024,WkEnd,SDay,WrkngDy,sold,4,1,2,58,46,51,Y,Y,Y,Y,59.5,107.5,503,1960,3,0,455000,NA,2007,NA,9.2,19.5,0,22.1,1.7,0.8,1.8,0.83,690000,910000,502,16.3,GntlyInclnd,1011333,468000,640000,730500
16488,clayton,3168,20150225,WkDay,WDay,WrkngDy,sold,3,1,4,31,74,73,N,N,N,N,59.5,107.5,777,1980,1,1,NA,380,NA,2015,14,27,0,24.8,1.1,1.2,2.1,1.24,880000,1170000,777,18.2,NrlyLvl,835833,1260000,1200000,717000
16494,clayton,3168,20140823,WkEnd,SDay,WrkngDy,sold,3,1,2,59,38,58,N,N,Y,N,59.5,107.5,608,1963,7,1,555000,440,2012,2015,7.4,20.7,0,23.2,1,0.7,1,1.31,925000,1230000,608,19.7,NrlyLvl,1102667,1100000,1210000,712500
16510,clayton,3168,20150127,WkDay,TuDay,WrkngDy,sold,4,1,1,55,36,52,N,N,N,N,59.5,107.5,699,2015,1,0,NA,NA,NA,NA,11.7,19.1,0.6,22.6,0.8,0.8,1.3,0.98,880000,1170000,697,15.2,NrlyLvl,1149629,2350000,950000,740000
16511,clayton,3168,20140816,WkEnd,SDay,WrkngDy,sold,3,1,2,52,45,51,N,N,N,N,59.5,107.5,638,1950,1,0,NA,NA,NA,NA,5.4,11.7,0,23.4,1.2,0.7,0.8,0.97,880000,1170000,641,16.1,NrlyLvl,1156296,2350000,950000,720000
16512,clayton,3168,20140612,WkDay,ThDay,WrkngDy,sold,4,2,4,40,55,57,N,N,Y,N,59.5,107.5,711,1999,2,3,186500,400,1999,2011,8.6,16.4,0,24.8,0.3,0.3,0.9,0.91,1080000,1430000,696,15.2,NrlyLvl,1259333,1220000,910000,745000
16514,clayton,3168,20140412,WkEnd,SDay,WrkngDy,sold,3,1,1,40,55,57,N,Y,N,N,59.5,107.5,696,1950,2,0,340000,NA,2005,NA,15.1,22.3,0.4,24.8,0.3,0.5,0.7,1.01,1030000,1360000,696,15.3,NrlyLvl,1182667,2350000,1750000,723500
16515,clayton,3168,20140408,WkDay,TuDay,WrkngDy,sold,2,1,3,55,36,52,N,N,Y,N,59.5,107.5,697,1980,1,1,NA,590,NA,2016,16.6,22.1,0,22.7,0.9,0.9,3.1,0.77,975000,1290000,698,22.5,NrlyLvl,1179629,1100000,1030000,720000
16563,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,3,2,1,38,63,54,N,N,N,N,59.5,107.5,1186,1975,1,0,NA,NA,NA,NA,10.2,17.8,0,22.6,0.5,0.7,1.3,0.44,690000,910000,1184,NA,NrlyLvl,804000,828000,820000,750000
16572,clayton,3168,20140830,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,N,N,59.5,107.5,737,2014,1,0,NA,NA,NA,NA,10.4,21.1,0,24.1,1,2,0.6,0.95,1180000,1580000,738,16.1,NrlyLvl,1128500,1100000,1220000,707000
16588,clayton,3168,20150407,WkDay,TuDay,WrkngDy,sold,3,1,1,64,33,50,Y,N,Y,Y,59.5,107.5,599,1960,2,0,487000,NA,2008,NA,12.4,17.3,0,23,0.1,0.1,1.2,1.25,880000,1170000,602,15.3,NrlyLvl,1066000,950000,1400000,780000
16596,clayton,3168,20150923,WkDay,WDay,WrkngDy,sold,3,1,2,64,33,50,Y,Y,N,N,59.5,107.5,739,1947,1,0,NA,NA,NA,NA,8.5,12.6,0,23.6,1.4,2.5,1.1,0.52,845000,1110000,739,NA,GntlyInclnd,1068667,735000,1400000,755000
16598,clayton,3168,20141011,WkEnd,SDay,WrkngDy,sold,3,1,1,49,52,57,Y,N,N,N,59.5,107.5,710,1980,1,0,NA,NA,NA,NA,13.7,20,0,24.7,0.2,0.2,1,0.8,1080000,1430000,710,15.6,NrlyLvl,1245629,2350000,828000,770000
16599,clayton,3168,20140924,WkDay,WDay,WrkngDy,sold,4,1,2,55,42,52,Y,N,Y,N,59.5,107.5,730,1950,6,1,608000,390,2013,2015,15,23.8,0,25.4,1.6,0.4,1.5,1.82,880000,1170000,730,16.9,NrlyLvl,1111667,1240000,1120000,765000
16602,clayton,3168,20140405,WkEnd,SDay,WrkngDy,sold,4,2,2,58,46,51,N,N,Y,N,59.5,107.5,697,2009,2,0,450500,NA,2009,NA,14.8,24.2,0,22.5,1.5,0.8,1.7,0.54,925000,1230000,693,17.3,NrlyLvl,1193963,1120000,950000,775000
16642,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,3,2,1,38,63,54,N,N,N,N,59.5,107.5,1186,1975,1,0,NA,NA,NA,NA,10.2,17.8,0,22.6,0.5,0.7,1.3,0.44,690000,910000,1184,NA,NrlyLvl,804000,828000,820000,750000
16646,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,4,1,2,44,54,48,Y,N,Y,Y,59.5,107.5,458,1950,2,1,371500,NA,2003,2011,13.5,21.9,3.6,22.4,0.7,0.9,1.5,0.33,800000,1060000,452,16.1,NrlyLvl,1011333,828000,1000000,785000
16648,clayton,3168,20140308,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,Y,N,59.5,107.5,728,1950,3,2,380125,400,2004,2010,14.8,27.4,0,23.6,0.2,0.2,0.7,0.99,1030000,1360000,740,18.3,NrlyLvl,1254629,735000,2350000,800000
16658,clayton,3168,20150410,WkDay,FDay,WrkngDy,sold,2,2,2,49,52,57,N,N,N,N,59.5,107.5,697,1980,1,0,NA,NA,NA,NA,8.6,18.7,0,24.8,0.4,0.4,1.2,0.84,1030000,1360000,693,15.2,NrlyLvl,1147833,1100000,1210000,845000
16664,clayton,3168,20170324,WkDay,FDay,WrkngDy,sold,2,1,1,55,36,52,N,N,N,N,59.5,107.5,526,2006,1,0,NA,NA,NA,NA,13.9,24.7,0,22.2,1.3,0.9,1.6,0.89,325000,690000,308,NA,GntlyInclnd,1016667,640000,660000,815500
16670,clayton,3168,20140507,WkDay,WDay,WrkngDy,sold,3,1,1,29,80,80,N,N,N,N,59.5,107.5,778,2016,2,0,29763,NA,1978,NA,8.5,15.3,1.8,24.9,3.4,0.9,1.7,1.52,1180000,1580000,775,16.7,NrlyLvl,1032333,1010000,870000,820000
16705,clayton,3168,20160220,WkEnd,SDay,WrkngDy,sold,3,1,4,55,36,52,N,N,N,N,59.5,107.5,697,1980,2,0,840000,NA,2015,NA,15.8,20.8,0,22.5,2.2,0.7,1.9,0.72,925000,1230000,690,17.3,NrlyLvl,1040000,1120000,950000,840000
16706,clayton,3168,20150509,WkEnd,SDay,WrkngDy,sold,4,2,1,43,57,53,N,N,Y,Y,59.5,107.5,288,2015,1,0,NA,NA,NA,NA,12.8,18.7,0,23.4,0.3,2.8,1.2,1.14,800000,1060000,733,18.6,GntlyInclnd,861667,1220000,910000,844000
16709,clayton,3168,20140326,WkDay,WDay,WrkngDy,sold,5,2,2,44,67,61,N,N,N,N,59.5,107.5,717,1950,4,0,550000,NA,2012,NA,13.9,26.9,0,24.8,1.2,3.5,1.4,1.33,975000,1290000,721,15.8,NrlyLvl,1261667,1100000,870000,818000
16710,clayton,3168,20140308,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,Y,N,59.5,107.5,728,1950,3,2,380125,400,2004,2010,14.8,27.4,0,23.6,0.8,0.2,0.7,0.99,1030000,1360000,740,18.3,NrlyLvl,1254629,735000,2350000,800000
16722,clayton,3168,20160409,WkEnd,SDay,WrkngDy,sold,4,2,2,60,31,47,Y,N,Y,N,59.5,107.5,585,1960,2,1,130000,570,1997,2016,10.4,22.3,0,23,1.7,0.3,1.2,1.22,925000,1230000,589,15,NrlyLvl,1069333,910000,1440000,880000
16723,clayton,3168,20151206,WkEnd,SDay,WrkngDy,sold,3,1,2,58,46,51,N,N,Y,N,59.5,107.5,697,1960,1,0,NA,NA,NA,NA,15.3,29.8,0,22.2,1.7,0.6,1.9,0.78,925000,1230000,698,17.4,NrlyLvl,1071667,950000,828000,875000
16731,clayton,3168,20171124,WkDay,FDay,WrkngDy,sold,3,2,2,35,57,64,Y,N,Y,N,59.5,107.5,413,1950,1,0,NA,NA,NA,NA,18.6,30.7,1,24,1.1,0.4,2.2,0.39,630000,825000,726,16.8,NrlyLvl,804000,820000,1550000,890000
16735,clayton,3168,20150612,WkDay,FDay,WrkngDy,sold,4,3,2,58,46,51,N,N,N,N,59.5,107.5,350,2016,2,0,118000,NA,1990,NA,5.2,13.1,0,22.4,2,0.7,2.8,0.5,800000,1060000,699,17.4,NrlyLvl,842000,1100000,1030000,855000
16736,clayton,3168,20150328,WkEnd,SDay,WrkngDy,sold,4,1,4,34,66,73,N,N,N,N,59.5,107.5,672,1950,1,1,NA,600,NA,2016,12.7,19.1,0,25.2,8,1.5,3.1,1.64,925000,1230000,672,15.9,NrlyLvl,1249000,1100000,1140000,890000
16767,clayton,3168,20160820,WkEnd,SDay,WrkngDy,sold,3,1,2,55,42,52,N,N,Y,N,59.5,107.5,728,1975,1,1,NA,360,NA,2017,6.9,13.6,9.4,25.2,1.8,0.6,1.8,1.56,880000,1170000,721,16.8,NrlyLvl,1111667,870000,766000,920000
16769,clayton,3168,20160506,WkDay,FDay,WrkngDy,sold,3,1,1,52,45,51,N,N,N,N,59.5,107.5,773,1960,1,0,NA,NA,NA,NA,15.9,24.7,0,23.9,1.3,0.2,1.8,0.75,925000,1230000,769,NA,GntlyInclnd,1254629,735000,1400000,911999
16771,clayton,3168,20150514,WkDay,ThDay,WrkngDy,sold,4,1,2,60,31,47,N,N,Y,Y,59.5,107.5,796,1950,2,1,655000,460,2012,2015,7.3,14.6,4.4,23.2,1.5,0.4,1,0.85,880000,1170000,793,17.1,NrlyLvl,1176333,1100000,1220000,902000
16772,clayton,3168,20150509,WkEnd,SDay,WrkngDy,sold,3,1,1,38,65,57,N,N,N,N,59.5,107.5,697,1980,2,2,170000,350,2000,2008,12.8,18.7,0,25.1,0.8,0.9,1.2,1.41,1030000,1360000,699,15.3,NrlyLvl,1254629,2350000,1750000,942000
16773,clayton,3168,20141122,WkEnd,SDay,WrkngDy,sold,4,2,2,38,63,54,Y,N,N,N,59.5,107.5,895,2015,1,0,NA,NA,NA,NA,12.9,31,0,22.6,0.7,0.8,1.5,0.3,1120000,1510000,874,NA,NrlyLvl,1355000,828000,820000,950000
16776,clayton,3168,20160426,WkDay,TuDay,WrkngDy,sold,4,2,2,58,46,51,N,N,N,N,59.5,107.5,709,1950,1,0,NA,NA,NA,NA,11.3,25.6,0,22.5,1.5,0.7,2,0.65,925000,1230000,706,17.6,NrlyLvl,1127963,1100000,1030000,940000
16780,clayton,3168,20140403,WkDay,ThDay,WrkngDy,sold,10,3,2,35,57,64,N,N,N,N,59.5,107.5,725,1950,3,0,620150,NA,2009,NA,15.6,17.7,0.2,24,0.8,0.4,2.2,0.39,1300000,1740000,717,16.8,NrlyLvl,1276667,932000,820000,913000
16798,clayton,3168,20160521,WkEnd,SDay,WrkngDy,sold,3,1,2,55,42,52,N,N,N,N,59.5,107.5,732,1975,1,1,NA,500,NA,2018,8.1,18.5,0,25.1,0.8,0.8,1.9,1.46,925000,1230000,730,16.9,NrlyLvl,1111667,1150000,870000,910000
16801,clayton,3168,20170325,WkEnd,SDay,WrkngDy,sold,2,1,1,55,36,52,N,N,N,N,59.5,107.5,709,1950,1,0,NA,NA,NA,NA,15.3,29.7,0,22.5,1.5,0.7,2,0.67,925000,1230000,708,17.6,NrlyLvl,1015167,890000,1010000,955000
16802,clayton,3168,20161215,WkDay,ThDay,WrkngDy,sold,3,1,1,41,49,61,N,N,N,N,59.5,107.5,728,1978,2,0,146500,NA,1999,NA,11.7,18.6,0,25.4,0.3,0.3,1.5,1.82,925000,1230000,739,NA,NrlyLvl,1111667,1240000,1120000,990000
