
ID,PredictedPrice,ActualPrice,Difference,PercentDiff
95,488827.7871,500000,11172.212899999984,2.2344425799999965
121,401499.4595,460000,58500.5405,12.717508804347826
130,451093.6954,535000,83906.30459999997,15.683421420560743
135,480717.0413,530000,49282.95870000002,9.298671452830192
138,499604.3759,525088,25483.624100000015,4.853210147632399
142,525422.0148,550000,24577.985199999996,4.468724581818181
202,674583.9333,596000,78583.93330000003,13.185223708053698
252,767191.2545,555000,212191.25450000004,38.23265846846848
274,665224.7105,650000,15224.710500000045,2.3422631538461607
278,573229.7543,650000,76770.24569999997,11.810807030769226
279,641271.8572,645000,3728.1428000000305,0.5780066356589194
336,662977.4837,638000,24977.483699999982,3.914966097178681
359,589752.3001,660000,70247.6999,10.643590893939395
361,683546.3675,675000,8546.367500000051,1.266128518518526
363,736163.7378,675000,61163.7378,9.061294488888889
364,697524.3715,658000,39524.37150000001,6.0067433890577515
368,611900.359,681000,69099.64099999995,10.146790161527159
369,844131.2621,665000,179131.26210000005,26.93703189473685
370,949161.7814,700000,249161.78139999998,35.5945402
435,758301.2782,711500,46801.27819999994,6.577832494729437
439,783375.2314,745000,38375.23140000005,5.151037771812087
442,630982.8404,722000,91017.15960000001,12.606254792243767
454,692723.1677,740000,47276.83230000001,6.388761121621622
459,630955.9975,748000,117044.00249999994,15.647593917112292
461,787917.9713,725000,62917.971299999976,8.678340868965515
462,767976.5989,726000,41976.59889999998,5.781900674931127
464,801987.4889,732000,69987.4889,9.561132363387978
465,815142.4711,720000,95142.47109999997,13.214232097222217
522,875241.3884,790000,85241.38840000005,10.790049164556969
526,761889.0963,780000,18110.903700000024,2.321910730769234
527,862663.8129,788000,74663.81290000002,9.47510315989848
528,870947.3498,785000,85947.34979999997,10.948706980891716
529,712622.4124,785000,72377.58759999997,9.220074853503181
530,856778.0904,765000,91778.09039999999,11.997136
532,933947.3635,800000,133947.36349999998,16.7434204375
533,1017070.559,755000,262070.559,34.711332317880796
539,746412.169,751000,4587.831000000006,0.610896271637817
541,833969.6703,795000,38969.6703,4.901845320754717
546,735401.4222,775000,39598.57779999997,5.109493909677416
547,760740.2084,765000,4259.791599999997,0.5568355032679735
549,728422.8179,770000,41577.182099999976,5.399634038961036
550,920487.2984,770000,150487.29839999997,19.543804987012983
551,879690.1055,800000,79690.10549999995,9.961263187499993
552,867190.3769,756000,111190.37690000003,14.707721812169316
553,836812.042,800000,36812.042000000016,4.601505250000002
605,710972.7551,802000,91027.24490000005,11.350030536159608
606,843520.1824,837500,6020.182400000049,0.7188277492537372
608,860175.8815,835000,25175.881500000018,3.015075628742517
611,860381.0659,845000,15381.065900000045,1.8202444852071058
612,854158.9406,810000,44158.94059999997,5.451721061728391
614,769310.7233,802000,32689.276700000046,4.075969663341652
615,807408.0465,807500,91.95349999994505,0.011387430340550472
617,1069375.843,820000,249375.8430000001,30.411688170731722
618,988589.3586,815000,173589.35860000004,21.299307803680986
626,1040901.239,835500,205401.23899999994,24.58422968282465
627,817967.375,838000,20032.625,2.390528042959427
631,995277.9912,827000,168277.99120000005,20.348003772672314
632,824510.0201,841000,16489.979900000035,1.9607586087990527
634,877260.356,830000,47260.35600000003,5.694018795180726
636,952947.2351,850000,102947.23510000005,12.111439423529417
638,981295.6067,850000,131295.6067,15.446541964705881
640,937531.2797,826000,111531.27969999996,13.502576234866822
641,848528.2982,813500,35028.29819999996,4.305875623847568
642,893340.5029,840000,53340.50289999996,6.350059869047614
644,899771.9655,845000,54771.96550000005,6.4818894082840295
647,877077.3778,850000,27077.377800000017,3.1855738588235316
648,779464.1357,848000,68535.86430000002,8.082059469339624
651,847727.2578,846000,1727.2578000000212,0.20416758865248477
652,844946.4259,820000,24946.42590000003,3.0422470609756136
653,828311.8988,840000,11688.101200000034,1.3914406190476232
654,955514.9875,845000,110514.98750000005,13.078696745562135
655,901281.909,833000,68281.90899999999,8.197107923169265
698,831328.645,842000,10671.354999999981,1.2673818289786203
701,794649.108,808000,13350.891999999993,1.6523381188118802
707,888309.0668,865000,23309.06680000003,2.6946898034682114
709,944133.056,861000,83133.05599999998,9.655407200929151
711,1037567.935,875000,162567.93500000006,18.579192571428578
713,885971.9289,870000,15971.928900000057,1.8358538965517306
