
iphone,2007,2007,0.0,0.0
1,97326.684384521,100000,2673.315615479005,2.673315615479005
2,97326.684384521,100000,2673.315615479005,2.673315615479005
4,97326.684384521,60000,-37326.684384520995,-62.21114064086832
6,104559.63313485186,110000,5440.366865148142,4.945788059225584
7,129186.0580096702,133999,4812.941990329797,3.5917745582652087
9,135666.62807421008,142000,6333.371925789921,4.460121074499945
11,107120.69315942797,119000,11879.306840572026,9.982610790396661
12,142061.57894363292,150000,7938.421056367079,5.292280704244719
13,129186.0580096702,125000,-4186.058009670203,-3.3488464077361626
24,167270.13620998748,180000,12729.863790012518,7.072146550006954
29,234821.84368755342,250000,15178.156312446576,6.07126252497863
31,234821.84368755342,245000,10178.156312446576,4.154349515284316
43,321553.1274737241,345800,24246.872526275925,7.011819701063021
45,289081.9105032902,310000,20918.089496709814,6.747770805390263
46,305672.12982610276,328000,22327.870173897245,6.807277492041843
53,325126.1178657389,350000,24873.882134261075,7.106823466931736
54,361470.8775852213,390000,28529.122414778685,7.3151595935329965
63,378880.70181968267,408500,29619.29818031733,7.250746188572174
64,411652.4916531957,445000,33347.5083468043,7.493822100405461
65,416147.35378677736,450000,33852.646213222644,7.522810269605032
88,460208.71170265484,498000,37791.28829734516,7.5886121079006355
89,438985.7143425224,475000,36014.28565747762,7.581954875258447
90,438985.7143425224,475000,36014.28565747762,7.581954875258447
94,457341.12985491887,495000,37658.870145081135,7.6078525545618465
95,461934.5065977179,500000,38065.493402282125,7.6130986804564245
120,448488.47257660487,485000,36511.527423395135,7.528149984205182
121,425300.8401336559,460000,34699.159866344125,7.543295623118289
128,477824.2345929897,518000,40175.76540701027,7.755939267762601
129,494034.7309389452,535000,40965.2690610548,7.657059637580336
130,494034.7309389452,535000,40965.2690610548,7.657059637580336
131,501159.9540022219,543500,42340.04599777813,7.790256853317043
133,466209.58975111047,505000,38790.41024888953,7.681269356215749
134,484608.120771935,525500,40891.87922806502,7.7815184068629915
135,489198.8957356815,530000,40801.10426431848,7.698321559305373
136,496371.63916477474,538000,41628.36083522526,7.737613538145959
137,494034.7309389452,535000,40965.2690610548,7.657059637580336
138,484608.120771935,525088,40479.87922806502,7.709160984076006
139,464276.0648728084,502500,38223.935127191595,7.6067532591426055
140,489198.8957356815,530000,40801.10426431848,7.698321559305373
141,471114.30927837105,510000,38885.690721628955,7.62464523953509
142,507627.80104162544,550000,42372.19895837456,7.704036174249921
180,480188.2905071319,520000,39811.7094928681,7.656097979397712
187,535000.4494285699,580000,44999.550571430125,7.758543201970711
188,517587.57812929497,560600,43012.42187070503,7.672569010115062
189,553150.64189957,600000,46849.35810042999,7.808226350071664
190,553150.64189957,600000,46849.35810042999,7.808226350071664
191,553150.64189957,600000,46849.35810042999,7.808226350071664
192,512187.7550686688,555000,42812.244931331195,7.713918005645261
