SalePrice,date,id
1740594.447064853,20180505,X2479
1619404.9064970978,20151202,2482
1931372.2189531762,20180505,X2482
1538596.0488770623,20151024,2490
1831716.0724809647,20180505,X2490
1608516.543532097,20140912,2494
2055415.5972144909,20180505,X2494
1653605.7902002123,20170524,2497
1744685.5005870368,20180505,X2497
1578940.4332651487,20160402,2501
1800029.8673207927,20180505,X2501
1721471.3906741124,20160305,2521
1936146.278956048,20180505,X2521
1698815.7665152133,20170617,2524
1793316.4783064108,20180505,X2524
1850772.6085708076,20170624,2539
1939947.9987486026,20180505,X2539
1989520.3214120998,20170225,2541
2100556.345192848,20180505,X2541
1884754.1246896742,20170603,2556
1989043.4005517159,20180505,X2556
1811859.0234006958,20170601,2557
1897086.559080126,20180505,X2557
1924647.685034385,20150523,2569
2268115.3258135575,20180505,X2569
1664129.7177556844,20151006,2576
1917601.9647847645,20180505,X2576
2335204.5825932277,20170617,2578
2467606.11714933,20180505,X2578
2404703.4200495575,20160323,2625
2656113.311150904,20180505,X2625
583887.7428900021,20150328,2997
718557.2420204609,20180505,X2997
687999.122470582,20140329,3013
941256.4856923842,20180505,X3013
624381.6665881211,20140301,3015
816250.106356849,20180505,X3015
706726.8009394213,20150228,3121
889820.5958512593,20180505,X3121
698038.9304150493,20160604,3204
793896.0298095775,20180505,X3204
710114.0371298146,20150928,3206
859373.6698695802,20180505,X3206
797472.0635430934,20140301,3216
1156640.2861371262,20180505,X3216
669780.7925869966,20150627,3276
788189.6528200908,20180505,X3276
713578.2040343131,20150928,3289
863613.3216504902,20180505,X3289
781273.5726656643,20160528,3327
880715.9957257785,20180505,X3327
816921.2070746385,20151107,3328
1006598.0043578823,20180505,X3328
797308.0878198842,20150314,3335
982855.2760247014,20180505,X3335
809973.6866585532,20150307,3336
995329.7711137115,20180505,X3336
885546.8141627474,20150226,3338
1149571.664155172,20180505,X3338
793631.1166109224,20141018,3341
1087130.1436810375,20180505,X3341
880987.8667632033,20170716,3405
930630.5709508449,20180505,X3405
347256.4886066734,20141008,12952
445025.82269246347,20180505,X12952
384855.33653087163,20150609,12975
479144.9171982237,20180505,X12975
413009.75021280575,20150222,12979
516483.0633152917,20180505,X12979
403189.35944056703,20150624,12991
483896.68413741636,20180505,X12991
390040.9479177042,20141108,12995
512204.06747342926,20180505,X12995
382613.19586104713,20140821,12997
506280.82104010315,20180505,X12997
378029.2473927061,20140122,12998
492806.6523368261,20180505,X12998
413102.79216076457,20161130,13013
463963.8734081311,20180505,X13013
412413.4966570176,20160322,13014
465032.424734177,20180505,X13014
398714.69319172687,20140924,13015
510222.0387097529,20180505,X13015
374584.6636905151,20140815,13016
472834.90346358245,20180505,X13016
423112.61241250904,20160716,13062
503272.6626375422,20180505,X13062
395716.4613230955,20160224,13066
459533.6150814504,20180505,X13066
429783.7749820343,20160922,13070
493978.11215431517,20180505,X13070
378568.86395403923,20140503,13072
482007.3385302553,20180505,X13072
469971.4435602419,20170712,13076
496694.36569325236,20180505,X13076
463479.0657475041,20170710,13077
489697.4862189365,20180505,X13077
509245.51318685286,20170203,13078
544894.7159866422,20180505,X13078
452428.81418717327,20161027,13079
512741.1602377218,20180505,X13079
485979.3284507464,20160530,13082
554827.3657238255,20180505,X13082
511405.24883762136,20160305,13083
597479.3765694769,20180505,X13083
429116.1618553199,20141220,13084
555176.233592193,20180505,X13084
445249.4924557358,20161019,13091
509438.55259725073,20180505,X13091
480466.1213622438,20160519,13092
547516.1597117794,20180505,X13092
430929.6375941289,20141203,13094
548724.6979739298,20180505,X13094
485979.3284507464,20160530,13099
554827.3657238255,20180505,X13099
414223.9842095603,20140818,13100
536709.4628569768,20180505,X13100
484771.3859436005,20160726,13146
550555.2904590663,20180505,X13146
423533.27726716705,20140919,13148
547359.3866710691,20180505,X13148
421440.4188517432,20140711,13149
545279.6533262025,20180505,X13149
438545.8578933643,20140621,13150
549094.823655679,20180505,X13150
438177.2424522741,20140315,13153
572687.2044552478,20180505,X13153
428933.10813633486,20150609,13211
518871.9173395324,20180505,X13211
472682.5850830651,20160416,13217
545572.9153467531,20180505,X13217
429116.1618553199,20141220,13221
555176.233592193,20180505,X13221
495537.8428534258,20170722,13227
523670.2702249587,20180505,X13227
454342.8196397182,20140818,13232
579214.1149336061,20180505,X13232
492543.8730079073,20170302,13275
529729.7146256011,20180505,X13275
467471.1838514186,20150205,13340
572548.524886787,20180505,X13340
509531.55258257344,20170325,13346
542739.0971833776,20180505,X13346
506903.3533628383,20160428,13357
576317.9604757949,20180505,X13357
513078.0188554442,20150613,13358
616638.8744240006,20180505,X13358
595833.3884922258,20170716,13359
631217.2898785785,20180505,X13359
608843.3129902774,20170417,13360
649266.4279854376,20180505,X13360
543428.9057778758,20170523,13366
574084.0965978011,20180505,X13366
480219.8235175661,20140910,13414
609878.507345428,20180505,X13414
570556.6150084251,20150926,13528
693343.4917915815,20180505,X13528
513078.0188554442,20150613,13530
616638.8744240006,20180505,X13530
565909.9816382424,20150613,13542
683863.8431434736,20180505,X13542
671916.2723253219,20141004,13545
959242.7676252174,20180505,X13545
542267.8537840751,20141107,13552
703287.4054932356,20180505,X13552
530996.1432605502,20140515,13587
683090.6308910543,20180505,X13587
558315.8347090351,20140222,13588
734661.0080225685,20180505,X13588
537979.5523596527,20150521,13677
652400.3912586856,20180505,X13677
883841.561720481,20141213,14470
1246869.7749426088,20180505,X14470
902622.7858512225,20141108,14471
1266600.091583077,20180505,X14471
838259.1749066046,20140405,14474
1163381.590578391,20180505,X14474
874942.5718546268,20140322,14475
1253818.1711974973,20180505,X14475
857393.9445274764,20150713,14493
1070400.6100654427,20180505,X14493
940461.4213595437,20150502,14494
1235785.7825729789,20180505,X14494
953767.4274128439,20170309,14496
1046323.3628174891,20180505,X14496
813761.3012887064,20160612,14497
928485.1575948233,20180505,X14497
849515.1406815122,20140412,14500
1206865.50139257,20180505,X14500
917443.5128258594,20140329,14501
1318506.366584124,20180505,X14501
886041.6053624122,20140301,14502
1288108.9523082934,20180505,X14502
856856.6672905757,20140215,14503
1216676.5714960487,20180505,X14503
912243.0148042691,20140128,14504
1317549.6844759702,20180505,X14504
860881.0478382778,20150307,14536
1091091.2137322838,20180505,X14536
906194.404993049,20140503,14537
1299421.1022604918,20180505,X14537
913648.945999111,20160227,14541
1063808.1878721667,20180505,X14541
840834.0793267885,20160719,14542
972286.4764464084,20180505,X14542
750830.2598977162,20160421,14543
849131.0225816077,20180505,X14543
781970.7453071572,20170304,14554
846010.6847614356,20180505,X14554
990218.5826214034,20151212,14556
1237079.7758345031,20180505,X14556
954870.8264891118,20150502,14557
1210332.6030948423,20180505,X14557
904303.5422515386,20160618,14562
1064981.5145148023,20180505,X14562
908662.8794823551,20160611,14563
1067260.4538327102,20180505,X14563
875688.9462669296,20160604,14564
1009351.8226009137,20180505,X14564
926193.3304478782,20160319,14565
1074056.3915911617,20180505,X14565
939650.5086548816,20160206,14566
1103757.0566084299,20180505,X14566
840443.0208395423,20150905,14567
1049292.1003233446,20180505,X14567
870435.5199971857,20150606,14568
1087707.5342616925,20180505,X14568
934736.907962245,20160319,14573
1095872.660862366,20180505,X14573
887356.3763277183,20151130,14575
1111903.1833578956,20180505,X14575
844867.5191695937,20151022,14576
1052715.2523948594,20180505,X14576
979355.0006979522,20151017,14577
1250531.498384812,20180505,X14577
900996.5777468816,20150926,14578
1112857.8786905743,20180505,X14578
952785.1878261358,20141129,14580
1371959.2537883094,20180505,X14580
970381.054678375,20140823,14581
1359487.9414646514,20180505,X14581
931384.9273610893,20161015,14595
1077121.8515955524,20180505,X14595
888651.5472354832,20150414,14597
1151279.9828806492,20180505,X14597
1068101.9055711955,20150214,14598
1467200.1844348416,20180505,X14598
849358.2132947807,20141206,14599
1155730.9345859436,20180505,X14599
988217.4516172166,20140802,14600
1465756.2647187735,20180505,X14600
832816.528334071,20140510,14601
1156352.1618691746,20180505,X14601
897361.3817722515,20160511,14620
1057291.677457873,20180505,X14620
896586.8653397862,20150505,14622
1151003.04589093,20180505,X14622
940461.4213595437,20150502,14623
1235785.7825729789,20180505,X14623
887019.7693706992,20140603,14624
1212347.1642432036,20180505,X14624
1011744.4819737893,20150316,14626
1384781.3301123474,20180505,X14626
869036.0974727939,20140920,14628
1159994.6178136496,20180505,X14628
1064098.4244828988,20140531,14630
1559968.0790046973,20180505,X14630
954859.8089889834,20140322,14631
1375132.6375509773,20180505,X14631
925257.8632837984,20160723,14649
1072907.6991395568,20180505,X14649
802521.431337934,20160430,14650
938500.3551733572,20180505,X14650
910598.1607895381,20141129,14652
1273675.51592482,20180505,X14652
913648.945999111,20160227,14654
1063808.1878721667,20180505,X14654
918676.0053686696,20160629,14656
1059030.3190871794,20180505,X14656
877160.4226965426,20151212,14657
1071877.1801716005,20180505,X14657
897457.8846064298,20141122,14658
1238402.1088252692,20180505,X14658
936072.9876766409,20150625,14681
1172030.6589403276,20180505,X14681
908111.8441541698,20150502,14683
1141616.2535641454,20180505,X14683
975608.2636869978,20170722,14685
1031505.1976801449,20180505,X14685
966493.399873794,20160903,14688
1108819.5530195506,20180505,X14688
927628.1625309485,20160604,14689
1081432.2693409144,20180505,X14689
958047.0878610597,20160416,14690
1113158.8339468513,20180505,X14690
854233.0316285944,20151130,14691
1055752.5497207397,20180505,X14691
889587.3425181179,20151008,14692
1067514.179270863,20180505,X14692
920789.0243252976,20150711,14693
1111560.1675541627,20180505,X14693
989624.1635354637,20160625,14695
1169239.3337938285,20180505,X14695
948013.5975809452,20151107,14697
1181261.3870865793,20180505,X14697
916680.8081331145,20151024,14698
1141725.5140379604,20180505,X14698
979877.8126654174,20151017,14699
1251174.1750168672,20180505,X14699
964482.7032526023,20150912,14700
1169442.205726804,20180505,X14700
970353.4879112352,20150905,14701
1220648.728730955,20180505,X14701
885555.1045953355,20150820,14702
1090186.2716169711,20180505,X14702
937077.2640522533,20150730,14703
1182295.2784747535,20180505,X14703
914053.1019854104,20150725,14704
1137961.6630569922,20180505,X14704
920061.2327098645,20150627,14706
1142438.5423199672,20180505,X14706
965665.4360953709,20150530,14707
1167559.9220146195,20180505,X14707
881275.3508233508,20150418,14708
1088347.0888259201,20180505,X14708
983353.3262785074,20140918,14710
1367932.7138241085,20180505,X14710
888651.5472354832,20150414,14730
1151279.9828806492,20180505,X14730
1068101.9055711955,20150214,14731
1467200.1844348416,20180505,X14731
987972.9671069337,20140802,14732
1462210.2215832064,20180505,X14732
897361.3817722515,20160511,14749
1057291.677457873,20180505,X14749
887510.1865027143,20140603,14750
1209487.133525486,20180505,X14750
878566.3704972086,20161217,14751
988013.2301075273,20180505,X14751
991638.509821686,20160319,14754
1185259.6761937465,20180505,X14754
967723.9128346675,20150611,14755
1274023.4093675117,20180505,X14755
1050993.1663705776,20150508,14756
1347537.9394273115,20180505,X14756
1011744.4819737893,20150316,14757
1384781.3301123474,20180505,X14757
863155.0156931024,20140920,14758
1125774.092059146,20180505,X14758
862631.7817724213,20140628,14759
1130163.8482503563,20180505,X14759
925257.8632837984,20160723,14774
1072907.6991395568,20180505,X14774
990157.9899505385,20141108,14776
1420817.4538307216,20180505,X14776
998810.4722013216,20141011,14777
1442327.6409878226,20180505,X14777
975411.9853686743,20140913,14778
1345537.686934143,20180505,X14778
873379.8570608882,20160220,14779
969436.4629478335,20180505,X14779
971862.4748585612,20170511,14780
1034336.781533448,20180505,X14780
930574.1417561328,20150414,14781
1193553.1702591702,20180505,X14781
982266.9306463193,20170408,14794
1047831.201634583,20180505,X14794
1116897.3207377503,20161029,14795
1306492.7549741364,20180505,X14795
960077.1437788497,20160319,14797
1083502.2269971126,20180505,X14797
933000.3701878818,20150926,14798
1155015.9070938958,20180505,X14798
997987.7112257505,20150321,14799
1284855.8152442167,20180505,X14799
1133019.5176567214,20140222,14800
1628418.628298809,20180505,X14800
982721.519458325,20161022,14802
1141151.8396256946,20180505,X14802
934423.5785527137,20160709,14803
1072070.793953733,20180505,X14803
949750.7735137526,20160618,14804
1110007.7621221757,20180505,X14804
970912.6751995422,20150818,14805
1223348.5071441464,20180505,X14805
947768.6611440635,20150516,14806
1162193.2373849691,20180505,X14806
973157.9812127767,20170330,14809
1029678.3265671432,20180505,X14809
995180.6344283685,20151128,14812
1266335.535167546,20180505,X14812
993693.4581433384,20151024,14813
1227184.1090193745,20180505,X14813
916680.8081331145,20151024,14814
1141725.5140379604,20180505,X14814
932004.3992748839,20150919,14815
1159451.4751169283,20180505,X14815
964482.7032526023,20150912,14816
1169442.205726804,20180505,X14816
973418.8341447193,20150620,14817
1221298.6332459387,20180505,X14817
923051.972108384,20141108,14818
1248052.0573965043,20180505,X14818
947550.1341933826,20151028,14838
1181802.227478253,20180505,X14838
1064802.7997079685,20141108,14840
1489136.0024128112,20180505,X14840
986897.8010919727,20140913,14841
1373012.2775189148,20180505,X14841
997286.7330486653,20140617,14842
1424756.457615794,20180505,X14842
991638.509821686,20160319,14853
1185259.6761937465,20180505,X14853
863155.0156931024,20140920,14854
1125774.092059146,20180505,X14854
1047501.2469884086,20140809,14855
1448516.154269548,20180505,X14855
1022156.5534432357,20140623,14856
1425923.4838935975,20180505,X14856
954418.5192633681,20140429,14857
1358184.7804909057,20180505,X14857
995632.287726085,20140109,14858
1402244.3833042362,20180505,X14858
989294.4723181264,20160411,14873
1164534.9084830706,20180505,X14873
1038280.465584131,20160409,14874
1221416.132475284,20180505,X14874
975201.2770825624,20160405,14875
1142621.6632969503,20180505,X14875
895412.4479993334,20150912,14876
1103153.6827714976,20180505,X14876
1004733.9667409202,20161008,14886
1154970.1661527522,20180505,X14886
964704.3392682112,20150927,14890
1208806.5981859833,20180505,X14890
1077176.488470699,20150824,14891
1346207.0166139465,20180505,X14891
1150158.870633549,20150630,14892
1447874.27575022,20180505,X14892
1104883.1946386786,20150509,14893
1450900.785740045,20180505,X14893
1054924.8179654672,20170617,14895
1110365.035740206,20180505,X14895
1076540.867940397,20161217,14896
1225617.1238440825,20180505,X14896
1049481.1051928347,20160213,14897
1212762.2860328343,20180505,X14897
1063281.6063718728,20170811,14900
1121224.0619233283,20180505,X14900
1092317.323747146,20170408,14901
1165006.1109031097,20180505,X14901
1040583.4788733734,20170304,14902
1126851.6897468457,20180505,X14902
1056378.5940117114,20170225,14903
1146952.7668836757,20180505,X14903
1063084.9249009362,20160917,14904
1221241.981922051,20180505,X14904
966387.8852935076,20160730,14905
1136245.959924075,20180505,X14905
1065834.0893351685,20160428,14906
1267587.9130338416,20180505,X14906
1055353.200832883,20160119,14907
1269697.19482542,20180505,X14907
972080.7187548653,20151212,14908
1207759.3103687332,20180505,X14908
989286.6538816751,20151202,14910
1215852.4067464296,20180505,X14910
1048442.4392407032,20151024,14911
1290488.1541801132,20180505,X14911
1054473.1666986963,20151020,14912
1311387.915469038,20180505,X14912
1031291.2929822445,20150928,14913
1274550.2575693,20180505,X14913
1006990.0518502545,20150902,14914
1252047.5839420045,20180505,X14914
1032754.7672930217,20150801,14915
1285545.786737942,20180505,X14915
1131817.7349617954,20150613,14916
1424062.8457319157,20180505,X14916
955750.1311689249,20150418,14917
1183662.7670238228,20180505,X14917
1074926.1768587884,20141004,14919
1474553.701328594,20180505,X14919
1127961.6258855595,20141206,14938
1652566.6302444565,20180505,X14938
1043884.8788501895,20141118,14939
1406461.9607691644,20180505,X14939
1084294.8409249354,20140919,14940
1496848.6118647528,20180505,X14940
1117503.7633830043,20140517,14941
1576102.0400821797,20180505,X14941
1092104.3757153957,20140222,14943
1531744.713733255,20180505,X14943
965150.7545591434,20170228,14960
1031064.7911408286,20180505,X14960
1088463.9368975759,20170211,14961
1183577.4536029163,20180505,X14961
979765.2429531921,20140926,14963
1283077.8790198069,20180505,X14963
1021307.0671999991,20170318,14980
1098884.4349584926,20180505,X14980
1084327.539977204,20161014,14982
1247883.3347202546,20180505,X14982
1050298.8925687738,20161008,14983
1216250.100590963,20180505,X14983
1028782.3746667135,20161006,14984
1179809.4880860136,20180505,X14984
1022889.346658696,20151212,14985
1242340.4479016687,20180505,X14985
1103567.8998949416,20151017,14986
1377619.6021382464,20180505,X14986
955289.5979462896,20150730,14987
1158508.3949701327,20180505,X14987
1010041.0928554441,20150711,14988
1249573.239351392,20180505,X14988
969129.1895585428,20150616,14989
1232219.522615053,20180505,X14989
975560.8497065349,20141107,14990
1306939.5932510085,20180505,X14990
1187795.863376648,20171028,14995
1251614.8883646314,20180505,X14995
1205876.0994725528,20170429,14997
1290604.039762833,20180505,X14997
1122562.0230651244,20161127,14998
1294533.0530932364,20180505,X14998
1165745.246092418,20160430,14999
1383571.2656193562,20180505,X14999
1201425.1145373008,20160407,15000
1435205.89337048,20180505,X15000
1119973.4787690027,20160317,15002
1331308.89277737,20180505,X15002
1180931.7333253536,20151212,15003
1474528.6691582333,20180505,X15003
1218161.5619088374,20151205,15004
1532189.1262385026,20180505,X15004
1148717.1429461753,20151114,15005
1435746.2951583478,20180505,X15005
1122996.822294346,20150926,15006
1374673.855387889,20180505,X15006
1146709.620654599,20150314,15007
1467438.473889231,20180505,X15007
1235345.0403835075,20141206,15008
1692438.0509380158,20180505,X15008
1159746.280833161,20140526,15009
1620134.237824313,20180505,X15009
1112906.841623587,20170617,15014
1171319.8390036942,20180505,X15014
1154602.8922322977,20170401,15015
1223361.615500678,20180505,X15015
1089016.3463859195,20170527,15017
1145742.0917259639,20180505,X15017
1221542.1455439155,20170422,15018
1305322.882355719,20180505,X15018
1213873.4056694887,20170218,15019
1309347.1234984358,20180505,X15019
1117826.2089793182,20161029,15020
1286724.5314512132,20180505,X15020
1210273.4005617613,20161008,15021
1393602.3641956171,20180505,X15021
1098493.8749857394,20160909,15022
1247288.6060387294,20180505,X15022
1129065.9883947296,20160625,15023
1330541.1432454828,20180505,X15023
1065834.0893351685,20160428,15024
1267587.9130338416,20180505,X15024
1130738.2165510918,20151118,15025
1410130.70105343,20180505,X15025
1048442.4392407032,20151024,15026
1290488.1541801132,20180505,X15026
1197425.870880411,20150613,15027
1527791.4058679494,20180505,X15027
1131817.7349617954,20150613,15028
1424062.8457319157,20180505,X15028
1073487.2368049882,20150502,15029
1317543.591787735,20180505,X15029
1037529.1781471715,20141113,15030
1426526.5632330596,20180505,X15030
1026064.3522196123,20170322,15052
1086958.3561139244,20180505,X15052
1187608.3327589242,20140830,15053
1628770.3598015858,20180505,X15053
1161040.5317071937,20140614,15054
1588436.8603016548,20180505,X15054
1207592.1239509915,20160723,15072
1421525.8463998374,20180505,X15072
1171948.7808289665,20150808,15073
1473429.6051792658,20180505,X15073
1131501.3520567885,20170513,15075
1197407.763053304,20180505,X15075
1069937.132180589,20161126,15076
1206246.4213448598,20180505,X15076
1084327.539977204,20161014,15080
1247883.3347202546,20180505,X15080
1223020.7182706178,20160625,15081
1445001.2234160018,20180505,X15081
1075057.587071578,20160309,15082
1265343.6334019937,20180505,X15082
1022889.346658696,20151212,15083
1242340.4479016687,20180505,X15083
1000413.9927399034,20170527,15093
1048625.606079239,20180505,X15093
1114526.2411690042,20161211,15094
1254906.2977514088,20180505,X15094
1259592.2790095948,20161015,15095
1450941.8376566116,20180505,X15095
1170082.328554164,20160820,15096
1356401.9393035884,20180505,X15096
1201425.1145373008,20160407,15097
1435205.89337048,20180505,X15097
1211728.5433908913,20151114,15098
1506608.9976563037,20180505,X15098
1201289.6287419905,20151017,15099
1496853.4352887806,20180505,X15099
1113309.0169022277,20150905,15100
1382182.3426695596,20180505,X15100
1186839.2913704484,20150829,15101
1483123.3479601282,20180505,X15101
1190914.7630363712,20150725,15105
1493051.7568698525,20180505,X15105
1201713.9728687487,20170614,15107
1264916.2406470869,20180505,X15107
1198093.1030273247,20170603,15108
1261192.3263062295,20180505,X15108
1175152.8330367499,20170527,15109
1237282.7732728738,20180505,X15109
1213873.4056694887,20170218,15110
1309347.1234984358,20180505,X15110
1309499.3065684654,20160227,15112
1544954.465502224,20180505,X15112
1255687.7658729502,20151214,15113
1544815.1713133168,20180505,X15113
1130738.2165510918,20151118,15114
1410130.70105343,20180505,X15114
1238559.3327128529,20150919,15115
1545004.894901498,20180505,X15115
1225706.175978162,20150829,15116
1522294.4270093965,20180505,X15116
1043318.4893904617,20150711,15117
1272137.1073128784,20180505,X15117
1256242.195848991,20141121,15118
1685019.02399082,20180505,X15118
1140708.1959330856,20170513,15138
1209263.5239453379,20180505,X15138
1201830.0693788885,20150801,15139
1494818.8640002245,20180505,X15139
1140691.8360574397,20150829,15148
1428458.8454808455,20180505,X15148
1213338.675334424,20161126,15151
1396372.2150793308,20180505,X15151
1283661.5307636382,20160305,15152
1511294.4704006035,20180505,X15152
1239507.7574744308,20150411,15153
1558963.3891824873,20180505,X15153
1268378.6084366592,20150327,15154
1629109.252514137,20180505,X15154
1163325.8761004398,20141208,15155
1548026.038627107,20180505,X15155
1349478.5732264991,20170225,15165
