,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2
597,,EIGHT,clayton,3168,20140614,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,64,33,3.9318256327243257,N,N,Y,N,59.5,107.5,6.548219102762372,2002,1.3862943611198906,0.0,11.919303489576624,0.0,1998,0,10.1,14.7,0.0,23.0,0.262364264467491,0.262364264467491,0.6931471805599453,0.8109302162163288,880000,1170000,0.0,NrlyLvl,1093333,13.76421831620775,1400000
598,,FOUR,clayton,3168,20140510,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,1.0986122886681098,0.6931471805599453,52,45,3.9512437185814275,Y,N,N,N,59.5,107.5,6.602587892189336,1955,1.0986122886681098,1.3862943611198906,12.345838935721968,6.3818160174060985,2001,2017,12.9,16.3,2.4849066497880004,24.0,0.9555114450274363,0.4700036292457356,0.8754687373538999,0.5481214085096876,975000,1290000,16.2,NrlyLvl,1174629,13.910821646859095,1040000
599,,FOUR,clayton,3168,20140505,WkDay,MDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,55,36,3.970291913552122,N,N,N,N,59.5,107.5,6.548219102762372,1980,1.0986122886681098,0.6931471805599453,12.513561021741964,5.860786223465865,2002,2012,9.8,16.9,1.0296194171811581,22.8,0.5877866649021191,0.4700036292457356,1.252762968495368,0.6043159668533294,880000,1170000,15.2,NrlyLvl,1093333,14.669926311652166,950000
600,ONE,SEVEN,clayton,3168,20170513,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,0.6931471805599453,34,66,4.30406509320417,N,N,N,N,59.5,107.5,6.591673732008658,1984,0.6931471805599453,1.0986122886681098,0.0,5.831882477283517,0,2008,8.4,15.6,0.18232155679395465,25.2,1.4586150226995167,0.8754687373538999,1.0647107369924282,1.095273387402595,600000,790000,20.8,NrlyLvl,777000,13.423727916529138,712000
601,TWO,SIX,clayton,3168,20170318,WkEnd,SDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,1.0986122886681098,60,31,3.871201010907891,N,N,N,N,59.5,107.5,5.342334251964811,1950,0.6931471805599453,0.0,0.0,0.0,0,0,12.4,30.8,0.0,23.1,0.832909122935104,0.33647223662121295,0.6931471805599453,0.7371640659767197,600000,790000,23.1,NrlyLvl,610000,13.369225017834633,660000
602,TWO,,clayton,3168,20170106,WkDay,FDay,WrkngDy,sold,AptFlat,1.0986122886681098,0.6931471805599453,0.6931471805599453,26,80,4.406719247264253,N,N,Y,Y,59.5,107.5,6.066108090103747,2016,0.6931471805599453,0.0,0.0,0.0,0,0,18.3,35.2,0.0,22.7,1.2237754316221157,0.5877866649021191,0.9555114450274363,0.5247285289349821,630000,825000,0.0,GntlyInclnd,658333,13.056225711649638,640000
603,ONE,FOUR,clayton,3168,20160507,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,0.6931471805599453,0.6931471805599453,43,57,3.9889840465642745,Y,N,Y,Y,59.5,107.5,6.601230118728877,2015,0.6931471805599453,0.0,0.0,0.0,0,0,11.4,25.7,0.0,23.4,0.262364264467491,1.33500106673234,0.7884573603642702,0.76080582903376,660000,865000,18.6,GntlyInclnd,773667,13.507627138738266,720000
604,ONE,,clayton,3168,20160227,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,0.6931471805599453,0.6931471805599453,44,54,3.8918202981106265,Y,N,N,N,59.5,107.5,6.714170529909472,1960,0.6931471805599453,0.0,0.0,0.0,0,0,17.7,22.2,0.0,22.4,0.4700036292457356,0.4700036292457356,1.410986973710262,0.33647223662121295,690000,910000,23.4,NrlyLvl,750000,13.056225711649638,640000
605,ONE,EIGHT,clayton,3168,20160716,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,0.6931471805599453,41,49,4.127134385045092,Y,N,Y,Y,59.5,107.5,5.755742213586912,1960,1.0986122886681098,1.3862943611198906,13.304686600863562,6.089044875446846,2014,2016,7.8,13.7,0.0,24.9,0.4700036292457356,0.4700036292457356,0.9555114450274363,0.883767540168595,630000,825000,0.0,GntlyInclnd,773667,13.423727916529138,712000
606,ONE,EIGHT,clayton,3168,20160220,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,0.6931471805599453,1.0986122886681098,52,45,3.9512437185814275,N,N,Y,N,59.5,107.5,6.606650186198215,2001,0.6931471805599453,0.0,0.0,0.0,0,0,15.8,20.8,0.0,23.4,0.7884573603642702,0.4700036292457356,0.6418538861723948,0.712949807856125,725000,955000,21.9,NrlyLvl,773667,13.056225711649638,640000
607,ONE,FOUR,clayton,3168,20151024,WkEnd,SDay,WrkngDy,sold,AptFlat,1.6094379124341003,0.6931471805599453,1.0986122886681098,58,46,3.9512437185814275,Y,Y,Y,Y,59.5,107.5,6.222576268071369,1960,1.3862943611198906,0.0,13.02805489573287,0.0,2007,0,9.2,19.5,0.0,22.1,0.9932517730102833,0.5877866649021191,1.0296194171811581,0.6043159668533294,690000,910000,16.3,GntlyInclnd,1011333,13.056225711649638,640000
608,,SEVEN,clayton,3168,20150617,WkDay,WDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,1.0986122886681098,16,67,4.31748811353631,N,N,Y,N,59.5,107.5,5.231108616854587,2012,1.0986122886681098,0.0,13.091906231773164,0.0,2013,0,11.7,13.8,0.0,22.4,0.05732506661926941,0.05732506661926941,0.9555114450274363,0.6931471805599453,765000,1010000,0.0,,749000,14.030622744032508,1120000
609,ONE,SIX,clayton,3168,20150523,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,1.0986122886681098,43,57,3.9889840465642745,N,N,Y,Y,59.5,107.5,5.846438775057725,1955,1.3862943611198906,0.0,12.775641593169077,0.0,2006,0,10.4,13.3,0.0,23.5,0.09531017980432487,1.0647107369924282,0.8754687373538999,0.7929925155296614,765000,1010000,0.0,NrlyLvl,749000,13.423727916529138,712000
610,,THREE,clayton,3168,20150225,WkDay,WDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.6094379124341003,31,74,4.30406509320417,N,N,N,N,59.5,107.5,6.656726524178391,1980,0.6931471805599453,0.6931471805599453,0.0,5.942799375126701,0,2015,14.0,27.0,0.0,24.8,0.7419373447293773,0.7884573603642702,1.1314021114911006,0.8064758658669484,880000,1170000,18.2,NrlyLvl,835833,14.04662307257814,1200000
611,THREE,SIX,clayton,3168,20141025,WkEnd,SDay,WrkngDy,sold,TwnHse,1.791759469228055,1.3862943611198906,1.0986122886681098,26,77,4.23410650459726,N,N,Y,N,59.5,107.5,6.625392368007956,1991,1.3862943611198906,0.0,13.047641986378483,0.0,2007,0,14.1,18.2,0.0,24.1,0.9162907318741551,0.5877866649021191,1.2809338454620642,0.5822156198526637,620000,962000,0.0,GntlyInclnd,808333,13.361381852676738,962000
612,,THREE,clayton,3168,20140823,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,59,38,4.07753744390572,N,N,Y,N,59.5,107.5,6.411818267709897,1963,2.0794415416798357,0.6931471805599453,13.22672519452875,6.089044875446846,2012,2015,7.4,20.7,0.0,23.2,0.6931471805599453,0.5306282510621704,0.6931471805599453,0.8372475245337022,925000,1230000,19.7,NrlyLvl,1102667,13.910821646859095,1210000
613,ONE,FOUR,clayton,3168,20150211,WkDay,WDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.3862943611198906,1.0986122886681098,60,31,3.871201010907891,N,N,N,N,59.5,107.5,6.375024819828097,2015,0.6931471805599453,0.0,0.0,0.0,0,0,18.1,26.8,0.0,22.8,1.0647107369924282,0.09531017980432487,0.8754687373538999,0.7275486072772778,690000,910000,16.0,NrlyLvl,808333,13.361381852676738,777000
614,,ONE,clayton,3168,20150127,WkDay,TuDay,WrkngDy,sold,Hse,1.6094379124341003,0.6931471805599453,0.6931471805599453,55,36,3.970291913552122,N,N,N,N,59.5,107.5,6.551080335043404,2015,0.6931471805599453,0.0,0.0,0.0,0,0,11.7,19.1,0.4700036292457356,22.6,0.5877866649021191,0.5877866649021191,0.832909122935104,0.6830968447064438,880000,1170000,15.2,NrlyLvl,1149629,14.669926311652166,950000
615,,ONE,clayton,3168,20140816,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,52,45,3.9512437185814275,N,N,N,N,59.5,107.5,6.459904454377535,1950,0.6931471805599453,0.0,0.0,0.0,0,0,5.4,11.7,0.0,23.4,0.7884573603642702,0.5306282510621704,0.5877866649021191,0.6780335427498971,880000,1170000,16.1,NrlyLvl,1156296,14.669926311652166,950000
616,,THREE,clayton,3168,20140612,WkDay,ThDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.6094379124341003,40,55,4.060443010546419,N,N,Y,N,59.5,107.5,6.568077911411976,1999,1.0986122886681098,1.3862943611198906,12.136191879981927,5.993961427306569,1999,2011,8.6,16.4,0.0,24.8,0.262364264467491,0.262364264467491,0.6418538861723948,0.6471032420585384,1080000,1430000,15.2,NrlyLvl,1259333,14.014362236381235,910000
617,TWO,THREE,clayton,3168,20140502,WkDay,FDay,WrkngDy,sold,TwnHse,1.791759469228055,1.0986122886681098,1.0986122886681098,41,49,4.127134385045092,N,N,Y,Y,59.5,107.5,5.831882477283517,1970,0.6931471805599453,0.0,0.0,0.0,0,0,9.6,14.4,0.0,25.0,0.4054651081081644,0.4700036292457356,0.9555114450274363,0.883767540168595,845000,1110000,0.0,NrlyLvl,790667,13.208542908506082,962000
618,,FOUR,clayton,3168,20140412,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,40,55,4.060443010546419,N,Y,N,N,59.5,107.5,6.546785410760524,1950,1.0986122886681098,0.0,12.73670383776449,0.0,2005,0,15.1,22.3,0.33647223662121295,24.8,0.262364264467491,0.4054651081081644,0.5306282510621704,0.6981347220709844,1030000,1360000,15.3,NrlyLvl,1182667,14.669926311652166,1750000
619,,TWO,clayton,3168,20140408,WkDay,TuDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,1.3862943611198906,55,36,3.970291913552122,N,N,Y,N,59.5,107.5,6.548219102762372,1980,0.6931471805599453,0.6931471805599453,0.0,6.3818160174060985,0,2016,16.6,22.1,0.0,22.7,0.6418538861723948,0.6418538861723948,1.410986973710262,0.5709795465857378,975000,1290000,22.5,NrlyLvl,1179629,13.910821646859095,1030000
620,ONE,TWO,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,0.6931471805599453,38,63,4.007333185232471,N,N,N,N,59.5,107.5,7.079184394609668,1975,0.6931471805599453,0.0,0.0,0.0,0,0,10.2,17.8,0.0,22.6,0.4054651081081644,0.5306282510621704,0.832909122935104,0.3646431135879093,690000,910000,0.0,NrlyLvl,804000,13.626769641096136,820000
621,FOUR,NINE,clayton,3168,20151107,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,1.0986122886681098,43,57,3.9889840465642745,N,N,Y,N,59.5,107.5,7.2196420401307355,2011,0.6931471805599453,0.0,0.0,0.0,0,0,11.9,16.8,0.7884573603642702,23.6,0.33647223662121295,0.4054651081081644,0.5877866649021191,0.8020015854720274,690000,910000,0.0,NrlyLvl,749000,13.423727916529138,712000
622,THREE,NINE,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,1.0986122886681098,43,57,3.9889840465642745,N,N,Y,Y,59.5,107.5,7.2196420401307355,2011,0.0,0.0,0.0,0.0,0,0,13.5,21.9,1.5260563034950492,23.6,0.33647223662121295,0.4054651081081644,0.5877866649021191,0.8020015854720274,800000,1060000,0.0,NrlyLvl,749000,13.423727916529138,712000
623,,FIVE,clayton,3168,20140830,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,31,69,3.9889840465642745,N,N,N,N,59.5,107.5,6.6039438246004725,2014,0.6931471805599453,0.0,0.0,0.0,0,0,10.4,21.1,0.0,24.1,0.6931471805599453,1.0986122886681098,0.4700036292457356,0.6678293725756554,1180000,1580000,16.1,NrlyLvl,1128500,13.910821646859095,1220000
624,TWO,FOUR,clayton,3168,20160820,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,0.6931471805599453,31,69,3.9889840465642745,Y,N,Y,N,59.5,107.5,5.8522024797744745,1970,0.6931471805599453,0.0,0.0,0.0,0,0,6.9,13.6,2.341805806147327,23.7,0.5877866649021191,0.18232155679395465,0.5306282510621704,0.7178397931503169,725000,955000,0.0,,800667,13.361381852676738,777000
625,TWO,THREE,clayton,3168,20160712,WkDay,TuDay,WrkngDy,sold,TwnHse,1.791759469228055,1.3862943611198906,0.6931471805599453,41,49,4.127134385045092,N,N,Y,N,59.5,107.5,5.488937726156687,1960,1.3862943611198906,0.0,13.28787951079572,0.0,2010,0,10.7,13.7,0.0,25.2,0.262364264467491,0.262364264467491,0.832909122935104,1.0715836162801904,725000,955000,0.0,GntlyInclnd,828667,13.056225711649638,640000
626,,FOUR,clayton,3168,20150407,WkDay,TuDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,64,33,3.9318256327243257,Y,N,Y,Y,59.5,107.5,6.396929655216146,1960,1.0986122886681098,0.0,13.096021455450709,0.0,2008,0,12.4,17.3,0.0,23.0,0.09531017980432487,0.09531017980432487,0.7884573603642702,0.8109302162163288,880000,1170000,15.3,NrlyLvl,1066000,13.76421831620775,1400000
627,ONE,FIVE,clayton,3168,20160430,WkEnd,SDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.3862943611198906,1.0986122886681098,55,36,3.970291913552122,N,N,Y,Y,59.5,107.5,6.546785410760524,2011,1.0986122886681098,0.0,13.337636034337969,0.0,2011,0,16.4,24.1,1.9740810260220096,22.4,0.6931471805599453,0.7419373447293773,1.33500106673234,0.6151856390902334,725000,955000,15.3,GntlyInclnd,842000,13.361381852676738,777000
628,,SEVEN,clayton,3168,20151018,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,0.6931471805599453,16,67,4.31748811353631,N,N,Y,N,59.5,107.5,5.231108616854587,2012,1.0986122886681098,0.0,13.091906231773164,0.0,2013,0,12.6,17.7,0.0,22.4,0.05732506661926941,0.05732506661926941,0.9555114450274363,0.6931471805599453,765000,1010000,0.0,,749000,14.030622744032508,1120000
629,,ONE,clayton,3168,20150923,WkDay,WDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,64,33,3.9318256327243257,Y,Y,N,N,59.5,107.5,6.606650186198215,1947,0.6931471805599453,0.0,0.0,0.0,0,0,8.5,12.6,0.0,23.6,0.8754687373538999,1.252762968495368,0.7419373447293773,0.41871033485818504,845000,1110000,0.0,GntlyInclnd,1068667,13.507627138738266,1400000
630,TWO,ONE,clayton,3168,20150618,WkDay,ThDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.0986122886681098,0.6931471805599453,35,57,4.174387269895637,N,N,Y,Y,59.5,107.5,5.4510384535657,1985,1.0986122886681098,0.6931471805599453,12.821260987319457,6.311734809152915,2005,2009,10.7,12.7,0.6931471805599453,23.9,0.7419373447293773,0.33647223662121295,1.1631508098056809,0.3074846997479606,765000,1010000,0.0,NrlyLvl,885333,13.056225711649638,640000
631,,NINE,clayton,3168,20141011,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,49,52,4.060443010546419,Y,N,N,N,59.5,107.5,6.566672429803241,1980,0.6931471805599453,0.0,0.0,0.0,0,0,13.7,20.0,0.0,24.7,0.18232155679395465,0.18232155679395465,0.6931471805599453,0.5877866649021191,1080000,1430000,15.6,NrlyLvl,1245629,14.669926311652166,828000
632,,NINE,clayton,3168,20140924,WkDay,WDay,WrkngDy,sold,Hse,1.6094379124341003,0.6931471805599453,1.0986122886681098,55,42,3.970291913552122,Y,N,Y,N,59.5,107.5,6.594413459749778,1950,1.9459101490553132,0.6931471805599453,13.317931805683793,5.968707559985366,2013,2015,15.0,23.8,0.0,25.4,0.9555114450274363,0.33647223662121295,0.9162907318741551,1.0367368849500223,880000,1170000,16.9,NrlyLvl,1111667,14.030622744032508,1120000
633,,THREE,clayton,3168,20140405,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.0986122886681098,58,46,3.9512437185814275,N,N,Y,N,59.5,107.5,6.548219102762372,2009,1.0986122886681098,0.0,13.018115575783893,0.0,2009,0,14.8,24.2,0.0,22.5,0.9162907318741551,0.5877866649021191,0.9932517730102833,0.43178241642553783,925000,1230000,17.3,NrlyLvl,1193963,13.928840136128022,950000
634,ONE,,clayton,3168,20170616,WkDay,FDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,0.6931471805599453,29,80,4.394449154672439,N,N,N,N,59.5,107.5,5.765191102784844,1998,1.6094379124341003,0.6931471805599453,13.132559222670823,5.8888779583328805,2013,2011,6.6,17.1,0.0,25.0,1.308332819650179,0.6418538861723948,1.0647107369924282,0.8197798314933114,600000,790000,0.0,NrlyLvl,875000,13.460264592549233,925000
635,ONE,TWO,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,0.6931471805599453,38,63,4.007333185232471,N,N,N,N,59.5,107.5,7.079184394609668,1975,0.6931471805599453,0.0,0.0,0.0,0,0,10.2,17.8,0.0,22.6,0.4054651081081644,0.5306282510621704,0.832909122935104,0.3646431135879093,690000,910000,0.0,NrlyLvl,804000,13.626769641096136,820000
636,TWO,FOUR,clayton,3168,20170225,WkEnd,SDay,WrkngDy,sold,AptFlat,1.3862943611198906,1.0986122886681098,1.0986122886681098,38,63,4.007333185232471,N,N,Y,Y,59.5,107.5,6.590301048196686,1990,0.6931471805599453,0.6931471805599453,0.0,6.274762021241939,0,2017,13.7,19.4,0.0,22.5,0.5306282510621704,0.6418538861723948,0.9162907318741551,0.262364264467491,531000,912000,20.3,NrlyLvl,804000,13.423727916529138,712000
637,,FIVE,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,0.6931471805599453,1.0986122886681098,44,54,3.8918202981106265,Y,N,Y,Y,59.5,107.5,6.129050210060545,1950,1.0986122886681098,0.6931471805599453,12.82530683492637,0.0,2003,2011,13.5,21.9,1.5260563034950492,22.4,0.5306282510621704,0.6418538861723948,0.9162907318741551,0.2851789422336624,800000,1060000,16.1,NrlyLvl,1011333,13.626769641096136,1000000
638,,,clayton,3168,20140308,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,31,69,3.9889840465642745,N,N,Y,N,59.5,107.5,6.591673732008658,1950,1.3862943611198906,1.0986122886681098,12.848258055689787,5.993961427306569,2004,2010,14.8,27.4,0.0,23.6,0.18232155679395465,0.18232155679395465,0.5306282510621704,0.688134638736401,1030000,1360000,18.3,NrlyLvl,1254629,13.507627138738266,2350000
639,,THREE,clayton,3168,20150410,WkDay,FDay,WrkngDy,sold,Hse,1.0986122886681098,1.0986122886681098,1.0986122886681098,49,52,4.060443010546419,N,N,N,N,59.5,107.5,6.548219102762372,1980,0.6931471805599453,0.0,0.0,0.0,0,0,8.6,18.7,0.0,24.8,0.33647223662121295,0.33647223662121295,0.7884573603642702,0.6097655716208943,1030000,1360000,15.2,NrlyLvl,1147833,13.910821646859095,1210000
640,ONE,SIX,clayton,3168,20170324,WkDay,FDay,WrkngDy,sold,Hse,1.0986122886681098,0.6931471805599453,0.6931471805599453,55,36,3.970291913552122,N,N,N,N,59.5,107.5,6.267200548541362,2006,0.6931471805599453,0.0,0.0,0.0,0,0,13.9,24.7,0.0,22.2,0.832909122935104,0.6418538861723948,0.9555114450274363,0.636576829071551,325000,690000,0.0,GntlyInclnd,1016667,13.369225017834633,660000
641,,SIX,clayton,3168,20140507,WkDay,WDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,29,80,4.394449154672439,N,N,N,N,59.5,107.5,6.658011045870748,2016,1.0986122886681098,0.0,10.301054888517152,0.0,1978,0,8.5,15.3,1.0296194171811581,24.9,1.4816045409242156,0.6418538861723948,0.9932517730102833,0.9242589015233319,1180000,1580000,16.7,NrlyLvl,1032333,13.825461878915961,870000
642,ONE,SIX,clayton,3168,20160628,WkDay,TuDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.0986122886681098,1.0986122886681098,26,77,4.23410650459726,N,N,Y,Y,59.5,107.5,6.625392368007956,1991,1.3862943611198906,0.0,12.245298166364206,0.0,1999,0,5.0,17.0,0.18232155679395465,24.1,0.9162907318741551,0.5877866649021191,1.2809338454620642,0.5822156198526637,690000,910000,0.0,GntlyInclnd,848333,13.056225711649638,640000
643,,TWO,clayton,3168,20160220,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.6094379124341003,55,36,3.970291913552122,N,N,N,N,59.5,107.5,6.548219102762372,1980,1.0986122886681098,0.0,13.641158361294979,0.0,2015,0,15.8,20.8,0.0,22.5,1.1631508098056809,0.5306282510621704,1.0647107369924282,0.5423242908253617,925000,1230000,17.3,NrlyLvl,1040000,13.928840136128022,950000
644,TWO,FOUR,clayton,3168,20150509,WkEnd,SDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.0986122886681098,0.6931471805599453,43,57,3.9889840465642745,N,N,Y,Y,59.5,107.5,5.666426688112432,2015,0.6931471805599453,0.0,0.0,0.0,0,0,12.8,18.7,0.0,23.4,0.262364264467491,1.33500106673234,0.7884573603642702,0.76080582903376,800000,1060000,18.6,GntlyInclnd,861667,14.014362236381235,910000
645,,,clayton,3168,20140326,WkDay,WDay,WrkngDy,sold,Hse,1.791759469228055,1.0986122886681098,1.0986122886681098,44,67,4.127134385045092,N,N,N,N,59.5,107.5,6.576469569048224,1950,1.6094379124341003,0.0,13.217675375388819,0.0,2012,0,13.9,26.9,0.0,24.8,0.7884573603642702,1.5040773967762742,0.8754687373538999,0.8458682675776092,975000,1290000,15.8,NrlyLvl,1261667,13.910821646859095,870000
646,,,clayton,3168,20140308,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,31,69,3.9889840465642745,N,N,Y,N,59.5,107.5,6.591673732008658,1950,1.3862943611198906,1.0986122886681098,12.848258055689787,5.993961427306569,2004,2010,14.8,27.4,0.0,23.6,0.5877866649021191,0.18232155679395465,0.5306282510621704,0.688134638736401,1030000,1360000,18.3,NrlyLvl,1254629,13.507627138738266,2350000
647,ONE,FOUR,clayton,3168,20160910,WkEnd,SDay,WrkngDy,sold,TwnHse,1.3862943611198906,1.0986122886681098,1.0986122886681098,60,31,3.871201010907891,N,N,Y,Y,59.5,107.5,5.575949103146316,2011,0.6931471805599453,0.6931471805599453,0.0,6.246106765481563,0,2011,11.5,14.3,2.341805806147327,23.5,0.832909122935104,0.4700036292457356,0.8754687373538999,0.76080582903376,800000,1060000,0.0,NrlyLvl,800667,13.361381852676738,777000
648,,EIGHT,clayton,3168,20160409,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.0986122886681098,60,31,3.871201010907891,Y,N,Y,N,59.5,107.5,6.373319789577012,1960,1.0986122886681098,0.6931471805599453,11.775297421715827,6.3473892096560105,1997,2016,10.4,22.3,0.0,23.0,0.9932517730102833,0.262364264467491,0.7884573603642702,0.7975071958841881,925000,1230000,15.0,NrlyLvl,1069333,13.721200977393528,1440000
649,,FIVE,clayton,3168,20151206,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,58,46,3.9512437185814275,N,N,Y,N,59.5,107.5,6.548219102762372,1960,0.6931471805599453,0.0,0.0,0.0,0,0,15.3,29.8,0.0,22.2,0.9932517730102833,0.4700036292457356,1.0647107369924282,0.5766133643039938,925000,1230000,17.4,NrlyLvl,1071667,13.76421831620775,828000
650,TWO,THREE,clayton,3168,20171124,WkDay,FDay,WrkngDy,sold,BlkUnt,1.3862943611198906,1.0986122886681098,1.0986122886681098,35,57,4.174387269895637,Y,N,Y,N,59.5,107.5,6.025865973825314,1950,0.6931471805599453,0.0,0.0,0.0,0,0,18.6,30.7,0.6931471805599453,24.0,0.7419373447293773,0.33647223662121295,1.1631508098056809,0.3293037471426004,630000,825000,16.8,NrlyLvl,804000,13.617060838751888,1550000
651,,EIGHT,clayton,3168,20150612,WkDay,FDay,WrkngDy,sold,TwnHse,1.6094379124341003,1.3862943611198906,1.0986122886681098,58,46,3.9512437185814275,N,N,N,N,59.5,107.5,5.860786223465865,2016,1.0986122886681098,0.0,11.678448377988165,0.0,1990,0,5.2,13.1,0.0,22.4,1.0986122886681098,0.5306282510621704,1.33500106673234,0.4054651081081644,800000,1060000,17.4,NrlyLvl,842000,13.910821646859095,1030000
652,,SIX,clayton,3168,20150328,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,0.6931471805599453,1.6094379124341003,34,66,4.30406509320417,N,N,N,N,59.5,107.5,6.511745329644728,1950,0.6931471805599453,0.6931471805599453,0.0,6.398594934535208,0,2016,12.7,19.1,0.0,25.2,2.1972245773362196,0.9162907318741551,1.410986973710262,0.9707789171582248,925000,1230000,15.9,NrlyLvl,1249000,13.910821646859095,1140000
653,,ONE,clayton,3168,20160820,WkEnd,SDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,1.0986122886681098,55,42,3.970291913552122,N,N,Y,N,59.5,107.5,6.591673732008658,1975,0.6931471805599453,0.6931471805599453,0.0,5.8888779583328805,0,2017,6.9,13.6,2.341805806147327,25.2,1.0296194171811581,0.4700036292457356,1.0296194171811581,0.9400072584914712,880000,1170000,16.8,NrlyLvl,1111667,13.676249640055394,766000
654,,TWO,clayton,3168,20160506,WkDay,FDay,WrkngDy,sold,Hse,1.3862943611198906,0.6931471805599453,0.6931471805599453,52,45,3.9512437185814275,N,N,N,N,59.5,107.5,6.651571873589727,1960,0.6931471805599453,0.0,0.0,0.0,0,0,15.9,24.7,0.0,23.9,0.832909122935104,0.18232155679395465,1.0296194171811581,0.5596157879354227,925000,1230000,0.0,GntlyInclnd,1254629,13.507627138738266,1400000
655,,TWO,clayton,3168,20150926,WkEnd,SDay,WrkngDy,sold,Hse,1.6094379124341003,1.0986122886681098,1.0986122886681098,60,31,3.871201010907891,Y,N,Y,N,59.5,107.5,5.662960480135946,2010,1.0986122886681098,0.0,9.472781556562168,0.0,2004,0,6.6,17.9,0.0,23.2,0.6931471805599453,0.262364264467491,0.8754687373538999,0.7419373447293773,880000,1170000,0.0,,909333,13.76421831620775,1400000
