
iphone,2007,2007,0.0,0.0
121,514422.25,460000,-54422.25,-11.830923913043478
130,540182.44,535000,-5182.439999999944,-0.9686803738317653
135,751472.9,530000,-221472.90000000002,-41.78733962264151
138,582051.25,525088,-56963.25,-10.84832447132671
202,863250,596000,-267250.0,-44.84060402684564
361,744662.6,675000,-69662.59999999998,-10.32038518518518
369,933222.06,665000,-268222.06000000006,-40.334144360902265
370,1020849.75,700000,-320849.75,-45.83567857142857
459,728885.7,748000,19114.300000000047,2.5553877005347654
464,815837,732000,-83837.0,-11.453142076502733
465,881985.3,720000,-161985.30000000005,-22.49795833333334
528,911398.94,785000,-126398.93999999994,-16.101775796178337
530,982367.4,765000,-217367.40000000002,-28.414039215686277
532,904310.06,800000,-104310.06000000006,-13.038757500000006
533,972021.06,755000,-217021.06000000006,-28.744511258278155
546,890128.6,775000,-115128.59999999998,-14.855303225806448
547,838261,765000,-73261.0,-9.576601307189543
549,823198.3,770000,-53198.30000000005,-6.908870129870135
550,921894.56,770000,-151894.56000000006,-19.726566233766242
551,861423.7,800000,-61423.69999999995,-7.677962499999995
552,900418.3,756000,-144418.30000000005,-19.10294973544974
606,924260.06,837500,-86760.06000000006,-10.359410149253739
608,989335.8,835000,-154335.80000000005,-18.48332934131737
617,1122238.4,820000,-302238.3999999999,-36.858341463414625
618,973519,815000,-158519.0,-19.450184049079756
626,1263194.1,835500,-427694.1000000001,-51.19019748653501
631,1135687.1,827000,-308687.1000000001,-37.326130592503034
634,1005233.8,830000,-175233.80000000005,-21.11250602409639
636,992210.1,850000,-142210.09999999998,-16.7306
638,1050016.4,850000,-200016.3999999999,-23.531341176470576
640,970935.1,826000,-144935.09999999998,-17.54662227602905
642,1008079.1,840000,-168079.09999999998,-20.009416666666663
647,941654.25,850000,-91654.25,-10.782852941176472
651,904704.9,846000,-58704.90000000002,-6.939113475177308
652,925062.9,820000,-105062.90000000002,-12.812548780487809
653,864257.56,840000,-24257.560000000056,-2.8878047619047686
654,1019120.4,845000,-174120.40000000002,-20.605964497041423
655,956289,833000,-123289.0,-14.800600240096037
698,933447.06,842000,-91447.06000000006,-10.860695961995257
701,825210.7,808000,-17210.699999999953,-2.1300371287128654
707,845187.8,865000,19812.199999999953,2.2904277456647346
711,1205135.8,875000,-330135.80000000005,-37.72980571428572
713,926822.44,870000,-56822.439999999944,-6.531314942528729
714,911828.7,878000,-33828.69999999995,-3.852927107061498
717,1058043.6,861000,-197043.6000000001,-22.8854355400697
735,1087040.6,852500,-234540.6000000001,-27.512093841642237
741,1079850.4,880000,-199850.3999999999,-22.710272727272717
744,1051189.8,870000,-181189.80000000005,-20.826413793103455
745,1165061.9,889000,-276061.8999999999,-31.05308211473565
783,867954.1,891000,23045.900000000023,2.5865207631874325
784,910892.1,860000,-50892.09999999998,-5.9176860465116246
796,1074887.6,930000,-144887.6000000001,-15.579311827957
797,987547.3,927000,-60547.30000000005,-6.531531823085227
798,1080673.1,917000,-163673.1000000001,-17.84875681570339
809,956538.6,902000,-54538.59999999998,-6.046407982261639
810,1224322.2,935000,-289322.19999999995,-30.94355080213903
815,1079090.2,928000,-151090.19999999995,-16.28127155172413
816,955190.94,950000,-5190.939999999944,-0.5464147368420994
817,974165.3,905000,-69165.30000000005,-7.642574585635364
818,929770.8,940000,10229.199999999953,1.0882127659574419
819,988410.4,914250,-74160.40000000002,-8.111610609789448
820,1044673.56,920800,-123873.56000000006,-13.452819287576027
822,1052590.6,949000,-103590.6000000001,-10.915763962065341
825,914487.3,916888,2400.6999999999534,0.26183132509095475
826,1054725.2,911000,-143725.19999999995,-15.77664105378704
827,1003519.2,930000,-73519.19999999995,-7.9052903225806395
829,954345.2,910000,-44345.19999999995,-4.8730989010988965
830,1022016.06,949000,-73016.06000000006,-7.694000000000006
831,1060146.2,923500,-136646.19999999995,-14.79655657823497
832,1076379.4,926000,-150379.3999999999,-16.239676025917916
833,1146302.4,947000,-199302.3999999999,-21.045659978880664
834,994006.5,921000,-73006.5,-7.92687296416938
861,1152095.1,928000,-224095.1000000001,-24.148178879310358
868,1127824.1,962000,-165824.1000000001,-17.237432432432442
869,1038041.6,980000,-58041.59999999998,-5.922612244897957
871,1367127.8,968000,-399127.80000000005,-41.23221074380166
875,1146145,988000,-158145.0,-16.00657894736842
876,1089733.4,965000,-124733.3999999999,-12.925740932642476
877,1119655.8,960000,-159655.80000000005,-16.630812500000005
878,973522.9,986000,12477.099999999977,1.2654259634888414
885,1057074.8,959000,-98074.80000000005,-10.226777893639213
887,1026784,953000,-73784.0,-7.742287513116475
891,983667.25,984000,332.75,0.0338160569105691
892,1040337.56,1000000,-40337.560000000056,-4.033756000000006
894,1136536.9,991000,-145536.8999999999,-14.685862764883947
896,1064337.2,960000,-104337.19999999995,-10.868458333333328
897,961320.2,1000000,38679.80000000005,3.867980000000005
898,1093988.2,965000,-128988.19999999995,-13.366652849740928
899,1025204.6,955000,-70204.59999999998,-7.351267015706804
900,1019513.7,960000,-59513.69999999995,-6.199343749999995
901,969732.9,960000,-9732.900000000023,-1.0138437500000024
902,1001486.1,957000,-44486.09999999998,-4.64849529780564
918,1190711.6,957000,-233711.6000000001,-24.421274817136897
919,1096238.4,975000,-121238.3999999999,-12.434707692307683
920,1158030.8,1000000,-158030.80000000005,-15.803080000000005
926,1094753.5,1020000,-74753.5,-7.328774509803922
928,1303238.2,1070500,-232738.19999999995,-21.741074264362442
931,1200839,1075000,-125839.0,-11.705953488372094
933,1085286,1090000,4714.0,0.43247706422018345
934,1070326.6,1075000,4673.399999999907,0.4347348837209216
935,1158455,1075000,-83455.0,-7.763255813953489
936,903481.75,1035000,131518.25,12.70707729468599
939,1080761,1090000,9239.0,0.8476146788990826
942,1014619.75,1070000,55380.25,5.17572429906542
943,1211411.5,1100000,-111411.5,-10.128318181818182
944,1142263.9,1100000,-42263.89999999991,-3.842172727272719
945,1115364.8,1005000,-110364.80000000005,-10.981572139303488
946,1016813.2,1013000,-3813.1999999999534,-0.37642645607107145
947,1277995.8,1025000,-252995.80000000005,-24.682517073170736
956,1314057.5,1100000,-214057.5,-19.45977272727273
961,1069444.5,1030000,-39444.5,-3.8295631067961167
962,967790.75,1061000,93209.25,8.785037700282752
963,1082624.8,1002000,-80624.80000000005,-8.046387225548907
964,1107090,1100000,-7090.0,-0.6445454545454545
965,946455.25,1000950,54494.75,5.444302912233379
966,862668.25,1075000,212331.75,19.75179069767442
967,1023942.1,1060000,36057.90000000002,3.401688679245285
968,1156312.5,1095000,-61312.5,-5.5993150684931505
970,1079694.6,1088000,8305.399999999907,0.7633639705882267
972,1099706.2,1080000,-19706.199999999953,-1.824648148148144
973,1222529,1020000,-202529.0,-19.85578431372549
1000,1045317.6,1100000,54682.40000000002,4.971127272727275
1006,1263659.6,1200000,-63659.60000000009,-5.304966666666674
1008,1308809,1182000,-126809.0,-10.72834179357022
1011,1219564.8,1105000,-114564.80000000005,-10.367855203619914
1012,1187448.8,1135500,-51948.80000000005,-4.574971378247472
1013,1098793.9,1127000,28206.100000000093,2.502759538598056
1015,1342402.5,1180000,-162402.5,-13.762923728813558
1018,1309845.5,1161000,-148845.5,-12.820456503014643
1019,1259911.9,1198200,-61711.89999999991,-5.150383909197121
1021,1129499.1,1135000,5500.899999999907,0.48466079295153364
1022,1138154.6,1150000,11845.399999999907,1.0300347826086875
1023,1101166.5,1112000,10833.5,0.9742356115107913
1024,1092407.1,1112500,20092.899999999907,1.8061033707865084
1025,1207735.5,1125000,-82735.5,-7.354266666666668
1027,897809.9,1106000,208190.09999999998,18.823698010849906
1028,1071358.5,1121000,49641.5,4.428322925958965
1029,1125985.5,1125000,-985.5,-0.08760000000000001
1030,1224309.8,1200000,-24309.800000000047,-2.0258166666666706
1031,1197658.6,1185000,-12658.600000000093,-1.0682362869198392
1032,1098446,1105000,6554.0,0.5931221719457014
1045,1395532.2,1107500,-288032.19999999995,-26.007422121896155
1048,1232138,1200000,-32138.0,-2.6781666666666664
1050,1116820.4,1120000,3179.600000000093,0.28389285714286544
1051,1316943.6,1190000,-126943.6000000001,-10.667529411764713
1052,1239021.8,1165000,-74021.80000000005,-6.3538025751073
1053,1237397.9,1150000,-87397.8999999999,-7.599817391304339
1054,1342952.8,1151000,-191952.80000000005,-16.67704604691573
1055,1196489.9,1190000,-6489.899999999907,-0.5453697478991518
1062,1181564.1,1200000,18435.899999999907,1.5363249999999922
1065,1485633.2,1188000,-297633.19999999995,-25.05329966329966
1068,1163833.1,1133000,-30833.100000000093,-2.72136804942631
1070,1162104.1,1180000,17895.899999999907,1.5166016949152463
1072,1174531.1,1133000,-41531.10000000009,-3.6655869373345182
1073,1386035.8,1158000,-228035.80000000005,-19.692210708117447
1075,1022442.9,1200000,177557.09999999998,14.796425
1076,1140962,1170000,29038.0,2.481880341880342
1077,1152246.9,1115888,-36358.89999999991,-3.2582929469624107
1078,1057951.9,1150000,92048.1000000001,8.004182608695661
1079,1161261.1,1109000,-52261.10000000009,-4.712452660054111
1080,1357871.6,1125000,-232871.6000000001,-20.699697777777786
1098,1263579.4,1135000,-128579.3999999999,-11.32858149779735
1099,1237203.6,1175000,-62203.60000000009,-5.2939234042553265
1101,1090381.4,1173880,83498.6000000001,7.113043922717832
1104,1015594.8,1164500,148905.19999999995,12.787050236152853
1110,1392610.1,1215000,-177610.1000000001,-14.618115226337455
1113,1291212,1250000,-41212.0,-3.2969600000000003
1114,1165661.4,1265000,99338.6000000001,7.8528537549407185
1117,1400497.4,1220000,-180497.3999999999,-14.79486885245901
1118,1336620.4,1262000,-74620.3999999999,-5.91286846275752
1119,1288195.4,1260000,-28195.399999999907,-2.2377301587301512
1123,1129722.5,1280000,150277.5,11.740429687499999
1124,1329174.6,1300000,-29174.600000000093,-2.2442000000000073
1125,1331033.5,1300000,-31033.5,-2.3871923076923074
1126,1242306.6,1295000,52693.39999999991,4.068988416988409
1127,1030070,1241000,210930.0,16.996776792908943
1128,1202668,1280000,77332.0,6.0415625
1130,1330294.6,1263000,-67294.6000000001,-5.328155186064932
1131,1357956.5,1300000,-57956.5,-4.458192307692308
1132,1355880.6,1300000,-55880.60000000009,-4.298507692307699
1133,1047504.2,1271000,223495.80000000005,17.584248623131398
1134,1297931.1,1262000,-35931.10000000009,-2.847155309033288
1137,1308947.6,1300000,-8947.600000000093,-0.6882769230769302
1138,1257189.6,1270000,12810.399999999907,1.0086929133858196
1139,1081095.9,1230000,148904.1000000001,12.10602439024391
1140,1282181.1,1250000,-32181.100000000093,-2.574488000000007
1141,1173043.2,1210000,36956.80000000005,3.054280991735541
1146,1687789.5,1300000,-387789.5,-29.829961538461536
1154,1453171,1251000,-202171.0,-16.160751398880898
1155,1298255.9,1230000,-68255.8999999999,-5.549260162601619
1156,1332772.8,1225500,-107272.80000000005,-8.753390452876381
1159,1369933.5,1250000,-119933.5,-9.59468
1160,1327144.8,1300000,-27144.800000000047,-2.088061538461542
1161,1327235.2,1300000,-27235.199999999953,-2.095015384615381
1162,1395082.6,1300000,-95082.6000000001,-7.314046153846161
1163,1388264.4,1300000,-88264.3999999999,-6.789569230769224
1164,1387168.2,1290000,-97168.19999999995,-7.532418604651159
1165,1211630,1255000,43370.0,3.455776892430279
1166,1195579,1235500,39921.0,3.231161473087819
1167,1303863.1,1250000,-53863.10000000009,-4.309048000000008
1168,1324325,1280000,-44325.0,-3.462890625
1169,1465345.2,1300000,-165345.19999999995,-12.718861538461535
1170,1229575.5,1218000,-11575.5,-0.9503694581280787
1171,1370137.4,1251000,-119137.3999999999,-9.523373301358905
1172,1287383.4,1300000,12616.600000000093,0.9705076923076995
1173,1289018.8,1300000,10981.199999999953,0.8447076923076887
1174,1332152,1285000,-47152.0,-3.6694163424124513
1177,1105540.6,1250000,144459.3999999999,11.556751999999992
1179,1444560.2,1280000,-164560.19999999995,-12.856265624999995
1180,1060671.6,1288000,227328.3999999999,17.649720496894403
1183,1378281.1,1239000,-139281.1000000001,-11.241412429378538
1184,1245164.5,1300000,54835.5,4.218115384615385
1188,1107777,1215000,107223.0,8.824938271604939
1200,1305965.8,1300000,-5965.800000000047,-0.45890769230769585
1201,1162173.2,1255000,92826.80000000005,7.396557768924307
1208,1489718,1385000,-104718.0,-7.56086642599278
1209,1343704.2,1325000,-18704.199999999953,-1.411637735849053
1211,1396851.8,1305000,-91851.80000000005,-7.038452107279697
1212,1438533,1330000,-108533.0,-8.160375939849624
1215,1400870.2,1350000,-50870.19999999995,-3.7681629629629594
1217,1220723.5,1305000,84276.5,6.457969348659004
1218,1310477,1335000,24523.0,1.836928838951311
1221,1372048.8,1326000,-46048.80000000005,-3.4727601809954787
1224,1161191.6,1320000,158808.3999999999,12.030939393939386
1225,1206066.5,1330000,123933.5,9.318308270676692
1227,1301850.5,1345000,43149.5,3.2081412639405205
1230,1265832.2,1350000,84167.80000000005,6.234651851851855
1242,1504673.9,1335000,-169673.8999999999,-12.709655430711603
1244,1504584.8,1350000,-154584.80000000005,-11.45072592592593
1245,1357256,1363500,6244.0,0.45793912724605795
