Id,SalePrice
95,547523.56
121,511644.56
130,543941.94
135,712906.44
138,610244.44
142,574065.8
202,742540.3
252,870784.3
274,728768.5
278,691382.06
279,692116.6
336,714959.75
359,694478.56
361,696867
363,812912.5
364,753904.9
368,669091.2
369,954731.6
370,1029465.4
435,829669
439,843050
442,713208.2
454,823116.06
459,722325.4
461,843152.06
462,754315.6
464,810545.5
465,930788.44
522,938950.44
526,770292.56
527,807845.2
528,855456.5
529,811452.2
530,949689.44
532,888718.8
533,1159191.1
539,877285.4
541,873770.2
546,742780.6
547,859047.9
549,661905.75
550,1002780.5
551,940890.94
552,884800.1
553,777824.56
605,968400.94
606,940782.5
608,913523
611,1043637
612,885149.94
614,798267.75
615,806017.06
617,1103303.1
618,1111693.1
626,1274600.8
627,906593.44
631,1158306.1
632,977037.3
634,908159.56
636,932610.94
638,1038085.94
640,1017096.9
641,882044.25
642,927313
644,962335.94
647,893337.7
648,880264.1
651,843363.4
652,884807.4
653,927949.9
654,1040352.06
655,957562.75
698,875322.4
701,939449.5
707,765287.25
709,1032675.94
711,1230060.6
713,948306.8
714,807656.3
716,1054996.2
717,1069207.8
735,1086025.5
740,1122200.1
741,1101511.6
744,1079255.1
745,1250386.2
783,818781.9
784,842813.06
790,1068721.4
791,923196.2
796,1088194.4
797,1007261.56
798,1108092.2
808,1009822.44
809,1014876.06
810,1204121.6
814,1112260.6
815,1218899.1
816,851659.06
817,1114846.1
818,953277.5
819,888870.94
820,1057612.5
821,984335.6
822,1229923.2
825,1059575
826,1094281.6
827,997130.2
829,1039892.06
830,1123852.6
831,913948.06
832,1227910.9
833,1330818.9
834,992474.1
861,1053313
868,1102715.2
869,1016676.2
870,1206758.2
871,1354813.9
872,941375.7
875,1019823.25
876,1200875.4
877,1121213.2
878,1021888.06
885,949450.3
887,1038661.9
889,927456.56
891,1113578.9
892,1038934.8
894,1249131
896,1215775.2
897,1026644.94
898,1129910.6
899,1133112.9
900,1045344.4
901,1107679.1
902,1171199.1
918,1108413.5
919,1286325
920,1199025
923,1157295.6
926,1134075.4
927,1158801.1
928,1240768.5
931,1212093.9
933,1154486.2
934,1091495.1
935,1240965
936,929867.8
937,1062348.8
939,1052224.1
942,1110981.2
943,1278540.6
944,1188372
945,1057555.4
946,1113404.2
947,1204821.4
956,1206811.6
957,1145578.5
958,1087220.4
959,1098078.5
961,1035108.4
962,1102024
963,1283006.4
964,1089596.4
965,1091869.8
966,868551.8
967,1067263.6
968,1128766.5
970,1190323.1
972,1101094
973,1312633.1
1000,971999.7
1005,1141794.6
1006,1274865
1008,1239376.2
1011,1179145
1012,1123783.8
1013,1181156.4
1015,1260944.9
1018,1243400.4
1019,1309856.4
1021,1111002.5
1022,1169858.1
1023,1162067.6
1024,1052177.8
1025,1080635
1027,904662.25
1028,1179673.2
1029,1095310.9
1030,1091571.1
1031,1181603.1
1032,1111761.9
1045,1249846
1048,1154511.9
1049,1123873.5
1050,1113214
1051,1341458.4
1052,1088882.5
1053,1347818.8
1054,1301138
1055,1128982.5
1062,1241824.4
1065,1357737.9
1068,1196139.9
1070,1372049.6
1072,1300899.1
1073,1376872.4
1075,1187715.8
1076,1168435.9
1077,1320488.5
1078,1122663.8
1079,1159693.4
1080,1296760.4
1098,1172007.9
1099,1290263.8
1101,1110350.1
1104,1239257
1110,1353119.1
1113,1305641.5
1114,1169207.8
1117,1286889.2
1118,1321073.2
1119,1332392.1
1121,1055880.6
1123,1205673.5
1124,1317561
1125,1287948.6
1126,1155158.4
1127,1036046.1
1128,1269671.9
1130,1286093
1131,1319736.6
1132,1384275.4
1133,1098217.9
1134,1388888.5
1137,1318111.9
1138,1297455.1
1139,1156966.6
1140,1337394
1141,1192827.2
1146,1456667.2
1152,1328067
1153,1189727.4
1154,1341308.9
1155,1211806
1156,1235189.5
1159,1535189.2
1160,1434093.1
1161,1279367.9
1162,1358990.4
1163,1369856.2
1164,1348704
1165,1321762
1166,1290546.5
1167,1350665.6
1168,1282611.6
1169,1340142.8
1170,1218124.1
1171,1343564.6
1172,1276214.6
1173,1197381.4
1174,1428389
1177,1243925.9
1179,1453268.2
1180,1194846.9
1183,1321457.9
1184,1206501
1188,1162397.9
1200,1318818.4
1201,1205889.5
1208,1407770.5
1209,1283010
1211,1372810
1212,1512353
1214,1325665.9
1215,1351095.2
1217,1264664.6
1218,1424488.8
1221,1260319.2
1224,1180581.1
1225,1224870.9
1227,1440393.2
1230,1347551.6
1241,1295423.1
1242,1411122.4
1244,1443568.9
1245,1319373.2
1249,1437590.8
1252,1436170
1253,1410571.4
1256,1430160.9
1260,1337226.9
1261,1248070.4
1271,1348617.8
1277,1517473.2
1279,1461328.9
1280,1409826.6
1281,1446167.2
1282,1319177.2
1283,1467275.2
1284,1398538.5
1285,1397891
1294,1486044.6
1296,1450608
1298,1410435.1
1299,1451331.1
1300,1181580.6
1312,1402222.9
1314,1320704.5
1315,1519785.5
1317,1595189.5
1318,1569332.8
1319,1645856.9
1321,1437173
1322,1585655.5
1323,1408952.2
1334,1602523.5
1335,1479490.4
1338,1685664.6
1339,1516659.5
1340,1340821.9
1341,1752626.2
1342,1705120
1344,1394714.9
1345,1630247.1
1346,1649659.6
2205,1440070.5
2208,1288009.1
2209,1203453.9
2211,1390011.8
2214,1433782
2215,1338442.8
2216,1321257.9
2217,1257578.2
2218,1508362.6
2219,1322549.5
2222,1359086.2
2225,1211104
2226,1149719.1
2227,1181811
2228,1419243
2231,1303574.6
2232,1516039.2
2233,1383521.9
2234,1333574.2
2236,1490715
2237,1285532.5
2250,1220508.5
2251,1362021.4
2253,1208206.6
2256,1433489.9
2257,1198124.5
2258,1062016.2
2259,1296130.4
2264,1383850.2
2265,1363207.8
2269,1489229
2271,1412153.2
2272,1426728.2
2273,1244217.2
2274,1527322.6
2276,1340697.6
2277,1382592.4
2278,1325871.6
2279,1541053
2283,1492815
2285,1325592
2286,1434074.6
2287,1435231.4
2289,1469335.4
2294,1263416.8
2296,1254524.6
2297,1269001.8
2301,1309923.5
2304,1486471.8
2307,1278206.5
2308,1356185.1
2323,1473470.1
2326,1328085.4
2328,1510484.1
2329,1438252.6
2330,1406885.2
2338,1404170.2
2339,1489379.2
2340,1258772.5
2341,1288301.6
2343,1429821.2
2344,1420397.2
2346,1359279.6
2355,1368524.2
2356,1420539.5
2358,1352838.4
2362,1593957.2
2363,1356177.6
2364,1585957.8
2365,1524766.6
2366,1376782.6
2369,1399205.8
2370,1566614.6
2371,1427442.9
2372,1470623
2373,1415223.1
2382,1479990
2384,1428596.6
2385,1455602.2
2386,1311490.1
2393,1642335.6
2399,1652088.1
2401,1469672
2403,1526142.6
2404,1521845.5
2405,1390849.2
2406,1488137.1
2408,1569613.4
2410,1364777.4
2411,1484844.4
2412,1373167.9
2414,1747203.4
2415,1564808.8
2417,1537107.1
2419,1678924.2
2424,1654576.8
2425,1734843.2
2427,1478107.2
2428,1669731.1
2430,1446753
2431,1606203
2435,1349906.9
2438,1344393
2441,1453398.9
2443,1458083.9
2445,1450429.8
2446,1721484.6
2454,1471572.1
2455,1636670
2460,1695268.8
2462,1809613.8
2464,1736272.4
2465,1478670.1
2467,1535580.1
2470,1734212.4
2475,1545663.6
2476,1277266.2
2480,1408996.8
2481,1785604.6
2483,1405190.6
2487,1435896.4
2489,1447514
2492,1675837.2
2493,1839288
2498,1526924.6
2499,1689492.5
2500,1686161.2
2502,1439463
2505,1451689.9
2507,1883200.8
2508,1750685.5
2511,1645159.5
2514,1567328.4
2516,1780654.6
2519,1741330.1
2520,1725364.8
2523,1650193
2525,1537779.2
2526,1594868.9
2527,1442992
2528,1866737.5
2530,1706355.9
2531,1633939.6
2534,1605874.9
2540,1730378.9
2542,1710250.8
2543,1617500.1
2544,1889658.5
2545,1622945.6
2546,1604928.8
2547,1766911.6
2548,1805071
2550,1616475.5
2551,1634003.2
2555,1438896.8
2558,1528280
2562,1824878
2564,1777024.2
2565,1742235.1
2566,1770772.1
2568,1247007.9
2573,1574335.8
2580,1711112.1
2581,1823342.6
2582,1687188.5
2583,1813516.8
2585,1610243.8
2586,1858584.6
2587,1685663.6
2591,1761043.2
2598,1626631.8
2599,1775732.2
2606,1860210
2607,1735277.4
2610,1801269.2
2621,1963784.9
2721,691463.1
2782,560724.7
2856,643191
2857,634432.4
2865,610718
2868,723499.2
2872,658647.3
2873,699392.7
2983,754500.56
2988,670405.9
2990,611667.25
2991,713491.2
2992,650018.75
3001,646544.9
3005,646279.2
3006,699326.9
3007,484610.4
3012,753651
3090,726140.4
3091,602673.3
3097,764939.3
3098,859017
3100,832997.25
3103,630935.8
3105,765931.25
3114,740108.9
3116,648546.06
3122,626204.06
3123,846558.5
3124,680862.1
3125,755869.5
3126,664301.56
3183,717815.94
3186,665642.5
3189,800958.2
3190,679911.25
3193,692687
3194,890087.8
3195,1006124.94
3196,773133.3
3197,591093.2
3201,839692.8
3208,855159.06
3212,777723.1
3214,902265.25
3215,788505.1
3265,755615.56
3267,793339
3268,949568.06
3269,870380.6
3270,835924.7
3271,823187
3272,713576.3
3273,762767.9
3274,726324.2
3277,771143.6
3278,844555.4
3281,1096365.9
3285,887098.3
3288,667598.3
3290,786946.94
3317,858750.6
3318,806697
3321,982858.56
3322,831958.56
3323,746959.44
3324,896715.9
3325,892028.75
3326,983466.94
3329,882697.8
3330,833736.2
3332,850345.94
3333,928589.25
3339,911167
3340,904440.5
3342,968334.4
3345,908186.7
3346,884097.8
3347,758479.6
3348,1025759.1
3351,799566.9
3354,933655.2
3355,900219.1
3356,762679.25
3359,1005660.5
3391,1125089.2
3392,930223.44
3393,901845
3395,897191
3397,1017319.06
3408,1043226.9
3410,775007.6
3427,885413.75
3430,873768.75
3432,783166.6
3442,950729.94
3443,929479.9
3446,1082578.1
3447,1172703.5
3451,1034490.75
3454,816651.7
3466,1069569.9
3467,859187.4
