
ID,PredictedPrice,ActualPrice,Difference,PercentDiff
95,577542.75,500000,77542.75,15.50855
121,539391.3,460000,79391.30000000005,17.258978260869576
130,601783.9,535000,66783.90000000002,12.482971962616826
135,719848.75,530000,189848.75,35.82051886792453
138,531883,525088,6795.0,1.2940688037052837
142,579928.3,550000,29928.300000000047,5.4415090909091
202,670111.6,596000,74111.59999999998,12.434832214765096
252,815510.8,555000,260510.80000000005,46.93888288288289
274,671721.6,650000,21721.599999999977,3.341784615384612
278,658394.5,650000,8394.5,1.2914615384615384
279,664194.3,645000,19194.300000000047,2.9758604651162863
336,836621.6,638000,198621.59999999998,31.131912225705328
359,674254.8,660000,14254.800000000047,2.159818181818189
361,717077.94,675000,42077.939999999944,6.23376888888888
363,767166.7,675000,92166.69999999995,13.654325925925919
364,670534,658000,12534.0,1.9048632218844983
368,674758.7,681000,6241.300000000047,0.916490455212929
369,935448.8,665000,270448.80000000005,40.66899248120301
370,1123111,700000,423111.0,60.444428571428574
435,905101.56,711500,193601.56000000006,27.210338721011958
439,844896.2,745000,99896.19999999995,13.408885906040263
442,713418.1,722000,8581.900000000023,1.1886288088642691
454,761028.2,740000,21028.199999999953,2.8416486486486425
459,740241.6,748000,7758.400000000023,1.0372192513369014
461,803555,725000,78555.0,10.835172413793103
462,744132.4,726000,18132.400000000023,2.497575757575761
464,839060.8,732000,107060.80000000005,14.625792349726781
465,869637.44,720000,149637.43999999994,20.78297777777777
522,889268.44,790000,99268.43999999994,12.565625316455689
526,803241.06,780000,23241.060000000056,2.979623076923084
527,836471.1,788000,48471.09999999998,6.151154822335022
528,906466.25,785000,121466.25,15.4734076433121
529,788754.4,785000,3754.4000000000233,0.47826751592356986
530,831788.7,765000,66788.69999999995,8.730549019607837
532,865983.75,800000,65983.75,8.24796875
533,1100942.5,755000,345942.5,45.820198675496684
539,952315.4,751000,201315.40000000002,26.80631158455393
541,761007.75,795000,33992.25,4.275754716981131
546,733607.5,775000,41392.5,5.340967741935484
547,867104.3,765000,102104.30000000005,13.346967320261443
549,771309.5,770000,1309.5,0.17006493506493509
550,1006411.06,770000,236411.06000000006,30.702735064935073
551,1062348.6,800000,262348.6000000001,32.79357500000001
552,889442.7,756000,133442.69999999995,17.65115079365079
553,797424.2,800000,2575.8000000000466,0.3219750000000058
605,1267658.2,802000,465658.19999999995,58.06211970074813
606,915421.2,837500,77921.19999999995,9.30402388059701
608,877281.94,835000,42281.939999999944,5.063705389221551
611,985643.56,845000,140643.56000000006,16.644208284023676
612,851016.25,810000,41016.25,5.063734567901235
614,812412.7,802000,10412.699999999953,1.298341645885281
615,789753.3,807500,17746.699999999953,2.1977337461300253
617,1113716.5,820000,293716.5,35.81908536585366
618,874895.6,815000,59895.59999999998,7.3491533742331265
