Id,SalePrice
95,574110.75
121,502680
130,526521.3
135,484781.25
138,603481.5
142,614568.06
202,768982.5
252,1081660.9
274,740494.44
278,702737.75
279,802291.06
336,768160.25
359,643719.94
361,787591.75
363,931287.4
364,821473.4
368,749074.2
369,1028318.75
370,1269087.9
435,723876.4
439,697353.5
442,664646.5
454,702846.2
459,600738.75
461,889113.1
462,840972.9
464,990624.56
465,1001259.4
522,863244.6
526,764951
527,917894.56
528,900799.9
529,821415.75
530,1118715.1
532,1113871.6
533,1162742.9
539,634177.7
541,851960.4
546,810264.75
547,795475.8
549,878891.6
550,1135185
551,1008300.75
552,1009415.94
553,894370.8
605,747187.06
606,803718.1
608,877337.06
611,882071.6
612,982469.6
614,835951.75
615,914281.06
617,1333836
618,1152740.8
626,997829.9
627,785745.25
631,1018736.1
632,728916.9
634,785181
636,1046499.9
638,941084.1
640,1028765.75
641,978970.94
642,1107575.8
644,1088593.8
647,1072628.5
648,839914.5
651,1004099.9
652,996073.75
653,1031948.25
654,1231874
655,1146981.4
698,914271.1
701,961469.1
707,836096.56
709,998378.5
711,1114291.8
713,973168.7
714,918250.75
716,1128851.2
717,1252484
735,1134047.9
740,1231247.1
741,1225113.9
744,1310681.2
745,1407146.2
783,1038177.5
784,1097030.5
790,815239.8
791,701868.7
796,1153526.1
797,1074512.9
798,1147131.2
808,786563.4
809,754508.7
810,1065728.1
814,967400.75
815,1183570
816,959083.4
817,1008509.25
818,930419.6
819,998034.5
820,1150719.2
821,1023802
822,1198179.5
825,1117994.1
826,1307323.6
827,1234545
829,1179868.9
830,1253296
831,1220021.1
832,1240988.4
833,1462927
834,1127854.2
861,1020785.9
868,898362.25
869,902259.1
870,1052273.9
871,1268185.2
872,1063487
875,1171597.4
876,1112916.5
877,1160300.8
878,1147867.2
885,936232.6
887,977555
889,939819.5
891,1110747.8
892,1105605.1
894,1256193
896,1165201.1
897,1145661
898,1256499
899,1305838.5
900,1254410.1
901,1254579
902,1178748
918,995275.56
919,1141031.8
920,1157840.4
923,989087.6
926,1037626.06
927,881009
928,1128332.1
931,1133594.8
933,1184932.5
934,1109566.8
935,1227413.9
936,1058961.2
937,1056188.4
939,1103598.9
942,1158382.5
943,1378633.1
944,1271024.8
945,1341660.9
946,1226681.8
947,1312311.5
956,1084193.9
957,871345.06
958,882534.75
959,904439.25
961,1058709.8
962,1044373.9
963,1198308.5
964,1123872
965,1027922.1
966,824330.9
967,1157189
968,1224011.4
970,1303484
972,1308103.4
973,1389376
1000,1102701.4
1005,901858.4
1006,1133516.9
1008,1221064.5
1011,1105621.5
1012,1141126.6
1013,1055256.9
1015,1219700.2
1018,1107085.9
1019,1246331
1021,1147132.8
1022,1166922.4
1023,1128496.2
1024,1131044
1025,1210712.8
1027,908313.3
1028,1113217.5
1029,1127871.5
1030,1188764
1031,1190863.9
1032,1154674.2
1045,1081279
1048,975696.75
1049,933947.6
1050,1014587
1051,1077564.4
1052,928225.5
1053,1088798
1054,1078856
1055,1227577.8
1062,1183709.6
1065,1500714
1068,1254807.2
1070,1488565.8
1072,1323008.8
1073,1456001.2
1075,1312012.6
1076,1416023
1077,1390935.5
1078,1345425.5
1079,1351936.4
1080,1382585.5
1098,1113940.5
1099,1127493.4
1101,1114477
1104,1169207.4
1110,1147187.2
1113,1256376.5
1114,1241710.5
1117,1291625.4
1118,1231218.8
1119,1451396.5
1121,1065420.2
1123,1189910.4
1124,1310142.2
1125,1274162.9
1126,1287686.2
1127,1116779.8
1128,1260847.5
1130,1393707.4
1131,1398825.9
1132,1407162.8
1133,1158191.1
1134,1324023.5
1137,1392911.9
1138,1441359.8
1139,1258743.6
1140,1486632.4
1141,1518181.2
1146,1232114.8
1152,1075383.2
1153,930441.44
1154,1155614.5
1155,1099186.5
1156,1065098.5
1159,1245007.5
1160,1136066.8
1161,1124981.8
1162,1300025.5
1163,1307356.8
1164,1219700.6
1165,1218147.1
1166,1176291.5
1167,1253609
1168,1282636.4
1169,1317872
1170,1222686
1171,1252514.6
1172,1281471.5
1173,1267622.8
1174,1387637.9
1177,1225123.8
1179,1502524.2
1180,1269103.2
1183,1474197.9
1184,1498955.9
1188,1451495.2
1200,1288500.8
1201,1182456.4
1208,1147895.8
1209,1190348.2
1211,1202170.5
1212,1246706.4
1214,1162887.5
1215,1363725.8
1217,1297179.4
1218,1330489.2
1221,1303759.6
1224,1168979.5
1225,1350022.6
1227,1395705.8
1230,1491777.4
1241,1176324.1
1242,1220015.5
1244,1245352.8
1245,1160331.9
1249,1257166.6
1252,1310715.2
1253,1333432.2
1256,1384478.8
1260,1309841
1261,1226665.4
1271,1301961.2
1277,1311403.4
1279,1303421.2
1280,1343891.2
1281,1394009.8
1282,1353715.8
1283,1404319
1284,1430908.2
1285,1463837.9
1294,1252108.6
1296,1296035.1
1298,1390863.2
1299,1427886.9
1300,1124496
1312,1354926.2
1314,1049877.2
1315,1370110.5
1317,1553567.6
1318,1522264.2
1319,1569024
1321,1473881.6
1322,1551906
1323,1503784.8
1334,1327469
1335,1235640.4
1338,1384565.2
1339,1383035.6
1340,1384966.6
1341,1554572.8
1342,1471299.6
1344,1474265
1345,1498283.4
1346,1646039
2205,1264531.1
2208,1328885.6
2209,1397535.8
2211,1479968.5
2214,1117790.6
2215,1129760.8
2216,1064040
2217,1163987.2
2218,1266149.5
2219,1225687
2222,1282951.5
2225,1266231.5
2226,1150763.2
2227,1198834.8
2228,1326233.5
2231,1250041.4
2232,1552295.8
2233,1330184.1
2234,1517604
2236,1601722.2
2237,1487108.8
2250,1028276.7
2251,1163024
2253,1108958.9
2256,1360510.5
2257,1121478
2258,1324988.6
2259,1347336.1
2264,1265404.9
2265,1202600
2269,1337696.5
2271,1233408.8
2272,1335702.2
2273,1422043.5
2274,1463177.1
2276,1358453.6
2277,1459368.5
2278,1377542.8
2279,1704501
2283,1510004.2
2285,1186025.9
2286,1212990.8
2287,1155716
2289,1292482.5
2294,1231145
2296,1277744.8
2297,1292519.4
2301,1359762.8
2304,1476197
2307,1346527.9
2308,1516186.8
2323,1226646.4
2326,1074885
2328,1305103.8
2329,1261139.5
2330,1468827.5
2338,1325954.2
2339,1367765.5
2340,1052163.2
2341,1375023.5
2343,1429837
2344,1392134
2346,1333511.9
2355,1618606.5
2356,1657519.9
2358,1209366.8
2362,1386498.6
2363,1297679.5
2364,1398686
2365,1329544.8
2366,1373922.9
2369,1440014
2370,1463213.4
2371,1475623.2
2372,1555393
2373,1677270.8
2382,1290752
2384,1253259
2385,1371474.2
2386,1502745.2
2393,1677449.2
2399,1409382.1
2401,1414060.4
2403,1562184
2404,1472009.5
2405,1505417.5
2406,1522106.6
2408,1520561
2410,1460201.2
2411,1578169.9
2412,1365074.4
2414,1732240.5
2415,1582856.2
2417,1609414.8
2419,1735033.8
2424,1377058.2
2425,1401411.8
2427,1358653.9
2428,1417374
2430,1297294.8
2431,1558067.5
2435,1442588.6
2438,1213927.2
2441,1554024.2
2443,1523004.9
2445,1695659.5
2446,1817993.1
2454,1302220.5
2455,1440174.2
2460,1464095.4
2462,1765636.8
2464,1559445.5
2465,1549292
2467,1533062.8
2470,1641322.2
2475,1736028
2476,1771687.2
2480,1156009.1
2481,1494653
2483,1379530.2
2487,1551884
2489,1435270.9
2492,1597873.5
2493,1873588.9
2498,1359681.8
2499,1508921.8
2500,1427427.8
2502,1644770
2505,1463930.6
2507,1686624.6
2508,1557229.1
2511,1466119
2514,1506148.4
2516,1734048.5
2519,1550449
2520,1577347.2
2523,1546080.9
2525,1762900.8
2526,1573272.4
2527,1539490.8
2528,1774422.2
2530,1706320
2531,1682279.4
2534,1787608.4
2540,1778977.6
2542,1775694
2543,1463758.6
2544,1765629
2545,1786500
2546,1682118.6
2547,1619333
2548,1693849.5
2550,1723968.2
2551,1612005.8
2555,1533162.2
2558,1441065.9
2562,1604554.9
2564,1723718.1
2565,1609316.1
2566,1805834.2
2568,1219233.5
2573,1672947.4
2580,1566977.6
2581,1814958.1
2582,1742272.9
2583,1577942.6
2585,1628164.1
2586,1819366
2587,1545355.2
2591,1856303.6
2598,1631503.5
2599,1646481.5
2606,1769770.5
2607,1809914.8
2610,1817794.2
2621,1865456.9
2721,787721.25
2782,646671.8
2856,581394.2
2857,612123.4
2865,619277.6
2868,709811
2872,724217.6
2873,831836.7
2983,751309.5
2988,791151.6
2990,553776.4
2991,654308.2
2992,659597.8
3001,736387.3
3005,636675.9
3006,751226.25
3007,636777.25
3012,883726.9
3090,779896.4
3091,686026.25
3097,692045.3
3098,802879.25
3100,790220.5
3103,675378.4
3105,758459.9
3114,702977.94
3116,720091.4
3122,737050.44
3123,1009582.1
3124,786848.06
3125,926553
3126,803850.9
3183,636377.75
3186,776392.5
3189,646649.1
3190,738455.75
3193,688064.6
3194,817378.25
3195,1033914.06
3196,712892.4
3197,694620.7
3201,977573.44
3208,1042213.75
3212,924747.94
3214,962332.2
3215,905412.1
3265,691121.25
3267,740875.25
3268,865967.4
3269,719313.9
3270,763038.8
3271,698163.6
3272,767713
3273,776632.3
3274,791007.5
3277,749210.1
3278,967373.25
3281,693904.2
3285,708260.75
3288,756707.75
