
ID,PredictedPrice,ActualPrice,Difference,PercentDiff
95,547523.56,500000,47523.560000000056,9.50471200000001
121,511644.56,460000,51644.56,11.227078260869565
130,543941.94,535000,8941.939999999944,1.671390654205597
135,712906.44,530000,182906.43999999994,34.51064905660377
138,610244.44,525088,85156.43999999994,16.217555914437188
142,574065.8,550000,24065.800000000047,4.375600000000008
202,742540.3,596000,146540.30000000005,24.58729865771813
252,870784.3,555000,315784.30000000005,56.89807207207208
274,728768.5,650000,78768.5,12.118230769230768
278,691382.06,650000,41382.060000000056,6.366470769230778
279,692116.6,645000,47116.59999999998,7.304899224806198
336,714959.75,638000,76959.75,12.062656739811912
359,694478.56,660000,34478.560000000056,5.2240242424242505
361,696867,675000,21867.0,3.239555555555555
363,812912.5,675000,137912.5,20.43148148148148
364,753904.9,658000,95904.90000000002,14.57521276595745
368,669091.2,681000,11908.800000000047,1.7487224669603594
369,954731.6,665000,289731.6,43.56866165413533
370,1029465.4,700000,329465.4,47.06648571428572
435,829669,711500,118169.0,16.60843288826423
439,843050,745000,98050.0,13.161073825503355
442,713208.2,722000,8791.800000000047,1.2177008310249373
454,823116.06,740000,83116.06000000006,11.231900000000007
459,722325.4,748000,25674.599999999977,3.4324331550802105
461,843152.06,725000,118152.06000000006,16.296835862068974
462,754315.6,726000,28315.599999999977,3.900220385674928
464,810545.5,732000,78545.5,10.73025956284153
465,930788.44,720000,210788.43999999994,29.276172222222215
522,938950.44,790000,148950.43999999994,18.85448607594936
526,770292.56,780000,9707.439999999944,1.2445435897435826
527,807845.2,788000,19845.199999999953,2.5184263959390805
528,855456.5,785000,70456.5,8.975350318471339
529,811452.2,785000,26452.199999999953,3.3697070063694206
530,949689.44,765000,184689.43999999994,24.142410457516334
532,888718.8,800000,88718.80000000005,11.089850000000006
533,1159191.1,755000,404191.1000000001,53.5352450331126
539,877285.4,751000,126285.40000000002,16.815632490013318
541,873770.2,795000,78770.19999999995,9.908201257861629
546,742780.6,775000,32219.400000000023,4.157341935483874
547,859047.9,765000,94047.90000000002,12.293843137254905
549,661905.75,770000,108094.25,14.038214285714284
550,1002780.5,770000,232780.5,30.231233766233768
551,940890.94,800000,140890.93999999994,17.611367499999993
552,884800.1,756000,128800.09999999998,17.03705026455026
553,777824.56,800000,22175.439999999944,2.771929999999993
605,968400.94,802000,166400.93999999994,20.748246882793012
606,940782.5,837500,103282.5,12.33223880597015
608,913523,835000,78523.0,9.403952095808384
611,1043637,845000,198637.0,23.507337278106508
612,885149.94,810000,75149.93999999994,9.277770370370364
614,798267.75,802000,3732.25,0.46536783042394014
615,806017.06,807500,1482.9399999999441,0.1836458204334296
617,1103303.1,820000,283303.1000000001,34.54915853658538
618,1111693.1,815000,296693.1000000001,36.404061349693265
626,1274600.8,835500,439100.80000000005,52.55545182525434
627,906593.44,838000,68593.43999999994,8.185374701670638
631,1158306.1,827000,331306.1000000001,40.06119709794439
632,977037.3,841000,136037.30000000005,16.175659928656366
634,908159.56,830000,78159.56000000006,9.416814457831332
636,932610.94,850000,82610.93999999994,9.718934117647052
638,1038085.94,850000,188085.93999999994,22.127757647058818
640,1017096.9,826000,191096.90000000002,23.135217917675547
641,882044.25,813500,68544.25,8.425845113706208
642,927313,840000,87313.0,10.394404761904761
644,962335.94,845000,117335.93999999994,13.885910059171591
647,893337.7,850000,43337.69999999995,5.098552941176465
648,880264.1,848000,32264.099999999977,3.8047287735849027
651,843363.4,846000,2636.5999999999767,0.3116548463356946
652,884807.4,820000,64807.40000000002,7.9033414634146375
653,927949.9,840000,87949.90000000002,10.470226190476193
654,1040352.06,845000,195352.06000000006,23.118586982248527
655,957562.75,833000,124562.75,14.953511404561826
698,875322.4,842000,33322.40000000002,3.957529691211404
701,939449.5,808000,131449.5,16.268502475247526
707,765287.25,865000,99712.75,11.52748554913295
709,1032675.94,861000,171675.93999999994,19.939133565621365
711,1230060.6,875000,355060.6000000001,40.5783542857143
713,948306.8,870000,78306.80000000005,9.000781609195407
714,807656.3,878000,70343.69999999995,8.011810933940769
716,1054996.2,868000,186996.19999999995,21.54334101382488
717,1069207.8,861000,208207.80000000005,24.1820905923345
735,1086025.5,852500,233525.5,27.393020527859235
740,1122200.1,900000,222200.1000000001,24.68890000000001
741,1101511.6,880000,221511.6000000001,25.17177272727274
744,1079255.1,870000,209255.1000000001,24.052310344827596
745,1250386.2,889000,361386.19999999995,40.65086614173228
783,818781.9,891000,72218.09999999998,8.105286195286194
784,842813.06,860000,17186.939999999944,1.9984813953488305
790,1068721.4,941000,127721.3999999999,13.572943676939417
791,923196.2,925000,1803.8000000000466,0.19500540540541045
796,1088194.4,930000,158194.3999999999,17.0101505376344
797,1007261.56,927000,80261.56000000006,8.658204962243802
798,1108092.2,917000,191092.19999999995,20.838844056706645
808,1009822.44,902000,107822.43999999994,11.953707317073164
809,1014876.06,902000,112876.06000000006,12.513975609756104
810,1204121.6,935000,269121.6000000001,28.783058823529423
814,1112260.6,935000,177260.6000000001,18.958352941176482
815,1218899.1,928000,290899.1000000001,31.346885775862077
816,851659.06,950000,98340.93999999994,10.351677894736836
817,1114846.1,905000,209846.1000000001,23.187414364640894
818,953277.5,940000,13277.5,1.4125
819,888870.94,914250,25379.060000000056,2.7759431227782394
820,1057612.5,920800,136812.5,14.858003909643788
821,984335.6,950000,34335.59999999998,3.614273684210524
822,1229923.2,949000,280923.19999999995,29.60202318229715
825,1059575,916888,142687.0,15.562097006395547
826,1094281.6,911000,183281.6000000001,20.118726673984643
827,997130.2,930000,67130.19999999995,7.218301075268813
829,1039892.06,910000,129892.06000000006,14.273852747252752
830,1123852.6,949000,174852.6000000001,18.424931506849322
831,913948.06,923500,9551.939999999944,1.0343194369247366
832,1227910.9,926000,301910.8999999999,32.60376889848811
833,1330818.9,947000,383818.8999999999,40.52997888067581
834,992474.1,921000,71474.09999999998,7.760488599348532
861,1053313,928000,125313.0,13.503556034482758
868,1102715.2,962000,140715.19999999995,14.627359667359663
869,1016676.2,980000,36676.19999999995,3.742469387755097
870,1206758.2,985000,221758.19999999995,22.51352284263959
871,1354813.9,968000,386813.8999999999,39.96011363636362
872,941375.7,970000,28624.300000000047,2.9509587628866027
875,1019823.25,988000,31823.25,3.2209767206477733
876,1200875.4,965000,235875.3999999999,24.443046632124343
877,1121213.2,960000,161213.19999999995,16.79304166666666
878,1021888.06,986000,35888.060000000056,3.6397626774847924
885,949450.3,959000,9549.699999999953,0.9957977059436864
887,1038661.9,953000,85661.90000000002,8.988656873032532
889,927456.56,983000,55543.439999999944,5.650400813835192
891,1113578.9,984000,129578.8999999999,13.168587398373974
892,1038934.8,1000000,38934.80000000005,3.8934800000000047
894,1249131,991000,258131.0,26.04752774974773
896,1215775.2,960000,255775.19999999995,26.643249999999995
897,1026644.94,1000000,26644.939999999944,2.664493999999994
898,1129910.6,965000,164910.6000000001,17.089181347150266
899,1133112.9,955000,178112.8999999999,18.650565445026167
