641,NA,ONE,burwood,3125,20150101,WkDay,ThDay,HliDy,sold,Hse,3,2,2,69,26,42,Y,N,Y,Y,108.5,116.5,300,2015,5,0,525888,0,2009,0,13.3,26.9,0,19.5,2.6,0.4,0.8,2.18,975000,1290000,0,NrlyLvl,996333,1170000,1480000,"813500
",burwood_20150101
642,NA,NA,burwood,3125,20141205,WkDay,FDay,WrkngDy,sold,Hse,3,1,2,69,26,42,N,N,N,N,108.5,116.5,658,1977,3,3,87000,340,1987,2010,17.4,20.4,0,19.3,0.2,0.2,0.2,2.12,1180000,1580000,19.5,NrlyLvl,1195167,891000,1410000,"840000
",burwood_20141205
644,NA,THREE,burwood,3125,20141122,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,31,62,79,N,N,N,N,108.5,116.5,312,2006,1,1,0,700,0,2017,12.9,31,0,16.8,0.9,0.6,1.4,1.56,1030000,1360000,0,NA,1313833,1710000,1270000,"845000
",burwood_20141122
646,NA,EIGHT,burwood,3125,20141025,WkEnd,SDay,WrkngDy,sold,Hse,3,1,4,64,30,50,N,N,Y,N,108.5,116.5,616,1980,1,0,0,0,0,0,14.1,18.2,0,20.3,1.7,0.8,1.3,1.26,1030000,1360000,19.0,GntlyInclnd,1230167,901000,1160000,"800000
",burwood_20141025
647,NA,ONE,burwood,3125,20141013,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,56,35,52,N,N,Y,N,108.5,116.5,734,1960,3,0,620000,0,2008,0,9.7,14.6,4.4,18.8,1.6,0.8,0.9,1.54,1030000,1360000,20.1,GntlyInclnd,1278500,1160000,1170000,"850000
",burwood_20141013
648,NA,ONE,burwood,3125,20140920,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,58,36,55,N,N,Y,Y,108.5,116.5,230,1982,1,0,0,0,0,0,9.8,15.1,0,18.8,1.2,0.2,1.1,2.59,880000,1170000,0,NA,884000,891000,1410000,"848000
",burwood_20140920
650,ONE,NA,burwood,3125,20140816,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,52,44,58,Y,N,Y,N,108.5,116.5,333,2004,3,0,530000,0,2007,0,5.4,11.7,0,16.7,0.4,0.4,1.6,1.56,880000,1170000,0,GntlyInclnd,990333,840000,839000,"800000
",burwood_20140816
651,NA,TWO,burwood,3125,20140712,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,64,30,50,N,N,N,N,108.5,116.5,604,1979,2,0,60000,0,1979,0,7.3,10.4,4.4,20.4,1.8,1,1.1,1.26,1030000,1360000,15.1,GntlyInclnd,1138333,1160000,1000000,"846000
",burwood_20140712
652,NA,ONE,burwood,3125,20140618,WkDay,WDay,WrkngDy,sold,Hse,3,1,1,64,30,50,Y,N,Y,N,108.5,116.5,586,1955,4,3,285000,420,2001,2013,11,14.1,0,18.5,1.5,0.6,1.1,1.35,1030000,1360000,15.5,GntlyInclnd,1138333,901000,891000,"820000
",burwood_20140618
653,NA,SEVEN,burwood,3125,20140528,WkDay,WDay,WrkngDy,sold,Hse,4,3,2,66,48,68,Y,N,Y,Y,108.5,116.5,239,2012,2,0,850000,0,2011,0,13.1,18.2,2.2,18.5,6.5,0,0,2.54,1120000,1510000,0,ModInclnd,884000,965000,1300000,"840000
",burwood_20140528
654,NA,THREE,burwood,3125,20140414,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,51,49,49,Y,N,Y,N,108.5,116.5,749,1950,2,0,845000,0,2014,0,11.7,20.6,0,17.2,0.4,0.4,1.1,1.64,1110000,1680000,15.4,GntlyInclnd,1426667,1450000,1270000,"845000
",burwood_20140414
655,NA,ONE,burwood,3125,20140315,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,55,39,43,N,N,N,N,108.5,116.5,702,1950,3,0,1123000,0,2015,0,16.6,29.5,0,16.9,2.7,0.8,1.7,1.12,1080000,1430000,15.5,GntlyInclnd,1376667,1240000,1340000,"833000
",burwood_20140315
698,NA,THREE,burwood,3125,20151219,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,42,45,66,N,N,N,N,108.5,116.5,429,1960,0,0,0,0,0,0,19.2,41.2,0,16.7,0.4,0.4,1.6,1.53,845000,1110000,15.2,GntlyInclnd,1089167,1600000,1480000,"842000
",burwood_20151219
701,NA,THREE,burwood,3125,20140910,WkDay,WDay,WrkngDy,sold,Hse,3,1,2,53,30,64,N,N,Y,N,108.5,116.5,595,1980,1,0,0,0,0,0,11.6,19.3,1.6,18.5,1.9,0.1,1.6,2.32,851000,1570000,15.3,NrlyLvl,1013333,1130000,891000,"808000
",burwood_20140910
707,NA,NINE,burwood,3125,20161022,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,52,19,38,Y,N,Y,N,108.5,116.5,283,2005,2,1,460000,600,2005,2017,6.9,13.2,16.4,19.1,1.9,0.3,2.4,0.63,800000,1060000,0,GntlyInclnd,872000,1240000,1480000,"865000
",burwood_20161022
