Idss,Id
556493.06,1
871900.44,2
1047111.5,4
853320.75,6
674849.6,7
648930.25,9
667376.0,11
674236.44,12
674799.6,13
538263.8,24
563243.94,29
563309.8,31
824882.8,43
519388.8,45
513288.56,46
824853.6,53
1047992.5,54
1213280.6,63
944409.94,64
519447.88,65
786555.0,88
509561.62,89
567414.6,90
534108.25,94
575774.1,95
1085271.2,120
545396.0,121
536099.2,128
645297.75,129
534089.4,130
1059395.1,131
996791.9,133
525401.2,134
503915.28,135
559933.4,136
1058201.5,137
619488.06,138
1074300.0,139
522730.25,140
1058981.4,141
585140.5,142
519448.06,180
873539.9,187
573964.3,188
1053762.4,189
549283.56,190
908848.94,191
634358.25,192
510398.34,196
632639.9,197
564663.25,198
518085.97,199
584798.06,200
789467.4,202
608489.9,203
726471.06,204
528285.75,205
600284.9,206
593060.5,207
677912.94,251
1195117.6,252
547108.7,255
1004594.2,257
643340.94,259
635439.7,261
917979.4,263
846984.2,264
580339.1,265
483146.16,266
632362.6,267
622170.94,269
608558.4,271
808119.8,272
855856.25,273
725367.2,274
878165.4,275
686845.6,276
664941.94,278
752362.56,279
747631.06,335
811949.9,336
643738.94,340
696075.8,341
696191.9,342
1161655.4,343
681580.4,344
939869.0,345
666021.8,346
890217.4,348
945127.2,352
557931.1,353
605585.8,354
841966.7,355
692467.7,356
849867.94,358
618848.5,359
594092.7,360
755440.25,361
994773.8,363
803775.1,364
717656.3,365
831391.5,366
771542.8,368
1013734.7,369
1271801.8,370
748267.1,432
904206.75,433
666760.0,435
820647.8,436
759225.75,438
660883.25,439
903083.25,440
620638.8,441
656282.9,442
1052021.8,443
1347893.2,444
786396.1,445
806009.44,449
865807.3,450
794853.4,451
612636.44,452
665044.56,454
944825.8,456
984842.0,457
1174017.5,458
560439.06,459
906165.94,460
873776.94,461
794275.1,462
1077708.4,463
1037579.56,464
985777.8,465
1039374.3,467
1367326.1,514
941500.75,519
1066802.5,520
1072606.2,521
826715.5,522
1205667.2,523
913624.6,525
738356.06,526
921060.3,527
786079.6,528
762374.2,529
1064143.1,530
966065.9,531
1087742.9,532
1131081.1,533
727127.06,538
589040.7,539
892680.75,540
957599.75,541
798119.5,542
654704.56,543
901447.6,545
804943.0,546
775061.1,547
1034897.2,548
879594.9,549
1123538.9,550
956154.2,551
968204.2,552
843189.6,553
936546.8,554
740101.94,555
1057715.9,556
813373.2,605
838350.44,606
837899.7,608
845722.1,611
1029489.5,612
804838.8,614
916207.2,615
1363765.1,617
1141739.6,618
829401.3,624
954822.7,625
1078643.8,626
834420.1,627
745242.5,628
942870.9,629
1010154.44,630
1098354.0,631
604302.3,632
970080.9,633
748943.8,634
1124471.1,635
1051754.8,636
812217.4,637
897972.56,638
970614.6,639
1039765.8,640
1040144.44,641
1104280.8,642
1069199.0,643
1054186.8,644
1038771.7,645
1038661.1,647
890743.0,648
1213780.2,649
959945.4,651
937338.06,652
1120384.5,653
1213705.9,654
1177742.4,655
1101524.8,656
1339808.9,657
951315.3,698
937408.06,699
907035.2,700
927976.1,701
924590.56,702
1070933.0,703
1057709.5,706
924403.4,707
1051200.5,708
1029395.1,709
1487388.2,710
1088820.2,711
874708.9,712
1012505.94,713
921852.1,714
1050688.1,715
1160004.9,716
1277086.9,717
1029663.75,718
966250.5,722
1136143.6,723
556147.8,725
751825.7,726
1005061.5,727
983594.6,732
1240066.0,733
1092887.5,734
1108923.1,735
933411.94,736
1096957.6,737
1008239.1,738
935340.56,739
1108659.5,740
1258784.5,741
1330294.9,744
1379546.5,745
812537.3,778
953174.8,779
958475.25,780
682278.6,782
1027326.94,783
1035919.06,784
1047862.3,789
789510.44,790
685864.25,791
1051481.1,792
969256.7,793
834045.8,795
1132318.2,796
1085229.5,797
1105291.2,798
869622.44,805
1051689.8,807
835691.8,808
700524.8,809
1122581.6,810
1114664.0,811
800766.7,812
1007326.06,814
1158308.5,815
962751.6,816
995809.9,817
961961.94,818
999699.94,819
1107611.1,820
1042599.3,821
1176818.6,822
1040691.06,823
1017690.0,825
1412329.8,826
1274743.8,827
1048347.56,829
1235931.9,830
1208936.1,831
1135545.8,832
1377621.5,833
1098758.9,834
1064265.1,861
1035033.0,862
1062584.6,867
927086.4,868
846059.3,869
1005828.56,870
1406244.5,871
1084932.4,872
1074282.2,873
1177553.1,874
1163658.8,875
1117883.4,876
1176536.0,877
1006136.5,878
1058525.0,880
1183921.0,881
1038877.2,884
899333.1,885
1101908.8,886
1020541.06,887
941129.3,889
1145483.0,891
1156063.8,892
1252697.8,894
1152065.1,896
1139800.1,897
1203567.1,898
1268370.1,899
1197623.2,900
1197440.4,901
1025152.94,902
985573.7,918
1121369.4,919
1130524.8,920
948658.1,921
961949.25,922
832002.5,923
958347.7,924
759542.75,925
1010592.56,926
719915.8,927
1145374.4,928
1021097.7,929
1116746.8,930
1119571.6,931
1197417.0,932
1182253.9,933
1121980.9,934
1194715.4,935
1031806.25,936
1195017.1,937
1061820.5,939
1342547.2,941
1128556.1,942
1281905.0,943
1240268.1,944
1424079.4,945
1102272.0,946
1254464.5,947
922953.2,953
973104.8,954
1137426.8,955
1066818.8,956
885925.3,957
863310.5,958
866092.6,959
1036223.3,960
1003573.8,961
974034.44,962
1162685.5,963
1110126.2,964
1019663.75,965
800947.06,966
1150423.1,967
1219401.4,968
1262824.4,970
1272874.0,972
1393852.0,973
953451.0,997
1217406.8,998
1107927.2,1000
1402940.4,1002
1190025.6,1003
802524.3,1005
1010861.44,1006
1130338.6,1007
1236762.8,1008
1047595.06,1009
1156033.1,1011
1141514.6,1012
999313.9,1013
1213772.0,1014
