SalePrice,id,lasso_preds,xgb_preds
1140401.1638635092,1177,1133731.2162335846,1155964.4
1525387.2710236534,1179,1531496.369319505,1511132.6
1075589.090283591,1180,1107234.1021908445,1001750.7
1357288.9726686808,1183,1388493.7109552582,1284477.9
1343750.930078664,1184,1342653.6054695202,1346311.2
1330018.459737364,1188,1408497.9335533772,1146899.6
1337162.06345456,1200,1340295.3138636574,1329851.1
1164293.4029643582,1201,1150713.9685205119,1195978.8
1364320.8121887012,1208,1422684.4191981447,1228139.0
1340624.9261328964,1209,1339384.0462612808,1343520.2
1400653.8342104033,1211,1412118.2453005763,1373903.5
1465213.6273883954,1212,1490526.789126279,1406149.5
1376603.7528377776,1214,1380874.289768254,1366639.1
1283981.6033866073,1215,1303238.808409439,1239048.1
1236680.177005954,1217,1216269.9850085059,1284303.9
1333302.567500448,1218,1322085.6767863545,1359475.2
1336334.8192602517,1221,1312148.3578717883,1392769.9
1083684.790255353,1224,1083404.655721933,1084338.4
1342865.385643264,1225,1392969.6580618059,1225955.4
1340200.4288855798,1227,1351686.5501936856,1313399.4
1390958.8741291142,1230,1378381.382684449,1420306.2
1231994.7971762344,1241,1188362.3441803348,1333803.8
1278260.7590781236,1242,1278253.1379687479,1278278.5
1383781.5471406498,1244,1365737.5673437854,1425884.1
1244519.302347655,1245,1275155.208710936,1173035.5
1408524.6954744437,1249,1423134.2524634912,1374435.6
1322673.859373841,1252,1291198.727676916,1396115.8
1323199.3649239452,1253,1312856.6373913502,1347332.4
1378640.4143025058,1256,1436295.8150750084,1244111.1
1255572.844589177,1260,1271997.72441311,1217248.1
1138457.3870000825,1261,1118199.4367858323,1185725.9
1378255.3366524389,1271,1363326.6862891985,1413088.8
1569428.3951648157,1277,1604974.3145211653,1486487.9
1366739.6794640985,1279,1355462.0420915696,1393054.1
1434359.7094845679,1280,1448821.0135493826,1400616.6
1523625.4073820845,1281,1548433.5730458351,1465739.6
1310196.9236426014,1282,1313892.614132288,1301573.6
1515561.042725557,1283,1538496.1771079388,1462045.6
1439000.2256790334,1284,1432319.563470048,1454588.4
1456128.5503655474,1285,1493761.277307925,1368318.8
1524460.324596505,1294,1550080.2851378643,1464680.4
1439997.8931118292,1296,1462970.8740883274,1386394.2
1459884.13634698,1298,1455022.4715671146,1471228.0
1507251.0827252083,1299,1561423.6449645832,1380848.4
1102868.5892005283,1300,1114720.663143612,1075213.8
1466371.0440885378,1312,1444447.4736979115,1517526.0
1370685.8641255414,1314,1367809.582679345,1377397.1
1637079.294942567,1315,1653213.5909893813,1599432.5
1710019.9946377613,1317,1748193.2512682306,1620949.0
1696071.5776226264,1318,1728899.351960895,1619473.4
1655858.7484673937,1319,1673990.8460248483,1613550.5
1697235.2358754685,1321,1759022.7923220978,1553064.2
1628695.240804571,1322,1649439.40650653,1580292.1
1547713.2125876981,1323,1533895.4822681402,1579954.5
1559930.0474711834,1334,1559887.5231731192,1560029.2
1453199.9295406265,1335,1446448.1582723237,1468954.0
1644231.2579219008,1338,1734155.859531287,1434407.1
1622835.099515833,1339,1641982.41895119,1578158.0
1599279.7145592554,1340,1588940.6636560792,1623404.1
1713884.3126001516,1341,1738416.6519287883,1656642.1
1608432.0497663163,1342,1639684.6693090235,1535509.2
1471097.6607518473,1344,1493555.8100026392,1418695.2
1602654.8479509125,1345,1611562.282787018,1581870.8
1750963.1255412763,1346,1883025.0454161093,1442818.6
1294306.4530919078,2205,1240535.2008455824,1419772.6
1183118.65933902,2208,1173519.5579843146,1205516.5
1115431.5792250175,2209,1145666.4078214536,1044883.56
1331470.5322521913,2211,1301587.4121459876,1401197.8
1304668.518092798,2214,1283907.7937039973,1353110.1
1290800.006073451,2215,1296919.2051049299,1276521.9
1199580.3866115697,2216,1205753.4540879568,1185176.5
1270599.882742224,2217,1248677.19856032,1321752.8
1368379.6972664446,2218,1331386.7550234925,1454696.5
1300594.8673954317,2219,1248656.3284220456,1421784.8
1337176.8924394166,2222,1369372.3016991667,1262054.2
1170541.324600624,2225,1155110.2851437484,1206547.0
1106131.8324022295,2226,1074349.1355746137,1180291.4
1223274.4938868936,2227,1204172.4019812767,1267846.0
1345305.0101662506,2228,1350818.7198803583,1332439.6
1261657.1456952537,2231,1209470.7884932195,1383425.2
1500816.9474364074,2232,1437831.8445520108,1647782.1
1240605.845853623,2233,1210597.4583623188,1310625.4
1325934.4918277275,2234,1350519.0954681823,1268570.4
1436168.6905611958,2236,1461548.3525874226,1376949.4
1290794.9228508188,2237,1293677.5683583128,1284068.8
1180459.0199005264,2250,1157623.4212864663,1233742.0
1316256.5502953955,2251,1279231.4557791366,1402648.4
1200725.3201790892,2253,1184917.7341844132,1237609.6
1356540.128401419,2256,1377986.56735917,1306498.4
1081150.9760517844,2257,1062886.6175739777,1123767.8
1154700.65295547,2258,1189897.4952935285,1072574.6
1282593.8736471394,2259,1286782.542710199,1272820.2
1399129.757201265,2264,1404452.3317160932,1386710.4
1216031.1053509114,2265,1197388.0076441593,1259531.6
1363181.8610239923,2269,1309089.6675342747,1489396.9
1195956.4561815718,2271,1160775.2945451029,1278045.8
1397863.7338040555,2272,1394981.2715057936,1404589.4
1242828.8129859385,2273,1168210.1792656267,1416938.9
1473143.2938445588,2274,1394980.1072779414,1655524.0
1281005.1937847405,2276,1265102.6429067722,1318111.1
1437745.3736535646,2277,1391609.9087908065,1545394.8
1328095.7076197607,2278,1275547.5733853725,1450708.0
1707190.5584421065,2279,1763728.8334887237,1575267.9
1390442.8847709163,2283,1370171.219315595,1437743.4
1350178.7092271391,2285,1286500.5667530561,1498761.0
1346146.7201526416,2286,1334711.7430752022,1372828.2
1337313.6234642745,2287,1319597.6317346778,1378650.9
1426950.279049254,2289,1428507.6307846487,1423316.4
1168493.0233190178,2294,1112479.9440271684,1299190.1
1233167.8214188907,2296,1227684.477026987,1245962.2
1317693.840902002,2297,1313482.7637885746,1327519.6
1329324.65150816,2301,1319577.5378687999,1352067.9
1488974.2697929647,2304,1491980.4747042356,1481959.8
1240001.0944535108,2307,1204358.1706478728,1323167.9
1407326.237164513,2308,1366892.7048778757,1501671.1
1381856.962452523,2323,1386084.812432176,1371991.9
1284393.6247173788,2326,1254475.0442391126,1354203.6
1478757.2331265418,2328,1496006.627680774,1438508.6
1330683.7228966658,2329,1296164.871995237,1411227.6
1398933.5316498503,2330,1424184.1077140719,1340015.5
1400647.1825074265,2338,1350559.9928677524,1517517.2
1439537.2770912694,2339,1406506.6012018137,1516608.8
1167734.1504949734,2340,1144956.8221356764,1220881.2
1360831.972693625,2341,1376291.344919464,1324760.0
1457679.3753017439,2343,1406937.1432882058,1576077.9
1342742.6498817794,2344,1363346.5534025421,1294666.9
1337804.4324637305,2346,1330364.8142339007,1355163.5
1378460.9599056072,2355,1400617.3087937247,1326762.8
1489848.077265036,2356,1505048.547878623,1454380.2
1429671.0711406888,2358,1423619.342700984,1443791.8
1494046.215844394,2362,1505160.1744205628,1468113.6
1233212.0058571165,2363,1223673.4458673096,1255468.6
1551898.6600609988,2364,1553133.5322299984,1549017.2
1478802.6991757026,2365,1455651.1327510038,1532823.0
1354895.7984742504,2366,1314181.3638917864,1449896.1
1455804.0546097634,2369,1469870.390513948,1422982.5
1435140.5260976295,2370,1372963.6979966136,1580219.8
1414432.771046673,2371,1391073.7354238185,1468937.1
1421504.790919172,2372,1431123.9423845315,1399060.0
1594210.053036204,2373,1661590.2989802917,1436989.4
1471426.505630061,2382,1465783.4455429444,1484593.6
1429928.9402878182,2384,1456069.7807683118,1368933.6
1399836.3904567114,2385,1374957.031009588,1457888.1
1485701.7844381102,2386,1544772.6831258717,1347869.6
1944013.808675963,2393,1945151.7802513756,1941358.4
1514025.3619242192,2399,1534201.9902488845,1466946.5
1458282.0517747262,2401,1428011.5025353231,1528913.2
1685096.247663996,2403,1704285.755591423,1640320.6
1680506.4711193864,2404,1635768.4408848376,1784895.1
1558849.1089194866,2405,1585975.512742124,1495554.1
1544561.824754077,2406,1545154.1246486816,1543179.8
1642927.3247812202,2408,1547662.5175446002,1865211.8
1475855.9928051566,2410,1473963.4272216524,1480271.9
1522259.4401420262,2411,1531980.3162743233,1499577.4
1286779.1985230432,2412,1294308.6318186333,1269210.5
1826511.2793900233,2414,1853965.0419857476,1762452.5
1630669.6215337971,2415,1588559.8611197101,1728925.6
1507476.2561331938,2417,1529782.687333134,1455427.9
1695514.7182208286,2419,1778634.731386898,1501568.0
1519915.9966545145,2424,1527114.995220735,1503118.2
1698237.7492411751,2425,1737787.0971302502,1605955.9
1495624.8886666787,2427,1488311.9391666842,1512688.4
1597497.4979068218,2428,1605073.3898668883,1579820.4
1390588.038397042,2430,1373208.001281489,1431141.4
1706901.6287209254,2431,1715885.8981727506,1685938.2
1308488.7654370023,2435,1274888.1024100035,1386890.2
1299669.756763417,2438,1265224.2060905958,1380042.6
1472636.8747447752,2441,1452629.7317782505,1519320.1
1461583.2533601553,2443,1447790.9423002219,1493765.2
1571010.9030695234,2445,1566805.843670748,1580822.6
1799387.5111231548,2446,1898956.4891045068,1567059.9
1547603.7915486002,2454,1556119.345069429,1527734.1
1571299.956902964,2455,1579974.8045042343,1551058.6
1690162.2844267718,2460,1686837.9956096741,1697918.9
1980845.2876682454,2462,2040619.1609546365,1841372.9
1720853.578852221,2464,1748910.8269317443,1655386.6
1697523.2123389768,2465,1677294.9908413955,1744722.4
1612110.3415203178,2467,1632755.62181474,1563938.0
1807105.749277801,2470,1794044.552539716,1837581.9
1714932.639164055,2475,1684348.7702343646,1786294.9
1570756.322259476,2476,1640003.5407278228,1409179.4
1361225.4519107537,2480,1354896.7616582199,1375992.4
1694617.2695112205,2481,1710784.626087458,1656893.4
1306042.8086757385,2483,1335082.8516796266,1238282.6
1751464.0666579616,2487,1782875.318439945,1678171.1
1515356.3503521457,2489,1498237.241574494,1555300.9
1599255.206814101,2492,1593619.7597344301,1612404.5
2154883.184131936,2493,2304444.1916170516,1805907.4
1552352.5126060823,2498,1544816.535865832,1569936.4
1719550.27822287,2499,1722070.040318386,1713670.8
1597276.0858030277,2500,1547924.0511471825,1712430.8
1516003.1066335638,2502,1552824.3934050913,1430086.8
1632353.4349250619,2505,1607349.415964374,1690696.1
1976621.3079846296,2507,2043706.6899780426,1820088.6
1746249.341360536,2508,1731250.0412293372,1781247.6
1542945.4955492986,2511,1574118.5650704268,1470208.2
1593386.8821279942,2514,1504029.742325706,1801886.9
1838723.019072226,2516,1912987.0361746086,1665440.2
1790902.6426853393,2519,1843375.6949076278,1668465.5
1775061.6651564096,2520,1857429.610937728,1582869.8
1799718.1133396495,2523,1831443.5547709279,1725692.0
1988014.8252315586,2525,2056185.286045084,1828950.4
1834137.6218559179,2526,1824570.3526513113,1856461.1
1601592.7542061138,2527,1560621.613151591,1697192.0
1924327.8326830924,2528,2025644.627047275,1687921.9
1832535.4672062662,2530,1870069.060294666,1744957.0
1742729.7795434163,2531,1717976.649347738,1800487.0
1691767.8876501038,2534,1760712.250214434,1530897.6
2161045.1277984316,2540,2305355.807569188,1824320.1
2063177.823746398,2542,2157541.3553519975,1842996.2
1722838.2471105524,2543,1705233.0315865034,1763917.0
2127404.5968912253,2544,2249629.781273179,1842212.5
2063614.6514191376,2545,2137021.912741625,1892331.0
1942790.6076887464,2546,2008690.4216982094,1789024.2
1875152.6021789683,2547,1925206.8423985261,1758359.4
1916683.5984918987,2548,1914129.7835598555,1922642.4
1846207.7266251566,2550,1776442.7344645096,2008992.6
1680051.3788040183,2551,1690964.2465057403,1654588.0
1760791.320917426,2555,1795871.3513106084,1678937.9
1628966.6460371588,2558,1516951.1014816556,1890336.1
1724149.0386285596,2562,1633912.4658979422,1934701.0
2098995.1345866118,2564,2178662.6922665886,1913104.0
2051634.007811135,2565,2084628.04687305,1974647.8
2169514.2807061356,2566,2230196.472437337,2027922.5
1117840.8211789646,2568,1108985.994541378,1138502.0
2154888.8278226084,2573,2229548.4147465834,1980683.1
1937226.8361668913,2580,1951861.4623812735,1903079.4
2302226.7265546494,2581,2475041.9307923564,1898991.1
2095347.100310731,2582,2183381.214729616,1889934.1
1841428.3201026723,2583,1846049.7430038177,1830644.9
1812579.7063938319,2585,1836670.9198483313,1756366.8
2145332.6286674873,2586,2210693.219524982,1992824.5
1916184.742989035,2587,1884279.364984336,1990630.6
1968526.5841013186,2591,2068678.557644741,1734838.6
2027785.44680946,2598,2044599.3882992286,1988552.9
1800628.2193131924,2599,1758084.509733132,1899896.9
2231107.6443164162,2606,2338948.688309166,1979478.4
2220190.4442962613,2607,2257263.4025660874,2133686.8
2024932.7910367928,2610,2007739.5229097041,2065050.2
2621987.0373023674,2621,2743531.8390033823,2338382.5
612401.2937531263,2721,596444.9955401805,649632.6
574278.0210518264,2782,575244.963109752,572021.8
572190.9131381538,2856,556696.9071616484,608343.56
544166.0903802798,2857,532303.6335789713,571845.1
569134.3390460709,2865,573178.3191729585,559698.4
631120.6149684333,2868,609665.4544191904,681182.6
674322.9592234946,2872,690261.9283549923,637132.0
691492.6959268786,2873,667075.5031098267,748466.1
706521.8042914876,2983,678672.108809268,771504.4
677448.5529512526,2988,690970.8792160752,645896.44
538101.8717448378,2990,521289.0132069112,577331.9
612146.3168211323,2991,606515.9436730462,625283.8
623647.976146721,2992,624022.689138173,622773.6
614030.5846055736,3001,612279.2726508194,618116.94
600045.6598325724,3005,595593.7774393893,610433.4
679060.7446496751,3006,691224.769142393,650678.0
531245.9854291079,3007,518511.1622201543,560960.56
720746.3988459562,3012,724149.141208509,712806.6
656297.6259490526,3090,642086.2736772181,689457.44
580925.9941291624,3091,583130.3710773749,575782.44
685356.1944509497,3097,660563.0010013568,743206.94
821038.1911662921,3098,811652.3266661316,842938.5
752611.0412192785,3100,702336.7329918264,869917.75
590893.7777366014,3103,580334.481588002,615532.1
653191.6735092173,3105,650890.3148345962,658561.5
687902.8345547321,3114,667152.6431139031,736319.94
662762.2895611739,3116,634988.3824088199,727568.06
615543.9871113434,3122,587282.5262304907,681487.4
804373.1494405621,3123,786591.3072365174,845864.06
643640.497107266,3124,619374.6610460943,700260.75
732047.8003155624,3125,741436.8129508034,710140.06
695771.7604330104,3126,700501.5104400149,684735.6
622786.0504575493,3183,623036.1435107847,622202.5
597714.0650365825,3186,588362.7045165466,619533.9
658518.0125130607,3189,659850.5312686582,655408.75
628441.5144748115,3190,598445.3108568736,698432.6
719359.6339678108,3193,707035.8610254441,748115.06
783388.2285382497,3194,751618.0273760711,857518.7
901779.9515815452,3195,888250.0647593503,933349.7
695154.2747563953,3196,666752.0666162791,761426.06
642449.7050142881,3197,619135.6500204116,696849.1
773460.557587565,3201,757685.9081608072,810268.06
796068.0419248169,3208,804775.2831068813,775751.1
682785.5320769949,3212,670064.3761814213,712468.2
783918.9886164679,3214,799106.0105235256,748482.56
