SalePrice,id,lasso_preds,xgb_preds
715912.4458684074,3215,722120.4583834392,701427.06
726007.5424188795,3265,699510.9311341136,787832.94
700079.808986655,3267,680220.4637309357,746418.25
885194.877730646,3268,865886.253900923,930248.3
735894.0411951193,3269,742039.3222430275,721555.0
761305.1123252852,3270,756798.9774289789,771819.4
742129.3844901738,3271,715297.4242716768,804737.25
698936.3824324624,3272,686083.7606178035,728925.8
701702.6655372514,3273,678398.0266603591,756080.1
743773.5024654837,3274,742149.7133435482,747562.3
743771.974926456,3277,745692.5311449372,739290.6
773515.0504367494,3278,760256.0988382135,804452.56
824884.5320405787,3281,831853.0814865411,808624.56
773989.7706092034,3285,757532.328548862,812390.44
728780.6341560652,3288,700951.843437236,793714.44
765576.7611953259,3290,781957.1811718941,727355.75
757810.8404708612,3317,716753.8792440874,853610.4
761996.928685532,3318,763864.2061579028,757639.94
943806.0184036377,3321,903254.8030766253,1038425.5
760666.5744941127,3322,732842.6064201611,825589.1
762540.9221676183,3323,748259.2414894548,795864.8
745242.2162886462,3324,733047.250948066,773697.1
784851.9873457967,3325,778930.0935297096,798669.7
817048.4032446403,3326,824550.7099923433,799543.0
889758.1767358589,3329,875437.618551227,923172.8
850301.5496748864,3330,835396.3656069806,885080.25
818326.0488969546,3332,800451.6323527923,860033.0
794920.2574795362,3333,776856.8633636232,837068.1
801504.0746992462,3339,797978.1647489233,809731.2
827541.2897650406,3340,828657.8916286295,824935.9
848372.353085502,3342,858634.2767292886,824427.8
860978.9598082205,3345,859198.8934760294,865132.44
892344.4982089646,3346,869691.9170842351,945200.44
796791.9880434762,3347,789227.9293478233,814441.44
895041.1737948072,3348,856645.6054211531,984630.8
799258.2053649268,3351,816862.2799856098,758182.0
852949.9039754312,3354,852759.6172863304,853393.9
823560.5111794216,3355,815068.5204348881,843375.1
702414.6993248637,3356,695305.9543926626,719001.75
833484.0340506859,3359,833060.2048938371,834472.94
936160.5410482347,3391,921072.7372117639,971365.4
868881.9078635848,3392,850272.2790908355,912304.4
846645.7899447508,3393,835124.007956787,873529.94
847735.9683273851,3395,820147.2761819789,912109.56
906062.0109937253,3397,881742.1139196076,962808.44
818473.9024753347,3408,810835.5972861925,836296.56
762097.9584002338,3410,760428.1548574768,765994.1
797266.439386663,3427,781297.9268023758,834526.25
822153.9662783139,3430,826160.6437904486,812805.0
790527.5545129442,3432,768366.7073399203,842236.2
853143.460484964,3442,818973.3810499486,932873.56
839294.8687528073,3443,822731.0625040104,877943.75
880750.8774045913,3446,900197.3025422734,835375.9
995655.6212158549,3447,982665.7088797927,1025965.4
860430.5632301803,3451,843240.9385431148,900539.6
822689.222284923,3454,812699.0452284615,845999.6
929824.3830472248,3466,903974.2525674641,990141.3
847984.9350934073,3467,835745.9787048677,876542.44
