867,Hastings Street,THREE,ONE,burwood,3125,20170902,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,57,20,36,Y,N,Y,N,108.5,116.5,0,1991,3,2,625000,500,2008,2009,7.3,18.4,0,16.1,0.9,0.6,0.7,1.15,0,0,0,NA,0,765000,1250000,"962000
"
868,Warren Street,NA,THREE,burwood,3125,20161217,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,54,35,47,Y,N,N,N,108.5,116.5,295,1980,1,0,0,0,0,0,15.1,20.9,0,16.2,0.6,0.4,0.7,2.26,880000,1170000,0,NrlyLvl,1115000,850000,1640000,"962000
"
869,Newbigin Street,ONE,FIVE,burwood,3125,20160730,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,44,65,62,Y,N,N,N,108.5,116.5,458,1980,4,0,720000,0,2011,0,9.1,13.8,2.4,18.7,0.8,1,1,1.81,925000,1230000,0,NrlyLvl,886667,739000,439000,"980000
"
870,Goold Street,NA,SEVEN,burwood,3125,20160709,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,53,43,59,Y,N,Y,N,108.5,116.5,537,1975,1,0,0,0,0,0,5.3,15.2,0.2,17.9,0.7,0.3,2.2,0.96,1010000,1530000,0,NA,1263833,901000,1240000,"985000
"
871,Parer Street,NA,FIVE,burwood,3125,20160605,WkEnd,SDay,WrkngDy,sold,TwnHse,4,3,2,66,17,46,N,N,Y,Y,108.5,116.5,315,1975,5,3,800000,400,2010,2010,10.5,14.1,3.4,16.7,0.6,0.6,1.2,2.24,1450000,1750000,15.1,NrlyLvl,1015667,1680000,1600000,"968000
"
872,Leopold Street,NA,TWO,burwood,3125,20151219,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,51,49,49,Y,N,Y,Y,108.5,116.5,307,2003,3,0,570000,0,2006,0,19.2,41.2,0,16.9,0.1,0.1,0.8,0.72,960000,1810000,0,NA,872000,1450000,749900,"970000
"
873,Webb Street,NA,ONE,burwood,3125,20151107,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,55,39,43,N,N,N,N,108.5,116.5,725,1950,6,0,980000,0,2015,0,11.9,16.8,1.2,17.1,1.5,1,1.9,1.17,0,0,18.4,NrlyLvl,1224167,1200000,1480000,"980000
"
874,Warrigal Road,NA,NINE,burwood,3125,20150801,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,64,21,45,Y,N,Y,N,108.5,116.5,694,1975,4,0,140000,0,1994,0,6.5,11.4,0.2,17.3,0.5,0.7,0.6,1.18,0,0,14.8,NrlyLvl,1379250,1200000,1610000,"987000
"
877,Leonard Street,NA,ONE,burwood,3125,20150606,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,48,41,66,N,N,N,N,108.5,116.5,617,1955,2,0,960000,0,2015,0,9.2,16.6,0.2,18.1,0.4,0.027,1.4,1.13,1180000,1580000,15.7,GntlyInclnd,1291833,901000,1240000,"960000
"
878,Morton Road,NA,SEVEN,burwood,3125,20140913,WkEnd,SDay,WrkngDy,sold,Hse,3,2,4,72,14,37,Y,N,Y,N,108.5,116.5,773,1986,4,0,304000,0,2000,0,5.7,17.2,0,17.7,0.9,1.3,1.7,1.56,1120000,1510000,17.6,GntlyInclnd,1426667,1270000,650000,"986000
"
