TEST,,,,,
,,,,,
,,,,,
Head,xgb_lasso_sol,lasso_ridge_xgb_v2,DNNOut,DNNShallowOut,
Mean Difference %,7.314065097,7.292212027,8.493333665,8.554774876,
Mean Variance %,4.7807722,4.857702023,5.519294124,5.672004989,
,,,,,
,,,,,
Train,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Head,xgb_lasso_sol,lasso_ridge_xgb_v2,DNNOut,DNNShallowOut,
Mean Difference %,6.05936655,5.600771171,6.153601145,5.690279801,
Mean Variance %,3.986453105,3.627283845,4.384677002,4.152858,
,,,,,
