897,916935.006647 ,897,1000000,897,897,
898,884893.451304 ,898,965000,898,898,
899,875802.300774 ,899,955000,899,899,
900,880414.292633 ,900,960000,900,900,
901,880414.292633 ,901,960000,901,901,
902,877498.762912 ,902,957000,902,902,
918,877498.762912 ,918,957000,918,918,
919,894144.273267 ,919,975000,919,919,
920,916935.006647 ,920,1000000,920,920,
921,961835.705115 ,921,1048888,921,921,
922,985227.744185 ,922,1075000,922,922,
923,976177.426049 ,923,1065000,923,923,
924,921296.061616 ,924,1005000,924,924,
925,1008037.9431 ,925,1100000,925,925,
926,935185.057694 ,926,1020000,926,926,
927,971567.162335 ,927,1060000,927,927,
928,981132.167101 ,928,1070500,928,928,
929,926243.534956 ,929,1010000,929,929,
930,964374.712579 ,930,1053000,930,930,
931,985227.744185 ,931,1075000,931,931,
932,1006425.46491 ,932,1098000,932,932,
933,999059.040391 ,933,1090000,933,933,
934,985227.744185 ,934,1075000,934,934,
935,985227.744185 ,935,1075000,935,935,
936,949152.780275 ,936,1035000,936,936,
937,955344.119428 ,937,1042000,937,937,
938,961204.977616 ,938,1048000,938,938,
939,999059.040391 ,939,1090000,939,939,
940,999059.040391 ,940,1090000,940,940,
941,985227.744185 ,941,1075000,941,941,
942,981052.715445 ,942,1070000,942,942,
943,1008037.9431 ,943,1100000,943,943,
944,1008037.9431 ,944,1100000,944,944,
945,921296.061616 ,945,1005000,945,945,
946,928823.440435 ,946,1013000,946,946,
947,939806.622973 ,947,1025000,947,947,
953,967431.646476 ,953,1056000,953,953,
954,958125.076912 ,954,1045000,954,954,
955,917645.924451 ,955,1001000,955,955,
956,1008037.9431 ,956,1100000,956,956,
957,949152.780275 ,957,1035000,957,957,
958,930465.826142 ,958,1015000,958,958,
959,937467.512019 ,959,1022500,959,959,
960,945830.703648 ,960,1032000,960,960,
961,944249.217439 ,961,1030000,961,961,
962,972592.090365 ,962,1061000,962,962,
963,918359.218059 ,963,1002000,963,963,
964,1008037.9431 ,964,1100000,964,964,
965,917642.059278 ,965,1000950,965,965,
966,985227.744185 ,966,1075000,966,966,
967,971567.162335 ,967,1060000,967,967,
968,1003874.11099 ,968,1095000,968,968,
969,916935.006647 ,969,1000000,969,969,
970,997033.190804 ,970,1088000,970,970,
971,916935.006647 ,971,1000000,971,971,
972,989880.723718 ,972,1080000,972,972,
973,935185.057694 ,973,1020000,973,973,
997,918359.218059 ,997,1002000,997,997,
998,926243.534956 ,998,1010000,998,998,
999,916935.006647 ,999,1000000,999,999,
1000,1008037.9431 ,1000,1100000,1000,1000,
1001,949152.780275 ,1001,1035000,1001,1001,
1002,971567.162335 ,1002,1060000,1002,1002,
1003,973656.014698 ,1003,1062600,1003,1003,
1005,1048924.18107 ,1005,1145000,1005,1005,
1006,1098897.38147 ,1006,1200000,1006,1006,
1007,1022365.68113 ,1007,1116000,1007,1007,
1008,1082506.87849 ,1008,1182000,1008,1008,
1009,1089833.34941 ,1009,1190000,1009,1009,
1010,1008037.9431 ,1010,1100000,1010,1010,
1011,1012412.4515 ,1011,1105000,1011,1011,
1012,1040079.3183 ,1012,1135500,1012,1012,
1013,1032136.19312 ,1013,1127000,1013,1013,
1014,1062633.688 ,1014,1160000,1014,1014,
1015,1080784.297 ,1015,1180000,1015,1015,
1016,1089833.34941 ,1016,1190000,1016,1016,
1017,1011897.16032 ,1017,1104500,1017,1017,
1018,1063243.25785 ,1018,1161000,1018,1018,
1019,1097460.30472 ,1019,1198200,1019,1019,
1020,1098897.38147 ,1020,1200000,1020,1020,
1021,1039857.07448 ,1021,1135000,1021,1021,
1022,1053501.32134 ,1022,1150000,1022,1022,
1023,1018183.44827 ,1023,1112000,1023,1023,
1024,1019595.31163 ,1024,1112500,1024,1024,
1025,1030688.77946 ,1025,1125000,1025,1025,
1026,1098897.38147 ,1026,1200000,1026,1026,
1027,1013311.09787 ,1027,1106000,1027,1027,
1028,1026630.28044 ,1028,1121000,1028,1028,
1029,1030688.77946 ,1029,1125000,1029,1029,
1030,1098897.38147 ,1030,1200000,1030,1030,
1031,1085208.83139 ,1031,1185000,1031,1031,
1032,1012412.4515 ,1032,1105000,1032,1032,
1033,1008037.9431 ,1033,1100000,1033,1033,
1034,1008037.9431 ,1034,1100000,1034,1034,
1035,1054219.50587 ,1035,1151000,1035,1035,
1038,1071663.19959 ,1038,1170000,1038,1038,
1039,1058023.34486 ,1039,1155000,1039,1039,
1040,1098897.38147 ,1040,1200000,1040,1040,
1041,1068816.83453 ,1041,1167000,1041,1041,
1042,1053501.32134 ,1042,1150000,1042,1042,
1043,1071663.19959 ,1043,1170000,1043,1043,
1044,1036303.58937 ,1044,1131500,1044,1044,
1045,1014576.21944 ,1045,1107500,1045,1045,
1046,1008037.9431 ,1046,1100000,1046,1046,
1047,1064405.50013 ,1047,1162000,1047,1047,
1048,1098897.38147 ,1048,1200000,1048,1048,
1049,1094683.47841 ,1049,1195000,1049,1049,
1050,1026230.08163 ,1050,1120000,1050,1050,
1051,1089833.34941 ,1051,1190000,1051,1051,
1052,1067163.44589 ,1052,1165000,1052,1052,
1053,1053501.32134 ,1053,1150000,1053,1053,
1054,1054219.50587 ,1054,1151000,1054,1054,
1055,1089833.34941 ,1055,1190000,1055,1055,
1056,1071663.19959 ,1056,1170000,1056,1056,
1057,1094683.47841 ,1057,1195000,1057,1057,
1058,1008838.65652 ,1058,1101000,1058,1058,
1059,1062633.688 ,1059,1160000,1059,1059,
1060,1008838.65652 ,1060,1101000,1060,1060,
1061,1034054.36581 ,1061,1128800,1061,1061,
1062,1098897.38147 ,1062,1200000,1062,1062,
1063,1008037.9431 ,1063,1100000,1063,1063,
1064,1029229.24481 ,1064,1123000,1064,1064,
1065,1088149.09271 ,1065,1188000,1065,1065,
1066,1091398.42813 ,1066,1192000,1066,1066,
1067,1098897.38147 ,1067,1200000,1067,1067,
1068,1038117.79297 ,1068,1133000,1068,1068,
1069,1089833.34941 ,1069,1190000,1069,1069,
1070,1080784.297 ,1070,1180000,1070,1070,
1071,1017115.08305 ,1071,1110000,1071,1071,
1072,1038117.79297 ,1072,1133000,1072,1072,
1073,1060882.27754 ,1073,1158000,1073,1073,
1074,1053501.32134 ,1074,1150000,1074,1074,
1075,1098897.38147 ,1075,1200000,1075,1075,
1076,1071663.19959 ,1076,1170000,1076,1076,
1077,1022223.178 ,1077,1115888,1077,1077,
1078,1053501.32134 ,1078,1150000,1078,1078,
1079,1016625.11035 ,1079,1109000,1079,1079,
1080,1030688.77946 ,1080,1125000,1080,1080,
1098,1039857.07448 ,1098,1135000,1098,1098,
1099,1076331.78094 ,1099,1175000,1099,1099,
1100,1071663.19959 ,1100,1170000,1100,1100,
1101,1075007.5945 ,1101,1173880,1101,1101,
1102,1008037.9431 ,1102,1100000,1102,1102,
1103,1098897.38147 ,1103,1200000,1103,1103,
1104,1066968.22991 ,1104,1164500,1104,1104,
1107,1135110.94548 ,1107,1240000,1107,1107,
1108,1126045.90737 ,1108,1230000,1108,1108,
1109,1126672.1541 ,1109,1230888,1109,1109,
1110,1112435.76936 ,1110,1215000,1110,1110,
1111,1098897.38147 ,1111,1200000,1111,1111,
1112,1189436.50459 ,1112,1300000,1112,1112,
1113,1144213.13161 ,1113,1250000,1113,1113,
1114,1157878.70681 ,1114,1265000,1114,1114,
1115,1130552.58407 ,1115,1235000,1115,1115,
1116,1126045.90737 ,1116,1230000,1116,1116,
1117,1116915.22573 ,1117,1220000,1117,1117,
1118,1154673.22078 ,1118,1262000,1118,1118,
1119,1153276.39084 ,1119,1260000,1119,1119,
1120,1098897.38147 ,1120,1200000,1120,1120,
1121,1107838.59539 ,1121,1210000,1121,1121,
1122,1098897.38147 ,1122,1200000,1122,1122,
1123,1171534.76989 ,1123,1280000,1123,1123,
1124,1189436.50459 ,1124,1300000,1124,1124,
1125,1189436.50459 ,1125,1300000,1125,1125,
1126,1185190.62799 ,1126,1295000,1126,1126,
1127,1136243.9231 ,1127,1241000,1127,1127,
1128,1171534.76989 ,1128,1280000,1128,1128,
1129,1098897.38147 ,1129,1200000,1129,1129,
1130,1155255.43407 ,1130,1263000,1130,1130,
1131,1189436.50459 ,1131,1300000,1131,1131,
1132,1189436.50459 ,1132,1300000,1132,1132,
1133,1162663.94213 ,1133,1271000,1133,1133,
1134,1154673.22078 ,1134,1262000,1134,1134,
1135,1153276.39084 ,1135,1260000,1135,1135,
1136,1162328.67005 ,1136,1270000,1136,1136,
1137,1189436.50459 ,1137,1300000,1137,1137,
1138,1162328.67005 ,1138,1270000,1138,1138,
1139,1126045.90737 ,1139,1230000,1139,1139,
1140,1144213.13161 ,1140,1250000,1140,1140,
1141,1107838.59539 ,1141,1210000,1141,1141,
1146,1189436.50459 ,1146,1300000,1146,1146,
1147,1189436.50459 ,1147,1300000,1147,1147,
1148,1098897.38147 ,1148,1200000,1148,1148,
1149,1166814.18855 ,1149,1275000,1149,1149,
1150,1133188.47528 ,1150,1238000,1150,1150,
1151,1178834.99028 ,1151,1288000,1151,1151,
1152,1162447.37617 ,1152,1270600,1152,1152,
1153,1147546.15702 ,1153,1253500,1153,1153,
1154,1144922.72683 ,1154,1251000,1154,1154,
1155,1126045.90737 ,1155,1230000,1155,1155,
1156,1122009.81681 ,1156,1225500,1156,1156,
1157,1098897.38147 ,1157,1200000,1157,1157,
1158,1157878.70681 ,1158,1265000,1158,1158,
1159,1144213.13161 ,1159,1250000,1159,1159,
1160,1189436.50459 ,1160,1300000,1160,1160,
1161,1189436.50459 ,1161,1300000,1161,1161,
1162,1189436.50459 ,1162,1300000,1162,1162,
1163,1189436.50459 ,1163,1300000,1163,1163,
1164,1180581.54794 ,1164,1290000,1164,1164,
1165,1148824.01562 ,1165,1255000,1165,1165,
1166,1131060.43054 ,1166,1235500,1166,1166,
1167,1144213.13161 ,1167,1250000,1167,1167,
1168,1171534.76989 ,1168,1280000,1168,1168,
1169,1189436.50459 ,1169,1300000,1169,1169,
1170,1115135.40916 ,1170,1218000,1170,1170,
1171,1144922.72683 ,1171,1251000,1171,1171,
1172,1189436.50459 ,1172,1300000,1172,1172,
1173,1189436.50459 ,1173,1300000,1173,1173,
1174,1175834.97954 ,1174,1285000,1174,1174,
1175,1098897.38147 ,1175,1200000,1175,1175,
1176,1144213.13161 ,1176,1250000,1176,1176,
1177,1144213.13161 ,1177,1250000,1177,1177,
1178,1098897.38147 ,1178,1200000,1178,1178,
1179,1171534.76989 ,1179,1280000,1179,1179,
1180,1178834.99028 ,1180,1288000,1180,1180,
1181,1116915.22573 ,1181,1220000,1181,1181,
1182,1103369.93621 ,1182,1205000,1182,1182,
1183,1134267.33977 ,1183,1239000,1183,1183,
1184,1189436.50459 ,1184,1300000,1184,1184,
1185,1098897.38147 ,1185,1200000,1185,1185,
1186,1107838.59539 ,1186,1210000,1186,1186,
1187,1130552.58407 ,1187,1235000,1187,1187,
1188,1112435.76936 ,1188,1215000,1188,1188,
1200,1189436.50459 ,1200,1300000,1200,1200,
1201,1148824.01562 ,1201,1255000,1201,1201,
1202,1098897.38147 ,1202,1200000,1202,1202,
1205,1223108.76164 ,1205,1337500,1205,1205,
1206,1225587.54067 ,1206,1340000,1206,1206,
1207,1270633.17278 ,1207,1390000,1207,1207,
1208,1266125.22371 ,1208,1385000,1208,1208,
1209,1212025.83087 ,1209,1325000,1209,1209,
1210,1279352.55812 ,1210,1400000,1210,1210,
1211,1193820.26056 ,1211,1305000,1211,1211,
1212,1216325.30975 ,1212,1330000,1212,1212,
1213,1189436.50459 ,1213,1300000,1213,1213,
1214,1270633.17278 ,1214,1390000,1214,1214,
1215,1234445.48186 ,1215,1350000,1215,1215,
1216,1212025.83087 ,1216,1325000,1216,1216,
1217,1193820.26056 ,1217,1305000,1217,1217,
1218,1220956.42366 ,1218,1335000,1218,1218,
1219,1189436.50459 ,1219,1300000,1219,1219,
1220,1189436.50459 ,1220,1300000,1220,1220,
1221,1212248.74316 ,1221,1326000,1221,1221,
1222,1189436.50459 ,1222,1300000,1222,1222,
1223,1189436.50459 ,1223,1300000,1223,1223,
1224,1207388.00142 ,1224,1320000,1224,1224,
1225,1216325.30975 ,1225,1330000,1225,1225,
1226,1238714.32715 ,1226,1355000,1226,1226,
1227,1230291.56291 ,1227,1345000,1227,1227,
1228,1189436.50459 ,1228,1300000,1228,1228,
1229,1212248.74316 ,1229,1326000,1229,1229,
1230,1234445.48186 ,1230,1350000,1230,1230,
1237,1189436.50459 ,1237,1300000,1237,1237,
1238,1189436.50459 ,1238,1300000,1238,1238,
1239,1209678.1115 ,1239,1322500,1239,1239,
1240,1198386.73501 ,1240,1310000,1240,1240,
1241,1212025.83087 ,1241,1325000,1241,1241,
1242,1220956.42366 ,1242,1335000,1242,1242,
1243,1247935.48637 ,1243,1365000,1243,1243,
1244,1234445.48186 ,1244,1350000,1244,1244,
1245,1246290.72886 ,1245,1363500,1245,1245,
1246,1189436.50459 ,1246,1300000,1246,1246,
1247,1189436.50459 ,1247,1300000,1247,1247,
1248,1227201.36714 ,1248,1342000,1248,1248,
1249,1262065.1858 ,1249,1381000,1249,1249,
1250,1189436.50459 ,1250,1300000,1250,1250,
1251,1189436.50459 ,1251,1300000,1251,1251,
1252,1203320.54079 ,1252,1315888,1252,1252,
