Estimated ID,Estimated Price,Property ID,Actual Property Price,Difference %, Deviation % 
1,96425.3212435 ,1,100000,3.574678756499998,-4.734057010174745,
,
2,96425.3212435 ,2,100000,3.574678756499998,-4.734057010174745,
,
4,61152.2818231 ,4,60000,-1.920469705166664,-10.229205471841405,
,
5,96425.3212435 ,5,100000,3.574678756499998,-4.734057010174745,
,
6,104568.150876 ,6,110000,4.938044658181819,-3.370691108492923,
,
7,127298.017343 ,7,133999,5.000770645303324,-3.307965121371418,
,
8,128055.120251 ,8,135000,5.144355369629629,-3.1643803970451128,
,
9,134105.161258 ,9,142000,5.559745592957741,-2.748990173717001,
,
10,96425.3212435 ,10,100000,3.574678756499998,-4.734057010174745,
,
11,112181.469541 ,11,119000,5.729857528571429,-2.5788782381033126,
,
12,141256.753725 ,12,150000,5.828830850000008,-2.479904916674734,
,
13,119536.57133 ,13,125000,4.370742935999996,-3.9379928306747463,
,
24,169077.21998 ,24,180000,6.068211122222225,-2.240524644452517,
,
25,141256.753725 ,25,150000,5.828830850000008,-2.479904916674734,
,
29,234177.250034 ,29,250000,6.329099986400001,-1.9796357802747409,
,
31,229989.980056 ,31,245000,6.126538752653061,-2.182197014021681,
,
32,225001.492438 ,32,240000,6.249378150833339,-2.059357615841403,
,
34,234177.250034 ,34,250000,6.329099986400001,-1.9796357802747409,
,
43,321389.235555 ,43,345800,7.059214703585883,-1.2495210630888591,
,
44,314475.198308 ,44,338000,6.960000500591719,-1.3487352660830227,
,
45,289120.302884 ,45,310000,6.735386166451611,-1.573349600223131,
,
46,305428.401836 ,46,328000,6.881584806097568,-1.4271509605771735,
,
53,325074.522072 ,53,350000,7.121565122285708,-1.1871706443890337,
,
54,361442.266502 ,54,390000,7.322495768717953,-0.9862399979567886,
,
62,325074.522072 ,62,350000,7.121565122285708,-1.1871706443890337,
,
63,378330.406645 ,63,408500,7.385457369645048,-0.9232783970296943,
,
64,411607.576133 ,64,445000,7.503915475730332,-0.8048202909444102,
,
65,416137.795967 ,65,450000,7.524934229555552,-0.7838015371191895,
,
88,460104.52388 ,88,498000,7.60953335742972,-0.6992024092450215,
,
89,438968.096534 ,89,475000,7.585663887578945,-0.7230718790957971,
,
90,438968.096534 ,90,475000,7.585663887578945,-0.7230718790957971,
,
92,425235.476201 ,92,460000,7.557505173695656,-0.7512305929790859,
,
93,416137.795967 ,93,450000,7.524934229555552,-0.7838015371191895,
,
94,457336.005068 ,94,495000,7.608887865050505,-0.6998479016242367,
,
95,461891.152639 ,95,500000,7.621769472200005,-0.686966294474737,
,
120,448381.094094 ,120,485000,7.550289877525773,-0.7584458891489687,
,
121,425235.476201 ,121,460000,7.557505173695656,-0.7512305929790859,
,
128,478270.296088 ,128,518000,7.66982701003861,-0.6389087566361322,
,
129,493869.267836 ,129,535000,7.687987320373829,-0.6207484463009125,
,
130,493869.267836 ,130,535000,7.687987320373829,-0.6207484463009125,
,
131,501354.474869 ,131,543500,7.754466445446178,-0.5542693212285643,
,
133,466536.382981 ,133,505000,7.616557825544554,-0.692177941130188,
,
134,484806.465783 ,134,525500,7.743774351474787,-0.5649614151999547,
,
135,489387.840588 ,135,530000,7.6626715871698075,-0.6460641795049344,
,
136,496426.514468 ,136,538000,7.727413667657997,-0.5813220990167451,
,
137,493869.267836 ,137,535000,7.687987320373829,-0.6207484463009125,
,
138,484767.745728 ,138,525088,7.678761326101529,-0.6299744405732133,
,
139,464203.493465 ,139,502500,7.621195330348257,-0.6875404363264845,
,
140,489387.840588 ,140,530000,7.6626715871698075,-0.6460641795049344,
,
141,471031.98415 ,141,510000,7.640787421568633,-0.667948345106109,
,
142,507563.861995 ,142,550000,7.715661455454548,-0.5930743112201942,
,
143,493869.267836 ,143,535000,7.687987320373829,-0.6207484463009125,
,
144,461891.152639 ,144,500000,7.621769472200005,-0.686966294474737,
,
180,480088.469258 ,180,520000,7.675294373461533,-0.633441393213209,
,
187,535022.389174 ,187,580000,7.754760487241377,-0.5539752794333648,
,
188,516852.416182 ,188,560600,7.8037074238316055,-0.5050283428431364,
,
189,553161.060628 ,189,600000,7.806489895333342,-0.5022458713414002,
,
190,553161.060628 ,190,600000,7.806489895333342,-0.5022458713414002,
,
191,553161.060628 ,191,600000,7.806489895333342,-0.5022458713414002,
,
192,512136.469304 ,192,555000,7.723158683963958,-0.5855770827107838,
,
196,535022.389174 ,196,580000,7.754760487241377,-0.5539752794333648,
,
197,525936.187567 ,197,570000,7.730493409298238,-0.5782423573765039,
,
198,553161.060628 ,198,600000,7.806489895333342,-0.5022458713414002,
,
199,539594.232682 ,199,585000,7.7616696270085415,-0.5470661396662004,
,
200,553161.060628 ,200,600000,7.806489895333342,-0.5022458713414002,
,
201,507563.861995 ,201,550000,7.715661455454548,-0.5930743112201942,
,
202,549855.722575 ,202,596000,7.742328427013419,-0.566407339661323,
,
203,548670.279212 ,203,595000,7.786507695462191,-0.5222280712125507,
,
204,553161.060628 ,204,600000,7.806489895333342,-0.5022458713414002,
,
205,516715.487807 ,205,560000,7.72937717732143,-0.579358589353312,
,
206,544053.574729 ,206,590000,7.7875297069491545,-0.5212060597255874,
,
207,544053.574729 ,207,590000,7.7875297069491545,-0.5212060597255874,
,
251,536842.560236 ,251,582000,7.759010268728524,-0.5497254979462181,
,
252,512136.469304 ,252,555000,7.723158683963958,-0.5855770827107838,
,
255,557542.13637 ,255,605000,7.844274980165296,-0.4644607865094459,
,
256,553161.060628 ,256,600000,7.806489895333342,-0.5022458713414002,
,
257,582905.361219 ,257,633000,7.913844989099533,-0.39489077757520885,
,
258,553161.060628 ,258,600000,7.806489895333342,-0.5022458713414002,
,
259,578684.97309 ,259,628000,7.852711291401277,-0.45602447527346524,
,
260,553161.060628 ,260,600000,7.806489895333342,-0.5022458713414002,
,
261,562226.383677 ,261,610000,7.831740380819681,-0.4769953858550613,
,
263,598756.044669 ,263,650000,7.8836854355384665,-0.42505033113627544,
,
264,569479.533017 ,264,618000,7.851208249676383,-0.4575275169983586,
,
265,553947.162983 ,265,601000,7.829091017803654,-0.4796447488710882,
,
266,553947.162983 ,266,601000,7.829091017803654,-0.4796447488710882,
,
267,579698.093296 ,267,629000,7.838140970429247,-0.4705947962454946,
,
268,553161.060628 ,268,600000,7.806489895333342,-0.5022458713414002,
,
269,556868.773549 ,269,604000,7.8031831872516495,-0.5055525794230924,
,
270,553161.060628 ,270,600000,7.806489895333342,-0.5022458713414002,
,
271,598756.044669 ,271,650000,7.8836854355384665,-0.42505033113627544,
,
272,585460.961626 ,272,635500,7.87396355216365,-0.43477221451109216,
,
273,582905.361219 ,273,633000,7.913844989099533,-0.39489077757520885,
,
274,598756.044669 ,274,650000,7.8836854355384665,-0.42505033113627544,
,
275,580466.409039 ,275,630000,7.8624747557142785,-0.44626101096046344,
,
276,589609.205492 ,276,640000,7.8735616418750025,-0.4351741247997394,
,
277,553161.060628 ,277,600000,7.806489895333342,-0.5022458713414002,
,
278,598756.044669 ,278,650000,7.8836854355384665,-0.42505033113627544,
,
279,594325.286688 ,279,645000,7.85654469953489,-0.4521910671398519,
,
335,562226.383677 ,335,610000,7.831740380819681,-0.4769953858550613,
,
336,587907.396463 ,336,638000,7.851505256583074,-0.4572305100916676,
,
340,644092.812018 ,340,700000,7.986741140285707,-0.321994626389035,
,
341,618761.172993 ,341,672000,7.922444495089284,-0.38629127158545806,
,
342,636752.335118 ,342,691850,7.96381656168244,-0.3449192049923022,
,
343,616880.252457 ,343,670000,7.928320528805975,-0.38041523786876663,
,
344,621391.843429 ,344,675000,7.941949121629629,-0.3667866450451127,
,
345,630452.072149 ,345,685000,7.963201146131385,-0.34553462054335693,
,
346,614927.243571 ,346,668000,7.945023417514961,-0.3637123491597807,
,
347,632701.428305 ,347,687500,7.970701337454552,-0.33803442922018956,
,
