Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
2472,NA,9,ashburton,3147,20151212,WkEnd,SDay,WrkngDy,sold,4,2,2,54,37,46,N,N,Y,Y,31.5,57.5,669,1975,4,0,1240000,NA,2010,NA,10.1,18.3,2,15.6,0.2,0.2,1.9,2.42,1740000,2330000,664,18.1,GntlyInclnd,1851667,2000000,1550000,1660000
2473,NA,7,ashburton,3147,20150512,WkDay,TuDay,WrkngDy,sold,3,2,1,73,22,35,Y,N,Y,Y,31.5,57.5,696,1920,2,0,38000,NA,1980,NA,12.8,17.4,0,16.1,0.3,0.3,1.7,0.99,1740000,2330000,698,15.3,GntlyInclnd,2167500,1900000,1430000,1600000
2474,NA,5,ashburton,3147,20150321,WkEnd,SDay,WrkngDy,sold,4,2,2,73,22,35,Y,N,Y,N,31.5,57.5,697,1928,3,0,90000,NA,1985,NA,11.9,22.7,0,14.8,0.9,0.1,1.7,1,1890000,2280000,707,15.5,GntlyInclnd,2210000,2000000,2240000,1685000
2479,NA,7,ashwood,3147,20170617,WkEnd,SDay,WrkngDy,sold,4,3,3,64,15,32,N,Y,Y,Y,80.5,58.5,725,1958,3,0,1180000,NA,2012,NA,4.2,15.5,0,15.8,0.5,0.9,1.2,1.26,1300000,1740000,726,16.8,NrlyLvl,1514500,1610000,1520000,1680000
2482,NA,3,ashwood,3147,20151202,WkDay,WDay,WrkngDy,sold,4,2,2,55,45,44,Y,Y,Y,Y,80.5,58.5,1012,1980,3,0,700000,NA,2004,NA,9.2,17.5,0,16.8,1.4,0.2,0.7,2.49,1660000,2220000,1014,NA,GntlyInclnd,1758333,1120000,1350000,1600000
2490,NA,1,ashburton,3147,20151024,WkEnd,SDay,WrkngDy,sold,2,1,1,75,20,37,N,Y,Y,Y,31.5,57.5,756,1950,2,6,150000,450,1993,2016,9.2,19.5,0,15.5,0.4,0.6,1.7,0.91,1660000,2220000,773,NA,NrlyLvl,1780000,850000,1380000,1620000
2494,NA,7,ashburton,3147,20140912,WkDay,FDay,WrkngDy,sold,4,3,2,62,14,34,Y,N,Y,N,31.5,57.5,696,1927,1,0,NA,NA,NA,NA,5.8,15.5,0,15.6,0.3,1.1,1.4,0.21,1740000,2330000,697,NA,NrlyLvl,1816667,2350000,2000000,1600000
2496,NA,6,ashwood,3147,20170906,WkDay,WDay,WrkngDy,sold,3,1,3,58,23,46,Y,N,N,N,80.5,58.5,892,1950,4,2,1191000,430,2015,2011,6.7,15.1,4.8,15.4,1.6,0.3,1.4,2.33,NA,NA,876,18.2,GntlyInclnd,1394333,1350000,896000,1600000
2497,NA,7,ashwood,3147,20170524,WkDay,WDay,WrkngDy,sold,5,2,4,64,15,32,Y,N,Y,N,80.5,58.5,732,1975,2,0,775000,NA,2009,NA,11.7,17.1,0,16.7,6.6,1.3,0.4,0.97,1430000,1920000,733,17.1,NrlyLvl,1559167,1200000,1480000,1625000
2501,NA,0,ashwood,3147,20160402,WkEnd,SDay,WrkngDy,sold,5,2,2,72,15,35,Y,N,Y,Y,80.5,58.5,585,2000,5,1,956000,875,2012,2010,15.5,19.5,0,17.7,2.4,0.6,1.5,1.13,1580000,2120000,585,18.1,ModInclnd,1475000,1450000,650000,1600000
2503,2,0,ashburton,3147,20171014,WkEnd,SDay,WrkngDy,sold,4,3,2,69,20,34,Y,N,Y,Y,31.5,57.5,259,1950,1,0,NA,NA,NA,NA,8.2,16.1,0,15.8,0.7,1.1,1,2.46,NA,NA,853,15.5,NrlyLvl,NA,2350000,2000000,1700000
2515,NA,7,ashburton,3147,20151010,WkEnd,SDay,WrkngDy,sold,4,2,2,68,27,41,Y,N,Y,Y,31.5,57.5,374,1999,3,0,911000,NA,2013,NA,17.5,29.2,0,15,1.8,1.8,1.6,0.96,1740000,2330000,758,19,GntlyInclnd,NA,2170000,2000000,1710000
2521,NA,1,ashwood,3147,20160305,WkEnd,SDay,WrkngDy,sold,4,2,2,64,25,40,Y,Y,Y,N,80.5,58.5,697,1960,2,1,400000,270,2004,2002,20.4,23.7,1.2,17.3,0.6,0.5,1.1,1.66,1660000,2220000,702,16.3,NrlyLvl,1517500,1450000,749900,1700000
2524,NA,3,ashburton,3147,20170617,WkEnd,SDay,WrkngDy,sold,3,1,1,78,11,35,N,N,N,N,31.5,57.5,603,1940,1,0,NA,NA,NA,NA,4.2,15.5,0,16.2,0.7,0.7,0.9,0.22,1510000,2010000,607,15.3,NrlyLvl,1973333,1680000,1740000,1700000
2529,NA,0,ashburton,3147,20160520,WkDay,FDay,WrkngDy,sold,4,3,4,67,27,38,Y,N,Y,Y,31.5,57.5,352,2016,1,0,NA,NA,NA,NA,11.6,17.4,1.8,15.3,0.4,0.4,1.8,0.17,1800000,2270000,NA,NA,NA,NA,2170000,2240000,1730000
2539,NA,3,ashburton,3147,20170624,WkEnd,SDay,WrkngDy,sold,3,2,2,73,7,32,Y,N,Y,N,31.5,57.5,719,1948,2,1,182000,2933,1995,2017,8.3,12.3,1.4,15.3,0.6,0.9,1.7,0.42,1580000,2120000,720,17.2,NrlyLvl,2023500,1450000,1110000,1850000
2541,NA,3,ashburton,3147,20170225,WkEnd,SDay,WrkngDy,sold,4,2,4,68,27,41,Y,Y,Y,Y,31.5,57.5,748,1950,4,0,210000,NA,1994,NA,13.7,19.4,0,15.4,1.5,0.3,1.3,2.14,1660000,2220000,742,18.6,GntlyInclnd,1966667,1930000,2170000,1800000
2549,NA,9,ashburton,3147,20151205,WkEnd,SDay,WrkngDy,sold,4,3,2,69,20,34,Y,N,Y,N,31.5,57.5,NA,NA,1,0,NA,NA,NA,NA,15.5,25.3,0,15.3,0.6,0.4,1.5,2.48,1740000,2330000,754,18.9,NrlyLvl,NA,2350000,2000000,1800000
2556,NA,3,ashburton,3147,20170603,WkEnd,SDay,WrkngDy,sold,4,2,2,67,27,38,N,N,Y,Y,31.5,57.5,676,1975,1,0,NA,NA,NA,NA,9.9,14.3,0,16,0.8,0.9,0.8,0.16,1890000,2270000,NA,NA,NA,1953333,2170000,2240000,1800000
2557,NA,5,ashburton,3147,20170601,WkDay,ThDay,WrkngDy,sold,2,2,2,67,27,38,N,Y,N,N,31.5,57.5,627,1920,3,1,310000,550,1998,2017,7.9,13.9,0.4,15.7,0.4,0.7,0.9,0.03,1660000,2220000,630,15.9,NrlyLvl,1999167,1480000,1510000,1880000
2569,NA,4,ashburton,3147,20150523,WkEnd,SDay,WrkngDy,sold,4,2,3,73,22,35,Y,N,Y,Y,31.5,57.5,664,1925,4,0,920000,NA,2005,NA,10.4,13.3,0,16.6,0.9,1.2,1.1,1.05,1430000,2300000,665,15.2,GntlyInclnd,2571667,1900000,1430000,1988000
2571,NA,9,ashwood,3147,20150829,WkEnd,SDay,WrkngDy,sold,3,2,2,64,15,32,Y,Y,Y,N,80.5,58.5,741,1950,5,0,1959000,NA,2015,NA,6.3,11.7,1.8,15.8,0.5,0.5,1,1.24,1660000,2220000,744,17.2,NrlyLvl,NA,1520000,1420000,1959000
2574,NA,9,ashburton,3147,20140820,WkDay,WDay,WrkngDy,sold,3,2,3,66,16,32,N,Y,Y,N,31.5,57.5,NA,2014,0,0,NA,NA,NA,NA,9.7,12.6,0,16,0.5,0.6,0.8,0.13,NA,NA,969,24.8,GntlyInclnd,NA,NA,NA,1900000
2576,NA,4,ashburton,3147,20151006,WkDay,TuDay,WrkngDy,sold,3,2,2,73,22,35,Y,N,N,N,31.5,57.5,909,1940,2,0,250500,NA,1988,NA,15.5,35.8,0,15,1.8,0.3,1.7,1.06,1350000,2300000,909,20.8,NrlyLvl,2174167,1430000,1350000,1900000
2578,NA,2,ashburton,3147,20170617,WkEnd,SDay,WrkngDy,sold,4,2,2,73,22,35,Y,N,Y,Y,31.5,57.5,673,1984,2,0,426000,NA,1999,NA,4.2,15.5,0,15.5,0.6,0.7,1.9,0.94,1860000,2350000,673,15.2,NrlyLvl,2285000,2000000,2240000,2170000
2589,NA,2,ashburton,3147,20151205,WkEnd,SDay,WrkngDy,sold,4,2,2,69,20,34,Y,N,Y,Y,31.5,57.5,663,1987,3,0,490100,NA,2002,NA,15.5,25.3,0,15.4,1.5,0.2,1.3,2.57,1370000,2150000,666,15.2,NrlyLvl,NA,1870000,1370000,2000000
2590,NA,2,ashburton,3147,20151010,WkEnd,SDay,WrkngDy,sold,4,1,5,73,11,34,Y,Y,Y,Y,31.5,57.5,1527,1950,1,1,NA,660,NA,2016,17.5,29.2,0,14.9,0.3,0.3,1.8,0.5,NA,NA,1529,16.8,NrlyLvl,NA,2350000,2000000,2200000
2594,NA,9,ashwood,3147,20161028,WkDay,FDay,WrkngDy,sold,4,2,2,64,15,32,Y,Y,Y,Y,80.5,58.5,741,1950,5,0,1959000,NA,2015,NA,6.3,16.6,0,15.9,0.8,1.4,2,1.23,1660000,2220000,744,17.2,NrlyLvl,NA,1520000,1420000,2128000
2597,NA,8,ashburton,3147,20170819,WkEnd,SDay,WrkngDy,sold,4,3,2,62,14,34,Y,N,Y,N,31.5,57.5,1179,2015,1,0,NA,NA,NA,NA,5.9,11.8,7.2,16.6,1.5,0.3,0.4,0.31,NA,NA,NA,NA,NA,1890000,2350000,1700000,2000000
2623,NA,9,ashburton,3147,20160309,WkDay,WDay,WrkngDy,sold,3,2,1,73,11,34,N,N,N,N,31.5,57.5,NA,NA,2,4,775000,400,2003,2011,20.8,28.5,0,15.8,0.8,0.4,1.6,0.6,1350000,2020000,2313,15.7,NrlyLvl,NA,1480000,1510000,2500000
2625,NA,2,ashburton,3147,20160323,WkDay,WDay,WrkngDy,sold,4,3,4,66,16,32,N,Y,Y,Y,31.5,57.5,696,2012,2,0,870000,NA,2012,NA,13.7,28.8,0,15.2,1.4,0.1,1.2,0.15,1540000,2470000,699,15.3,NrlyLvl,2600000,2350000,2000000,2750000
2714,1,3,chadstone,3148,20150613,WkEnd,SDay,WrkngDy,sold,2,1,2,45,42,49,Y,N,N,N,58,77.5,NA,1983,3,0,163500,NA,2001,NA,6,18.2,0,18.3,1,0.7,0.5,0.82,NA,NA,NA,NA,NA,468887,478000,750000,450000
2718,8,9,chadstone,3148,20160813,WkEnd,SDay,WrkngDy,sold,2,1,1,60,42,48,N,N,Y,Y,58,77.5,2939,2010,3,0,430000,NA,2015,NA,7.9,15.1,1.6,19.8,5.7,2.4,4.9,1.62,470000,615000,971,20,GntlyInclnd,NA,560000,338880,450000
2781,NA,1,chadstone,3148,20171031,WkDay,TuDay,WrkngDy,sold,2,2,1,60,42,48,N,N,Y,Y,58,77.5,NA,NA,0,0,NA,NA,NA,NA,8.1,16.4,6,18.3,1,0.7,0.5,1.6,NA,NA,971,20,GntlyInclnd,NA,NA,NA,500000
2858,2,5,chadstone,3148,20151120,WkDay,FDay,WrkngDy,sold,2,2,1,56,36,39,Y,N,Y,N,58,77.5,NA,1990,2,2,161715,360,1998,2010,15.4,19.1,0.4,18.3,3.7,0.7,3.1,2.27,NA,NA,NA,NA,NA,772000,NA,NA,550000
2994,1,2,chadstone,3148,20150829,WkEnd,SDay,WrkngDy,sold,3,1,2,51,43,48,N,N,Y,Y,58,77.5,NA,1950,3,0,483000,NA,2009,NA,6.3,11.7,1.8,20.1,4.2,4.2,3.4,1.96,600000,790000,299,NA,GntlyInclnd,NA,1200000,840000,600000
2997,2,9,chadstone,3148,20150328,WkEnd,SDay,WrkngDy,sold,2,1,1,47,52,50,N,N,Y,Y,58,77.5,NA,1960,4,4,NA,340,2013,2013,12.7,19.1,0,18.4,0.9,0.4,1.2,1.65,630000,825000,631,15.2,GntlyInclnd,673970,650000,338880,600000
2998,3,3,chadstone,3148,20150226,WkDay,ThDay,WrkngDy,sold,3,1,2,74,16,35,Y,N,Y,Y,58,77.5,841,1960,3,0,618000,NA,2015,NA,16,23.2,0,19.4,0.6,0.5,4.2,3.06,NA,NA,NA,NA,NA,625500,NA,NA,618000
2999,NA,9,chadstone,3148,20150225,WkDay,WDay,WrkngDy,sold,3,2,1,56,36,39,N,N,Y,Y,58,77.5,NA,2015,4,0,431000,NA,2008,NA,14,27,0,20.1,4.2,0.9,3.4,2.47,660000,865000,NA,NA,NA,817000,816000,785000,600000
3009,1,6,chadstone,3148,20140802,WkEnd,SDay,WrkngDy,sold,3,1,1,52,32,43,Y,N,N,N,58,77.5,451,1960,4,0,415000,NA,2009,NA,4.8,11.9,10.6,18.7,0.9,0.4,3.7,2.69,800000,1060000,450,17.6,NrlyLvl,NA,723000,330000,600000
3013,1,4,chadstone,3148,20140329,WkEnd,SDay,WrkngDy,sold,3,2,2,60,42,48,N,N,Y,Y,58,77.5,NA,1960,1,0,NA,NA,NA,NA,12.3,22.1,0.2,19.7,1.2,0.3,4.3,1.67,690000,910000,660,15.1,GntlyInclnd,933000,1120000,1270000,612000
3015,2,7,chadstone,3148,20140301,WkEnd,SDay,WrkngDy,sold,3,2,2,61,49,59,Y,N,Y,Y,58,77.5,202,1950,2,0,300000,NA,2010,NA,14.5,22.3,0,18.5,4.1,1,3.1,2.2,660000,865000,203,NA,ModInclnd,765000,1120000,1120000,610000
3099,NA,8,chadstone,3148,20160402,WkEnd,SDay,WrkngDy,sold,3,2,1,56,36,39,N,N,N,N,58,77.5,191,2000,2,2,550000,300,2010,2004,15.5,19.5,0,19.5,0.5,0.4,2.2,2.21,660000,865000,NA,NA,NA,NA,816000,882000,655000
3104,2,8,chadstone,3148,20150516,WkEnd,SDay,WrkngDy,sold,3,2,2,45,42,49,N,N,N,N,58,77.5,NA,2005,1,2,NA,485,NA,2011,11.3,16.2,0,18.7,0.5,0.2,1.4,0.99,690000,910000,407,NA,NrlyLvl,NA,1100000,971000,697500
3115,NA,0,chadstone,3148,20160401,WkDay,FDay,WrkngDy,sold,3,2,1,56,36,39,N,N,Y,Y,58,77.5,166,2000,3,0,NA,NA,2007,NA,13.1,26.5,0,19.8,0.8,0.5,4.6,2.26,690000,910000,NA,NA,NA,NA,816000,882000,675000
3121,1,6,chadstone,3148,20150228,WkEnd,SDay,WrkngDy,sold,3,2,1,55,60,49,Y,N,Y,N,58,77.5,355,1960,3,0,338000,NA,2009,NA,17.9,32.3,0,19.4,1.2,0.4,4.5,1.92,690000,910000,355,NA,NrlyLvl,933000,860000,956000,650000
3127,NA,1,chadstone,3148,20140315,WkEnd,SDay,WrkngDy,sold,3,1,0,51,47,50,N,N,N,N,58,77.5,195,2003,3,4,548000,290,2011,2011,16.6,29.5,0,20.4,2.4,0.5,3.9,2.13,925000,1230000,740,16.2,NrlyLvl,NA,1080000,971000,650000
3200,3,5,chadstone,3148,20150222,WkEnd,SDay,WrkngDy,sold,4,2,2,54,42,43,N,N,Y,Y,58,77.5,NA,2000,2,1,610000,550,2009,2011,20.3,35.3,1.6,19,2.7,1.3,1.8,1.4,765000,1010000,NA,NA,NA,922500,1600000,1310000,700000
3204,2,4,chadstone,3148,20160604,WkEnd,SDay,WrkngDy,sold,3,2,1,57,32,53,Y,N,Y,N,58,77.5,NA,1960,3,0,542000,NA,2012,NA,9.8,13.4,6.2,18.9,0.062,0.062,3.8,1.41,630000,825000,700,NA,GntlyInclnd,810000,840000,780000,700000
3206,2,4,chadstone,3148,20150928,WkDay,MDay,WrkngDy,sold,3,2,1,51,47,50,Y,N,N,N,58,77.5,NA,1964,3,2,550000,425,2010,2008,8.3,21.4,0,20.2,0.3,0.3,1.9,1.89,690000,910000,275,NA,ModInclnd,970000,860000,956000,750000
3207,2,9,chadstone,3148,20150328,WkEnd,SDay,WrkngDy,sold,3,2,1,47,52,50,Y,N,Y,N,58,77.5,250,2009,2,0,532000,NA,2009,NA,12.7,19.1,0,19.4,0.4,0.6,4.4,1.76,690000,910000,NA,NA,NA,NA,1120000,1270000,700000
3216,NA,3,chadstone,3148,20140301,WkEnd,SDay,WrkngDy,sold,3,1,4,51,47,50,N,N,Y,Y,58,77.5,736,1980,1,1,NA,399,NA,2016,14.5,22.3,0,19.2,0.6,0.5,4.3,2.16,925000,1230000,736,16.2,NrlyLvl,1280000,1120000,1120000,747000
3256,2,5,chadstone,3148,20150721,WkDay,TuDay,WrkngDy,sold,3,1,1,54,42,43,N,N,N,Y,58,77.5,NA,2000,3,0,520000,NA,2012,NA,4.2,17,0,18.6,2.3,0.7,1.2,1.4,725000,955000,NA,NA,NA,853833,712000,860000,700000
3276,NA,5,chadstone,3148,20150627,WkEnd,SDay,WrkngDy,sold,3,2,1,55,60,49,N,N,Y,Y,58,77.5,214,2006,3,1,599999,2477,2011,2015,8,14.1,0,20.3,0.4,0.4,3.8,1.79,630000,825000,218,NA,NA,695000,1120000,1080000,750000
3289,2,4,chadstone,3148,20150928,WkDay,MDay,WrkngDy,sold,3,2,1,51,47,50,Y,N,N,N,58,77.5,NA,1964,3,2,550000,425,2010,2008,8.3,21.4,0,19.4,0.6,0.3,4.2,1.89,690000,910000,275,NA,ModInclnd,970000,860000,956000,750000
3327,5,1,chadstone,3148,20160528,WkEnd,SDay,WrkngDy,sold,3,2,1,45,42,49,Y,N,Y,Y,58,77.5,NA,2005,3,2,600000,525,2010,2009,5.7,13.2,0.6,19.2,1.4,0.3,1.6,1.09,725000,955000,1817,NA,GntlyInclnd,813667,712000,860000,800000
3328,NA,9,chadstone,3148,20151107,WkEnd,SDay,WrkngDy,sold,3,1,1,55,60,49,N,N,N,N,58,77.5,655,1980,2,0,820000,NA,2014,NA,11.9,16.8,1.2,18.6,1.8,1.5,1.4,1.95,845000,1110000,655,17,NrlyLvl,1122000,1080000,1400000,840000
3331,NA,8,chadstone,3148,20150530,WkEnd,SDay,WrkngDy,sold,3,2,1,51,36,40,Y,N,Y,N,58,77.5,271,2011,2,1,821500,580,2015,2015,11,17.3,0,18.3,2.6,0.3,0.8,1.55,NA,NA,408,NA,GntlyInclnd,949333,1120000,1780000,821500
3335,1,0,chadstone,3148,20150314,WkEnd,SDay,WrkngDy,sold,3,2,2,61,49,59,N,N,Y,Y,58,77.5,NA,2005,1,0,NA,NA,NA,NA,9.4,30.1,0,18.3,1.2,0.1,1,2.03,765000,1010000,640,16.9,GntlyInclnd,856333,840000,780000,800000
3336,NA,8,chadstone,3148,20150307,WkEnd,SDay,WrkngDy,sold,3,1,2,57,32,53,N,N,N,N,58,77.5,616,1977,2,1,550000,300,2014,2015,15.4,22.6,0.2,18.3,0.5,0.5,3.2,1.6,975000,1290000,614,16.4,GntlyInclnd,673970,1080000,1120000,820000
3338,3,5,chadstone,3148,20150226,WkDay,ThDay,WrkngDy,sold,4,3,2,51,43,48,Y,N,Y,N,58,77.5,230,2015,1,0,NA,NA,NA,NA,16,23.2,0,18.3,0.6,0.5,2.9,NA,968000,1660000,830,NA,NrlyLvl,1018667,1080000,1380000,835666
3341,NA,1,chadstone,3148,20141018,WkEnd,SDay,WrkngDy,sold,3,1,0,47,52,50,N,N,N,N,58,77.5,709,1950,2,1,538000,250,2009,2015,8,24.6,0,18.8,1.4,0.2,1.3,1.77,925000,1230000,709,17.5,GntlyInclnd,1110833,1120000,1270000,800000
3352,NA,6,chadstone,3148,20150829,WkEnd,SDay,WrkngDy,sold,2,1,0,52,32,43,N,N,N,N,58,77.5,718,1970,1,0,NA,NA,NA,NA,6.3,11.7,1.8,19.7,0.6,0.6,4.4,2.75,NA,NA,718,16.9,GntlyInclnd,1123667,1080000,1100000,800000
3357,NA,1,chadstone,3148,20141004,WkEnd,SDay,WrkngDy,sold,3,1,1,51,47,50,N,N,N,N,58,77.5,NA,NA,3,0,840000,NA,2014,NA,8.7,26.3,0.2,19.2,0.8,0.3,4.1,2.05,990000,1260000,625,NA,GntlyInclnd,NA,1220000,1380000,840000
3375,NA,8,chadstone,3148,20160606,WkDay,MDay,WrkngDy,sold,3,2,1,45,42,49,N,N,Y,N,58,77.5,NA,NA,1,0,NA,NA,NA,NA,8.9,14.5,1.4,19,2.1,1.2,1.7,0.97,800000,1060000,NA,NA,NA,NA,1180000,1270000,817500
3379,NA,3,chadstone,3148,20141129,WkEnd,SDay,WrkngDy,sold,3,1,1,47,52,50,Y,N,N,N,58,77.5,NA,NA,4,2,820000,370,2014,2010,11.9,24.1,0,17.9,2.4,0.3,3,1.47,1030000,1360000,697,NA,GntlyInclnd,1255333,1120000,1270000,820000
3398,2,8,chadstone,3148,20150627,WkEnd,SDay,WrkngDy,sold,4,2,2,51,36,40,Y,N,Y,Y,58,77.5,NA,NA,1,1,NA,720,NA,2015,8,14.1,0,19.5,0.4,0.5,1.7,1.56,800000,1060000,848,18.6,GntlyInclnd,922500,1220000,1380000,850000
3405,3,4,chadstone,3148,20170716,WkEnd,SDay,WrkngDy,sold,3,2,1,52,32,43,Y,Y,Y,N,58,77.5,786,2011,1,0,NA,NA,NA,NA,3,12.5,0,18.4,0.6,0.6,0.8,2.73,765000,1010000,784,18.4,NrlyLvl,813667,780000,839000,850000
3407,NA,9,chadstone,3148,20151117,WkDay,TuDay,WrkngDy,sold,3,1,2,49,51,61,Y,N,Y,Y,58,77.5,NA,NA,5,1,657500,450,2010,2011,15.7,33.3,0,19.1,1,0.093,3.9,1.91,925000,1230000,594,16.3,GntlyInclnd,1127667,1120000,851000,900000
3409,NA,0,chadstone,3148,20141206,WkEnd,SDay,WrkngDy,sold,4,3,2,75,23,40,Y,N,Y,N,58,77.5,NA,NA,2,1,20000,590,1979,2015,15.4,22.7,2.6,19.4,0.6,0.5,2.1,2.86,1180000,1580000,540,21.2,NrlyLvl,1168333,1220000,1280000,880000
3411,NA,7,chadstone,3148,20140315,WkEnd,SDay,WrkngDy,sold,3,1,2,0,46,48,N,N,N,N,58,77.5,845,2014,1,1,NA,290,NA,2010,16.6,29.5,0,19.2,1.3,0.2,4.1,0.88,1180000,1580000,843,18.5,GntlyInclnd,NA,1100000,1140000,850000
3441,NA,8,chadstone,3148,20150912,WkEnd,SDay,WrkngDy,sold,3,1,1,51,36,40,N,N,Y,N,58,77.5,NA,NA,1,0,NA,NA,NA,NA,12.2,21.7,0,18.4,0.8,0.5,1,2.27,819000,1300000,587,15.8,NrlyLvl,1127667,1080000,971000,900000
3445,NA,4,chadstone,3148,20150321,WkEnd,SDay,WrkngDy,sold,3,1,2,51,36,40,N,N,N,N,58,77.5,NA,NA,2,1,84000,360,1986,2015,11.9,22.7,0,19.6,0.9,0.2,4.7,2.22,975000,1290000,726,NA,GntlyInclnd,1280000,1120000,1080000,936000
3453,NA,9,chadstone,3148,20151117,WkDay,TuDay,WrkngDy,sold,3,1,2,49,51,61,Y,N,Y,Y,58,77.5,NA,NA,5,1,657500,450,2010,2011,15.7,33.3,0,19.2,1.1,0.3,4.4,1.91,925000,1230000,594,16.3,GntlyInclnd,1127667,1120000,851000,900000
4303,7,6,mount waverley,3149,20151217,WkDay,ThDay,WrkngDy,sold,3,1,1,72,17,39,N,N,Y,N,54.5,NA,NA,NA,2,3,124900,335,1988,2008,16.9,37.2,0,21.7,2.1,0.5,2.3,3.24,660000,1280000,206,NA,GntlyInclnd,NA,675850,712000,680000
4308,1,2,mount waverley,3149,20151030,WkDay,FDay,WrkngDy,sold,3,1,1,67,30,41,Y,N,Y,N,54.5,NA,NA,NA,2,0,270000,NA,2002,NA,12.6,27.4,0,19.4,2.9,0.7,2.1,2.39,NA,NA,767,18.4,NrlyLvl,NA,898000,721000,697500
4501,1,4,mount waverley,3149,20150908,WkDay,TuDay,WrkngDy,sold,3,2,2,65,29,40,Y,N,Y,Y,54.5,NA,NA,NA,0,0,NA,NA,NA,NA,8.8,12.8,2,23.8,2.9,0.9,0.8,2.63,NA,NA,740,18.7,GntlyInclnd,NA,NA,NA,725000
4507,NA,9,mount waverley,3149,20140320,WkDay,ThDay,WrkngDy,sold,3,1,1,58,27,39,N,N,N,N,54.5,NA,NA,NA,3,0,69500,NA,1985,NA,10.5,30.3,0,24.6,1.8,0.6,3,2.58,1180000,1580000,737,18.6,NrlyLvl,NA,1970000,1480000,750000
4521,2,6,mount waverley,3149,20160719,WkDay,TuDay,WrkngDy,sold,3,1,1,77,17,42,N,N,Y,N,54.5,NA,NA,NA,2,2,338000,240,2007,2003,12.6,16,0,24.1,0.6,0.6,4.4,3.44,765000,1010000,300,27.7,GntlyInclnd,NA,1120000,630000,700000
4543,NA,4,mount waverley,3149,20140927,WkEnd,SDay,WrkngDy,sold,2,1,1,71,19,44,Y,N,Y,Y,54.5,NA,NA,NA,5,1,443900,490,2010,2018,8.8,23.2,0,20.2,2.3,0.6,2.3,0.38,925000,1230000,NA,NA,NA,NA,1570000,1320000,700000
4551,1,0,mount waverley,3149,20140517,WkEnd,SDay,WrkngDy,sold,3,1,2,64,23,47,Y,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,16.5,20.3,0,22.9,1.3,0.3,2.3,1.62,1120000,1510000,NA,NA,NA,NA,1660000,1400000,700000
4715,NA,8,mount waverley,3149,20141230,WkDay,TuDay,WrkngDy,sold,4,1,2,71,11,43,N,N,Y,N,54.5,NA,NA,NA,0,0,NA,NA,NA,NA,13.5,23.4,0.2,22.6,1.8,0.5,2.5,1.35,NA,NA,482,NA,GntlyInclnd,NA,NA,NA,737500
4719,NA,9,mount waverley,3149,20140324,WkDay,MDay,WrkngDy,sold,3,1,1,65,28,39,N,Y,Y,N,54.5,NA,NA,NA,5,3,463000,450,2007,2017,12,18.2,0.2,23.2,1.4,0.2,0.9,2.1,925000,1230000,696,NA,NrlyLvl,NA,1220000,1080000,725500
4726,2,2,mount waverley,3149,20161112,WkEnd,SDay,WrkngDy,sold,3,2,2,65,24,39,N,N,Y,Y,54.5,NA,NA,NA,3,1,585000,370,2013,2006,13.2,25.5,2,19.6,6,0.4,3.6,0.59,725000,955000,248,NA,GntlyInclnd,NA,901000,1240000,782000
4736,2,8,mount waverley,3149,20151001,WkDay,ThDay,WrkngDy,sold,3,1,1,58,27,39,Y,N,Y,Y,54.5,NA,NA,NA,2,0,205000,NA,1989,NA,6,21.6,0,22.5,0.1,0.1,2.5,2.56,660000,1320000,NA,NA,NA,NA,675850,712000,800000
4741,NA,9,mount waverley,3149,20140320,WkDay,ThDay,WrkngDy,sold,3,1,1,58,27,39,N,N,N,N,54.5,NA,NA,NA,3,0,69500,NA,1985,NA,10.5,30.3,0,24.2,0.8,0.6,4.1,2.58,1180000,1580000,737,18.6,NrlyLvl,NA,1970000,1480000,750000
4747,2,5,mount waverley,3149,20171028,WkEnd,SDay,WrkngDy,sold,2,1,1,51,37,42,Y,N,Y,N,54.5,NA,NA,NA,2,0,139000,NA,1997,NA,15,21.4,0.4,20.2,1.8,1.4,1.2,2.84,NA,NA,915,27.9,NrlyLvl,NA,723000,826000,750000
4749,5,2,mount waverley,3149,20170819,WkEnd,SDay,WrkngDy,sold,2,1,1,63,23,33,Y,N,Y,N,54.5,NA,NA,NA,3,0,471000,NA,2011,NA,5.9,11.8,7.2,24.5,0.4,0.4,3.2,1.1,NA,NA,NA,NA,NA,NA,1200000,1240000,751000
