Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
10264,NA,3,wheelers hill,3150,20150614,WkEnd,SDay,WrkngDy,sold,4,2,2,74,13,35,Y,Y,Y,N,87.5,112.5,699,1980,5,1,556000,450,2007,2017,5.8,17.4,0,26.6,9.1,0.6,2.1,0.85,1030000,1360000,700,20.8,GntlyInclnd,NA,1600000,1370000,1000000
10265,NA,7,wheelers hill,3150,20150316,WkDay,MDay,WrkngDy,sold,4,3,3,77,10,36,Y,N,Y,N,87.5,112.5,650,1987,2,0,195000,NA,1987,NA,10.5,25.5,0,27.7,0.3,0.3,3.5,0.23,1300000,1740000,650,22.6,ModInclnd,NA,1370000,1130000,1001000
10266,NA,5,wheelers hill,3150,20150214,WkEnd,SDay,WrkngDy,sold,4,3,2,77,8,38,N,N,Y,N,87.5,112.5,811,2015,4,0,135000,NA,1989,NA,19,25.1,19.6,28.3,1.1,0.3,3.9,1.64,1240000,1660000,814,NA,GntlyInclnd,NA,1380000,1150000,1031002
10267,NA,2,wheelers hill,3150,20141123,WkEnd,SDay,WrkngDy,sold,4,3,2,77,10,36,Y,Y,Y,N,87.5,112.5,655,1970,4,0,245000,NA,2000,NA,16.5,24.5,0,27.5,1.1,2.1,3.1,0.14,1300000,1740000,654,18.5,GntlyInclnd,NA,1140000,1100000,1068000
10272,NA,2,glen waverley,3150,20170820,WkEnd,SDay,WrkngDy,sold,3,1,3,62,34,45,N,N,N,N,52.5,305.5,759,1960,1,0,NA,NA,NA,NA,5.1,13.3,2,22.9,0.4,0.4,1.2,6.56,NA,NA,759,17.3,ModInclnd,NA,1100000,641000,1115000
10273,1,6,glen waverley,3150,20161127,WkEnd,SDay,WrkngDy,sold,4,2,1,43,51,47,N,N,Y,Y,52.5,305.5,354,1970,4,0,965000,NA,2015,NA,11.6,16.3,0.4,24.6,1.2,0.2,1.6,4.67,925000,1230000,354,NA,NrlyLvl,NA,675850,723000,1100000
10274,NA,2,glen waverley,3150,20161119,WkEnd,SDay,WrkngDy,sold,4,2,2,78,8,36,N,N,N,Y,52.5,305.5,676,1977,1,0,NA,NA,NA,NA,11.7,19.4,0,28.2,0.3,0.3,3.1,3.88,1080000,1430000,666,18.4,GntlyInclnd,NA,1330000,1400000,1140600
10275,NA,0,glen waverley,3150,20161108,WkDay,TuDay,WrkngDy,sold,3,2,2,63,32,46,N,N,N,N,52.5,305.5,705,1963,1,0,NA,NA,NA,NA,11,18.2,0.2,25.6,8,1.8,2,5.35,1030000,1360000,702,18.5,NrlyLvl,NA,1150000,1220000,1100000
10276,NA,7,glen waverley,3150,20160624,WkDay,FDay,WrkngDy,sold,4,2,2,76,18,37,N,N,Y,N,52.5,305.5,999,1975,2,1,111000,600,1985,2016,6.9,10.7,13.8,29.7,3,1,2.3,1.04,1120000,1510000,1000,NA,NrlyLvl,NA,1410000,1330000,1160500
10277,NA,0,glen waverley,3150,20160409,WkEnd,SDay,WrkngDy,sold,5,3,1,76,26,32,Y,N,Y,N,52.5,305.5,651,1975,1,0,NA,NA,NA,NA,10.4,22.3,0,35.6,0.5,0.7,2.5,0.98,1030000,1360000,650,16.8,NrlyLvl,NA,1510000,1360000,1120000
10278,NA,0,glen waverley,3150,20160319,WkEnd,SDay,WrkngDy,sold,5,3,1,77,18,37,N,N,Y,N,52.5,305.5,715,2016,1,0,NA,NA,NA,NA,12,18.8,5.8,29.6,3,0.2,2.2,0.72,1120000,1510000,716,18.1,NrlyLvl,NA,1320000,1670000,1138888
10279,NA,6,glen waverley,3150,20151220,WkEnd,SDay,WrkngDy,sold,5,2,2,72,18,35,N,N,Y,Y,52.5,305.5,649,1995,2,0,191000,NA,1995,NA,25.9,37.8,0,30.2,3.7,0.8,2.9,0.35,1080000,1430000,650,16.8,GntlyInclnd,NA,1500000,1130000,1100000
10280,NA,6,glen waverley,3150,20151025,WkEnd,SDay,WrkngDy,sold,3,2,2,73,20,40,Y,N,Y,Y,52.5,305.5,975,1970,3,1,413000,550,2006,2016,10.2,31.3,0,25.4,3.8,0.5,1,6.29,1120000,1510000,975,NA,NrlyLvl,NA,1010000,790000,1122000
10281,1,5,glen waverley,3150,20151017,WkEnd,SDay,WrkngDy,sold,4,2,2,58,43,46,N,N,Y,N,52.5,305.5,NA,1970,3,0,435000,NA,2009,NA,11.5,20.5,0,27.2,0.9,0.4,0.8,4.84,1120000,1510000,283,NA,GntlyInclnd,NA,675850,723000,1185000
10282,NA,2,glen waverley,3150,20151011,WkEnd,SDay,WrkngDy,sold,4,2,2,72,16,35,Y,N,Y,N,52.5,305.5,656,1970,4,0,608000,NA,2008,NA,16.9,19.2,0.4,28.8,0.4,0.3,1.4,1.63,1120000,1510000,656,18.8,GntlyInclnd,NA,1360000,1300000,1200000
10283,NA,3,glen waverley,3150,20150627,WkEnd,SDay,WrkngDy,sold,4,2,2,73,12,45,Y,N,Y,N,52.5,305.5,650,1970,1,0,NA,NA,NA,NA,8,14.1,0,29.6,0.9,0.9,2.2,4.01,NA,NA,652,17.8,NrlyLvl,NA,1440000,1270000,1126000
10284,NA,2,glen waverley,3150,20150617,WkDay,WDay,WrkngDy,sold,4,2,2,72,19,36,Y,N,Y,Y,52.5,305.5,658,1984,1,0,NA,NA,NA,NA,11.7,13.8,0,29.2,1,1,1.9,5.4,1120000,1510000,652,17.7,NrlyLvl,NA,1360000,1330000,1101000
10285,NA,1,glen waverley,3150,20150613,WkEnd,SDay,WrkngDy,sold,3,3,2,66,29,42,N,N,Y,N,52.5,305.5,732,1985,0,1,NA,560,NA,2017,6,18.2,0,22.7,1.3,0.6,0.7,4.41,1300000,1740000,724,NA,GntlyInclnd,NA,1100000,1380000,1200000
10286,NA,1,glen waverley,3150,20141122,WkEnd,SDay,WrkngDy,sold,4,2,4,57,38,42,Y,N,Y,N,52.5,305.5,728,1994,2,2,175000,420,1994,2010,12.9,31,0,23.3,0.5,0.3,2.6,3.94,1370000,1830000,725,17.1,NrlyLvl,NA,1740000,1220000,1192000
10289,NA,8,wheelers hill,3150,20170424,WkDay,MDay,WrkngDy,sold,5,3,2,83,3,31,N,N,Y,N,87.5,112.5,678,1980,1,1,NA,650,NA,2017,15.9,24.7,0,27.9,1.6,1.8,3.6,0.43,1080000,1430000,262,NA,ModInclnd,NA,1140000,1140000,1200000
10290,NA,3,wheelers hill,3150,20170318,WkEnd,SDay,WrkngDy,sold,4,2,3,77,10,36,N,Y,Y,Y,87.5,112.5,670,1976,1,0,NA,NA,NA,NA,12.4,30.8,0,27.6,1.2,0.3,3.2,0.17,1080000,1430000,670,NA,ModInclnd,NA,1010000,1660000,1157000
10291,NA,6,wheelers hill,3150,20161221,WkDay,WDay,WrkngDy,sold,5,2,2,79,7,38,Y,N,Y,N,87.5,112.5,837,1989,1,0,NA,NA,NA,NA,13.5,19.9,0.2,28.9,0.5,0.5,4.5,1.78,1080000,1430000,830,18.4,GntlyInclnd,NA,1140000,1080000,1150000
10292,NA,7,wheelers hill,3150,20161119,WkEnd,SDay,WrkngDy,sold,5,4,4,71,23,32,Y,N,Y,N,87.5,112.5,761,1975,3,0,98000,NA,1987,NA,11.7,19.4,0,28.1,0.7,0.5,2.3,0.69,1030000,1360000,762,21.1,NrlyLvl,NA,1140000,1140000,1128000
10293,NA,3,wheelers hill,3150,20151130,WkDay,MDay,WrkngDy,sold,4,3,2,83,3,31,N,N,Y,N,87.5,112.5,662,1977,5,0,395000,NA,2001,NA,10,32.2,0,28.1,1.6,2,3.6,0.33,1180000,1580000,663,19,NrlyLvl,NA,1140000,1100000,1158000
10294,NA,2,glen waverley,3150,20171222,WkDay,FDay,WrkngDy,sold,4,2,2,72,19,35,N,N,Y,Y,52.5,305.5,687,1975,1,0,NA,NA,NA,NA,13.6,27.7,0,25.6,0.6,0.6,1.2,6.39,NA,NA,685,18.6,NrlyLvl,NA,1600000,1170000,1145000
10295,NA,5,glen waverley,3150,20171209,WkEnd,SDay,WrkngDy,sold,5,1,2,67,26,36,N,N,Y,N,52.5,305.5,727,1978,2,0,195000,NA,1999,NA,12.7,23,0,25.7,2.3,1,1.8,5.62,NA,NA,731,20.9,NrlyLvl,NA,1140000,1510000,1130000
10296,NA,6,glen waverley,3150,20171207,WkDay,ThDay,WrkngDy,sold,4,2,2,72,19,35,Y,N,Y,N,52.5,305.5,652,1976,1,0,NA,NA,NA,NA,11.6,21.9,0,25.5,1.3,0.9,1.3,5.44,NA,NA,650,17.8,NrlyLvl,NA,1140000,1600000,1170000
10297,NA,5,glen waverley,3150,20171202,WkEnd,SDay,WrkngDy,sold,4,2,2,72,18,35,Y,N,Y,N,52.5,305.5,865,1976,2,0,54250,NA,1976,NA,14.7,16.4,20.6,30.8,1.9,0.6,3,0.24,NA,NA,865,NA,NrlyLvl,NA,1160000,1280000,1120000
10298,NA,7,glen waverley,3150,20171129,WkDay,WDay,WrkngDy,sold,4,2,2,NA,NA,NA,Y,N,Y,N,52.5,305.5,667,1977,1,0,NA,NA,NA,NA,18.5,35.8,0,28.5,4,0.5,4,3.68,NA,NA,667,NA,NrlyLvl,NA,1510000,1270000,1150888
10299,NA,9,glen waverley,3150,20171030,WkDay,MDay,WrkngDy,sold,4,2,3,73,11,33,N,N,Y,Y,52.5,305.5,649,1977,2,0,195000,NA,1997,NA,8.8,17,4.4,27.6,3,1.1,2.6,4.2,NA,NA,650,15.9,NrlyLvl,NA,1860000,1270000,1100000
10300,NA,0,glen waverley,3150,20171027,WkDay,FDay,WrkngDy,sold,3,1,1,64,32,42,N,N,N,N,52.5,305.5,732,1960,2,4,270000,345,2002,2010,10.3,27.4,0,25.6,2.1,0.8,2.3,4.68,NA,NA,733,19.3,NrlyLvl,NA,1150000,1220000,1150000
10301,3,9,glen waverley,3150,20171021,WkEnd,SDay,WrkngDy,sold,4,2,2,59,15,40,N,N,Y,N,52.5,305.5,NA,1996,2,0,198000,NA,1996,NA,11,15.4,0,28.7,0.7,0.7,1.5,4.89,NA,NA,419,24.5,NrlyLvl,NA,841000,1380000,1190000
10302,NA,9,glen waverley,3150,20171018,WkDay,WDay,WrkngDy,sold,4,2,2,78,13,37,N,N,N,N,52.5,305.5,652,1976,2,2,335000,360,2002,2007,14.5,30.9,0,30.8,3.6,0.5,2.9,0.16,NA,NA,653,17.3,NrlyLvl,NA,1120000,1280000,1156000
10303,NA,1,glen waverley,3150,20170925,WkDay,MDay,WrkngDy,sold,4,2,2,71,18,39,Y,Y,Y,Y,52.5,305.5,634,1975,1,0,NA,NA,NA,NA,10.3,14.2,1.6,29.9,2.7,0.6,2.5,5.49,NA,NA,636,NA,NrlyLvl,NA,1300000,1270000,1185000
10304,NA,5,glen waverley,3150,20170916,WkEnd,SDay,WrkngDy,sold,3,2,2,59,15,40,N,N,Y,Y,52.5,305.5,408,1975,1,0,NA,NA,NA,NA,7.4,13.3,21.4,29,0.8,0.8,1.7,5.1,NA,NA,NA,NA,NA,NA,1270000,1280000,1200000
10305,NA,0,glen waverley,3150,20170819,WkEnd,SDay,WrkngDy,sold,4,1,1,78,23,46,Y,N,Y,Y,52.5,305.5,654,1970,2,3,312000,400,2005,2013,5.9,11.8,7.2,25.1,6.9,0.7,2.5,5.63,NA,NA,655,16.8,NrlyLvl,NA,NA,NA,1155000
10306,NA,1,glen waverley,3150,20170812,WkEnd,SDay,WrkngDy,sold,4,2,1,66,23,45,Y,N,Y,N,52.5,305.5,650,1967,3,0,403000,NA,2005,NA,10.3,17.9,2.8,28.2,1.7,1.1,0.9,5.26,NA,NA,650,18.2,NrlyLvl,NA,1880000,1000000,1148000
10307,NA,9,glen waverley,3150,20170729,WkEnd,SDay,WrkngDy,sold,3,1,1,62,34,45,N,N,N,N,52.5,305.5,834,1976,1,0,NA,NA,NA,NA,9.7,17.9,0,22.9,2.1,0.5,4.2,6.53,NA,NA,836,17.1,NrlyLvl,NA,1100000,1080000,1130000
10308,NA,0,glen waverley,3150,20170729,WkEnd,SDay,WrkngDy,sold,4,2,2,78,8,36,N,N,Y,N,52.5,305.5,666,1976,3,0,195000,NA,1993,NA,9.7,17.9,0,28.3,0.3,0.3,3.1,3.87,NA,NA,661,18.2,GntlyInclnd,NA,1510000,1270000,1200000
10309,NA,2,glen waverley,3150,20170719,WkDay,WDay,WrkngDy,sold,4,2,2,76,18,37,Y,N,N,N,52.5,305.5,663,1970,5,1,359388,450,2005,2016,8.9,13.2,5,29.9,0.8,0.7,2.6,0.8,975000,1290000,663,NA,NrlyLvl,NA,1120000,1160000,1115000
10310,NA,7,glen waverley,3150,20170715,WkEnd,SDay,WrkngDy,sold,5,2,2,48,41,44,N,N,N,N,52.5,305.5,701,1960,1,0,NA,NA,NA,NA,4.5,12,0,26.2,1.6,0.4,1.2,5.31,975000,1290000,701,15.3,GntlyInclnd,NA,1130000,2700000,1116500
10311,NA,2,glen waverley,3150,20170710,WkDay,MDay,WrkngDy,sold,4,2,2,78,8,36,Y,N,Y,N,52.5,305.5,666,1976,1,0,NA,NA,NA,NA,7,16,0,28.3,0.3,0.4,2.6,3.85,1030000,1360000,661,18.2,GntlyInclnd,NA,1510000,1270000,1163000
10312,2,7,glen waverley,3150,20170708,WkEnd,SDay,WrkngDy,sold,4,2,2,80,9,32,N,N,Y,Y,52.5,305.5,428,1980,3,0,217500,NA,1991,NA,5.3,13.5,0,28.9,3.5,1,3,3.51,NA,NA,384,NA,NA,NA,1500000,1000000,1106000
10313,NA,7,glen waverley,3150,20170617,WkEnd,SDay,WrkngDy,sold,4,2,2,72,19,35,Y,N,Y,N,52.5,305.5,653,1970,2,3,223000,525,1999,2017,4.2,15.5,0,25.6,0.2,0.9,1.3,5.38,975000,1290000,651,16.8,NrlyLvl,NA,1010000,1080000,1105000
10314,NA,3,glen waverley,3150,20170606,WkDay,TuDay,WrkngDy,sold,3,2,2,70,9,43,N,N,Y,N,52.5,305.5,689,1973,3,0,350000,NA,2005,NA,8.7,13.9,6.4,27.9,1.2,0.9,2,1.47,1080000,1430000,689,19.7,GntlyInclnd,NA,1440000,1270000,1200000
10315,NA,0,glen waverley,3150,20170603,WkEnd,SDay,WrkngDy,sold,3,1,2,65,29,40,N,N,N,N,52.5,305.5,656,1976,3,0,287000,NA,2002,NA,9.9,14.3,0,24.2,1,2.5,1,1.03,975000,1290000,656,20.6,NrlyLvl,NA,790000,1100000,1102000
10316,NA,8,glen waverley,3150,20170603,WkEnd,SDay,WrkngDy,sold,NA,NA,0,70,9,43,N,N,N,N,52.5,305.5,631,1982,5,0,880000,NA,2013,NA,9.9,14.3,0,27.5,6.4,1.5,2,1.32,NA,NA,654,18.6,GntlyInclnd,NA,1500000,1630000,1143000
10317,NA,0,glen waverley,3150,20170603,WkEnd,SDay,WrkngDy,sold,4,2,2,55,21,49,N,N,Y,N,52.5,305.5,NA,NA,3,0,800000,NA,2011,NA,9.9,14.3,0,25.1,0.6,0.5,2,3.83,1030000,1360000,NA,NA,NA,NA,1750000,2180000,1165000
10318,NA,1,glen waverley,3150,20170527,WkEnd,SDay,WrkngDy,sold,3,1,2,72,19,37,Y,N,N,N,52.5,305.5,658,1967,7,3,265000,480,2002,2017,11.9,17.8,0,25.6,0.2,0.2,1.3,6.25,975000,1290000,659,17.8,NrlyLvl,NA,1290000,1160000,1141000
10319,NA,9,glen waverley,3150,20170527,WkEnd,SDay,WrkngDy,sold,4,2,2,62,33,51,Y,N,Y,Y,52.5,305.5,NA,NA,2,0,566000,NA,2013,NA,11.9,17.8,0,22.6,1.4,1.4,0.9,6.41,975000,1290000,727,16.9,NrlyLvl,NA,990000,748000,1100000
10320,NA,2,glen waverley,3150,20170527,WkEnd,SDay,WrkngDy,sold,4,3,2,67,22,46,N,N,Y,N,52.5,305.5,637,2014,7,0,830000,NA,2014,NA,11.9,17.8,0,22.8,1.7,2.6,0.8,3.93,1150000,1740000,637,23.9,GntlyInclnd,NA,1600000,1740000,1105000
10321,1,3,glen waverley,3150,20170522,WkDay,MDay,WrkngDy,sold,3,2,2,52,44,45,Y,N,Y,Y,52.5,305.5,731,1980,1,0,NA,NA,NA,NA,10.4,20.3,0,24.9,0.8,0.8,1.9,3.3,1030000,1360000,NA,NA,NA,NA,916000,701000,1178000
10322,NA,6,glen waverley,3150,20170513,WkEnd,SDay,WrkngDy,sold,4,2,1,67,22,46,Y,N,Y,N,52.5,305.5,551,1980,1,1,NA,580,NA,2017,8.4,15.6,0.2,23,4.6,2.3,0.6,3.79,975000,1290000,551,NA,ModInclnd,NA,1600000,1740000,1110000
10323,1,8,glen waverley,3150,20170513,WkEnd,SDay,WrkngDy,sold,3,2,3,55,35,44,N,N,Y,N,52.5,305.5,NA,1995,1,0,NA,NA,NA,NA,8.4,15.6,0.2,27.6,0.7,0.7,1.2,4.91,1030000,1360000,741,17.9,GntlyInclnd,NA,900280,1450000,1145000
10324,NA,6,glen waverley,3150,20170513,WkEnd,SDay,WrkngDy,sold,4,2,3,66,17,42,Y,N,N,N,52.5,305.5,715,1979,1,0,NA,NA,NA,NA,8.4,15.6,0.2,28.9,0.8,0.8,1.5,4.79,1030000,1360000,715,NA,GntlyInclnd,NA,1300000,1500000,1145000
10325,NA,2,glen waverley,3150,20170513,WkEnd,SDay,WrkngDy,sold,3,1,1,67,23,42,Y,N,N,N,52.5,305.5,651,1960,3,1,235000,460,2001,2017,8.4,15.6,0.2,24.8,0.6,0.6,2.7,0.48,925000,1230000,657,21.8,NrlyLvl,NA,790000,1180000,1101000
10326,2,9,glen waverley,3150,20170506,WkEnd,SDay,WrkngDy,sold,4,3,2,71,18,36,N,N,N,N,52.5,305.5,212,2016,1,0,NA,NA,NA,NA,9.6,20,0.2,26.6,0.4,0.3,2.8,0.73,975000,1290000,722,22.2,NrlyLvl,NA,653000,768000,1100000
10327,NA,5,glen waverley,3150,20170429,WkEnd,SDay,WrkngDy,sold,4,2,0,78,13,37,Y,N,N,N,52.5,305.5,656,1975,2,1,156000,455,1989,2011,14.9,18.1,0.2,30.6,3.5,0.4,2.8,0.26,1080000,1430000,657,NA,GntlyInclnd,NA,1510000,1200000,1193000
10328,1,3,glen waverley,3150,20170422,WkEnd,SDay,WrkngDy,sold,2,1,2,51,38,53,Y,N,Y,N,52.5,305.5,NA,1990,1,0,NA,NA,NA,NA,16.9,22.5,4.6,25.1,1.2,0.8,1.2,4.77,975000,1290000,735,22.7,NrlyLvl,NA,580000,625000,1125000
10329,NA,3,glen waverley,3150,20170421,WkDay,FDay,WrkngDy,sold,4,2,1,62,34,45,N,N,Y,N,52.5,305.5,725,1960,1,0,NA,NA,NA,NA,16.5,20.9,9.4,23.3,0.6,0.6,3.9,6.73,1030000,1360000,728,16.8,GntlyInclnd,NA,990000,748000,1163000
10330,NA,5,glen waverley,3150,20170420,WkDay,ThDay,WrkngDy,sold,3,2,2,67,23,42,N,N,Y,N,52.5,305.5,NA,NA,1,0,NA,NA,NA,NA,14.6,26.5,0,24.4,0.6,1,1.3,0.74,975000,1290000,678,20.6,GntlyInclnd,NA,790000,1270000,1100000
10331,NA,6,glen waverley,3150,20170412,WkDay,WDay,WrkngDy,sold,4,2,2,72,16,48,Y,N,Y,N,52.5,305.5,NA,1986,1,0,NA,NA,NA,NA,10.8,19.3,0,29.4,0.8,0.8,2,3.83,975000,1290000,698,18.4,NrlyLvl,NA,1410000,1330000,1100000
10332,2,7,glen waverley,3150,20170329,WkDay,WDay,WrkngDy,sold,4,2,2,72,24,43,Y,Y,Y,Y,52.5,305.5,NA,2010,1,1,NA,670,NA,2017,13.9,27.2,0.2,24.7,1,0.4,1.3,4.24,975000,1290000,735,25.7,GntlyInclnd,NA,1200000,1500000,1100080
10333,NA,7,glen waverley,3150,20170327,WkDay,MDay,WrkngDy,sold,4,2,2,67,23,42,Y,N,Y,Y,52.5,305.5,654,1970,1,0,NA,NA,NA,NA,19.3,31.9,0,25.2,0.5,0.7,1.5,5.45,1030000,1360000,655,16.8,NrlyLvl,NA,1230000,1160000,1125000
10334,NA,0,glen waverley,3150,20170317,WkDay,FDay,WrkngDy,sold,3,1,2,70,32,39,N,N,N,N,52.5,305.5,670,1960,1,0,NA,NA,NA,NA,15.8,22.1,0,24.4,0.5,1,1,0.75,1030000,1360000,671,NA,NrlyLvl,NA,1180000,1250000,1116000
10335,NA,2,glen waverley,3150,20170311,WkEnd,SDay,WrkngDy,sold,4,2,2,67,7,47,Y,N,Y,N,52.5,305.5,954,1979,1,0,NA,NA,NA,NA,18,26.4,0,26.4,0.3,0.3,2,5.9,NA,NA,955,20.3,GntlyInclnd,NA,1860000,1640000,1185800
10336,NA,4,glen waverley,3150,20170226,WkEnd,SDay,WrkngDy,sold,3,2,2,65,16,38,Y,N,Y,N,52.5,305.5,659,1970,2,1,350000,450,2003,2009,13.2,29.8,0,29.2,1.6,0.4,1.9,5.69,1030000,1360000,660,18.5,NrlyLvl,NA,1440000,1270000,1125000
10337,NA,5,glen waverley,3150,20170225,WkEnd,SDay,WrkngDy,sold,3,1,3,58,30,47,Y,N,Y,Y,52.5,305.5,678,2002,1,0,NA,NA,NA,NA,13.7,19.4,0,25.9,0.1,0.1,2.2,5.72,880000,1170000,678,19.7,GntlyInclnd,NA,1130000,810000,1150000
10338,NA,8,glen waverley,3150,20170224,WkDay,FDay,WrkngDy,sold,4,2,2,78,8,36,Y,N,Y,N,52.5,305.5,666,1976,1,0,NA,NA,NA,NA,15.8,20,1.4,28.3,0.3,0.3,3.1,3.87,1030000,1360000,664,18.2,GntlyInclnd,NA,1510000,1270000,1150000
10339,NA,2,glen waverley,3150,20170222,WkDay,WDay,WrkngDy,sold,4,1,2,66,29,42,Y,N,Y,N,52.5,305.5,726,1980,4,0,1130000,NA,2015,NA,12.8,33.3,0,23,1.1,0.9,1,4.64,1080000,1430000,721,17.2,ModInclnd,NA,748000,1740000,1150000
10340,NA,2,glen waverley,3150,20170208,WkDay,WDay,WrkngDy,sold,3,1,1,67,23,42,N,N,Y,N,52.5,305.5,726,1969,1,0,NA,NA,NA,NA,16.5,36,0,24.5,0.8,0.8,1.3,0.65,1030000,1360000,726,NA,NrlyLvl,NA,1150000,790000,1152000
10341,NA,9,glen waverley,3150,20170116,WkDay,MDay,WrkngDy,sold,4,3,2,61,32,42,N,Y,Y,N,52.5,305.5,720,1960,2,0,770000,NA,2010,NA,12.2,32.7,0,27,0.4,0.6,1.4,1.69,1370000,1830000,721,NA,GntlyInclnd,NA,1300000,1260000,1120000
10342,1,1,glen waverley,3150,20170103,WkDay,TuDay,WrkngDy,sold,3,2,2,58,31,47,N,N,Y,N,52.5,305.5,NA,2012,2,2,830000,575,2013,2016,14.6,19.5,0.4,28.5,0.5,0.9,1.1,1.53,975000,1290000,1028,NA,GntlyInclnd,NA,840000,916000,1108000
10343,NA,8,glen waverley,3150,20161217,WkEnd,SDay,WrkngDy,sold,3,1,2,62,33,51,Y,N,Y,Y,52.5,305.5,726,1975,1,0,NA,NA,NA,NA,15.1,20.9,0,22.6,1.3,1.3,0.8,6.35,1030000,1360000,729,16.9,NrlyLvl,NA,1100000,1120000,1100000
10344,2,3,glen waverley,3150,20161210,WkEnd,SDay,WrkngDy,sold,3,2,1,55,35,44,N,N,Y,N,52.5,305.5,NA,NA,2,2,190000,590,1993,2017,11.2,18.8,0.2,27.4,0.8,0.3,0.3,4.88,NA,NA,348,24.2,GntlyInclnd,NA,675850,723000,1110000
10345,2,6,glen waverley,3150,20161203,WkEnd,SDay,WrkngDy,sold,3,1,2,56,45,48,N,N,Y,N,52.5,305.5,NA,NA,1,0,NA,NA,NA,NA,9.9,23.9,0,27.2,0.9,0.4,0.8,4.87,975000,1290000,578,NA,GntlyInclnd,NA,2380000,4000000,1100000
10346,NA,5,glen waverley,3150,20161201,WkDay,ThDay,WrkngDy,sold,4,2,2,72,16,48,Y,N,Y,Y,52.5,305.5,651,1975,3,0,499000,NA,2007,NA,12.9,21.9,0,35.5,0.3,0.5,2.4,1.14,1080000,1430000,651,17.1,NrlyLvl,NA,1510000,1360000,1186000
10347,NA,3,glen waverley,3150,20161129,WkDay,TuDay,WrkngDy,sold,5,4,4,73,12,45,Y,Y,N,N,52.5,305.5,755,1972,4,0,294000,NA,1999,NA,10.4,20,0.2,29.3,1.9,0.5,2.1,4.11,1080000,1430000,756,NA,NrlyLvl,NA,1320000,1280000,1151333
10348,NA,3,glen waverley,3150,20161126,WkEnd,SDay,WrkngDy,sold,3,2,2,69,14,32,Y,N,Y,N,52.5,305.5,655,1972,1,0,NA,NA,NA,NA,12.2,17.4,0,28.9,1.2,1.2,2.2,4.06,1080000,1430000,656,21.7,NrlyLvl,NA,1440000,1270000,1111000
10349,NA,3,glen waverley,3150,20161126,WkEnd,SDay,WrkngDy,sold,4,2,4,71,18,39,N,N,Y,Y,52.5,305.5,656,1980,1,0,NA,NA,NA,NA,12.2,17.4,0,30.1,3,0.4,2.8,5.6,1030000,1360000,657,18,NrlyLvl,NA,1120000,1320000,1130000
10350,NA,2,glen waverley,3150,20161119,WkEnd,SDay,WrkngDy,sold,3,2,2,48,41,44,Y,N,Y,N,52.5,305.5,736,1980,1,0,NA,NA,NA,NA,11.7,19.4,0,26.6,0.4,0.2,1.2,5.39,1370000,1830000,744,21.7,GntlyInclnd,NA,1800000,1500000,1144800
10351,2,2,glen waverley,3150,20161118,WkDay,FDay,WrkngDy,sold,3,2,2,60,32,50,Y,N,Y,Y,52.5,305.5,429,1997,0,0,NA,NA,NA,NA,15.3,18.9,0,26,1.1,0.2,1.1,4.05,1080000,1430000,NA,NA,NA,NA,NA,NA,1156000
10352,NA,5,glen waverley,3150,20161112,WkEnd,SDay,WrkngDy,sold,4,2,2,NA,NA,NA,Y,Y,Y,N,52.5,305.5,660,1980,1,0,NA,NA,NA,NA,13.2,25.5,2,28.2,3.6,1.7,3.2,1.26,1080000,1430000,659,17.3,NrlyLvl,NA,1510000,1130000,1175000
10353,NA,1,glen waverley,3150,20161112,WkEnd,SDay,WrkngDy,sold,3,1,2,63,32,46,Y,N,N,N,52.5,305.5,641,1965,0,0,NA,NA,NA,NA,13.2,25.5,2,25.8,0.8,1.2,1.7,5.51,1080000,1430000,659,NA,NrlyLvl,NA,790000,1240000,1103000
10354,NA,1,glen waverley,3150,20161105,WkEnd,SDay,WrkngDy,sold,4,2,2,79,11,33,Y,N,Y,Y,52.5,305.5,654,1975,0,0,NA,NA,NA,NA,10,16.8,0,28.3,0.3,0.3,2.5,3.83,1080000,1430000,660,19.5,NrlyLvl,NA,NA,NA,1160000
10355,NA,2,glen waverley,3150,20161018,WkDay,TuDay,WrkngDy,sold,4,3,2,76,18,37,Y,N,Y,Y,52.5,305.5,698,1975,2,0,455000,NA,2006,NA,9.6,16.6,1,35.9,2.6,1.4,2.8,0.8,1080000,1430000,700,NA,NrlyLvl,NA,1120000,1160000,1128000
10356,NA,6,glen waverley,3150,20161015,WkEnd,SDay,WrkngDy,sold,3,2,2,59,15,40,N,N,Y,N,52.5,305.5,696,1988,2,0,155000,NA,1988,NA,9.4,24.8,0,28.4,10.3,4.1,1.1,4.7,1080000,1430000,696,20.2,GntlyInclnd,NA,1440000,1270000,1101000
