SalePrice,Id
460403.28,95
421789.38,121
467537.94,130
611544.56,135
502889.78,138
546610.4,142
724699.75,202
838485.1,252
702392.0,274
640675.44,278
631538.4,279
801925.56,336
544954.5,359
629722.7,361
742713.56,363
680628.56,364
650235.56,368
930333.4,369
1094071.5,370
809385.94,435
765079.6,439
646077.5,442
759048.1,454
654371.06,459
766886.5,461
696966.9,462
790678.4,464
895847.44,465
818144.7,522
772143.3,526
856287.75,527
847417.44,528
717046.56,529
878075.7,530
877727.4,532
1105775.4,533
863228.1,539
764148.8,541
719037.44,546
788730.7,547
846372.25,549
1025631.56,550
935140.5,551
883531.25,552
773777.2,553
995265.7,605
990599.56,606
871443.9,608
953283.1,611
814542.8,612
745651.75,614
766857.94,615
1086407.2,617
1075742.0,618
1027318.0,626
883928.9,627
1010421.56,631
857754.44,632
880005.7,634
903543.25,636
979155.3,638
952816.8,640
837226.0,641
897451.44,642
898131.56,644
943681.5,647
819059.1,648
875744.94,651
853614.94,652
903712.0,653
1043730.06,654
987743.8,655
907085.4,698
810836.1,701
751814.94,707
1005729.8,709
1144032.9,711
822911.94,713
824393.06,714
1065110.9,716
1049164.9,717
1063242.0,735
1003558.1,740
1066803.2,741
1038300.44,744
1267390.5,745
880035.8,783
906818.25,784
919959.56,790
846328.5,791
1129864.8,796
941094.06,797
1032724.4,798
953583.6,808
916630.3,809
1103350.4,810
1051404.5,814
1162018.8,815
885616.5,816
997870.0,817
901091.06,818
863592.56,819
974257.0,820
917675.7,821
1200638.2,822
1021691.9,825
1047469.94,826
1022953.0,827
1021296.0,829
1099144.6,830
1016326.44,831
1210021.1,832
1311521.9,833
971967.56,834
1072177.4,861
958278.8,868
887571.1,869
1134610.4,870
1220695.9,871
913396.0,872
987528.56,875
1155859.0,876
1124801.5,877
1017062.06,878
927566.75,885
1008712.2,887
854050.44,889
1004686.7,891
980255.5,892
1154786.5,894
1194097.8,896
979919.4,897
1082150.5,898
1149500.4,899
1039513.8,900
1053489.0,901
1162796.4,902
1000387.3,918
1143318.6,919
1101572.0,920
1074741.5,923
1079221.1,926
1104433.6,927
1181221.1,928
1193194.4,931
1150153.8,933
1048473.4,934
1258913.9,935
953339.0,936
962797.75,937
1051612.4,939
1015848.2,942
1201799.4,943
1135073.4,944
1064999.4,945
1129888.5,946
1181853.1,947
1167915.6,956
1061046.2,957
930227.5,958
1020392.06,959
1089896.2,961
1027541.2,962
1233814.4,963
1044351.6,964
1034238.4,965
875272.3,966
1001647.25,967
1136333.0,968
1190030.4,970
1123908.2,972
1267068.0,973
973841.6,1000
1102574.5,1005
1244173.5,1006
1160055.2,1008
1068463.8,1011
1063855.1,1012
1121550.0,1013
1204529.0,1015
1194526.9,1018
1155012.8,1019
1050816.4,1021
1196487.8,1022
1098866.0,1023
1059503.4,1024
1041870.06,1025
893925.5,1027
1152485.1,1028
1077978.5,1029
1140053.4,1030
1162548.9,1031
1098124.6,1032
1203748.5,1045
1153661.2,1048
1127481.2,1049
1134389.6,1050
1288245.8,1051
1130840.0,1052
1285886.2,1053
1245281.8,1054
1096107.1,1055
1158888.4,1062
1335437.1,1065
1154311.8,1068
1344628.2,1070
1244261.4,1072
1305979.2,1073
1095856.6,1075
1224570.9,1076
1312167.1,1077
1060679.0,1078
1140156.2,1079
1222870.9,1080
1200302.5,1098
1258210.2,1099
1094269.2,1101
1225963.6,1104
1207143.9,1110
1328447.9,1113
1225662.9,1114
1233542.6,1117
1352641.8,1118
1356288.4,1119
991184.2,1121
1193658.1,1123
1315287.5,1124
1282930.4,1125
1185938.2,1126
979093.25,1127
1187027.4,1128
1275762.2,1130
1329383.4,1131
1382237.8,1132
1053699.8,1133
1300480.2,1134
1355016.0,1137
1308174.1,1138
1053067.6,1139
1291928.2,1140
1284056.4,1141
1356338.8,1146
1070258.9,1152
1037560.44,1153
1313339.1,1154
1211332.5,1155
1193615.8,1156
1463802.9,1159
1288628.5,1160
1206796.8,1161
1323153.9,1162
1289753.8,1163
1256529.5,1164
1254410.5,1165
1245944.6,1166
1312119.6,1167
1225895.8,1168
1299382.8,1169
1184520.6,1170
1202823.1,1171
1233104.5,1172
1153470.4,1173
1350724.2,1174
1187652.4,1177
1323443.4,1179
1181797.1,1180
1238063.4,1183
1286895.6,1184
1137038.5,1188
1272874.1,1200
1131487.4,1201
1369232.0,1208
1221091.8,1209
1287011.6,1211
1488454.0,1212
1330436.5,1214
1293364.8,1215
1187313.8,1217
1373380.2,1218
1202546.5,1221
1100118.5,1224
1133873.6,1225
1368490.4,1227
1303533.6,1230
1223192.8,1241
1242337.0,1242
1367826.2,1244
1274669.5,1245
1413870.6,1249
1291885.0,1252
1357827.9,1253
1365369.4,1256
1249511.1,1260
1208484.8,1261
1337944.0,1271
1617382.5,1277
1324648.0,1279
1379590.2,1280
1373389.8,1281
1217630.0,1282
1479264.2,1283
1382451.0,1284
1417945.9,1285
1444990.8,1294
1430211.5,1296
1400674.0,1298
1267964.0,1299
1151372.0,1300
1420868.1,1312
1318189.6,1314
1592457.8,1315
1611102.2,1317
1614636.4,1318
1593137.0,1319
1479972.4,1321
1601045.0,1322
1416393.5,1323
1513503.2,1334
1409435.1,1335
1587182.8,1338
1537253.1,1339
1384821.2,1340
1726180.4,1341
1609050.1,1342
1332334.2,1344
1558195.0,1345
1659905.4,1346
1407379.6,2205
1259068.4,2208
1131857.6,2209
1348511.0,2211
1429127.6,2214
1357532.5,2215
1279030.4,2216
1283856.9,2217
1443120.8,2218
1297841.9,2219
1343136.8,2222
1174687.0,2225
1097814.1,2226
1165363.6,2227
1352880.1,2228
1306184.2,2231
1544297.2,2232
1289362.1,2233
1387285.6,2234
1445071.6,2236
1242119.6,2237
1197389.8,2250
1364834.8,2251
1177776.0,2253
1394288.4,2256
1146507.2,2257
1070930.1,2258
1196179.6,2259
1412270.2,2264
1312103.4,2265
1458813.6,2269
1402788.6,2271
1433812.4,2272
1321078.4,2273
1411002.5,2274
1322711.8,2276
1252671.1,2277
1346064.4,2278
1633314.9,2279
