542739.0972,20180505,X13346
506903.3534,20160428,13357
576317.9605,20180505,X13357
513078.0189,20150613,13358
616638.8744,20180505,X13358
595833.3885,20170716,13359
631217.2899,20180505,X13359
608843.313,20170417,13360
649266.428,20180505,X13360
543428.9058,20170523,13366
574084.0966,20180505,X13366
480219.8235,20140910,13414
609878.5073,20180505,X13414
570556.615,20150926,13528
693343.4918,20180505,X13528
513078.0189,20150613,13530
616638.8744,20180505,X13530
565909.9816,20150613,13542
683863.8431,20180505,X13542
671916.2723,20141004,13545
959242.7676,20180505,X13545
542267.8538,20141107,13552
703287.4055,20180505,X13552
530996.1433,20140515,13587
683090.6309,20180505,X13587
558315.8347,20140222,13588
734661.008,20180505,X13588
537979.5524,20150521,13677
652400.3913,20180505,X13677
883841.5617,20141213,14470
1246869.775,20180505,X14470
902622.7859,20141108,14471
1266600.092,20180505,X14471
838259.1749,20140405,14474
1163381.591,20180505,X14474
874942.5719,20140322,14475
1253818.171,20180505,X14475
857393.9445,20150713,14493
1070400.61,20180505,X14493
940461.4214,20150502,14494
1235785.783,20180505,X14494
953767.4274,20170309,14496
1046323.363,20180505,X14496
813761.3013,20160612,14497
928485.1576,20180505,X14497
849515.1407,20140412,14500
1206865.501,20180505,X14500
917443.5128,20140329,14501
1318506.367,20180505,X14501
886041.6054,20140301,14502
1288108.952,20180505,X14502
856856.6673,20140215,14503
1216676.571,20180505,X14503
912243.0148,20140128,14504
1317549.684,20180505,X14504
860881.0478,20150307,14536
1091091.214,20180505,X14536
906194.405,20140503,14537
1299421.102,20180505,X14537
913648.946,20160227,14541
1063808.188,20180505,X14541
840834.0793,20160719,14542
972286.4764,20180505,X14542
750830.2599,20160421,14543
849131.0226,20180505,X14543
781970.7453,20170304,14554
846010.6848,20180505,X14554
990218.5826,20151212,14556
1237079.776,20180505,X14556
954870.8265,20150502,14557
1210332.603,20180505,X14557
904303.5423,20160618,14562
1064981.515,20180505,X14562
908662.8795,20160611,14563
1067260.454,20180505,X14563
875688.9463,20160604,14564
1009351.823,20180505,X14564
926193.3304,20160319,14565
1074056.392,20180505,X14565
939650.5087,20160206,14566
1103757.057,20180505,X14566
840443.0208,20150905,14567
1049292.1,20180505,X14567
870435.52,20150606,14568
1087707.534,20180505,X14568
934736.908,20160319,14573
1095872.661,20180505,X14573
887356.3763,20151130,14575
1111903.183,20180505,X14575
844867.5192,20151022,14576
1052715.252,20180505,X14576
979355.0007,20151017,14577
1250531.498,20180505,X14577
900996.5777,20150926,14578
1112857.879,20180505,X14578
952785.1878,20141129,14580
1371959.254,20180505,X14580
970381.0547,20140823,14581
1359487.941,20180505,X14581
931384.9274,20161015,14595
1077121.852,20180505,X14595
888651.5472,20150414,14597
1151279.983,20180505,X14597
1068101.906,20150214,14598
1467200.184,20180505,X14598
849358.2133,20141206,14599
1155730.935,20180505,X14599
988217.4516,20140802,14600
1465756.265,20180505,X14600
832816.5283,20140510,14601
1156352.162,20180505,X14601
897361.3818,20160511,14620
1057291.677,20180505,X14620
896586.8653,20150505,14622
1151003.046,20180505,X14622
940461.4214,20150502,14623
1235785.783,20180505,X14623
887019.7694,20140603,14624
1212347.164,20180505,X14624
1011744.482,20150316,14626
1384781.33,20180505,X14626
869036.0975,20140920,14628
1159994.618,20180505,X14628
1064098.424,20140531,14630
1559968.079,20180505,X14630
954859.809,20140322,14631
1375132.638,20180505,X14631
925257.8633,20160723,14649
1072907.699,20180505,X14649
802521.4313,20160430,14650
938500.3552,20180505,X14650
910598.1608,20141129,14652
1273675.516,20180505,X14652
913648.946,20160227,14654
1063808.188,20180505,X14654
918676.0054,20160629,14656
1059030.319,20180505,X14656
877160.4227,20151212,14657
1071877.18,20180505,X14657
897457.8846,20141122,14658
1238402.109,20180505,X14658
936072.9877,20150625,14681
1172030.659,20180505,X14681
908111.8442,20150502,14683
1141616.254,20180505,X14683
975608.2637,20170722,14685
1031505.198,20180505,X14685
966493.3999,20160903,14688
1108819.553,20180505,X14688
927628.1625,20160604,14689
1081432.269,20180505,X14689
958047.0879,20160416,14690
1113158.834,20180505,X14690
854233.0316,20151130,14691
1055752.55,20180505,X14691
889587.3425,20151008,14692
1067514.179,20180505,X14692
920789.0243,20150711,14693
1111560.168,20180505,X14693
989624.1635,20160625,14695
1169239.334,20180505,X14695
948013.5976,20151107,14697
1181261.387,20180505,X14697
916680.8081,20151024,14698
1141725.514,20180505,X14698
979877.8127,20151017,14699
1251174.175,20180505,X14699
964482.7033,20150912,14700
1169442.206,20180505,X14700
970353.4879,20150905,14701
1220648.729,20180505,X14701
885555.1046,20150820,14702
1090186.272,20180505,X14702
937077.2641,20150730,14703
1182295.278,20180505,X14703
914053.102,20150725,14704
1137961.663,20180505,X14704
920061.2327,20150627,14706
1142438.542,20180505,X14706
965665.4361,20150530,14707
1167559.922,20180505,X14707
881275.3508,20150418,14708
1088347.089,20180505,X14708
983353.3263,20140918,14710
1367932.714,20180505,X14710
888651.5472,20150414,14730
1151279.983,20180505,X14730
1068101.906,20150214,14731
1467200.184,20180505,X14731
987972.9671,20140802,14732
1462210.222,20180505,X14732
897361.3818,20160511,14749
1057291.677,20180505,X14749
887510.1865,20140603,14750
1209487.134,20180505,X14750
878566.3705,20161217,14751
988013.2301,20180505,X14751
991638.5098,20160319,14754
1185259.676,20180505,X14754
967723.9128,20150611,14755
1274023.409,20180505,X14755
1050993.166,20150508,14756
1347537.939,20180505,X14756
1011744.482,20150316,14757
1384781.33,20180505,X14757
863155.0157,20140920,14758
1125774.092,20180505,X14758
862631.7818,20140628,14759
1130163.848,20180505,X14759
925257.8633,20160723,14774
1072907.699,20180505,X14774
990157.99,20141108,14776
1420817.454,20180505,X14776
998810.4722,20141011,14777
1442327.641,20180505,X14777
975411.9854,20140913,14778
1345537.687,20180505,X14778
873379.8571,20160220,14779
969436.4629,20180505,X14779
971862.4749,20170511,14780
1034336.782,20180505,X14780
930574.1418,20150414,14781
1193553.17,20180505,X14781
982266.9306,20170408,14794
1047831.202,20180505,X14794
1116897.321,20161029,14795
1306492.755,20180505,X14795
960077.1438,20160319,14797
1083502.227,20180505,X14797
933000.3702,20150926,14798
1155015.907,20180505,X14798
997987.7112,20150321,14799
1284855.815,20180505,X14799
1133019.518,20140222,14800
1628418.628,20180505,X14800
982721.5195,20161022,14802
1141151.84,20180505,X14802
934423.5786,20160709,14803
1072070.794,20180505,X14803
949750.7735,20160618,14804
1110007.762,20180505,X14804
970912.6752,20150818,14805
1223348.507,20180505,X14805
947768.6611,20150516,14806
1162193.237,20180505,X14806
973157.9812,20170330,14809
1029678.327,20180505,X14809
995180.6344,20151128,14812
1266335.535,20180505,X14812
993693.4581,20151024,14813
1227184.109,20180505,X14813
916680.8081,20151024,14814
1141725.514,20180505,X14814
932004.3993,20150919,14815
1159451.475,20180505,X14815
964482.7033,20150912,14816
1169442.206,20180505,X14816
973418.8341,20150620,14817
1221298.633,20180505,X14817
923051.9721,20141108,14818
1248052.057,20180505,X14818
947550.1342,20151028,14838
1181802.227,20180505,X14838
1064802.8,20141108,14840
1489136.002,20180505,X14840
986897.8011,20140913,14841
1373012.278,20180505,X14841
997286.733,20140617,14842
1424756.458,20180505,X14842
991638.5098,20160319,14853
1185259.676,20180505,X14853
863155.0157,20140920,14854
1125774.092,20180505,X14854
1047501.247,20140809,14855
1448516.154,20180505,X14855
1022156.553,20140623,14856
1425923.484,20180505,X14856
954418.5193,20140429,14857
1358184.78,20180505,X14857
995632.2877,20140109,14858
1402244.383,20180505,X14858
989294.4723,20160411,14873
1164534.908,20180505,X14873
1038280.466,20160409,14874
1221416.132,20180505,X14874
975201.2771,20160405,14875
1142621.663,20180505,X14875
895412.448,20150912,14876
1103153.683,20180505,X14876
1004733.967,20161008,14886
1154970.166,20180505,X14886
964704.3393,20150927,14890
1208806.598,20180505,X14890
1077176.488,20150824,14891
1346207.017,20180505,X14891
1150158.871,20150630,14892
1447874.276,20180505,X14892
1104883.195,20150509,14893
1450900.786,20180505,X14893
1054924.818,20170617,14895
1110365.036,20180505,X14895
1076540.868,20161217,14896
1225617.124,20180505,X14896
1049481.105,20160213,14897
1212762.286,20180505,X14897
1063281.606,20170811,14900
1121224.062,20180505,X14900
1092317.324,20170408,14901
1165006.111,20180505,X14901
1040583.479,20170304,14902
1126851.69,20180505,X14902
1056378.594,20170225,14903
1146952.767,20180505,X14903
1063084.925,20160917,14904
1221241.982,20180505,X14904
966387.8853,20160730,14905
1136245.96,20180505,X14905
1065834.089,20160428,14906
1267587.913,20180505,X14906
1055353.201,20160119,14907
1269697.195,20180505,X14907
972080.7188,20151212,14908
1207759.31,20180505,X14908
989286.6539,20151202,14910
1215852.407,20180505,X14910
1048442.439,20151024,14911
1290488.154,20180505,X14911
1054473.167,20151020,14912
1311387.915,20180505,X14912
1031291.293,20150928,14913
1274550.258,20180505,X14913
1006990.052,20150902,14914
1252047.584,20180505,X14914
1032754.767,20150801,14915
1285545.787,20180505,X14915
1131817.735,20150613,14916
1424062.846,20180505,X14916
955750.1312,20150418,14917
1183662.767,20180505,X14917
1074926.177,20141004,14919
1474553.701,20180505,X14919
1127961.626,20141206,14938
1652566.63,20180505,X14938
1043884.879,20141118,14939
1406461.961,20180505,X14939
1084294.841,20140919,14940
1496848.612,20180505,X14940
1117503.763,20140517,14941
1576102.04,20180505,X14941
1092104.376,20140222,14943
1531744.714,20180505,X14943
965150.7546,20170228,14960
1031064.791,20180505,X14960
1088463.937,20170211,14961
1183577.454,20180505,X14961
979765.243,20140926,14963
1283077.879,20180505,X14963
1021307.067,20170318,14980
1098884.435,20180505,X14980
1084327.54,20161014,14982
1247883.335,20180505,X14982
1050298.893,20161008,14983
1216250.101,20180505,X14983
1028782.375,20161006,14984
1179809.488,20180505,X14984
1022889.347,20151212,14985
1242340.448,20180505,X14985
1103567.9,20151017,14986
1377619.602,20180505,X14986
955289.5979,20150730,14987
1158508.395,20180505,X14987
1010041.093,20150711,14988
1249573.239,20180505,X14988
969129.1896,20150616,14989
1232219.523,20180505,X14989
975560.8497,20141107,14990
1306939.593,20180505,X14990
1187795.863,20171028,14995
1251614.888,20180505,X14995
1205876.099,20170429,14997
1290604.04,20180505,X14997
1122562.023,20161127,14998
1294533.053,20180505,X14998
1165745.246,20160430,14999
1383571.266,20180505,X14999
1201425.115,20160407,15000
1435205.893,20180505,X15000
1119973.479,20160317,15002
1331308.893,20180505,X15002
1180931.733,20151212,15003
1474528.669,20180505,X15003
1218161.562,20151205,15004
1532189.126,20180505,X15004
1148717.143,20151114,15005
1435746.295,20180505,X15005
1122996.822,20150926,15006
1374673.855,20180505,X15006
1146709.621,20150314,15007
1467438.474,20180505,X15007
1235345.04,20141206,15008
1692438.051,20180505,X15008
1159746.281,20140526,15009
1620134.238,20180505,X15009
1112906.842,20170617,15014
1171319.839,20180505,X15014
1154602.892,20170401,15015
1223361.616,20180505,X15015
1089016.346,20170527,15017
1145742.092,20180505,X15017
1221542.146,20170422,15018
1305322.882,20180505,X15018
1213873.406,20170218,15019
1309347.123,20180505,X15019
1117826.209,20161029,15020
1286724.531,20180505,X15020
1210273.401,20161008,15021
1393602.364,20180505,X15021
1098493.875,20160909,15022
1247288.606,20180505,X15022
1129065.988,20160625,15023
1330541.143,20180505,X15023
1065834.089,20160428,15024
1267587.913,20180505,X15024
1130738.217,20151118,15025
1410130.701,20180505,X15025
1048442.439,20151024,15026
1290488.154,20180505,X15026
1197425.871,20150613,15027
1527791.406,20180505,X15027
1131817.735,20150613,15028
1424062.846,20180505,X15028
1073487.237,20150502,15029
1317543.592,20180505,X15029
1037529.178,20141113,15030
1426526.563,20180505,X15030
1026064.352,20170322,15052
1086958.356,20180505,X15052
1187608.333,20140830,15053
1628770.36,20180505,X15053
1161040.532,20140614,15054
1588436.86,20180505,X15054
1207592.124,20160723,15072
1421525.846,20180505,X15072
1171948.781,20150808,15073
1473429.605,20180505,X15073
1131501.352,20170513,15075
1197407.763,20180505,X15075
1069937.132,20161126,15076
1206246.421,20180505,X15076
1084327.54,20161014,15080
1247883.335,20180505,X15080
1223020.718,20160625,15081
1445001.223,20180505,X15081
1075057.587,20160309,15082
1265343.633,20180505,X15082
1022889.347,20151212,15083
1242340.448,20180505,X15083
1000413.993,20170527,15093
1048625.606,20180505,X15093
1114526.241,20161211,15094
1254906.298,20180505,X15094
1259592.279,20161015,15095
1450941.838,20180505,X15095
1170082.329,20160820,15096
1356401.939,20180505,X15096
1201425.115,20160407,15097
1435205.893,20180505,X15097
1211728.543,20151114,15098
1506608.998,20180505,X15098
1201289.629,20151017,15099
1496853.435,20180505,X15099
1113309.017,20150905,15100
1382182.343,20180505,X15100
1186839.291,20150829,15101
1483123.348,20180505,X15101
1190914.763,20150725,15105
1493051.757,20180505,X15105
1201713.973,20170614,15107
1264916.241,20180505,X15107
1198093.103,20170603,15108
1261192.326,20180505,X15108
1175152.833,20170527,15109
1237282.773,20180505,X15109
1213873.406,20170218,15110
1309347.123,20180505,X15110
1309499.307,20160227,15112
1544954.466,20180505,X15112
1255687.766,20151214,15113
1544815.171,20180505,X15113
1130738.217,20151118,15114
1410130.701,20180505,X15114
1238559.333,20150919,15115
1545004.895,20180505,X15115
1225706.176,20150829,15116
1522294.427,20180505,X15116
1043318.489,20150711,15117
1272137.107,20180505,X15117
1256242.196,20141121,15118
1685019.024,20180505,X15118
1140708.196,20170513,15138
1209263.524,20180505,X15138
1201830.069,20150801,15139
1494818.864,20180505,X15139
1140691.836,20150829,15148
1428458.845,20180505,X15148
1213338.675,20161126,15151
1396372.215,20180505,X15151
1283661.531,20160305,15152
1511294.47,20180505,X15152
1239507.757,20150411,15153
1558963.389,20180505,X15153
1268378.608,20150327,15154
1629109.253,20180505,X15154
1163325.876,20141208,15155
1548026.039,20180505,X15155
1349478.573,20170225,15165
1464886.49,20180505,X15165
1244039.229,20161203,15166
1408274.643,20180505,X15166
1317797.163,20161015,15167
1510205.351,20180505,X15167
1360634.962,20160903,15168
1609236.452,20180505,X15168
1399366.447,20160827,15169
1612381.161,20180505,X15169
1132955.386,20160806,15170
1272501.908,20180505,X15170
1287870.227,20160312,15171
1513174.969,20180505,X15171
1321322.958,20150704,15172
1631777.282,20180505,X15172
1310779.48,20150613,15173
1668407.021,20180505,X15173
1479347.007,20150328,15174
1840461.527,20180505,X15174
1369364.02,20150304,15175
1729168.32,20180505,X15175
1361285.51,20140531,15176
1863008.978,20180505,X15176
1299887.86,20170708,15183
1367103.14,20180505,X15183
1312080.991,20170624,15184
1380598.902,20180505,X15184
1317677.285,20160730,15186
1551571.259,20180505,X15186
1323339.841,20160409,15187
1557419.408,20180505,X15187
1333494.663,20150926,15188
1625579.996,20180505,X15188
1447154.078,20170513,15197
1543071.652,20180505,X15197
1356458.718,20150718,15199
1664092.214,20180505,X15199
1322810.675,20141213,15200
1702532.981,20180505,X15200
1235749.096,20161112,15208
1393417.762,20180505,X15208
1330708.882,20170325,15211
1434880.568,20180505,X15211
1231914.531,20161117,15212
1410434.439,20180505,X15212
1337795.668,20160430,15213
1587860.283,20180505,X15213
1273977.897,20151017,15214
1582929.737,20180505,X15214
1242570.153,20150502,15215
1554148.097,20180505,X15215
1443299.566,20170708,15223
1519122.125,20180505,X15223
1440147.272,20161203,15224
1629096.582,20180505,X15224
1467513.216,20161119,15225
1661635.367,20180505,X15225
1515940.386,20150815,15226
1840836.477,20180505,X15226
1319670.909,20150523,15227
1603013.334,20180505,X15227
1263381.814,20170429,15229
1320118.029,20180505,X15229
1436277.129,20161230,15230
1625679.805,20180505,X15230
1353667.165,20170909,15231
1424242.867,20180505,X15231
1344643.977,20151017,15234
1640790.853,20180505,X15234
1177331.908,20150321,15235
1378481.002,20180505,X15235
1369714.216,20170225,15248
1465481.111,20180505,X15248
1286850.735,20170720,15250
1351741.813,20180505,X15250
1462140.406,20160430,15251
1730495.831,20180505,X15251
1674963.52,20171202,15256
1766033.943,20180505,X15256
1495847.162,20170708,15258
1575212.982,20180505,X15258
1432840.441,20151211,15266
1701577.583,20180505,X15266
1358543.114,20151107,15267
1592603.305,20180505,X15267
1358974.809,20141115,15268
1719587.857,20180505,X15268
1572072.492,20170506,15272
1672399.354,20180505,X15272
1564684.501,20170325,15275
1633243.764,20180505,X15275
1664512.201,20161112,15276
1858773.077,20180505,X15276
1652222.836,20161007,15277
1847325.833,20180505,X15277
1553596.076,20151205,15278
1854915.695,20180505,X15278
1228163.053,20161119,15282
1347909.829,20180505,X15282
1480407.1,20161107,15283
1637367.838,20180505,X15283
1717371.965,20160609,15284
1937758.283,20180505,X15284
1359766.79,20151107,15285
1596678.819,20180505,X15285
1521759.374,20170715,15292
1597678.341,20180505,X15292
1408671.869,20170530,15293
1476279.916,20180505,X15293
1686209.975,20161202,15294
1878583.863,20180505,X15294
1630814.832,20161210,15297
1815598.614,20180505,X15297
1663723.207,20161112,15298
1857900.588,20180505,X15298
1673071.646,20151128,15299
2033363.182,20180505,X15299
1678458.494,20170624,15303
1763577.77,20180505,X15303
1689192.835,20161202,15308
1879345.92,20180505,X15308
1734159.035,20160917,15325
1883676.664,20180505,X15325
1812043.031,20170520,15327
1897956.696,20180505,X15327
428933.2449,20170722,15427
455211.31,20180505,X15427
352849.006,20150808,15433
425820.6064,20180505,X15433
403659.7641,20160819,15440
450603.1583,20180505,X15440
410606.1987,20160725,15442
488179.2688,20180505,X15442
359196.7292,20150120,15453
417472.4323,20180505,X15453
471312.6089,20170713,15556
500437.2768,20180505,X15556
425719.6057,20160222,15559
483985.6589,20180505,X15559
359196.7292,20150120,15576
417472.4323,20180505,X15576
391067.9561,20140415,15584
490475.4499,20180505,X15584
402520.5369,20151122,15672
487303.5295,20180505,X15672
440968.121,20150908,15674
598659.0694,20180505,X15674
395749.9323,20140501,15675
539981.4616,20180505,X15675
438643.8462,20160802,15685
498265.7045,20180505,X15685
425719.6057,20160222,15686
483985.6589,20180505,X15686
490564.3378,20170210,15696
522532.3445,20180505,X15696
410858.228,20161103,15698
468571.9387,20180505,X15698
441675.1776,20150630,15703
546658.3561,20180505,X15703
424180.8083,20140921,15710
551414.4325,20180505,X15710
414189.1913,20151208,15796
505736.4448,20180505,X15796
402520.5369,20151122,15798
487303.5295,20180505,X15798
439813.4256,20150718,15816
