476714.9352,20140628,144
625515.7748,20180505,X144
538987.5057,20141112,201
692304.2989,20180505,X201
651465.4025,20141014,362
881074.1207,20180505,X362
599751.5926,20140412,367
778088.5005,20180505,X367
937397.5064,20140222,466
1402552.407,20180505,X466
715333.4822,20160121,524
802078.1637,20180505,X524
845569.534,20150318,613
1085186.653,20180505,X613
932644.3287,20140531,616
1320314.971,20180505,X616
900813.4745,20141025,646
1250576.939,20180505,X646
829395.4545,20140816,650
1108476.136,20180505,X650
945405.0554,20151104,729
1180463.317,20180505,X729
882596.2128,20151219,781
1084762.905,20180505,X781
942736.9495,20170916,806
994190.0494,20180505,X806
995762.924,20150221,824
1305139.532,20180505,X824
929443.9618,20141030,828
1290569.213,20180505,X828
1016674.514,20170522,882
1079048.409,20180505,X882
917002.379,20150907,888
1113075.084,20180505,X888
959710.2295,20150711,890
1170421.449,20180505,X890
920185.337,20150323,893
1155290.215,20180505,X893
913058.7534,20150713,938
1079211.668,20180505,X938
1045135.267,20150428,940
1298321.104,20180505,X940
1002071.139,20150411,969
1268333.729,20180505,X969
994038.232,20141203,971
1374230.634,20180505,X971
1053886.337,20151017,999
1307616.185,20180505,X999
986818.1339,20150623,1001
1218842.156,20180505,X1001
1255087.333,20150329,1033
1610398.761,20180505,X1033
1113192.537,20150321,1034
1400500.627,20180505,X1034
1130575.733,20170624,1046
1189742.677,20180505,X1046
1175287.662,20170429,1047
1246968.226,20180505,X1047
1176113.588,20160604,1058
1376533.154,20180505,X1058
1086614.66,20160604,1059
1250427.397,20180505,X1059
1063601.002,20151201,1060
1330117.343,20180505,X1060
1090322.006,20150926,1061
1281210.818,20180505,X1061
1044700.315,20150704,1063
1277370.099,20180505,X1063
1222684.828,20160305,1100
1437957.058,20180505,X1100
1006526.008,20150817,1102
1233482.594,20180505,X1102
1114420.328,20150605,1103
1387766.994,20180505,X1103
1266748.388,20170224,1111
1359709.293,20180505,X1111
1359388.054,20160625,1116
1608996.262,20180505,X1116
1151887.119,20150718,1129
1407395.62,20180505,X1129
1224261.77,20150328,1135
1524215.004,20180505,X1135
1343902,20150321,1136
1692093.001,20180505,X1136
1138675.591,20170422,1157
1203406.879,20180505,X1157
1172100.759,20150816,1175
1448121.629,20180505,X1175
1295544.36,20150711,1176
1596329.957,20180505,X1176
1210221.271,20150321,1181
1515361.555,20180505,X1181
1140901.395,20141002,1185
1499019.027,20180505,X1185
1198756.332,20140905,1186
1604222.017,20180505,X1186
1114420.328,20150605,1202
1387766.994,20180505,X1202
1378738.098,20160319,1216
1622740.865,20180505,X1216
1222339.41,20151009,1219
1496903.523,20180505,X1219
1278603.922,20150926,1220
1568506.587,20180505,X1220
1350998.357,20150704,1222
1702268.913,20180505,X1222
1293729.576,20150613,1223
1607665.604,20180505,X1223
1308835.719,20150314,1228
1636831.505,20180505,X1228
1421544.347,20150313,1229
1798068.803,20180505,X1229
1371550.279,20180101,1237
1374654.648,20180505,X1237
1236133.956,20170208,1246
1339266.845,20180505,X1246
1193404.342,20170130,1247
1265164.032,20180505,X1247
1314947.348,20161210,1248
1485722.999,20180505,X1248
1277148.203,20161203,1250
1440348.803,20180505,X1250
1274453.102,20161203,1251
1450336.471,20180505,X1251
1268760.531,20160604,1254
1472398.532,20180505,X1254
1428431.653,20151107,1255
1730676.786,20180505,X1255
1253013.14,20151016,1257
1547689.035,20180505,X1257
1195377.437,20151013,1258
1466215.974,20180505,X1258
1324356.025,20141015,1262
1761214.229,20180505,X1262
1354853.318,20161112,1272
1539302.631,20180505,X1272
1330736.272,20160722,1273
1547346.129,20180505,X1273
1420341.622,20150321,1286
1756323.006,20180505,X1286
1463081.011,20170408,1295
1539765.444,20180505,X1295
1311951.227,20161105,1297
1477440.763,20180505,X1297
1463696.982,20170325,1311
1559632.931,20180505,X1311
1462066.851,20150509,1327
1774089.251,20180505,X1327
1488398.791,20170520,1336
1566628.794,20180505,X1336
1499370.596,20150810,1343
1811961.692,20180505,X1343
1251586.295,20151212,2223
1540667.349,20180505,X2223
1183036.317,20151121,2224
1459506.105,20180505,X2224
1253722.093,20170216,2254
1362788.825,20180505,X2254
1307760.485,20160803,2255
1512929.109,20180505,X2255
1318630.092,20140419,2260
1815172.645,20180505,X2260
1344313.934,20151010,2275
1624944.741,20180505,X2275
1169217.108,20150808,2298
1431988.821,20180505,X2298
1253880.216,20150718,2299
1536564.683,20180505,X2299
1383806.464,20150611,2302
1717399.068,20180505,X2302
1182501.98,20170515,2324
1245370.714,20180505,X2324
1324425.877,20140628,2331
1767932.387,20180505,X2331
1324879.762,20170225,2359
1418261.987,20180505,X2359
1446399.401,20161217,2360
1638543.509,20180505,X2360
1433038.543,20161022,2361
1641264.736,20180505,X2361
1290872.052,20140329,2374
1695012.892,20180505,X2374
1481107.27,20170722,2380
1563973.035,20180505,X2380
1417428.963,20170408,2383
1501254.519,20180505,X2383
1587972.312,20170320,2397
1710817.693,20180505,X2397
1517118.947,20170318,2398
1630741.744,20180505,X2398
1491358.391,20161112,2402
1716872.05,20180505,X2402
1582596.028,20141206,2418
2030532.887,20180505,X2418
1503810.242,20161015,2426
1724024.11,20180505,X2426
1494511.795,20160806,2429
1704909.217,20180505,X2429
1391045.401,20151107,2432
1695810.736,20180505,X2432
1503552.492,20150926,2433
1818258.04,20180505,X2433
1408418.678,20150530,2434
1708080.156,20180505,X2434
1470177.075,20160521,2440
1693143.967,20180505,X2440
1583332.822,20161210,2463
1782447.277,20180505,X2463
1650300.926,20160716,2468
1872911.125,20180505,X2468
1607363.218,20160528,2469
1811465.96,20180505,X2469
1713674.795,20151212,2472
2039438.839,20180505,X2472
1724001.467,20150512,2473
2068600.572,20180505,X2473
1851639.885,20150321,2474
2247698.435,20180505,X2474
1653252.632,20170617,2479
1740594.447,20180505,X2479
1619404.906,20151202,2482
1931372.219,20180505,X2482
1538596.049,20151024,2490
1831716.072,20180505,X2490
1608516.544,20140912,2494
2055415.597,20180505,X2494
1653605.79,20170524,2497
1744685.501,20180505,X2497
1578940.433,20160402,2501
1800029.867,20180505,X2501
1721471.391,20160305,2521
1936146.279,20180505,X2521
1698815.767,20170617,2524
1793316.478,20180505,X2524
1850772.609,20170624,2539
1939947.999,20180505,X2539
1989520.321,20170225,2541
2100556.345,20180505,X2541
1884754.125,20170603,2556
1989043.401,20180505,X2556
1811859.023,20170601,2557
1897086.559,20180505,X2557
1924647.685,20150523,2569
2268115.326,20180505,X2569
1664129.718,20151006,2576
1917601.965,20180505,X2576
2335204.583,20170617,2578
2467606.117,20180505,X2578
2404703.42,20160323,2625
2656113.311,20180505,X2625
583887.7429,20150328,2997
718557.242,20180505,X2997
687999.1225,20140329,3013
941256.4857,20180505,X3013
624381.6666,20140301,3015
816250.1064,20180505,X3015
706726.8009,20150228,3121
889820.5959,20180505,X3121
698038.9304,20160604,3204
793896.0298,20180505,X3204
710114.0371,20150928,3206
859373.6699,20180505,X3206
797472.0635,20140301,3216
1156640.286,20180505,X3216
669780.7926,20150627,3276
788189.6528,20180505,X3276
713578.204,20150928,3289
863613.3217,20180505,X3289
781273.5727,20160528,3327
880715.9957,20180505,X3327
816921.2071,20151107,3328
1006598.004,20180505,X3328
797308.0878,20150314,3335
982855.276,20180505,X3335
809973.6867,20150307,3336
995329.7711,20180505,X3336
885546.8142,20150226,3338
1149571.664,20180505,X3338
793631.1166,20141018,3341
1087130.144,20180505,X3341
880987.8668,20170716,3405
930630.571,20180505,X3405
347256.4886,20141008,12952
445025.8227,20180505,X12952
384855.3365,20150609,12975
479144.9172,20180505,X12975
413009.7502,20150222,12979
516483.0633,20180505,X12979
403189.3594,20150624,12991
483896.6841,20180505,X12991
390040.9479,20141108,12995
512204.0675,20180505,X12995
382613.1959,20140821,12997
506280.821,20180505,X12997
378029.2474,20140122,12998
492806.6523,20180505,X12998
413102.7922,20161130,13013
463963.8734,20180505,X13013
412413.4967,20160322,13014
465032.4247,20180505,X13014
398714.6932,20140924,13015
510222.0387,20180505,X13015
374584.6637,20140815,13016
472834.9035,20180505,X13016
423112.6124,20160716,13062
503272.6626,20180505,X13062
395716.4613,20160224,13066
459533.6151,20180505,X13066
429783.775,20160922,13070
493978.1122,20180505,X13070
378568.864,20140503,13072
482007.3385,20180505,X13072
469971.4436,20170712,13076
496694.3657,20180505,X13076
463479.0657,20170710,13077
489697.4862,20180505,X13077
509245.5132,20170203,13078
544894.716,20180505,X13078
452428.8142,20161027,13079
512741.1602,20180505,X13079
485979.3285,20160530,13082
554827.3657,20180505,X13082
511405.2488,20160305,13083
597479.3766,20180505,X13083
429116.1619,20141220,13084
555176.2336,20180505,X13084
445249.4925,20161019,13091
509438.5526,20180505,X13091
480466.1214,20160519,13092
547516.1597,20180505,X13092
430929.6376,20141203,13094
548724.698,20180505,X13094
485979.3285,20160530,13099
554827.3657,20180505,X13099
414223.9842,20140818,13100
536709.4629,20180505,X13100
484771.3859,20160726,13146
550555.2905,20180505,X13146
423533.2773,20140919,13148
547359.3867,20180505,X13148
421440.4189,20140711,13149
545279.6533,20180505,X13149
438545.8579,20140621,13150
549094.8237,20180505,X13150
438177.2425,20140315,13153
572687.2045,20180505,X13153
428933.1081,20150609,13211
518871.9173,20180505,X13211
472682.5851,20160416,13217
545572.9153,20180505,X13217
429116.1619,20141220,13221
555176.2336,20180505,X13221
495537.8429,20170722,13227
523670.2702,20180505,X13227
454342.8196,20140818,13232
579214.1149,20180505,X13232
492543.873,20170302,13275
529729.7146,20180505,X13275
467471.1839,20150205,13340
572548.5249,20180505,X13340
509531.5526,20170325,13346
