Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
6992,NA,48,mount waverley,3149,20170302,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,70,13,38,N,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,17.7,23.3,0,23.8,1.1,0.9,2.4,2.53,1580000,2120000,529,15.2,NrlyLvl,NA,NA,NA,1800000
6993,NA,13,mount waverley,3149,20161022,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,65,28,39,Y,N,Y,Y,54.5,NA,NA,NA,0,0,NA,NA,NA,NA,6.9,13.2,16.4,19.7,0.6,0.4,2.9,1.85,1660000,2220000,702,16.8,NrlyLvl,NA,1080000,1400000,1760000
6994,NA,257,mount waverley,3149,20160909,WkDay,FDay,WrkngDy,sold,Hse,5,2,4,70,13,38,Y,N,Y,N,54.5,NA,NA,NA,2,0,165000,NA,1997,NA,16,16.7,0.6,23.5,0.7,0.8,2.2,2.71,1660000,2220000,672,18,NrlyLvl,NA,1210000,1150000,1710000
6995,NA,34,mount waverley,3149,20160827,WkEnd,SDay,WrkngDy,sold,Hse,4,2,1,66,15,41,N,N,N,N,54.5,NA,NA,NA,1,1,NA,730,NA,2017,9.3,16.3,0,23.5,0.6,0.5,3.4,1.72,1740000,2330000,761,17.3,NrlyLvl,NA,1840000,1850000,1777000
6996,NA,1,mount waverley,3149,20160608,WkDay,WDay,WrkngDy,sold,Hse,5,2,2,74,17,41,N,N,N,N,54.5,NA,NA,NA,3,0,1420000,NA,2010,NA,9.7,14.7,1.2,20.3,0.4,0.4,2.3,1.9,NA,NA,754,NA,GntlyInclnd,NA,1220000,1380000,1785000
6997,NA,8,mount waverley,3149,20160322,WkDay,TuDay,WrkngDy,sold,Hse,5,2,3,66,15,41,Y,N,N,N,54.5,NA,NA,NA,3,0,185500,NA,1997,NA,11.4,24.3,0,20.8,1,0.9,3.8,1.65,1740000,2330000,735,18.2,GntlyInclnd,NA,2460000,2820000,1750000
6998,NA,4,mount waverley,3149,20160227,WkEnd,SDay,WrkngDy,sold,Hse,5,2,3,64,22,40,N,Y,Y,N,54.5,NA,NA,NA,5,0,1500000,NA,2014,NA,17.7,22.2,0,24.9,2,1,4.7,1.63,1740000,2330000,725,16.9,NrlyLvl,NA,1080000,1200000,1700000
6999,NA,41,mount waverley,3149,20151031,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,71,14,35,N,N,Y,N,54.5,NA,NA,NA,2,0,495000,NA,2001,NA,15.7,25.9,1,23.7,1.2,0.5,2.8,2.22,1660000,2220000,720,18.4,NrlyLvl,NA,1970000,1460000,1715000
7000,NA,6,mount waverley,3149,20151030,WkDay,FDay,WrkngDy,sold,Hse,5,3,2,68,12,41,N,N,Y,N,54.5,NA,NA,NA,2,1,87500,600,1979,2016,12.6,27.4,0,22.9,1.8,1,2.1,2.99,NA,NA,766,NA,ModInclnd,NA,2200000,1350000,1733600
7001,NA,58,mount waverley,3149,20151024,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,67,21,40,Y,N,N,N,54.5,NA,NA,NA,2,0,153000,NA,1997,NA,9.2,19.5,0,24.8,1.3,0.6,3.9,1.46,1660000,2220000,940,22,NrlyLvl,NA,1630000,1470000,1700000
7002,NA,5,mount waverley,3149,20150930,WkDay,WDay,WrkngDy,sold,Hse,4,3,4,68,12,41,Y,Y,Y,N,54.5,NA,NA,NA,2,0,265000,NA,1995,NA,11.5,15.9,0,22.7,2.5,1.7,1.9,2.89,1660000,2220000,1015,58,GntlyInclnd,NA,1600000,1970000,1770000
7003,NA,18,mount waverley,3149,20150912,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,65,24,39,N,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,12.2,21.7,0,19,2,0.5,2.7,0.51,1740000,2330000,1025,19.9,GntlyInclnd,NA,901000,1240000,1732000
7004,NA,20,mount waverley,3149,20150627,WkEnd,SDay,WrkngDy,sold,HseTwnHseVacLnd,2,1,1,51,37,42,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,8,14.1,0,24.5,0.6,0.4,2,2.93,NA,NA,733,18.4,NrlyLvl,NA,1510000,1080000,1701000
7005,NA,27,mount waverley,3149,20150614,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,70,13,38,N,N,N,N,54.5,NA,NA,NA,2,0,160000,NA,1997,NA,5.8,17.4,0,23.8,1.1,0.9,2.4,2.56,1420000,1800000,556,15.7,GntlyInclnd,NA,1460000,1420000,1750000
7006,NA,6,mount waverley,3149,20141206,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,66,23,42,Y,Y,Y,Y,54.5,NA,NA,NA,2,2,296500,950,2000,2017,15.4,22.7,2.6,19.6,2.1,2.1,5.2,0.92,1240000,1660000,694,42.5,GntlyInclnd,NA,1400000,1630000,1751000
7007,NA,18,mount waverley,3149,20141107,WkDay,FDay,WrkngDy,sold,Hse,4,2,1,68,23,44,Y,N,Y,N,54.5,NA,NA,NA,2,0,1125000,NA,2013,NA,11.1,32.1,0,23.3,0.3,0.3,3.1,1.98,1740000,2330000,782,18.7,NrlyLvl,NA,1970000,1840000,1800000
7008,NA,5,mount waverley,3149,20140329,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,64,21,40,N,N,Y,Y,54.5,NA,NA,NA,3,1,1700000,400,2014,2010,12.3,22.1,0.2,19.9,1.6,0.4,1.8,2.36,NA,NA,781,48.4,GntlyInclnd,NA,1200000,1210000,1700000
7016,NA,1,mount waverley,3149,20160820,WkEnd,SDay,WrkngDy,sold,Hse,6,3,2,64,23,37,N,Y,Y,N,54.5,NA,NA,NA,1,1,NA,720,NA,2016,6.9,13.6,9.4,23.4,1.1,0.5,1.9,3.12,1740000,2330000,913,NA,GntlyInclnd,NA,1210000,1150000,1720000
7017,NA,4,mount waverley,3149,20160803,WkDay,WDay,WrkngDy,sold,Hse,4,3,2,67,23,42,Y,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,8.7,12.8,2.8,22.9,1.3,0.5,2.3,2.35,1740000,2330000,804,NA,GntlyInclnd,NA,1970000,1800000,1800000
7018,NA,6,mount waverley,3149,20150918,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,67,23,42,N,N,Y,N,54.5,NA,NA,NA,1,2,NA,380,NA,2017,10.5,14.7,0,23.1,1.1,0.4,2.7,2.39,1660000,2220000,886,55.5,NrlyLvl,NA,1550000,1400000,1700000
7019,NA,17,mount waverley,3149,20150328,WkEnd,SDay,WrkngDy,sold,VacLnd,NA,NA,0,66,15,41,Y,N,N,N,54.5,NA,NA,NA,1,2,NA,445,NA,2006,12.7,19.1,0,23.7,0.8,0.7,3.6,1.6,1580000,2120000,1513,NA,NrlyLvl,NA,1220000,1350000,1841000
7020,NA,21,mount waverley,3149,20150321,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,68,23,44,Y,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,11.9,22.7,0,23.2,0.8,0.4,3.2,1.89,1290000,1830000,765,18.4,NrlyLvl,NA,1550000,1400000,1870000
7021,NA,149,mount waverley,3149,20150301,WkEnd,SDay,WrkngDy,sold,Hse,5,4,1,69,11,31,Y,N,Y,Y,54.5,NA,NA,NA,3,0,732500,NA,2009,NA,15.2,20.8,15.8,24.7,0.6,0.6,3.4,1.01,1370000,1830000,645,16.9,NrlyLvl,NA,1510000,1080000,1850000
7023,NA,14,mount waverley,3149,20171119,WkEnd,SDay,WrkngDy,sold,Hse,1,1,1,64,23,37,N,N,N,N,54.5,NA,NA,NA,2,1,1175000,300,2015,2006,15.1,29.3,24.8,24.3,0.4,0.4,1.8,3.12,NA,NA,915,NA,ModInclnd,NA,1210000,1150000,1820000
7024,NA,36,mount waverley,3149,20171118,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,66,15,41,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,16.1,28.1,0,23.8,0.6,0.8,3.6,1.62,NA,NA,761,18.4,ModInclnd,NA,1550000,1220000,1831000
7025,NA,35,mount waverley,3149,20170913,WkDay,WDay,WrkngDy,sold,Hse,4,3,2,71,14,35,Y,Y,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,13.3,16.4,2,23.6,1.1,0.4,2.9,2.15,NA,NA,2134,NA,GntlyInclnd,NA,1970000,1730000,1800000
7026,NA,3,mount waverley,3149,20170901,WkDay,FDay,WrkngDy,sold,Hse,3,2,2,66,15,41,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,3.7,17,0,23.7,0.7,0.8,3.1,1.59,NA,NA,792,18.8,NrlyLvl,NA,1550000,1220000,1825000
7027,NA,17,mount waverley,3149,20170826,WkEnd,SDay,WrkngDy,sold,Hse,6,2,2,70,13,38,Y,N,Y,N,54.5,NA,NA,NA,4,0,1056000,NA,2010,NA,9.9,15.3,0,23.9,1.2,1,2.5,2.51,NA,NA,553,15.7,GntlyInclnd,NA,1210000,1150000,1840000
7028,NA,15,mount waverley,3149,20170727,WkDay,ThDay,WrkngDy,sold,Hse,4,3,2,74,17,41,Y,N,N,N,54.5,NA,NA,NA,4,1,1688000,750,2015,2016,4.4,14.2,2,23.1,1.2,0.3,2.5,2.06,NA,NA,709,21.5,NrlyLvl,NA,1820000,1840000,1852000
7029,NA,273,mount waverley,3149,20170422,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,70,13,38,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,16.9,22.5,4.6,23.4,0.9,0.9,2.1,2.78,1660000,2220000,992,21.8,NrlyLvl,NA,1080000,1200000,1850000
7030,NA,16,mount waverley,3149,20170404,WkDay,TuDay,WrkngDy,sold,Hse,5,3,2,67,23,42,N,N,Y,Y,54.5,NA,NA,NA,2,0,373500,NA,2000,NA,10,24.4,0,23.1,1.4,1.4,2.6,2.22,NA,NA,676,16,NrlyLvl,NA,2200000,2820000,1900000
7031,NA,137,mount waverley,3149,20170331,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,71,15,41,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,10.1,17.9,2.8,24.6,1.5,1.2,4.8,1.37,959000,1460000,836,20.1,GntlyInclnd,NA,958890,1440000,1880500
7032,NA,12,mount waverley,3149,20170325,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,74,17,41,Y,Y,Y,N,54.5,NA,NA,NA,3,0,262500,NA,1989,NA,15.3,29.7,0,23.3,1.1,0.6,2.7,1.91,NA,NA,652,NA,NrlyLvl,NA,1350000,2200000,1810000
7034,NA,48,mount waverley,3149,20170302,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,70,13,38,N,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,17.7,23.3,0,23.8,1.1,0.9,2.4,2.53,1580000,2120000,529,15.2,NrlyLvl,NA,NA,NA,1800000
7035,NA,37,mount waverley,3149,20170224,WkDay,FDay,WrkngDy,sold,Hse,4,3,3,66,15,41,N,N,Y,Y,54.5,NA,NA,NA,2,0,86000,NA,1986,NA,15.8,20,1.4,23.2,0.4,0.4,3.1,1.92,1660000,2220000,759,17.8,NrlyLvl,NA,NA,NA,1865000
7036,NA,5,mount waverley,3149,20161203,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,71,14,39,N,N,Y,N,54.5,NA,NA,NA,2,0,94500,NA,1986,NA,9.9,23.9,0,25.6,2,1.2,1.8,1.07,1660000,2220000,721,16.9,NrlyLvl,NA,1410000,1460000,1855500
7037,NA,21,mount waverley,3149,20161203,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,66,15,41,Y,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,9.9,23.9,0,23.8,0.7,0.9,3.7,1.51,1740000,2330000,898,17.5,NrlyLvl,NA,1640000,1840000,1850000
7038,NA,9,mount waverley,3149,20161110,WkDay,ThDay,WrkngDy,sold,Hse,4,2,3,66,15,41,Y,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,11.9,17.5,0,20.8,0.9,0.9,2.7,1.66,1740000,2330000,723,69.4,NrlyLvl,NA,1640000,1840000,1870000
7039,NA,6,mount waverley,3149,20161108,WkDay,TuDay,WrkngDy,sold,Hse,5,3,2,58,27,39,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,11,18.2,0.2,22.3,1.5,0.7,2.2,2.61,1740000,2330000,855,19.8,GntlyInclnd,NA,1350000,2200000,1860000
7040,NA,39,mount waverley,3149,20161024,WkDay,MDay,WrkngDy,sold,Hse,4,2,2,51,32,43,Y,N,N,N,54.5,NA,NA,NA,2,2,655000,380,2008,2010,9.4,17.1,0.4,25.7,0.2,0.2,2.8,0.68,1150000,1650000,732,16.8,NrlyLvl,NA,1410000,1300000,1900000
7041,NA,47,mount waverley,3149,20161008,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,74,14,45,N,N,N,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,9.7,16.9,0,18.6,1.6,0.1,5,0.52,1030000,1360000,980,17.8,GntlyInclnd,NA,1640000,1390000,1815000
7042,NA,12,mount waverley,3149,20160902,WkDay,FDay,WrkngDy,sold,Hse,5,4,2,71,25,41,N,N,Y,Y,54.5,NA,NA,NA,6,0,1480000,NA,2014,NA,9.6,15,0.4,21.8,2.7,2.7,4.7,1.49,845000,1110000,736,17.1,NrlyLvl,NA,1120000,1440000,1850000
7043,NA,21,mount waverley,3149,20160419,WkDay,TuDay,WrkngDy,sold,Hse,4,2,2,67,23,42,N,N,Y,N,54.5,NA,NA,NA,2,0,274000,NA,1998,NA,13.6,27.4,0,23.1,1.2,1.2,6.7,2.12,NA,NA,677,16.7,GntlyInclnd,NA,1400000,1580000,1850000
7044,NA,3,mount waverley,3149,20160301,WkDay,TuDay,WrkngDy,sold,Hse,4,2,2,59,24,45,N,Y,N,N,54.5,NA,NA,NA,5,0,450000,NA,1994,NA,17.3,33.7,0,24,0.9,0.7,3.9,1.32,1100000,1870000,1074,26.4,ModInclnd,NA,1080000,1600000,1880000
7045,NA,5,mount waverley,3149,20151024,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,71,14,35,N,N,Y,Y,54.5,NA,NA,NA,0,0,NA,NA,NA,NA,9.2,19.5,0,23.2,1,0.6,2.6,1.81,1250000,1660000,NA,NA,NA,NA,1660000,1400000,1850000
7046,NA,24,mount waverley,3149,20151010,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,51,37,42,N,N,Y,Y,54.5,NA,NA,NA,3,0,789000,NA,2012,NA,17.5,29.2,0,24.2,0.5,0.3,1.7,3.18,NA,NA,815,17.9,GntlyInclnd,NA,1650000,1560000,1880000
7047,NA,4,mount waverley,3149,20150606,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,68,12,41,Y,Y,Y,Y,54.5,NA,NA,NA,3,0,265000,NA,1988,NA,9.2,16.6,0.2,22.8,2.6,1.7,2,2.88,1740000,2330000,805,NA,GntlyInclnd,NA,1600000,1420000,1900000
7048,NA,12,mount waverley,3149,20150507,WkDay,ThDay,WrkngDy,sold,Hse,5,3,2,71,14,39,N,N,Y,N,54.5,NA,NA,NA,2,0,225000,NA,1998,NA,10.3,15.6,2.2,25.7,1.6,1.4,4.8,1.07,1660000,2220000,658,16.7,NrlyLvl,NA,1350000,1670000,1850000
7049,NA,12,mount waverley,3149,20150501,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,68,12,41,Y,N,Y,Y,54.5,NA,NA,NA,2,1,780500,300,2008,2008,7.9,23.1,0,22.9,1.8,1.8,2.1,2.89,1660000,2220000,835,18.2,GntlyInclnd,NA,1600000,1420000,1900000
7050,NA,38,mount waverley,3149,20150107,WkDay,WDay,WrkngDy,sold,Hse,5,5,2,55,41,46,N,N,Y,Y,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,18.9,37.4,0,25.4,1.3,0.5,2.8,1.06,1180000,1580000,728,16.9,NrlyLvl,NA,2200000,1350000,1888000
7051,NA,18,mount waverley,3149,20141107,WkDay,FDay,WrkngDy,sold,Hse,4,2,1,68,23,44,Y,N,Y,N,54.5,NA,NA,NA,2,0,1125000,NA,2013,NA,11.1,32.1,0,23.3,0.3,0.3,3.1,1.98,1740000,2330000,782,18.7,NrlyLvl,NA,1970000,1840000,1800000
7052,NA,11,mount waverley,3149,20140118,WkEnd,SDay,WrkngDy,sold,Hse,5,5,2,72,27,44,Y,N,Y,Y,54.5,NA,NA,NA,3,3,733500,350,2012,2011,21.3,23.2,0.2,20.2,0.8,0.6,2.6,1.65,1580000,2120000,730,16.8,NrlyLvl,NA,1080000,1200000,1870000
7063,NA,4,mount waverley,3149,20160803,WkDay,WDay,WrkngDy,sold,Hse,4,3,2,67,23,42,Y,N,Y,N,54.5,NA,NA,NA,1,0,NA,NA,NA,NA,8.7,12.8,2.8,22.9,1.3,0.5,2.3,2.35,1740000,2330000,804,NA,GntlyInclnd,NA,1970000,1800000,1800000
7064,NA,13,mount waverley,3149,20150523,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,66,15,41,N,Y,Y,Y,54.5,NA,NA,NA,2,0,322000,NA,2000,NA,10.4,13.3,0,23.8,0.9,0.8,3.7,1.58,1740000,2330000,740,18.9,NrlyLvl,NA,1640000,1840000,1850000
7065,NA,10,mount waverley,3149,20150512,WkDay,TuDay,WrkngDy,sold,Hse,4,3,3,58,27,43,Y,N,Y,Y,54.5,NA,NA,NA,2,1,366000,660,2001,2016,12.8,17.4,0,22.7,1.3,0.2,2.6,2.3,1580000,2120000,736,18.5,NrlyLvl,NA,1550000,1220000,1830000
7066,NA,5,mount waverley,3149,20161126,WkEnd,SDay,WrkngDy,sold,Hse,5,2,5,66,23,42,N,N,N,N,54.5,NA,NA,NA,3,0,980000,NA,2008,NA,12.2,17.4,0,19.5,1.7,1.8,3.8,0.91,1370000,1830000,1069,NA,GntlyInclnd,NA,1400000,1630000,1975000
7067,NA,27,mount waverley,3149,20161029,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,68,23,44,N,N,N,N,54.5,NA,NA,NA,3,1,1542000,350,2015,2015,9.3,25.6,0,23,0.3,0.3,3,2.01,1290000,1830000,788,18.5,NrlyLvl,NA,1550000,1400000,1910000
7068,NA,6,mount waverley,3149,20160625,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,50,22,41,Y,N,N,N,54.5,NA,NA,NA,3,0,1200000,NA,2006,NA,5.6,12.7,2,19.3,1.1,0.4,3.1,0.98,1210000,2000000,770,NA,GntlyInclnd,NA,1640000,1840000,1934000
7069,NA,1,mount waverley,3149,20150829,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,66,15,41,Y,N,Y,Y,54.5,NA,NA,NA,3,0,157000,NA,1991,NA,6.3,11.7,1.8,23.4,0.8,0.7,2.9,1.81,1370000,2000000,732,17.3,NrlyLvl,NA,1840000,1850000,1938000
7070,NA,15,mount waverley,3149,20150604,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,65,28,39,Y,N,Y,Y,54.5,NA,NA,NA,5,0,650000,NA,2011,NA,4.4,11.3,0,19.8,1,0.3,4.9,1.86,1080000,1830000,701,16.7,NrlyLvl,NA,1080000,1380000,1920000
7071,NA,7,mount waverley,3149,20140407,WkDay,MDay,WrkngDy,sold,Hse,5,3,3,74,17,41,Y,Y,N,N,54.5,NA,NA,NA,4,0,472500,NA,1998,NA,13.4,25.5,0,23.2,1.4,0.5,2.6,2.09,1660000,2220000,1160,NA,NrlyLvl,NA,1350000,2200000,1928000
7072,NA,4,mount waverley,3149,20170918,WkDay,MDay,WrkngDy,sold,Hse,5,3,2,53,43,43,N,N,Y,Y,54.5,NA,NA,NA,2,5,411000,380,2005,2009,10.5,22,0,25.1,0.1,0.1,2.7,2.76,NA,NA,730,19.7,GntlyInclnd,NA,1130000,1350000,1950000
7073,NA,203,mount waverley,3149,20170715,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,71,27,43,Y,N,Y,N,54.5,NA,NA,NA,4,0,360000,NA,2004,NA,4.5,12,0,24.1,0.1,0.1,2.9,2.51,1660000,2220000,NA,NA,NA,NA,1130000,2700000,1930000
7074,NA,38,mount waverley,3149,20170520,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,66,15,41,N,N,Y,Y,54.5,NA,NA,NA,1,1,NA,520,NA,2017,10.2,19.3,0,23.8,0.5,0.8,3.5,1.63,1740000,2330000,753,18.1,NrlyLvl,NA,1640000,1840000,2000000
7075,NA,16,mount waverley,3149,20170404,WkDay,TuDay,WrkngDy,sold,Hse,5,3,2,67,23,42,N,N,Y,Y,54.5,NA,NA,NA,2,0,373500,NA,2000,NA,10,24.4,0,23.1,1.4,1.4,2.6,2.22,NA,NA,676,16,NrlyLvl,NA,2200000,2820000,1900000
7076,NA,35,mount waverley,3149,20161125,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,59,24,45,Y,Y,Y,Y,54.5,NA,NA,NA,5,0,1535000,NA,2013,NA,10.9,17.9,0.8,23.9,0.8,0.3,3.8,1.4,1740000,2330000,720,16.9,NrlyLvl,NA,1080000,1600000,1928000
7077,NA,39,mount waverley,3149,20161024,WkDay,MDay,WrkngDy,sold,Hse,4,2,2,51,32,43,Y,N,N,N,54.5,NA,NA,NA,2,2,655000,380,2008,2010,9.4,17.1,0.4,25.7,0.2,0.2,2.8,0.68,1150000,1650000,732,16.8,NrlyLvl,NA,1410000,1300000,1900000
7078,NA,10,mount waverley,3149,20161004,WkDay,TuDay,WrkngDy,sold,Hse,6,4,2,64,23,44,N,Y,Y,N,54.5,NA,NA,NA,2,0,570000,NA,2008,NA,10.6,17.1,2,20.2,0.8,0.5,2.5,1.7,NA,NA,733,16.9,NrlyLvl,NA,1080000,1200000,1960000
7079,NA,12,mount waverley,3149,20160716,WkEnd,SDay,WrkngDy,sold,Hse,5,4,3,64,23,37,N,N,Y,Y,54.5,NA,NA,NA,2,0,535000,NA,2006,NA,7.8,13.7,0,23.6,1.1,0.5,1.9,3.32,NA,NA,949,18,GntlyInclnd,NA,1240000,1600000,1925000
7080,NA,13,mount waverley,3149,20160618,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,71,11,43,Y,N,Y,Y,54.5,NA,NA,NA,2,0,130000,NA,1995,NA,10,12.7,8.6,20.6,1.8,0.6,1.6,1.11,1740000,2330000,826,19.5,GntlyInclnd,NA,1400000,1630000,2000000
7081,NA,35,mount waverley,3149,20160509,WkDay,MDay,WrkngDy,sold,Hse,5,5,2,64,23,47,Y,N,Y,Y,54.5,NA,NA,NA,3,0,1918000,NA,2013,NA,15.4,22.2,0.8,25.2,0.3,0.3,3.2,1.34,1740000,2330000,721,17.1,GntlyInclnd,NA,1510000,1500000,2000000
7082,NA,2,mount waverley,3149,20160409,WkEnd,SDay,WrkngDy,sold,Hse,5,5,2,72,27,44,Y,N,Y,Y,54.5,NA,NA,NA,2,0,650000,NA,2006,NA,10.4,22.3,0,20.3,0.6,0.4,3,1.49,NA,NA,885,NA,GntlyInclnd,NA,1080000,1200000,1922000
7083,NA,6,mount waverley,3149,20151204,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,66,13,43,Y,N,Y,Y,54.5,NA,NA,NA,2,0,440000,NA,2003,NA,11.3,30.8,0,19,1.6,0.2,2.8,0.94,1210000,1680000,1129,21.8,GntlyInclnd,NA,1630000,1640000,1932000
7084,NA,2,mount waverley,3149,20151017,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,50,22,41,Y,N,N,N,54.5,NA,NA,NA,4,0,645000,NA,2000,NA,11.5,20.5,0,19.2,1.1,0.4,4.9,1.05,1210000,2000000,735,NA,GntlyInclnd,NA,1640000,1840000,2000000
7085,NA,6,mount waverley,3149,20151003,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,62,29,43,Y,N,N,N,54.5,NA,NA,NA,2,0,122500,NA,1995,NA,16.3,31.3,0,22.7,2,0.2,0.7,3.34,1580000,2120000,734,NA,NrlyLvl,NA,2200000,1350000,1960000
7086,NA,4,mount waverley,3149,20150606,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,68,12,41,Y,Y,Y,Y,54.5,NA,NA,NA,3,0,265000,NA,1988,NA,9.2,16.6,0.2,22.8,2.6,1.7,2,2.88,1740000,2330000,805,NA,GntlyInclnd,NA,1600000,1420000,1900000
7087,NA,7,mount waverley,3149,20150509,WkEnd,SDay,WrkngDy,sold,Hse,6,3,2,64,23,37,Y,N,Y,Y,54.5,NA,NA,NA,2,0,515000,NA,2006,NA,12.8,18.7,0,23.3,1.2,0.7,2.1,2.91,1740000,2330000,742,17.3,GntlyInclnd,NA,2200000,1350000,1920000
7088,NA,12,mount waverley,3149,20150501,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,68,12,41,Y,N,Y,Y,54.5,NA,NA,NA,2,1,780500,300,2008,2008,7.9,23.1,0,22.9,1.8,1.8,2.1,2.89,1660000,2220000,835,18.2,GntlyInclnd,NA,1600000,1420000,1900000
7092,NA,1,mount waverley,3149,20170217,WkDay,FDay,WrkngDy,sold,Hse,3,1,2,71,14,35,N,N,N,N,54.5,NA,NA,NA,0,0,NA,NA,NA,NA,13.7,25.5,0,23.8,1.2,0.5,3,2.11,NA,NA,NA,NA,NA,NA,NA,NA,2100000
7093,NA,16,mount waverley,3149,20151215,WkDay,TuDay,WrkngDy,sold,Hse,5,6,3,58,27,43,N,N,N,N,54.5,NA,NA,NA,5,1,1805000,260,2011,2006,14.4,24.6,0,22.8,0.2,0.2,2.7,2.25,NA,NA,700,18.3,NrlyLvl,NA,1350000,2200000,2110888
7094,NA,5,mount waverley,3149,20150707,WkDay,TuDay,WrkngDy,sold,Hse,5,3,4,70,20,44,Y,N,Y,Y,54.5,NA,NA,NA,2,0,108200,NA,1985,NA,7.4,14.2,2.2,19.7,2.5,0.3,3.4,0.82,1740000,2330000,789,21.5,ModInclnd,NA,1080000,1200000,2028000
7095,NA,10,mount waverley,3149,20150423,WkDay,ThDay,WrkngDy,sold,Hse,4,4,2,68,23,44,N,N,Y,Y,54.5,NA,NA,NA,3,0,665000,NA,2008,NA,12.2,19.2,0,22.9,1,0.2,2.8,2.14,1320000,1970000,697,18.2,NrlyLvl,NA,1970000,1840000,2068000
7096,NA,45,mount waverley,3149,20140123,WkDay,ThDay,WrkngDy,sold,Hse,5,5,2,66,15,41,Y,N,N,N,54.5,NA,NA,NA,2,0,851000,NA,2011,NA,12.1,28.4,0,23.4,0.6,0.6,3.3,1.83,NA,NA,710,17.8,NrlyLvl,NA,1350000,2200000,2180000
7097,NA,46,mount waverley,3149,20170715,WkEnd,SDay,WrkngDy,sold,Hse,5,5,2,74,26,41,Y,N,Y,N,54.5,NA,NA,NA,2,0,1391500,NA,2015,NA,4.5,12,0,25.6,0.2,0.2,2.7,0.7,967000,1670000,729,16.8,NrlyLvl,NA,1570000,950000,2248000
