
,DNN REGRESSION,,,,,DNN  SHALLOW

ID,ActualPrice,DNN_PRICE,Difference,Percent_DIFF,,ID,ActualPrice,DNN_Shallow_PRICE,Difference,Percent_DIFF
615,807500,782615.06,24884.939999999944,3.0817263157894668,,615,807500,753514.5,53985.5,6.685510835913313
617,820000,1066857.8,246857.80000000005,30.104609756097567,,617,820000,1132087.4,312087.3999999999,38.05943902439024
618,815000,1065947.0,250947.0,30.791042944785275,,618,815000,1053843.4,238843.3999999999,29.30593865030674
626,835500,1029797.06,194297.06000000006,23.255183722321974,,626,835500,1063162.6,227662.6000000001,27.248665469778583
627,838000,888959.56,50959.560000000056,6.081093078758957,,627,838000,937432.7,99432.69999999995,11.86547732696897
631,827000,1004133.7,177133.69999999995,21.418827085852474,,631,827000,1045247.25,218247.25,26.390235792019347
632,841000,741395.2,99604.80000000005,11.843614744351967,,632,841000,795126.4,45873.59999999998,5.454649227110581
634,830000,805707.06,24292.939999999944,2.926860240963849,,634,830000,865444.5,35444.5,4.270421686746988
636,850000,910560.4,60560.40000000002,7.124752941176473,,636,850000,892100.4,42100.40000000002,4.95298823529412
638,850000,983193.4,133193.40000000002,15.669811764705884,,638,850000,997259.9,147259.90000000002,17.32469411764706
640,826000,942214.56,116214.56000000006,14.069559322033905,,640,826000,973707.8,147707.80000000005,17.882300242130754
641,813500,856415.75,42915.75,5.275445605408728,,641,813500,864307.75,50807.75,6.245574677320222
642,840000,836442.56,3557.439999999944,0.4235047619047553,,642,840000,915106.6,75106.59999999998,8.941261904761902
644,845000,822464.94,22535.060000000056,2.6668710059171663,,644,845000,844567.5,432.5,0.05118343195266272
647,850000,955433.8,105433.80000000005,12.40397647058824,,647,850000,916315.94,66315.93999999994,7.80187529411764
648,848000,744911.6,103088.40000000002,12.156650943396228,,648,848000,811637.06,36362.939999999944,4.288082547169805
651,846000,793737.7,52262.30000000005,6.177576832151305,,651,846000,823432.4,22567.599999999977,2.667565011820328
652,820000,826737.25,6737.25,0.8216158536585366,,652,820000,889379.75,69379.75,8.46094512195122
653,840000,924677.9,84677.90000000002,10.080702380952383,,653,840000,894051.6,54051.59999999998,6.434714285714284
654,845000,1043908.56,198908.56000000006,23.539474556213026,,654,845000,1049731.5,204731.5,24.228579881656806
655,833000,944765.9,111765.90000000002,13.417274909963988,,655,833000,997326.94,164326.93999999994,19.727123649459777
698,842000,783588.06,58411.939999999944,6.937285035629447,,698,842000,885738.1,43738.09999999998,5.194548693586696
701,808000,730536.3,77463.69999999995,9.58709158415841,,701,808000,832091.06,24091.060000000056,2.981566831683175
707,865000,681876.75,183123.25,21.170317919075146,,707,865000,728160.56,136839.43999999994,15.819588439306353
709,861000,953205.8,92205.80000000005,10.709152148664348,,709,861000,1007821.06,146821.06000000006,17.052387921022074
711,875000,1179526.6,304526.6000000001,34.80304000000001,,711,875000,1177086.0,302086.0,34.52411428571428
713,870000,837256.75,32743.25,3.7635919540229885,,713,870000,854393.0,15607.0,1.7939080459770116
714,878000,809888.56,68111.43999999994,7.757567198177671,,714,878000,815420.06,62579.939999999944,7.12755580865603
716,868000,1081943.0,213943.0,24.647811059907834,,716,868000,1018670.94,150670.93999999994,17.358403225806445
717,861000,1010300.1,149300.09999999998,17.340313588850172,,717,861000,1061671.2,200671.19999999995,23.30675958188153
735,852500,989391.4,136891.40000000002,16.057642228739006,,735,852500,1077690.2,225190.19999999995,26.415272727272722
740,900000,1037174.4,137174.40000000002,15.241600000000002,,740,900000,1050892.0,150892.0,16.765777777777778
741,880000,1121747.1,241747.1000000001,27.471261363636373,,741,880000,1133488.6,253488.6000000001,28.805522727272734
744,870000,1009506.0,139506.0,16.035172413793102,,744,870000,1073962.1,203962.1000000001,23.443919540229892
745,889000,1322518.0,433518.0,48.76467941507312,,745,889000,1281648.8,392648.80000000005,44.16746906636671
783,891000,735539.06,155460.93999999994,17.447916947250274,,783,891000,830156.3,60843.69999999995,6.82869809203142
784,860000,759522.44,100477.56000000006,11.683437209302332,,784,860000,877972.8,17972.800000000047,2.0898604651162844
790,941000,873563.2,67436.80000000005,7.166503719447402,,790,941000,911151.6,29848.400000000023,3.171987247608929
791,925000,794404.44,130595.56000000006,14.118438918918924,,791,925000,853821.44,71178.56000000006,7.694979459459465
796,930000,933156.0,3156.0,0.3393548387096774,,796,930000,1096226.5,166226.5,17.873817204301076
797,927000,906654.0,20346.0,2.1948220064724917,,797,927000,955962.44,28962.439999999944,3.124319309600857
798,917000,1083299.2,166299.19999999995,18.13513631406761,,798,917000,1014577.56,97577.56000000006,10.640955288985829
808,902000,919897.44,17897.439999999944,1.9841951219512133,,808,902000,962190.6,60190.59999999998,6.6730155210643
809,902000,850079.0,51921.0,5.7562084257206205,,809,902000,883938.7,18061.300000000047,2.002361419068741
810,935000,1029047.1,94047.09999999998,10.058513368983956,,810,935000,1167605.4,232605.3999999999,24.877582887700527
814,935000,1022671.94,87671.93999999994,9.376678074866303,,814,935000,973261.94,38261.939999999944,4.092186096256679
815,928000,1156081.2,228081.19999999995,24.577715517241376,,815,928000,1121997.9,193997.8999999999,20.904946120689647
816,950000,932322.2,17677.800000000047,1.8608210526315838,,816,950000,871237.5,78762.5,8.29078947368421
817,905000,1035525.3,130525.30000000005,14.422685082872933,,817,905000,1021287.75,116287.75,12.849475138121546
818,940000,880665.94,59334.060000000056,6.312134042553198,,818,940000,908431.1,31568.900000000023,3.358393617021279
819,914250,889912.8,24337.199999999953,2.66198523379819,,819,914250,885169.06,29080.939999999944,3.180852064533765
820,920800,934683.8,13883.800000000047,1.5077975673327593,,820,920800,1011064.06,90264.06000000006,9.802786707211126
821,950000,877760.0,72240.0,7.604210526315789,,821,950000,906566.8,43433.19999999995,4.571915789473679
822,949000,1161262.2,212262.19999999995,22.366933614330872,,822,949000,1224674.8,275674.80000000005,29.04897787144363
825,916888,1016834.25,99946.25,10.900595274450096,,825,916888,1013922.0,97034.0,10.582971966041654
826,911000,1036525.0,125525.0,13.778814489571898,,826,911000,1074854.8,163854.80000000005,17.98625686059276
827,930000,990682.25,60682.25,6.52497311827957,,827,930000,1022083.1,92083.09999999998,9.901408602150536
829,910000,907064.7,2935.3000000000466,0.32256043956044467,,829,910000,1021512.8,111512.80000000005,12.25415384615385
830,949000,1012530.0,63530.0,6.694415173867228,,830,949000,1088193.1,139193.1000000001,14.667344573234994
831,923500,744082.0,179418.0,19.428045479155386,,831,923500,940865.25,17365.25,1.8803735787763942
832,926000,1219199.5,293199.5,31.663012958963282,,832,926000,1185642.6,259642.6000000001,28.03915766738662
833,947000,1356432.9,409432.8999999999,43.234730728616675,,833,947000,1311720.4,364720.3999999999,38.513241816261875
834,921000,1023005.4,102005.40000000002,11.075504885993487,,834,921000,973951.2,52951.19999999995,5.749315960912047
861,928000,909155.3,18844.699999999953,2.0306788793103396,,861,928000,1015775.9,87775.90000000002,9.458609913793106
868,962000,853709.56,108290.43999999994,11.25680249480249,,868,962000,964037.3,2037.3000000000466,0.21177754677755162
869,980000,838199.1,141800.90000000002,14.469479591836736,,869,980000,892855.0,87145.0,8.89234693877551
870,985000,1132960.0,147960.0,15.021319796954314,,870,985000,1160834.1,175834.1000000001,17.851177664974628
871,968000,1201975.6,233975.6000000001,24.171033057851247,,871,968000,1234253.5,266253.5,27.505526859504133
872,970000,1021693.3,51693.30000000005,5.329206185567015,,872,970000,912830.94,57169.060000000056,5.8937175257732015
875,988000,956333.7,31666.300000000047,3.2050910931174137,,875,988000,993153.94,5153.939999999944,0.5216538461538405
876,965000,1190794.9,225794.8999999999,23.398435233160615,,876,965000,1191555.8,226555.80000000005,23.47728497409327
877,960000,1154650.4,194650.3999999999,20.276083333333325,,877,960000,1136862.2,176862.19999999995,18.42314583333333
878,986000,1020609.94,34609.939999999944,3.510135902636911,,878,986000,1013137.7,27137.699999999953,2.752302231237318
885,959000,930130.56,28869.439999999944,3.010369134515114,,885,959000,945137.8,13862.199999999953,1.4454848800834155
887,953000,978116.2,25116.199999999953,2.6354879328436467,,887,953000,1067435.9,114435.8999999999,12.007964323189917
889,983000,866619.1,116380.90000000002,11.839359104781284,,889,983000,820257.06,162742.93999999994,16.55574160732451
891,984000,969975.1,14024.900000000023,1.425294715447157,,891,984000,1067302.8,83302.80000000005,8.465731707317078
892,1000000,990581.5,9418.5,0.94185,,892,1000000,985807.06,14192.939999999944,1.4192939999999945
894,991000,1194009.1,203009.1000000001,20.485277497477302,,894,991000,1208445.2,217445.19999999995,21.941997981836526
896,960000,1202221.2,242221.19999999995,25.231374999999996,,896,960000,1209470.4,249470.3999999999,25.986499999999992
897,1000000,955358.7,44641.30000000005,4.464130000000004,,897,1000000,972894.5,27105.5,2.71055
898,965000,1056688.8,91688.80000000005,9.501430051813475,,898,965000,1089547.4,124547.3999999999,12.906466321243514
899,955000,1102513.1,147513.1000000001,15.446397905759172,,899,955000,1170678.2,215678.19999999995,22.58410471204188
900,960000,1043156.75,83156.75,8.662161458333333,,900,960000,1058087.6,98087.6000000001,10.217458333333344
901,960000,1049291.9,89291.8999999999,9.301239583333324,,901,960000,1088301.9,128301.8999999999,13.364781249999991
902,957000,1133623.2,176623.19999999995,18.455924764890277,,902,957000,1131100.9,174100.8999999999,18.19236154649947
918,957000,992807.44,35807.439999999944,3.741634273772199,,918,957000,1033520.06,76520.06000000006,7.995826541274823
919,975000,1290216.9,315216.8999999999,32.329938461538454,,919,975000,1231859.0,256859.0,26.344512820512822
920,1000000,1015153.06,15153.060000000056,1.5153060000000056,,920,1000000,1102074.0,102074.0,10.2074
923,1065000,1011839.8,53160.19999999995,4.9915680751173666,,923,1065000,1120439.0,55439.0,5.2055399061032865
926,1020000,1042170.3,22170.300000000047,2.1735588235294165,,926,1020000,1098500.6,78500.6000000001,7.69613725490197
927,1060000,1118520.8,58520.80000000005,5.520830188679249,,927,1060000,1083781.1,23781.100000000093,2.243500000000009
928,1070500,1079531.5,9031.5,0.8436711816907987,,928,1070500,1109914.2,39414.19999999995,3.681849602989253
931,1075000,1075172.2,172.19999999995343,0.01601860465115846,,931,1075000,1169055.8,94055.80000000005,8.74937674418605
933,1090000,1139391.8,49391.80000000005,4.531357798165142,,933,1090000,1207817.6,117817.6000000001,10.808954128440375
934,1075000,1146712.4,71712.3999999999,6.670920930232549,,934,1075000,1074511.6,488.39999999990687,0.04543255813952622
935,1075000,1293099.4,218099.3999999999,20.28831627906976,,935,1075000,1261285.6,186285.6000000001,17.32889302325582
936,1035000,826277.7,208722.30000000005,20.166405797101454,,936,1035000,927771.94,107228.06000000006,10.36019903381643
937,1042000,970046.06,71953.93999999994,6.905368522072932,,937,1042000,1002422.44,39577.560000000056,3.7982303262955908
939,1090000,1001318.3,88681.69999999995,8.13593577981651,,939,1090000,1056573.4,33426.60000000009,3.066660550458724
942,1070000,947930.44,122069.56000000006,11.408370093457949,,942,1070000,1032556.1,37443.90000000002,3.4994299065420584
943,1100000,1108213.6,8213.600000000093,0.7466909090909175,,943,1100000,1222306.1,122306.1000000001,11.118736363636373
944,1100000,1090029.2,9970.800000000047,0.9064363636363678,,944,1100000,1140574.1,40574.10000000009,3.688554545454554
945,1005000,1140719.9,135719.8999999999,13.504467661691534,,945,1005000,1109402.9,104402.8999999999,10.388348258706458
946,1013000,960783.5,52216.5,5.154639684106614,,946,1013000,1122151.0,109151.0,10.77502467917078
947,1025000,1213294.6,188294.6000000001,18.37020487804879,,947,1025000,1195098.1,170098.1000000001,16.59493658536586
956,1100000,1144062.4,44062.39999999991,4.005672727272719,,956,1100000,1158412.8,58412.80000000005,5.31025454545455
957,1035000,1058484.9,23484.899999999907,2.269072463768107,,957,1035000,1067699.6,32699.600000000093,3.1593816425120864
958,1015000,946676.8,68323.19999999995,6.731349753694577,,958,1015000,974776.9,40223.09999999998,3.9628669950738895
959,1022500,980801.44,41698.560000000056,4.078098777506118,,959,1022500,1030520.44,8020.439999999944,0.7843951100244444
961,1030000,1096179.6,66179.6000000001,6.425203883495155,,961,1030000,1108777.2,78777.19999999995,7.64827184466019
962,1061000,1059027.1,1972.8999999999069,0.18594721960413826,,962,1061000,1009196.44,51803.560000000056,4.882522148916122
963,1002000,1273778.9,271778.8999999999,27.123642714570853,,963,1002000,1260939.4,258939.3999999999,25.842255489021948
964,1100000,1070082.5,29917.5,2.7197727272727272,,964,1100000,1051607.2,48392.80000000005,4.3993454545454584
965,1000950,1011667.1,10717.099999999977,1.0706928418002875,,965,1000950,1027734.06,26784.060000000056,2.675863929267202
966,1075000,773873.0,301127.0,28.01181395348837,,966,1075000,839805.2,235194.80000000005,21.878586046511632
967,1060000,930781.25,129218.75,12.190448113207546,,967,1060000,1031215.25,28784.75,2.7155424528301886
968,1095000,1167870.5,72870.5,6.654840182648402,,968,1095000,1150413.5,55413.5,5.060593607305936
970,1088000,1200165.4,112165.3999999999,10.309319852941169,,970,1088000,1238183.4,150183.3999999999,13.803621323529404
972,1080000,1119136.6,39136.60000000009,3.623759259259268,,972,1080000,1097023.1,17023.100000000093,1.5762129629629715
973,1020000,1292000.9,272000.8999999999,26.666754901960775,,973,1020000,1266909.0,246909.0,24.206764705882353
1000,1100000,900152.56,199847.43999999994,18.167949090909083,,1000,1100000,981043.1,118956.90000000002,10.814263636363638
1005,1145000,1047042.44,97957.56000000006,8.555245414847166,,1005,1145000,1039762.4,105237.59999999998,9.19105676855895
1006,1200000,1189433.9,10566.100000000093,0.8805083333333411,,1006,1200000,1237985.5,37985.5,3.1654583333333335
1008,1182000,1148087.8,33912.19999999995,2.869052453468693,,1008,1182000,1170119.9,11880.100000000093,1.0050846023688742
1011,1105000,1063090.4,41909.60000000009,3.792723981900461,,1011,1105000,1085667.4,19332.600000000093,1.7495565610859813
1012,1135500,1000936.7,134563.30000000005,11.850576838397185,,1012,1135500,1100237.4,35262.60000000009,3.1054689564068774
1013,1127000,1027905.9,99094.09999999998,8.792732919254657,,1013,1127000,1154518.1,27518.100000000093,2.4417125110914015
1015,1180000,1261235.8,81235.80000000005,6.8843898305084785,,1015,1180000,1252638.8,72638.80000000005,6.155830508474581
1018,1161000,1114354.1,46645.89999999991,4.017734711455634,,1018,1161000,1211489.9,50489.89999999991,4.34882859603789
1019,1198200,1079512.1,118687.8999999999,9.905516608245694,,1019,1198200,1232477.0,34277.0,2.8607077282590554
1021,1135000,1095721.8,39278.19999999995,3.4606343612334762,,1021,1135000,1030939.1,104060.90000000002,9.168361233480178
1022,1150000,1252403.2,102403.19999999995,8.904626086956519,,1022,1150000,1199155.1,49155.10000000009,4.274356521739138
1023,1112000,977169.8,134830.19999999995,12.125017985611507,,1023,1112000,1070317.4,41682.60000000009,3.7484352517985697
1024,1112500,996957.44,115542.56000000006,10.385848089887645,,1024,1112500,1034188.75,78311.25,7.039213483146067
1025,1125000,988624.1,136375.90000000002,12.122302222222224,,1025,1125000,1051872.4,73127.6000000001,6.50023111111112
1027,1106000,747790.75,358209.25,32.3878164556962,,1027,1106000,890422.94,215577.06000000006,19.49159674502713
1028,1121000,1109083.0,11917.0,1.0630686886708296,,1028,1121000,1121815.6,815.6000000000931,0.07275646743979422
1029,1125000,1112230.9,12769.100000000093,1.1350311111111193,,1029,1125000,1096759.4,28240.600000000093,2.510275555555564
1030,1200000,1101465.5,98534.5,8.211208333333333,,1030,1200000,1095728.9,104271.1000000001,8.689258333333342
1031,1185000,1104587.9,80412.1000000001,6.7858312236286995,,1031,1185000,1155678.0,29322.0,2.4744303797468357
1032,1105000,1073679.0,31321.0,2.8344796380090496,,1032,1105000,1076953.8,28046.199999999953,2.538117647058819
1045,1107500,1185370.5,77870.5,7.031196388261851,,1045,1107500,1236799.5,129299.5,11.67489841986456
1048,1200000,1165432.2,34567.80000000005,2.8806500000000037,,1048,1200000,1180614.9,19385.100000000093,1.6154250000000077
1049,1195000,1071212.1,123787.8999999999,10.358820083682,,1049,1195000,1144736.8,50263.19999999995,4.206125523012548
1050,1120000,999773.44,120226.56000000006,10.73451428571429,,1050,1120000,1139462.4,19462.399999999907,1.7377142857142773
1051,1190000,1134065.6,55934.39999999991,4.700369747899152,,1051,1190000,1268190.8,78190.80000000005,6.570655462184878
1052,1165000,1070930.8,94069.19999999995,8.074609442060083,,1052,1165000,1121486.2,43513.80000000005,3.7350901287553686
1053,1150000,1256630.5,106630.5,9.272217391304348,,1053,1150000,1289616.4,139616.3999999999,12.140556521739123
1054,1151000,1128961.6,22038.399999999907,1.9147176368375245,,1054,1151000,1210135.1,59135.10000000009,5.137715030408349
1055,1190000,1126201.5,63798.5,5.361218487394958,,1055,1190000,1132763.1,57236.89999999991,4.809823529411757
1062,1200000,1147097.0,52903.0,4.4085833333333335,,1062,1200000,1196589.1,3410.899999999907,0.2842416666666589
1065,1188000,1231492.6,43492.60000000009,3.660993265993274,,1065,1188000,1365644.1,177644.1000000001,14.953207070707077
1068,1133000,1143504.4,10504.399999999907,0.9271315092674234,,1068,1133000,1157268.6,24268.600000000093,2.1419770520741475
1070,1180000,1279666.5,99666.5,8.446313559322034,,1070,1180000,1396819.6,216819.6000000001,18.37454237288136
1072,1133000,1256682.9,123682.8999999999,10.916407766990282,,1072,1133000,1280487.9,147487.8999999999,13.01746690203
1073,1158000,1255785.1,97785.1000000001,8.444309153713307,,1073,1158000,1314902.6,156902.6000000001,13.549447322970646
1075,1200000,1079184.9,120815.1000000001,10.067925000000008,,1075,1200000,1078104.1,121895.8999999999,10.157991666666659
1076,1170000,1272199.4,102199.3999999999,8.734991452991444,,1076,1170000,1234790.9,64790.89999999991,5.537683760683753
1077,1115888,1367042.2,251154.19999999995,22.50711540943177,,1077,1115888,1319061.1,203173.1000000001,18.20730216652568
1078,1150000,1097144.4,52855.60000000009,4.596139130434791,,1078,1150000,1090983.5,59016.5,5.131869565217391
1079,1109000,1097959.5,11040.5,0.995536519386835,,1079,1109000,1183029.0,74029.0,6.675293056807935
1080,1125000,1168632.5,43632.5,3.8784444444444444,,1080,1125000,1204873.4,79873.3999999999,7.099857777777769
1098,1135000,1137015.9,2015.8999999999069,0.1776123348017539,,1098,1135000,1171269.6,36269.60000000009,3.1955594713656468
1099,1175000,1252346.8,77346.80000000005,6.582706382978728,,1099,1175000,1263444.0,88444.0,7.527148936170213
1101,1173880,1003395.9,170484.09999999998,14.523128428800215,,1101,1173880,1091349.6,82530.3999999999,7.030565304801164
1104,1164500,1213343.2,48843.19999999995,4.194349506225844,,1104,1164500,1214361.5,49861.5,4.281794761700301
1110,1215000,1273406.1,58406.10000000009,4.8070864197530945,,1110,1215000,1242310.8,27310.800000000047,2.2478024691358063
1113,1250000,1358381.1,108381.1000000001,8.670488000000008,,1113,1250000,1316473.0,66473.0,5.31784
1114,1265000,1174885.9,90114.1000000001,7.123644268774711,,1114,1265000,1304976.2,39976.19999999995,3.1601739130434745
1117,1220000,1118739.0,101261.0,8.300081967213115,,1117,1220000,1232370.4,12370.399999999907,1.0139672131147464
1118,1262000,1373619.8,111619.80000000005,8.844675118858957,,1118,1262000,1357082.6,95082.6000000001,7.534278922345491
1119,1260000,1199203.8,60796.19999999995,4.825095238095234,,1119,1260000,1351162.8,91162.80000000005,7.23514285714286
1121,1210000,943594.8,266405.19999999995,22.01695867768595,,1121,1210000,995107.56,214892.43999999994,17.75970578512396
1123,1280000,1263487.8,16512.199999999953,1.2900156249999963,,1123,1280000,1210324.0,69676.0,5.4434375
1124,1300000,1281895.2,18104.800000000047,1.3926769230769267,,1124,1300000,1295349.2,4650.800000000047,0.35775384615384975
1125,1300000,1263740.6,36259.39999999991,2.7891846153846083,,1125,1300000,1279292.1,20707.899999999907,1.5929153846153774
1126,1295000,1164607.8,130392.19999999995,10.06889575289575,,1126,1295000,1246637.9,48362.10000000009,3.7345250965251036
1127,1241000,916953.44,324046.56000000006,26.11172925060436,,1127,1241000,996286.56,244713.43999999994,19.719052377115222
1128,1280000,1160196.1,119803.8999999999,9.359679687499993,,1128,1280000,1206079.9,73920.1000000001,5.775007812500007
1130,1263000,1276190.9,13190.899999999907,1.044410134600151,,1130,1263000,1371898.6,108898.6000000001,8.622216943784647
1131,1300000,1268578.1,31421.899999999907,2.4170692307692234,,1131,1300000,1338016.8,38016.80000000005,2.9243692307692344
1132,1300000,1398532.6,98532.6000000001,7.579430769230776,,1132,1300000,1394496.4,94496.3999999999,7.268953846153839
1133,1271000,1040205.9,230794.09999999998,18.15846577498033,,1133,1271000,1099916.9,171083.1000000001,13.460511408339896
1134,1262000,1286645.6,24645.600000000093,1.9529001584786128,,1134,1262000,1316756.5,54756.5,4.338866877971474
1137,1300000,1273655.0,26345.0,2.0265384615384616,,1137,1300000,1332402.9,32402.899999999907,2.492530769230762
1138,1270000,1360399.1,90399.1000000001,7.118039370078748,,1138,1270000,1300621.4,30621.399999999907,2.4111338582677093
1139,1230000,1094538.0,135462.0,11.013170731707318,,1139,1230000,1137811.5,92188.5,7.495
1140,1250000,1331582.1,81582.1000000001,6.526568000000007,,1140,1250000,1308589.6,58589.60000000009,4.687168000000008
1141,1210000,1238442.1,28442.100000000093,2.3505867768595117,,1141,1210000,1291867.9,81867.8999999999,6.765942148760323
1146,1300000,1189293.5,110706.5,8.515884615384616,,1146,1300000,1307075.1,7075.100000000093,0.5442384615384687
1152,1270600,1005494.2,265105.80000000005,20.864615142452386,,1152,1270600,1076994.8,193605.19999999995,15.23730521013694
1153,1253500,1070748.9,182751.1000000001,14.579266055045878,,1153,1253500,1060698.0,192802.0,15.381092939768648
1154,1251000,1333536.8,82536.80000000005,6.597665867306159,,1154,1251000,1327413.1,76413.1000000001,6.108161470823349
1155,1230000,1162000.1,67999.8999999999,5.528447154471537,,1155,1230000,1177330.0,52670.0,4.2821138211382115
1156,1225500,1071668.1,153831.8999999999,12.552582619339038,,1156,1225500,1181563.5,43936.5,3.585189718482252
1159,1250000,1563736.8,313736.80000000005,25.098944000000003,,1159,1250000,1548590.9,298590.8999999999,23.887271999999992
1160,1300000,1305938.1,5938.100000000093,0.45677692307693024,,1160,1300000,1320488.0,20488.0,1.576
1161,1300000,1103621.9,196378.1000000001,15.106007692307697,,1161,1300000,1221392.5,78607.5,6.046730769230769
1162,1300000,1297805.5,2194.5,0.1688076923076923,,1162,1300000,1306527.6,6527.600000000093,0.5021230769230841
1163,1300000,1253640.4,46359.60000000009,3.566123076923084,,1163,1300000,1318688.2,18688.199999999953,1.4375538461538426
