Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
13146,TWO,THREE,oakleigh,3166,20160726,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,Y,N,98,59,1234,1920,1,2,NA,370,NA,2013,6.5,11,4.8,19.8,0.3,0.3,0.6,1.66,430000,560000,NA,NrlyLvl,414000,400000,422000,445000
13148,ONE,NINE,oakleigh,3166,20140919,WkDay,FDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,1257,2004,3,2,435000,NA,2014,2011,8.7,14.7,0.4,19.9,0.2,0.2,0.8,1.75,430000,560000,NA,NA,414000,400000,422000,435000
13149,FOUR,NINE,oakleigh,3166,20140711,WkDay,FDay,WrkngDy,sold,Hse,2,1,1,54,34,42,N,N,N,N,98,59,1257,2004,3,2,410000,400,2014,2015,7.9,14.6,1.2,19.9,0.2,0.2,0.8,1.75,385000,505000,NA,NA,414000,400000,422000,410000
13150,SIX,THREE,oakleigh,3166,20140621,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,50,57,52,N,N,N,N,98,59,1136,2008,2,1,375000,350,2007,2009,11.7,15.9,0,18.7,1.6,0.3,0.7,2.36,385000,505000,21.9,NrlyLvl,408333,338880,438000,440500
13153,NA,NINE,oakleigh,3166,20140315,WkEnd,SDay,WrkngDy,sold,AptHse,2,1,1,54,34,42,N,N,Y,Y,98,59,1257,2004,2,1,410000,350,2007,2008,16.6,29.5,0,19.9,0.2,0.2,0.8,1.75,405000,530000,NA,NA,414000,400000,422000,405000
13211,SIX,NINE,oakleigh,3166,20150609,WkDay,TuDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,N,98,59,1260,2004,3,1,412000,350,2010,2009,10.3,13.5,4,19.9,0.2,0.2,0.8,1.75,405000,530000,NA,NA,414000,400000,422000,442500
13217,THREE,FOUR,hughesdale,3166,20160416,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,47,55,48,N,N,Y,N,70,43.5,925,1960,2,1,300000,360,2008,2010,14,20.3,0,18.6,0.8,0.2,0.4,0.18,430000,560000,NA,NA,479667,650000,560000,455000
13221,FOUR,NA,hughesdale,3166,20141220,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,55,40,40,N,N,N,N,70,43.5,958,1960,2,4,95000,350,1989,2010,12.5,22.5,0,19.8,0.2,0.5,1.9,0.76,495000,645000,NA,NA,615000,720000,752000,450000
13227,THREE,NINE,hughesdale,3166,20170722,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,52,42,45,N,N,Y,N,70,43.5,861,1967,5,3,187000,275,2001,2007,5.4,12.4,0,19.1,1.5,0.7,0.3,0.46,405000,530000,NA,NA,479667,650000,560000,472000
13232,TWO,SEVEN,hughesdale,3166,20140818,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,47,55,48,N,N,N,N,70,43.5,832,1970,2,0,200000,NA,2003,NA,10.2,13.5,0,18.5,1.4,1.7,5,0.1,470000,615000,NA,NA,505833,927500,478000,495000
13275,ONE,NINE,oakleigh,3166,20170302,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,54,34,42,N,N,N,Y,98,59,1257,2004,3,2,435000,NA,2014,2011,17.7,23.3,0,19.9,0.2,0.2,0.8,1.72,430000,560000,NA,NA,414000,400000,422000,460000
13340,THREE,NA,hughesdale,3166,20150205,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,2,60,30,44,Y,N,Y,N,70,43.5,958,1960,2,3,95000,380,1989,2016,13.3,24.2,0,19.8,0.2,0.5,1.9,NA,495000,645000,NA,NA,615000,720000,752000,475000
13346,FOUR,SIX,oakleigh,3166,20170325,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,65,35,47,N,N,N,N,98,59,1086,1960,1,0,NA,NA,NA,NA,15.3,29.7,0,20.2,0.1,0.1,0.6,1.19,430000,560000,NA,NrlyLvl,432667,NA,NA,470000
13357,THREE,THREE,hughesdale,3166,20160428,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,51,33,46,N,N,N,N,70,43.5,596,2012,2,0,455000,NA,2013,NA,19.8,24.9,0,19.8,0.002,0.2,0.8,NA,470000,615000,17.0,NrlyLvl,517500,650000,618000,501000
13358,THREE,FIVE,hughesdale,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,60,30,44,N,N,Y,Y,70,43.5,928,1960,1,0,NA,NA,NA,NA,6,18.2,0,19.4,5.9,0.8,1,0.87,575000,750000,NA,NA,508333,400000,752000,550000
13359,ONE,SEVEN,oakleigh,3166,20170716,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,66,16,41,Y,N,Y,Y,98,59,1071,1960,6,3,340500,390,2009,2017,3,12.5,0,20,0.9,0.9,0.094,0.64,450000,585000,25.8,GntlyInclnd,432667,405000,690000,510000
13360,NINE,SEVEN,oakleigh,3166,20170417,WkDay,MDay,HliDy,sold,AptFlat,2,1,1,66,16,41,Y,N,Y,Y,98,59,1071,1960,1,0,NA,NA,NA,NA,11.1,18.3,0,20,0.9,0.9,0.094,0.64,470000,615000,25.8,GntlyInclnd,591083,405000,690000,535000
13366,EIGHT,EIGHT,hughesdale,3166,20170523,WkDay,TuDay,WrkngDy,sold,AptFlat,2,2,1,55,44,47,N,N,Y,N,70,43.5,1207,1989,1,2,NA,480,NA,2017,12.8,19.3,0,19.6,9.7,1.5,0.7,NA,429000,650000,NA,NrlyLvl,519333,650000,560000,520000
13414,TWO,SIX,oakleigh,3166,20140910,WkDay,WDay,WrkngDy,sold,Hse,2,1,1,66,16,41,N,N,Y,N,98,59,286,1989,3,2,210000,350,2008,2010,11.6,19.3,1.6,19.8,2.6,2.3,3.2,0.64,380000,650000,NA,NA,432667,405000,422000,508000
13528,SEVEN,FOUR,hughesdale,3166,20150926,WkEnd,SDay,WrkngDy,sold,AptFltHseVilla,2,1,1,51,47,50,N,N,N,N,70,43.5,103,1960,3,1,478000,375,2010,2010,6.6,17.9,0,19.3,0.4,0.4,0.7,0.72,545000,715000,NA,NA,727667,650000,720000,582000
13530,THREE,FIVE,hughesdale,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,60,30,44,N,N,Y,Y,70,43.5,928,1960,1,0,NA,NA,NA,NA,6,18.2,0,19.4,5.9,0.8,1,0.87,575000,750000,NA,NA,508333,400000,752000,550000
13542,ONE,TWO,oakleigh,3166,20150613,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,60,30,40,Y,N,Y,Y,98,59,210,1960,1,0,NA,NA,NA,NA,6,18.2,0,19.6,2.8,0.6,1.4,0.86,545000,715000,NA,NA,527083,478000,750000,573000
13545,NA,SIX,oakleigh,3166,20141004,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,79,15,41,Y,N,N,N,98,59,513,1940,3,0,108000,NA,1992,NA,8.7,26.3,0.2,19.8,0.8,0.8,2.4,5.14,845000,1110000,16.1,NrlyLvl,980000,NA,NA,575000
13552,THREE,THREE,hughesdale,3166,20141107,WkDay,FDay,WrkngDy,sold,AptHseTwnHse,2,1,1,51,33,46,Y,N,Y,N,70,43.5,697,2000,2,1,389500,400,2007,2011,11.1,32.1,0,19.2,0.5,0.5,0.4,0.6,575000,750000,NA,NrlyLvl,727667,927500,478000,575000
13587,ONE,FIVE,oakleigh,3166,20140515,WkDay,ThDay,WrkngDy,sold,AptFltHseVilla,2,1,1,63,30,36,Y,N,N,N,98,59,236,1980,2,0,160000,NA,1998,NA,14.3,22.9,0,20.2,0.2,0.2,0.1,0.7,575000,750000,NA,NA,527083,558000,478000,585000
13588,ONE,EIGHT,oakleigh,3166,20140222,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,2,63,40,47,N,N,Y,N,98,59,392,1900,2,1,455000,330,2011,2011,14.1,19.3,0.6,20.1,0.2,0.082,0.5,1.25,690000,910000,NA,NA,711417,712000,860000,582500
13677,SIX,FOUR,hughesdale,3166,20150521,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,51,47,50,N,N,Y,N,70,43.5,89,1960,1,0,NA,NA,NA,NA,10.3,13.6,6.2,19.3,0.4,0.4,0.7,0.72,545000,715000,NA,NA,727667,650000,720000,595000
14470,NA,FOUR,hughesdale,3166,20141213,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,66,31,42,Y,N,N,N,70,43.5,758,1946,1,0,NA,NA,NA,NA,14.4,30.7,0,20.1,0.2,0.2,1.5,0.52,1120000,1510000,16.0,NrlyLvl,1157000,1080000,1100000,835000
14471,NA,THREE,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,66,31,42,Y,N,N,N,70,43.5,758,1980,1,0,NA,NA,NA,NA,18,34.9,0,20.2,0.3,0.3,1.5,0.51,930000,1860000,16.1,NrlyLvl,1291500,1240000,1420000,810000
14474,TWO,FOUR,hughesdale,3166,20140405,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,55,44,47,N,N,Y,N,70,43.5,205,2000,2,1,535000,450,2006,2006,14.8,24.2,0,19.8,0.6,0.6,0.6,NA,925000,1230000,24.6,GntlyInclnd,1153667,839000,962000,807000
14475,NA,THREE,hughesdale,3166,20140322,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,60,30,44,N,N,N,N,70,43.5,358,2001,2,0,140000,NA,2000,NA,13.4,18.1,1.8,20.7,1,0.6,1.8,NA,1080000,1430000,NA,GntlyInclnd,1316000,1590000,1440000,802000
14493,NA,FOUR,huntingdale,3166,20150713,WkDay,MDay,WrkngDy,sold,Hse,4,2,1,55,37,47,Y,N,Y,N,59.5,16.5,692,1960,1,0,NA,NA,NA,NA,6.1,12.7,28.4,20.7,12.4,4.2,3.6,0.54,815000,1530000,20.9,NrlyLvl,982000,911000,1150000,840000
14494,NA,THREE,huntingdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,5,2,1,55,37,47,N,N,N,N,59.5,16.5,599,1950,3,0,658000,NA,2013,NA,11.6,22.2,0,21,1.6,1,2.1,0.7,1030000,1360000,18.2,NrlyLvl,1523333,1080000,1100000,850000
14496,NA,FOUR,oakleigh,3166,20170309,WkDay,ThDay,WrkngDy,sold,Hse,3,1,1,66,22,42,N,N,N,N,98,59,670,1925,1,0,NA,NA,NA,NA,15,32.3,0,20.3,0.5,0.3,0.9,0.87,800000,1640000,18.3,NrlyLvl,1008333,960000,1100000,830000
14497,TWO,NA,oakleigh,3166,20160612,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,60,30,40,N,N,Y,N,98,59,397,2000,2,0,250000,NA,2000,NA,5,13.8,0.6,19.8,3,0.2,1.4,0.78,800000,1060000,NA,NA,806833,780000,962000,812888
14500,NA,NA,oakleigh,3166,20140412,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,68,41,56,N,N,N,N,98,59,505,1980,2,3,123500,475,1990,2015,15.1,22.3,0.4,20.2,1.4,0.4,1,5.17,1080000,1430000,13.8,NrlyLvl,1146667,890000,1120000,836000
14501,NA,FOUR,oakleigh,3166,20140329,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,64,30,48,Y,N,Y,N,98,59,767,1935,4,0,622000,NA,2008,NA,12.3,22.1,0.2,20.6,1.1,0.7,1,0.8,1120000,1510000,NA,NrlyLvl,1150000,960000,1120000,815000
14502,NA,SIX,oakleigh,3166,20140301,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,79,15,41,Y,N,N,N,98,59,545,1920,3,1,356000,320,2004,2009,14.5,22.3,0,19.8,1,0.6,1,1.08,1180000,1580000,15.3,NrlyLvl,1160000,1420000,1410000,810000
14503,NA,SIX,oakleigh,3166,20140215,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,79,15,41,Y,N,N,N,98,59,566,1920,1,0,NA,NA,NA,NA,20.3,28.2,0,20.1,0.3,0.4,1.1,5.11,1080000,1430000,16.2,NrlyLvl,1148733,1100000,1050000,820000
14504,NA,NINE,oakleigh,3166,20140128,WkDay,TuDay,WrkngDy,sold,Hse,3,2,3,74,23,44,Y,N,N,N,98,59,606,1945,1,0,NA,NA,NA,NA,23,41,0,20.7,1.3,0.2,1.2,0.97,1180000,1580000,16.1,NrlyLvl,1213333,1120000,878000,830000
14536,NA,NA,hughesdale,3166,20150307,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,54,34,39,N,N,Y,N,70,43.5,558,1980,3,1,602500,420,2012,2011,15.4,22.6,0.2,20.4,0.7,0.087,1.8,0.25,1030000,1360000,15.3,NrlyLvl,877000,1440000,1350000,846000
14537,NA,THREE,hughesdale,3166,20140503,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,60,30,44,Y,N,N,N,70,43.5,697,1980,1,0,NA,NA,NA,NA,9.8,16,1.4,19.9,0.2,0.2,1.7,NA,1180000,1580000,15.5,NrlyLvl,1280333,1440000,1350000,810500
14541,NA,EIGHT,huntingdale,3166,20160227,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,37,47,N,N,N,N,59.5,16.5,702,1950,1,0,NA,NA,NA,NA,17.7,22.2,0,20.8,3.9,11.6,3.6,0.57,910000,1370000,21.4,GntlyInclnd,1108333,997000,1100000,850000
14542,TWO,EIGHT,oakleigh,3166,20160719,WkDay,TuDay,WrkngDy,sold,TwnHse,4,2,2,60,30,40,N,N,N,N,98,59,673,2012,2,0,638000,NA,2012,NA,12.6,16,0,19.8,0.1,0.1,1.1,0.64,765000,1010000,15.7,NrlyLvl,892000,1230000,1180000,800000
14543,NA,FOUR,oakleigh,3166,20160421,WkDay,ThDay,WrkngDy,sold,AptFlat,3,1,1,63,30,36,N,N,Y,N,98,59,664,2016,2,0,40000,NA,1976,NA,17.1,24.2,0.4,20.2,2.2,1.1,1.4,0.49,800000,1060000,17.8,NrlyLvl,886667,960000,997000,805000
14554,THREE,NA,hughesdale,3166,20170304,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,2,51,47,50,Y,N,Y,N,70,43.5,329,1970,2,0,165000,NA,1989,NA,16.1,27.4,0,19.3,0.4,0.4,0.8,0.81,800000,1060000,NA,NA,941833,330000,650000,855000
14556,NA,NA,hughesdale,3166,20151212,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,54,34,39,Y,N,N,N,70,43.5,601,1940,1,0,NA,NA,NA,NA,10.1,18.3,2,20.6,0.1,0.1,2.1,0.13,938000,1810000,15.0,NrlyLvl,1210667,1350000,1420000,870000
14557,ONE,ONE,hughesdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,40,40,Y,N,Y,Y,70,43.5,435,1960,1,2,NA,420,NA,2011,11.6,22.2,0,20.1,0.5,0.4,1.7,0.45,1080000,1430000,NA,GntlyInclnd,1070333,1440000,1350000,870000
14562,NA,FOUR,huntingdale,3166,20160618,WkEnd,SDay,WrkngDy,sold,Hse,4,1,2,55,37,47,N,N,Y,N,59.5,16.5,604,1980,1,0,NA,NA,NA,NA,10,12.7,8.6,21,3.7,4.7,4.1,0.72,925000,1230000,19.1,NrlyLvl,1041667,1100000,1000000,892000
14563,NA,FIVE,huntingdale,3166,20160611,WkEnd,SDay,WrkngDy,sold,Hse,6,1,2,57,39,48,N,N,Y,N,59.5,16.5,674,1980,2,0,140000,NA,1999,NA,9,13.5,3,20.7,1.9,0.6,0.8,0.48,925000,1230000,20.4,NrlyLvl,1063333,1190000,455000,886500
14564,NA,FIVE,huntingdale,3166,20160604,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,70,29,46,N,N,N,N,59.5,16.5,622,1980,1,0,NA,NA,NA,NA,9.8,13.4,6.2,21.2,0.4,0.4,1.3,0.86,973000,1420000,18.8,NrlyLvl,806667,1100000,1200000,850000
14565,NA,FOUR,huntingdale,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,37,47,Y,N,Y,Y,59.5,16.5,669,1976,1,0,NA,NA,NA,NA,12,18.8,5.8,20.9,0.8,1.3,2.2,0.77,925000,1230000,22.1,NrlyLvl,1038333,960000,997000,896000
14566,NA,ONE,huntingdale,3166,20160206,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,55,37,47,Y,N,Y,N,59.5,16.5,602,1978,2,0,78000,NA,1987,NA,16.5,32.6,0,20.9,0.7,0.6,1,0.62,925000,1230000,18.1,NrlyLvl,1062667,997000,1100000,897000
14567,NA,FOUR,huntingdale,3166,20150905,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,55,37,47,Y,N,Y,N,59.5,16.5,602,1945,3,0,99000,NA,1996,NA,10.2,14,0,20.9,1.4,0.5,1,0.6,845000,1110000,18.3,GntlyInclnd,1148733,1190000,455000,860500
14568,NA,NINE,huntingdale,3166,20150606,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,70,29,46,Y,N,N,N,59.5,16.5,604,1950,1,1,NA,410,NA,2015,9.2,16.6,0.2,21.5,0.8,0.8,2,0.98,975000,1290000,15.3,NrlyLvl,1076667,1100000,820000,867000
14573,NA,NA,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,64,30,48,N,N,N,N,98,59,742,1960,3,0,115000,NA,1992,NA,12,18.8,5.8,20.7,1.2,1.2,1.2,0.7,975000,1290000,16.2,GntlyInclnd,1047233,1090000,1100000,894000
14575,NA,NA,oakleigh,3166,20151130,WkDay,MDay,WrkngDy,sold,Hse,3,1,2,82,14,33,Y,N,N,N,98,59,676,1960,2,0,549000,NA,2008,NA,10,32.2,0,20.1,3.3,0.3,1.5,0.63,880000,1170000,15.9,GntlyInclnd,1192296,997000,950000,860000
14576,NA,NINE,oakleigh,3166,20151022,WkDay,ThDay,WrkngDy,sold,Hse,2,1,2,64,30,48,Y,N,Y,N,98,59,538,1980,1,0,NA,NA,NA,NA,11.4,16.7,7,20.9,0.1,0.1,1.4,0.62,750000,1440000,15.8,NrlyLvl,1051000,NA,NA,880000
14577,NA,SIX,oakleigh,3166,20151017,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,63,30,36,Y,N,Y,N,98,59,619,1930,4,1,132000,690,1994,2017,11.5,20.5,0,19.8,1.8,0.7,0.4,0.9,815000,1740000,NA,NrlyLvl,1388333,1480000,985000,900000
14578,NA,NINE,oakleigh,3166,20150926,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,63,30,36,Y,N,Y,N,98,59,543,1998,3,0,98000,NA,1997,NA,6.6,17.9,0,20.3,2.1,2.1,1.4,0.5,925000,1230000,15.3,NrlyLvl,1063667,960000,1100000,865000
14580,NA,FIVE,oakleigh,3166,20141129,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,65,35,47,Y,N,Y,Y,98,59,551,1950,6,0,852000,NA,2014,NA,11.9,24.1,0,20.5,1.1,0.6,1,0.97,1240000,1660000,13.7,NrlyLvl,1275000,1050000,890000,852000
14581,NA,FOUR,oakleigh,3166,20140823,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,63,30,36,Y,N,Y,Y,98,59,543,2000,4,4,40000,575,2010,2011,7.4,20.7,0,20.1,3.4,0.3,0.014,0.61,1180000,1580000,15.4,NrlyLvl,1215000,1480000,1740000,899000
14595,NA,ONE,hughesdale,3166,20161015,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,66,31,42,N,N,Y,N,70,43.5,507,1994,2,0,57500,NA,1985,NA,9.4,24.8,0,20.3,0.5,0.5,1.7,0.29,845000,1110000,NA,NrlyLvl,1175667,1440000,1350000,880000
14597,NA,FIVE,hughesdale,3166,20150414,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,66,31,42,N,N,N,N,70,43.5,758,1976,7,1,700000,380,2007,2010,10.5,24.7,1.6,20.4,0.6,0.5,1.8,0.29,1080000,1430000,16.4,NrlyLvl,1291500,1350000,1420000,900000
14598,NA,NA,hughesdale,3166,20150214,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,55,44,47,N,N,Y,N,70,43.5,543,1980,3,0,187250,NA,1995,NA,19,25.1,19.6,19.9,0.2,0.2,1,NA,1370000,1830000,16.3,NrlyLvl,1374333,1590000,1160000,900000
14599,NA,SEVEN,hughesdale,3166,20141206,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,50,51,53,Y,N,Y,N,70,43.5,576,1920,3,0,642000,NA,2007,NA,15.4,22.7,2.6,20.2,0.5,0.8,2.2,0.92,880000,1170000,12.3,NrlyLvl,1298667,1440000,1350000,885000
14600,NA,THREE,hughesdale,3166,20140802,WkEnd,SDay,WrkngDy,sold,Hse,4,2,4,52,50,46,Y,N,Y,N,70,43.5,458,1940,2,1,515000,280,2009,2007,4.8,11.9,10.6,18.9,1.4,0.5,0.013,0.38,1240000,1660000,NA,NrlyLvl,1420000,2830000,1630000,900000
14601,NA,NINE,hughesdale,3166,20140510,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,60,30,44,Y,N,N,Y,70,43.5,634,1920,2,1,227500,395,2002,2011,12.9,16.3,11,19.4,0.5,0.8,6,0.91,1030000,1360000,NA,NA,1317000,1420000,1810000,860000
14620,NA,SEVEN,huntingdale,3166,20160511,WkDay,WDay,WrkngDy,sold,Hse,2,1,1,70,29,46,Y,N,N,N,59.5,16.5,604,1980,2,0,123000,NA,1998,NA,12.2,17.4,0.2,21.4,0.9,0.8,1.7,0.97,975000,1290000,15.2,NrlyLvl,1047233,1240000,1260000,900000
14622,NA,SIX,huntingdale,3166,20150505,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,70,29,46,N,N,Y,N,59.5,16.5,622,1950,3,0,620000,NA,2007,NA,9.2,18.1,0.6,21.2,0.5,0.5,1.3,0.82,1080000,1430000,19.0,NrlyLvl,1135000,1100000,1200000,866000
14623,NA,THREE,huntingdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,5,2,1,55,37,47,N,N,N,N,59.5,16.5,599,1950,3,0,658000,NA,2013,NA,11.6,22.2,0,21,1.6,1,2.1,0.7,1030000,1360000,18.2,NrlyLvl,1523333,1080000,1100000,850000
14624,NA,THREE,huntingdale,3166,20140603,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,55,37,47,Y,Y,Y,Y,59.5,16.5,622,1960,3,0,310000,NA,2005,NA,12.1,16.3,3.4,21.1,1.2,1.2,2.2,0.72,1080000,1430000,18.9,NrlyLvl,1271667,1120000,997000,900000
14626,NA,THREE,oakleigh,3166,20150316,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,68,26,44,N,N,N,N,98,59,592,1920,2,0,900000,NA,2015,NA,10.5,25.5,0,19.9,0.6,0.5,0.5,1.01,1300000,1740000,14.9,NrlyLvl,1388333,1080000,1100000,900000
14628,NA,ONE,oakleigh,3166,20140920,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,63,30,36,N,N,N,N,98,59,615,1980,1,0,NA,NA,NA,NA,9.8,15.1,0,20,1.7,0.5,0.9,0.9,1080000,1430000,13.2,NrlyLvl,909000,960000,1120000,870000
14630,NA,EIGHT,oakleigh,3166,20140531,WkEnd,SDay,WrkngDy,sold,Hse,3,2,3,79,15,41,Y,N,Y,N,98,59,533,1970,2,0,125000,NA,1997,NA,7.5,18.9,0,20.2,1.6,0.5,1.2,5.1,1370000,1830000,14.9,NrlyLvl,1323333,1120000,1220000,871000
14631,NA,SEVEN,oakleigh,3166,20140322,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,65,35,47,Y,N,N,N,98,59,663,1987,2,0,82000,NA,1987,NA,13.4,18.1,1.8,20.5,1.1,0.4,1,1.05,1180000,1580000,NA,NrlyLvl,1321667,1100000,1030000,860000
14649,ONE,THREE,hughesdale,3166,20160723,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,52,42,45,N,N,Y,N,70,43.5,360,1975,1,0,NA,NA,NA,NA,7.5,11.6,2.8,19.5,0.1,0.1,0.7,NA,880000,1170000,16.3,NrlyLvl,1075333,595000,330000,900000
14650,NA,TWO,hughesdale,3166,20160430,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,63,39,51,Y,N,N,N,70,43.5,683,1999,1,0,NA,NA,NA,NA,16.4,24.1,6.2,19.6,0.2,0.081,1.5,0.66,845000,1110000,NA,NA,1047667,900000,675000,860000
14652,NA,EIGHT,hughesdale,3166,20141129,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,50,51,53,Y,N,Y,Y,70,43.5,471,1980,1,0,NA,NA,NA,NA,11.9,24.1,0,20.7,0.4,0.3,1.3,NA,1080000,1430000,NA,NrlyLvl,1244667,1590000,1440000,860000
14654,NA,EIGHT,huntingdale,3166,20160227,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,37,47,N,N,N,N,59.5,16.5,702,1950,1,0,NA,NA,NA,NA,17.7,22.2,0,20.8,3.9,11.6,3.6,0.57,910000,1370000,21.4,GntlyInclnd,1108333,997000,1100000,850000
14656,NA,NINE,oakleigh,3166,20160629,WkDay,WDay,WrkngDy,sold,Hse,2,2,2,63,40,47,Y,N,N,N,98,59,424,1940,3,0,530000,NA,2011,NA,8.9,15.8,0.2,20.1,0.2,0.076,0.5,1.3,925000,1230000,13.7,NrlyLvl,960000,1010000,1230000,868000
14657,TWO,SIX,oakleigh,3166,20151212,WkEnd,SDay,WrkngDy,sold,TwnHse,4,3,2,64,30,48,Y,N,Y,N,98,59,733,1960,1,0,NA,NA,NA,NA,10.1,18.3,2,21,0.6,0.2,1.4,0.48,800000,1060000,15.2,NrlyLvl,897333,826000,1600000,860000
14658,NA,TWO,oakleigh,3166,20141122,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,65,21,47,Y,N,Y,N,98,59,679,1950,1,1,NA,520,NA,2016,12.9,31,0,20.3,1.4,0.4,0.9,5.24,1120000,1510000,NA,NrlyLvl,1076667,1030000,1120000,870000
14681,TWO,EIGHT,hughesdale,3166,20150625,WkDay,ThDay,WrkngDy,sold,HseTwnHse,4,3,2,52,50,46,Y,N,Y,Y,70,43.5,223,1940,1,0,NA,NA,NA,NA,9.6,14,0,19.3,0.5,0.7,0.3,0.53,925000,1230000,15.3,NrlyLvl,1148000,1080000,1100000,930000
14683,NA,SEVEN,hughesdale,3166,20150502,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,66,31,42,N,N,N,N,70,43.5,732,1976,4,1,630000,210,2010,2003,11.6,22.2,0,19.8,0.9,0.4,2.5,NA,880000,1170000,16.3,NrlyLvl,1313000,1240000,1420000,925000
14685,ONE,TWO,huntingdale,3166,20170722,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,55,37,47,N,N,Y,N,59.5,16.5,349,1995,1,4,NA,370,NA,2010,5.4,12.4,0,20.9,1.7,1.2,2,0.67,840000,1420000,NA,GntlyInclnd,863333,1120000,997000,910000
14688,NA,NINE,huntingdale,3166,20160903,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,67,32,48,Y,N,Y,N,59.5,16.5,602,1950,4,0,542500,NA,2009,NA,10,15.7,0.2,21.2,0.2,0.2,1.3,0.6,925000,1230000,18.1,NrlyLvl,1084333,960000,1100000,941000
