Id,StreetName,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,SalePrice
1065,Roslyn Street,NA,ONE,burwood,3125,20150701,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,74,5,41,N,N,Y,Y,108.5,116.5,416,1956,4,1,590000,415,2009,2009,7.4,15,0,17.2,1,1,1.5,2.65,1450000,2160000,15.1,NrlyLvl,1530000,1680000,2150000,1188000
1066,Puerta Street,NA,TWO,burwood,3125,20150622,WkDay,MDay,WrkngDy,sold,TwnHse,4,3,1,42,43,65,N,N,Y,Y,108.5,116.5,0,0,0,0,0,0,0,0,3.6,14.1,0,17,0.7,0.4,1.6,2.23,0,0,0,NA,0,0,0,1192000
1067,Aylwin Avenue,NA,THREE,burwood,3125,20150604,WkDay,ThDay,WrkngDy,sold,Hse,3,2,2,66,17,46,Y,N,N,Y,108.5,116.5,261,2015,2,0,1200000,0,2015,0,4.4,11.3,0,16.3,0.7,0.4,0.7,2.28,0,0,0,NrlyLvl,0,1710000,1570000,1200000
1068,Timor Close,NA,THREE,burwood,3125,20150509,WkEnd,SDay,WrkngDy,sold,AptHse,3,2,1,59,39,52,Y,N,Y,Y,108.5,116.5,547,1993,3,0,390000,0,2004,0,12.8,18.7,0,17.2,1,0.6,1.8,2.46,1240000,1660000,0,GntlyInclnd,1353833,1710000,1270000,1133000
1069,Roslyn Street,NA,THREE,burwood,3125,20150501,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,N,108.5,116.5,283,2014,1,0,0,0,0,0,7.9,23.1,0,17.2,1,1,1.5,2.68,1080000,1430000,0,GntlyInclnd,0,0,0,1190000
1070,Acacia Place,NA,SIX,burwood,3125,20150221,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,Y,108.5,116.5,337,1998,4,0,115000,0,1997,0,18.1,36.1,0,16.8,1.8,0.9,1.3,2.77,1300000,1740000,14.2,GntlyInclnd,1853333,2890000,1890000,1180000
1071,Waratah Avenue,NA,EIGHT,burwood,3125,20141204,WkDay,ThDay,WrkngDy,sold,Hse,3,1,1,64,15,53,N,N,N,N,108.5,116.5,751,0,3,3,1110000,300,2014,2014,17.5,25.6,9,16.4,1,0.3,0.9,2.53,1560000,2000000,16.6,GntlyInclnd,1630000,2890000,1680000,1110000
1072,Starling Street,NA,TWO,burwood,3125,20141115,WkEnd,SDay,WrkngDy,sold,Hse,6,3,2,44,65,62,N,N,N,N,108.5,116.5,696,1950,4,0,636400,0,2007,0,12.1,17.6,0,18.4,1,1,0.8,1.52,1240000,1660000,15.9,GntlyInclnd,1736667,1170000,1480000,1133000
1073,Tennyson Street,NA,THREE,burwood,3125,20141108,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,39,58,N,N,Y,Y,108.5,116.5,763,1965,3,1,1158000,520,2014,2011,18,34.9,0,19,1.9,0.3,2,1.92,1510000,2010000,19.6,GntlyInclnd,1685000,1170000,1200000,1158000
1074,Pescott Close,NA,FOUR,burwood,3125,20141020,WkDay,MDay,WrkngDy,sold,Hse,4,3,2,52,19,38,Y,N,Y,Y,108.5,116.5,739,2004,4,0,1150000,0,2014,0,10.2,20.7,0,18.6,3,0.6,2.3,0.8,0,0,0,GntlyInclnd,1479750,1550000,1460000,1150000
1075,Emmy Court,NA,NINE,burwood,3125,20141002,WkDay,ThDay,WrkngDy,sold,Hse,4,3,2,74,5,41,Y,N,Y,N,108.5,116.5,300,2000,3,0,465000,0,2000,0,9.6,17.1,0,17.1,2.2,1.3,1.5,2.76,1430000,1920000,12.1,NrlyLvl,1015667,1890000,1680000,1200000
1076,Iris Street,NA,TWO,burwood,3125,20140823,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,65,23,42,Y,N,Y,Y,108.5,116.5,650,1955,3,0,157000,0,1993,0,7.4,20.7,0,16.3,0.2,0.2,0.7,1.31,1370000,1830000,15.7,NrlyLvl,1724333,1660000,1710000,1170000
1077,Meldan Street,NA,ONE,burwood,3125,20140726,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,59,39,52,Y,N,Y,N,108.5,116.5,530,1997,4,0,276667,0,2009,0,12.2,14.8,0,17.1,1.2,0.5,1.7,2.49,1370000,1830000,15.4,NrlyLvl,1733333,1480000,901000,1115888
1078,Meldan Street,NA,SIX,burwood,3125,20140625,WkDay,WDay,WrkngDy,sold,Hse,4,2,5,59,39,52,Y,N,Y,Y,108.5,116.5,662,1980,3,0,186500,0,1994,0,8.8,15.8,7,17.2,1.4,0.6,1.7,2.5,1300000,1740000,0,NrlyLvl,1603333,1680000,1600000,1150000
1079,Greenwood Street,NA,SEVEN,burwood,3125,20140329,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,52,39,58,Y,N,N,N,108.5,116.5,917,2006,3,4,845000,420,2009,2013,12.3,22.1,0.2,19,0.3,0.3,1.7,2.22,1370000,1830000,18.4,GntlyInclnd,1608333,1170000,965000,1109000
1080,Zodiac Street,NA,THREE,burwood,3125,20140301,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,72,14,37,Y,N,Y,Y,108.5,116.5,715,1970,2,1,438000,390,2002,2002,14.5,22.3,0,17.3,1.4,0.7,1.2,1.88,1430000,1920000,21.4,NrlyLvl,1514500,1200000,1550000,1125000
1098,Pearce Street,NA,FIVE,burwood,3125,20161128,WkDay,MDay,WrkngDy,sold,Hse,3,2,2,56,35,52,Y,N,Y,N,108.5,116.5,634,1998,2,1,222000,430,1998,2017,12.2,19.6,0.2,20.7,1.1,0.3,0.6,1.49,1120000,1510000,17.0,GntlyInclnd,1330167,1160000,720000,1135000
1099,Andrews Street,NA,TWO,burwood,3125,20161015,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,52,39,58,N,N,N,N,108.5,116.5,661,1975,4,0,54600,0,1983,0,9.4,24.8,0,19.1,1.2,0.5,2.1,2.26,1180000,1580000,15.3,GntlyInclnd,1286833,891000,1410000,1175000
1101,Andrews Street,NA,ONE,burwood,3125,20151118,WkDay,WDay,WrkngDy,sold,Hse,3,1,2,66,48,68,N,N,Y,Y,108.5,116.5,658,1976,4,1,59000,460,1980,2011,14.7,29.5,0,18.9,0.2,0.7,2,2.25,1180000,1580000,15.1,NrlyLvl,1286833,901000,891000,1173880
1104,Goold Street,NA,ONE,burwood,3125,20150314,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,53,43,59,N,N,N,Y,108.5,116.5,619,1960,2,0,476055,0,2007,0,9.4,30.1,0,17.9,0.9,0.3,2.2,0.97,1180000,1580000,16.3,GntlyInclnd,1372167,901000,1240000,1164500
1107,Uganda Street,ONE,NINE,burwood,3125,20171021,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,42,43,65,N,N,Y,Y,108.5,116.5,327,0,0,0,0,0,0,0,11,15.4,0,17.2,1.5,0.3,1.7,2.28,0,0,15.4,GntlyInclnd,0,0,0,1240000
1109,Alder Street,ONE,EIGHT,burwood,3125,20170408,WkEnd,SDay,WrkngDy,sold,TwnHse,3,3,2,65,23,42,Y,N,Y,Y,108.5,116.5,808,2014,1,0,0,0,0,0,18.6,28.1,0,16,0.5,0.2,0.6,1.29,1080000,1430000,0,GntlyInclnd,0,882000,770000,1230888
1110,Monica Street,NA,THREE,burwood,3125,20170404,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,42,43,65,N,N,Y,Y,108.5,116.5,264,2015,1,0,0,0,0,0,10,24.4,0,17.1,0.7,0.4,1.7,2.24,1120000,1510000,0,GntlyInclnd,1358833,1710000,725000,1215000
1112,Webb Street,NA,ONE,burwood,3125,20161216,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,55,39,43,N,N,N,N,108.5,116.5,662,1980,0,0,0,0,0,0,9.7,25.5,0,17.2,1.6,1.1,2,1.23,1180000,1580000,16.9,NrlyLvl,0,0,0,1300000
1113,Elgar Road,NA,SIX,burwood,3125,20161129,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,43,34,52,N,N,N,N,108.5,116.5,669,1974,1,0,0,0,0,0,10.4,20,0.2,16.8,0.6,0.6,7.5,1.78,1240000,1660000,18.4,GntlyInclnd,1405500,1710000,1730000,1250000
1114,Barnes Avenue,NA,ONE,burwood,3125,20161022,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,72,14,37,Y,N,Y,N,108.5,116.5,754,1950,1,0,0,0,0,0,6.9,13.2,16.4,17.7,0.9,1.1,1.1,1.53,1300000,1740000,17.1,GntlyInclnd,1376667,1450000,749900,1265000
1115,Harrison Avenue,NA,NA,burwood,3125,20160820,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,72,14,37,N,N,Y,N,108.5,116.5,650,1980,1,0,0,0,0,0,6.9,13.6,9.4,17.5,1,0.4,1.2,1.55,1240000,1660000,17.3,GntlyInclnd,0,1450000,749900,1235000
1117,Haig Street,NA,SIX,burwood,3125,20160618,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,64,25,40,Y,Y,N,N,108.5,116.5,697,1950,3,1,793000,450,2010,2007,10,12.7,8.6,17.2,1.8,0.4,1.1,1.82,1240000,1660000,15.3,GntlyInclnd,1495000,1520000,1520000,1220000
1118,Gillard Street,NA,ONE,burwood,3125,20160430,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,41,64,76,Y,N,Y,N,108.5,116.5,697,1950,2,0,29000,0,1975,0,16.4,24.1,6.2,17.2,0.6,0.1,2.6,1.47,1300000,1740000,15.3,NrlyLvl,1386833,1080000,1200000,1262000
1119,Emmy Court,NA,SEVEN,burwood,3125,20160121,WkDay,ThDay,WrkngDy,sold,Hse,4,2,1,74,5,41,N,N,Y,Y,108.5,116.5,394,2000,2,2,215000,550,1999,2007,19,26.7,0.8,17.1,2.3,1.3,1.6,2.79,1300000,1740000,15.6,GntlyInclnd,1680000,2890000,1890000,1260000
1121,Parer Street,ONE,NA,burwood,3125,20151208,WkDay,TuDay,WrkngDy,sold,TwnHse,4,2,2,59,39,52,N,N,N,N,108.5,116.5,646,2013,2,0,250000,0,2013,0,20.3,35.4,0.8,17.1,1.5,1,1.6,2.54,813000,1750000,15.3,NrlyLvl,1107333,1750000,825000,1210000
1123,Gillard Street,NA,SEVEN,burwood,3125,20151010,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,47,48,71,N,N,N,N,108.5,116.5,770,1980,3,0,58000,0,1983,0,17.5,29.2,0,17.7,1.1,0.5,2.2,1.05,1300000,1740000,18.5,GntlyInclnd,1199333,901000,1730000,1280000
1124,Centre Court,NA,THREE,burwood,3125,20151009,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,31,62,79,N,N,N,N,108.5,116.5,899,1980,2,0,167000,0,1989,0,10.9,29.9,0,18,1.1,0.3,1.9,1.57,1300000,1740000,0,GntlyInclnd,1718333,891000,1410000,1300000
1125,Ivy Street,NA,ONE,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,58,36,55,N,N,Y,Y,108.5,116.5,677,1960,3,1,395000,300,2004,2004,6.6,17.9,0,18.8,1.3,0.3,1.2,2.51,1300000,1740000,21.5,NrlyLvl,1475333,1170000,965000,1300000
1126,Park Avenue,NA,ONE,burwood,3125,20150905,WkEnd,SDay,WrkngDy,sold,Hse,3,1,0,64,21,45,Y,N,Y,N,108.5,116.5,701,1950,3,0,775000,0,2012,0,10.2,14,0,16.1,0.7,0.4,0.7,1.29,1370000,1830000,0,GntlyInclnd,1351667,749900,1740000,1295000
1127,Mueller Close,NA,SIX,burwood,3125,20150807,WkDay,FDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,N,108.5,116.5,355,2005,2,0,590000,0,2005,0,9,13.1,1.4,19,2.1,0.034,2.7,0.49,1180000,1580000,0,GntlyInclnd,1091667,985000,1460000,1241000
1128,Cookson Way,NA,ONE,burwood,3125,20150729,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,440,2006,1,0,0,0,0,0,8.4,14,0,18.5,3,0.8,2.2,0.85,1300000,1740000,14.1,NrlyLvl,1400033,1420000,1340000,1280000
1130,Loudon Road,NA,ONE,burwood,3125,20150718,WkEnd,SDay,WrkngDy,sold,Hse,4,2,3,65,23,42,N,Y,Y,N,108.5,116.5,661,1940,4,0,933000,0,2013,0,6.1,11.5,0.4,16,0.5,0.2,0.3,1.09,1100000,2030000,15.2,NrlyLvl,1578000,1950000,1660000,1263000
1131,Stephens Street,NA,TWO,burwood,3125,20150704,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,55,39,43,N,N,Y,N,108.5,116.5,858,1980,1,0,0,0,0,0,7.3,10.6,0,17,2.5,0.7,1.7,1.04,1510000,2010000,0,GntlyInclnd,1458333,1240000,1730000,1300000
1132,McComas Grove,NA,FIVE,burwood,3125,20150613,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,41,64,76,N,N,Y,N,108.5,116.5,697,1960,4,0,889000,0,2014,0,6,18.2,0,17.1,0.9,0.3,2.4,1.49,1370000,1830000,15.2,GntlyInclnd,1614333,1730000,1340000,1300000
1133,Cox Lane,NA,ONE,burwood,3125,20150530,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,Y,108.5,116.5,369,2005,2,0,560000,0,2005,0,11,17.3,0,19.1,2.2,0.4,4.5,0.47,1120000,1510000,0,GntlyInclnd,1400033,985000,1460000,1271000
1134,Keogh Street,NA,NINE,burwood,3125,20150509,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,55,39,43,Y,N,Y,Y,108.5,116.5,770,1950,5,0,645000,0,2007,0,12.8,18.7,0,17.2,2.5,0.6,1.9,0.96,1370000,1830000,15.9,NrlyLvl,1426667,1240000,1340000,1262000
1137,Bennett Street,NA,SIX,burwood,3125,20150314,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,43,44,68,Y,N,Y,N,108.5,116.5,766,1960,1,0,0,0,0,0,9.4,30.1,0,17.6,0.4,0.8,1.9,0,1370000,1830000,16.8,NrlyLvl,1724333,1730000,1000000,1300000
1138,Eyre Street,NA,SEVEN,burwood,3125,20141206,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,65,23,42,Y,N,Y,N,108.5,116.5,808,1977,3,0,52500,0,1980,0,15.4,22.7,2.6,15.9,0.3,0.076,0.7,0,1510000,2010000,17.6,GntlyInclnd,1634667,1270000,1570000,1270000
1139,Highbury Road,NA,NA,burwood,3125,20141122,WkEnd,SDay,WrkngDy,sold,Hse,4,2,3,64,21,45,Y,N,Y,N,108.5,116.5,746,1930,6,0,945000,0,2008,0,12.9,31,0,15.9,0.5,7.4,0.5,1.21,1240000,1660000,20.3,NrlyLvl,1512500,1200000,901000,1230000
1140,Narmi Court,NA,TWO,burwood,3125,20140501,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,58,36,55,Y,N,Y,N,108.5,116.5,942,1920,3,0,730000,0,2006,0,6.2,15.9,0,18.6,1.4,0.3,1.3,2.5,1430000,1920000,0,GntlyInclnd,2013333,1170000,965000,1250000
1141,Murray Drive,NA,ONE,burwood,3125,20140405,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,74,5,41,N,N,Y,Y,108.5,116.5,499,1998,5,0,900000,0,2008,0,14.8,24.2,0,16.8,1.3,0.8,1.3,2.61,1430000,1920000,14.5,NrlyLvl,1828333,1890000,1680000,1210000
1146,Montpellier Road,NA,SIX,burwood,3125,20180101,WkDay,MDay,HliDy,sold,Hse,4,2,2,52,19,38,N,N,Y,Y,108.5,116.5,505,2006,2,2,655000,650,2006,2012,0,0,0,18.4,3,1.1,2,0.89,1180000,1580000,14.1,NrlyLvl,1441667,1420000,1460000,1300000
1147,Inverness Avenue,NA,SIX,burwood,3125,20171020,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,53,30,64,N,Y,N,N,108.5,116.5,668,1960,2,0,1116000,0,2016,0,11.3,16.2,2.6,18.4,1.8,0.3,2.3,2.07,0,0,0,NrlyLvl,1425167,1700000,1570000,1300000
1149,Morton Road,NA,SIX,burwood,3125,20170915,WkDay,FDay,WrkngDy,sold,Hse,3,1,2,72,14,37,N,N,Y,N,108.5,116.5,759,1960,5,2,845600,465,2014,2016,9.6,16.7,0,16.6,0.7,1.5,2,1.67,0,0,17.9,GntlyInclnd,0,1500000,650000,1275000
1150,Cromwell Street,NA,THREE,burwood,3125,20170826,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,52,44,58,N,N,N,N,108.5,116.5,735,1980,3,0,749000,0,2010,0,9.9,15.3,0,16.5,2,0.6,1.2,1.49,0,0,21.4,NrlyLvl,1431167,1270000,1340000,1238000
1151,Harrison Avenue,NA,FOUR,burwood,3125,20170812,WkEnd,SDay,WrkngDy,sold,VacLnd,0,0,0,72,14,37,N,N,N,N,108.5,116.5,657,1975,1,0,0,0,0,0,10.3,17.9,2.8,17.5,1.1,0.6,1.3,1.67,0,0,17.4,GntlyInclnd,1201000,1510000,1880000,1288000
1152,Finch Street,NA,FIVE,burwood,3125,20170617,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,64,30,50,N,N,N,N,108.5,116.5,586,2013,3,1,92000,590,1986,2017,4.2,15.5,0,18.5,1.7,1.7,1.2,1.14,1080000,1430000,0,NA,1306667,985000,1400000,1270600
1153,Leonard Street,NA,NINE,burwood,3125,20170527,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,48,41,66,N,N,N,N,108.5,116.5,586,1980,2,0,128000,0,1989,0,11.9,17.8,0,18.4,0.7,0.4,1.1,1.22,925000,1230000,0,NA,1138333,901000,1160000,1253500
1154,Arthur Street,NA,ONE,burwood,3125,20170521,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,52,19,38,N,N,N,N,108.5,116.5,696,1960,2,0,321050,0,2002,0,10.8,18.7,0,18.9,0.3,0.2,2.6,0.55,1050000,1650000,17.1,NrlyLvl,1321000,1240000,1480000,1251000
1155,Harrison Avenue,NA,SEVEN,burwood,3125,20170505,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,64,21,45,N,N,N,N,108.5,116.5,805,1975,1,0,0,0,0,0,6.2,20.5,0,17.5,0.6,0.5,0.8,1.37,1030000,1360000,17.9,GntlyInclnd,1383333,1450000,1740000,1230000
1156,Pearce Street,NA,NINE,burwood,3125,20170429,WkEnd,SDay,WrkngDy,sold,Hse,5,1,2,56,35,52,Y,N,N,N,108.5,116.5,630,1965,1,0,0,0,0,0,14.9,18.1,0.2,20.7,1.1,0.4,0.6,1.47,1080000,1430000,17.0,GntlyInclnd,1167667,1400000,1330000,1225500
1158,Andrews Street,NA,TWO,burwood,3125,20170401,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,52,39,58,N,N,Y,N,108.5,116.5,682,1960,1,1,0,0,0,2017,10,19,0,19,1.1,0.6,2.1,2.24,0,0,15.4,NrlyLvl,1350667,1080000,1200000,1265000
1159,Beddows Street,NA,FOUR,burwood,3125,20170304,WkEnd,SDay,WrkngDy,sold,Hse,5,3,2,43,44,68,N,N,Y,Y,108.5,116.5,513,1978,4,0,180000,0,1988,0,16.1,27.4,0,17.6,0.7,0.4,2.3,1.19,1120000,1510000,15.8,GntlyInclnd,1403333,1930000,2810000,1250000
1160,Glengarry Avenue,NA,ONE,burwood,3125,20170208,WkDay,WDay,WrkngDy,sold,Hse,5,1,4,53,30,64,N,N,N,N,108.5,116.5,595,1950,4,1,673000,140,2010,2011,16.5,36,0,18.5,1.9,0.1,1.6,2.33,1080000,1430000,15.1,NrlyLvl,1400333,1200000,1170000,1300000
1161,Somers Street,NA,SIX,burwood,3125,20170130,WkDay,MDay,WrkngDy,sold,Hse,3,2,2,74,5,41,N,N,N,N,108.5,116.5,585,1960,5,1,580000,280,2008,2006,17.8,30,0,16.5,0.8,0.7,1,2.57,1030000,1360000,15.3,GntlyInclnd,1333833,1710000,1270000,1300000
1162,Daniel Street,NA,FIVE,burwood,3125,20161203,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,43,34,52,Y,N,Y,N,108.5,116.5,579,1950,3,2,800000,0,2014,2016,9.9,23.9,0,17,0.1,0.1,1.6,2,1300000,1740000,15.1,GntlyInclnd,1353833,1710000,1340000,1300000
1163,Keogh Street,NA,SEVEN,burwood,3125,20161203,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,39,43,N,N,N,N,108.5,116.5,773,1960,5,0,1265000,0,2015,0,9.9,23.9,0,17.1,2.5,0.6,1.9,0.96,1300000,1740000,16.0,NrlyLvl,1426667,1240000,1730000,1300000
1164,Goold Street,NA,SIX,burwood,3125,20161129,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,53,43,59,Y,N,Y,N,108.5,116.5,808,1976,2,0,32150,0,1976,0,10.4,20,0.2,18.2,0.5,0.087,1.8,1.02,1300000,1740000,0,GntlyInclnd,1386833,901000,1240000,1290000
1165,Brockhoff Drive,NA,THREE,burwood,3125,20161112,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,N,108.5,116.5,437,2005,2,0,635002,0,2005,0,13.2,25.5,2,18.6,1.9,0.4,2.3,0.64,1180000,1580000,17.6,NrlyLvl,1400033,1420000,1340000,1255000
1166,Clanbrae Avenue,NA,FOUR,burwood,3125,20161112,WkEnd,SDay,WrkngDy,sold,Hse,2,1,0,58,36,55,N,N,Y,N,108.5,116.5,657,1980,2,0,127000,0,1993,0,13.2,25.5,2,18.5,1.4,0.3,2.4,2.67,1180000,1580000,11.8,NrlyLvl,1474500,891000,1410000,1235500
1167,Brockhoff Drive,NA,EIGHT,burwood,3125,20160924,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,52,19,38,Y,N,Y,N,108.5,116.5,502,2005,2,0,640000,0,2005,0,10,20.1,0,19.1,1.9,0.3,2.4,0.68,1240000,1660000,14.6,NrlyLvl,1400000,1420000,1340000,1250000
1168,Faelen Street,NA,EIGHT,burwood,3125,20160813,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,42,43,65,N,N,N,N,108.5,116.5,595,1960,2,2,800000,1651,2014,2017,7.9,15.1,1.6,16.9,1.2,0.4,1.6,2.18,1300000,1740000,15.6,GntlyInclnd,1413667,1170000,1480000,1280000
1169,Elgar Road,NA,TWO,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,43,34,52,N,N,N,N,108.5,116.5,669,1950,3,1,458000,450,2007,2012,9.8,13.4,6.2,16.7,0.6,6.7,7.6,1.74,1300000,1740000,18.3,GntlyInclnd,1405500,1710000,1730000,1300000
1170,Tudor Street,NA,THREE,burwood,3125,20160311,WkDay,FDay,WrkngDy,sold,Hse,3,1,1,42,45,66,N,N,N,N,108.5,116.5,701,1980,3,0,740000,0,2014,0,18.8,26.1,8.4,17,0.7,0.7,1.5,1.37,1240000,1660000,15.3,GntlyInclnd,1314500,1240000,1340000,1218000
1171,Station Street,NA,FIVE,burwood,3125,20160220,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,31,62,79,N,N,N,N,108.5,116.5,725,1980,2,1,861000,410,2014,2015,15.8,20.8,0,18.1,1.2,1.2,4.6,2.01,1300000,1740000,0,GntlyInclnd,1304500,1130000,1410000,1251000
1172,Eley Road,NA,TWO,burwood,3125,20151016,WkDay,FDay,WrkngDy,sold,Hse,3,2,3,58,36,55,Y,N,Y,Y,108.5,116.5,714,1999,5,0,521000,0,2006,0,17,23.8,0,19,1.4,1.4,0.8,2.53,1300000,1740000,0,NrlyLvl,1515167,891000,1410000,1300000
1173,Leopold Street,NA,EIGHT,burwood,3125,20151013,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,51,49,49,Y,Y,N,N,108.5,116.5,836,1958,3,2,710000,530,2009,2014,7.9,17.6,0.4,17.1,0.3,0.3,1.1,1.65,1300000,1740000,18.4,GntlyInclnd,1373333,1450000,749900,1300000
1174,Parer Street,NA,NA,burwood,3125,20151006,WkDay,TuDay,WrkngDy,sold,Hse,4,2,2,42,43,65,Y,N,Y,Y,108.5,116.5,645,1950,4,1,375000,0,2000,2011,15.5,35.8,0,16.7,1.2,0.7,1.3,2.26,1450000,1750000,15.2,NrlyLvl,1540000,1680000,1600000,1285000
1177,Somers Street,NA,NINE,burwood,3125,20150707,WkDay,TuDay,WrkngDy,sold,Hse,3,2,3,64,15,53,Y,N,Y,N,108.5,116.5,650,1948,2,0,151500,0,1993,0,7.4,14.2,2.2,16.5,0.7,0.7,1,2.58,1100000,1710000,15.2,GntlyInclnd,1416500,1710000,1270000,1250000
1179,Wattlebird Court,NA,FIVE,burwood,3125,20150521,WkDay,ThDay,WrkngDy,sold,Hse,5,3,2,74,5,41,N,N,Y,Y,108.5,116.5,463,1990,3,1,860000,720,2008,2012,10.3,13.6,6.2,16.9,1.8,0.9,1.3,2.72,1510000,2010000,14.2,NrlyLvl,1836667,1480000,901000,1280000
1180,Puerta Street,NA,THREE,burwood,3125,20150415,WkDay,WDay,WrkngDy,sold,Hse,3,1,1,42,43,65,Y,N,Y,N,108.5,116.5,595,1960,2,0,700000,0,2014,0,13.9,27.6,2.4,17.1,0.6,0.3,1.7,2.14,1180000,1580000,19.7,GntlyInclnd,1500333,1680000,1600000,1288000
1182,Roslyn Street,NA,NA,burwood,3125,20141115,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,59,39,52,N,N,Y,N,108.5,116.5,697,1960,3,0,910000,0,2008,0,12.1,17.6,0,17.1,0.9,0.9,1.4,2.53,1430000,1920000,15.3,NrlyLvl,0,1710000,1270000,1205000
1183,Farleigh Avenue,NA,NINE,burwood,3125,20141025,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,57,33,61,Y,N,Y,N,108.5,116.5,853,1950,5,3,1239000,0,2014,2012,14.1,18.2,0,18.4,0.3,0.3,2.3,2.86,1510000,2010000,17.1,NrlyLvl,1824333,1130000,891000,1239000
1184,Roslyn Street,NA,EIGHT,burwood,3125,20141015,WkDay,WDay,WrkngDy,sold,Hse,4,2,2,66,17,46,Y,Y,N,Y,108.5,116.5,697,1987,4,0,872500,0,2011,0,5.9,15.4,0.2,16.6,0.4,0.4,1,2.14,1510000,2010000,15.1,NrlyLvl,1612000,1750000,1680000,1300000
1187,Farleigh Avenue,NA,THREE,burwood,3125,20140825,WkDay,MDay,WrkngDy,sold,Hse,3,2,2,57,33,61,N,N,Y,Y,108.5,116.5,835,0,4,2,1235000,320,2014,2005,10.8,16.6,0.8,18.5,0.3,0.3,2.4,2.83,1660000,2220000,16.6,NrlyLvl,1718333,1410000,1700000,1235000
1188,Warren Street,NA,ONE,burwood,3125,20140329,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,54,35,47,Y,N,Y,Y,108.5,116.5,396,1976,4,1,800000,450,2011,2011,12.3,22.1,0.2,16.3,0.7,0.5,0.8,2.2,1300000,1740000,0,GntlyInclnd,1985167,1710000,1270000,1215000
